#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131381,,要前往異星船艦嗎？,8461299,0,0,0,928,1,1,0,0,False
131382,,要前往廢棄宅邸嗎？,8461303,597187,597188,0,809,49,1,0,0,False
131383,,要前往兒科病房嗎？,8509483,597190,0,0,921,1,1,0,0,False
131384,,要離開兒科病房嗎？,8509472,0,0,0,131,1,1,0,0,False
131385,,要前往西薩納蘭嗎？,8537326,0,0,0,140,1,1,0,0,False
131386,,要前往聖羅艾勒廣場嗎？,8547746,597163,0,0,886,1,1,0,0,False
131387,,要前往甘戈斯嗎？,8568002,0,0,0,915,1,1,0,0,False
131388,,要前往空無大地嗎？,7933894,597244,0,0,965,1,1,0,0,False
131389,,要前往彩蛋預言雞舍嗎？,8679245,597351,0,0,133,1,1,0,0,False
131390,,要離開彩蛋預言雞舍嗎？,8678856,597352,0,0,133,1,1,0,0,False
131391,,要前往燕鷗崖嗎？,8657746,597362,0,0,919,1,1,0,0,False
131392,進入夜遊魂總部,要進入夜遊魂總部嗎？,8776840,597661,0,0,971,50,1,0,0,False
131393,,要離開夜遊魂總部嗎？,8777004,0,0,0,131,1,1,0,0,False
131394,,要離開作戰會議室嗎？,8879627,0,0,0,418,1,1,0,0,False
131395,前往穹頂皓天,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,前往黃金港,"要前往黃金港嗎？
交通費為300Gil。",7082407,0,0,597643,628,56,1,0,0,False
131400,前往拉札漢,"要前往拉札漢嗎？
交通費為300Gil。",8904508,0,0,597642,963,56,1,0,0,False
131401,前往休息室,,8918004,0,0,0,990,1,13,0,0,False
131402,,要離開嗎？,8917996,0,0,0,962,1,1,0,0,False
131403,,要進入正廳嗎？,8929915,0,0,0,987,1,1,0,0,False
131404,,要離開正廳嗎？,8929839,0,0,0,962,1,1,0,0,False
131405,,"要前往利姆薩·羅敏薩嗎？
交通費為300Gil。",6873901,598556,0,597723,129,58,1,0,0,False
131406,,"要前往舊薩雷安嗎？
交通費為300Gil。",9019549,0,0,597722,962,58,1,0,0,False
131407,,要前往迷津嗎？,8954010,598557,0,0,956,1,1,0,0,False
131408,,要前往舊薩雷安嗎？,8954012,598558,0,0,962,1,1,0,0,False
131409,,要前往拉札漢嗎？,8953665,598559,0,0,963,1,1,0,0,False
131410,,要前往薩維奈島嗎？,8953667,598560,0,0,957,1,1,0,0,False
131411,,要前往中環嗎？,8953996,598561,598555,0,956,59,1,0,0,False
131412,,要前往外環嗎？,8953982,598562,0,0,956,1,1,0,0,False
131413,,要前往內環嗎？,8954001,598563,0,0,956,1,1,0,0,False
131414,,要前往中環嗎？,8954000,598564,0,0,956,1,1,0,0,False
131415,,要前往無路總部下層嗎？,8954006,598565,0,0,956,1,1,0,0,False
131416,,要前往無路總部嗎？,8954005,598566,0,0,956,1,1,0,0,False
131417,,要前往天外天垓嗎？,8953942,598567,0,0,960,1,1,0,0,False
131418,,要前往迷津嗎？,8953972,0,0,0,956,1,1,0,0,False
131419,,要前往阿拉米格人居住區嗎？,8953920,598568,0,0,621,1,1,0,0,False
131420,,要前往加雷馬嗎？,8953889,598569,0,0,958,1,1,0,0,False
131421,,要前往萬魔殿嗎？,8953635,0,0,0,1025,1,14,0,0,False
131422,,要前往厄爾庇斯嗎？,8953634,0,0,0,961,1,14,0,0,False
131423,,要前往目光敏銳的星戰士的所在處嗎？,8953933,0,597693,0,957,57,1,0,0,False
131424,,要前往中層區嗎？,8953619,0,0,0,961,1,1,0,0,False
131425,,要前往出入口嗎？,8953618,0,0,0,961,1,1,0,0,False
131426,,要前往高層區嗎？,8953627,0,0,0,961,1,1,0,0,False
131427,,要前往中層區嗎？,8953626,0,0,0,961,1,1,0,0,False
131428,,要離開母水晶嗎？,8995256,0,0,0,956,1,1,0,0,False
131429,前往烏爾達哈,"要前往烏爾達哈嗎？
交通費為300Gil。",4103339,0,0,597643,130,54,1,0,0,False
131430,前往拉札漢,"要前往拉札漢嗎？
交通費為300Gil。",8904508,0,0,590453,963,54,1,0,0,False
131431,前往格里達尼亞,"要前往格里達尼亞嗎？
交通費為300Gil。",4103382,0,0,597643,132,54,1,0,0,False
131432,前往拉札漢,"要前往拉札漢嗎？
交通費為300Gil。",8904508,0,0,590454,963,54,1,0,0,False
131433,前往利姆薩·羅敏薩,"要前往利姆薩·羅敏薩嗎？
交通費為300Gil。",4103399,0,0,597643,128,54,1,0,0,False
131434,前往拉札漢,"要前往拉札漢嗎？
交通費為300Gil。",8904508,0,0,590455,963,54,1,0,0,False
131435,前往伊修加爾德,"要前往伊修加爾德嗎？
交通費為500Gil。",5835975,0,0,597643,419,55,1,0,0,False
131436,前往拉札漢,"要前往拉札漢嗎？
交通費為500Gil。",8904508,0,0,592480,963,55,1,0,0,False
131437,,要前往瓦銘癸己嗎？,8995906,0,0,0,960,1,15,0,0,False
131438,,要前往瓦銘丙嗎？,8995909,0,0,0,960,1,15,0,0,False
131439,,要前往殘破的傳送門嗎？,8995910,0,0,0,960,1,15,0,0,False
131440,,要前往凋零的傳送門嗎？,8995912,0,0,0,960,1,15,0,0,False
131441,,要前往遺忘的傳送門嗎？,8995914,0,0,0,960,1,15,0,0,False
131442,,要前往奧密克戎基地嗎？,8995915,0,0,0,960,1,15,0,0,False
131443,,要前往空中庭園嗎？,7151251,597655,0,0,740,1,1,0,0,False
131444,,要離開盡頭的終點嗎？,8996315,0,0,0,960,1,1,0,0,False
131445,,要離開天際嗎？,8996315,0,0,0,960,1,1,0,0,False
131446,,要離開廢棄宅邸嗎？,9011003,0,0,0,133,1,1,0,0,False
131447,,要前往廢棄宅邸嗎？,9010999,597658,597659,0,809,1,1,0,0,False
131448,,要前往薩維奈島嗎？,9019548,598570,0,0,957,1,1,0,0,False
131449,,要離開神門之間嗎？,9021011,0,0,0,958,1,1,0,0,False
131450,前往神門之間,要前往神門之間嗎？,9021094,598571,0,0,1024,1,1,0,0,False
131451,,要前往神門之間嗎？,9021101,0,0,0,1024,1,1,0,0,False
131452,,要傳送至觀星室嗎？,9021139,0,0,0,844,1,1,0,0,False
131453,傳送至厄爾庇斯,要傳送至厄爾庇斯嗎？,9021254,0,0,0,961,1,1,0,0,False
131454,,要前往南風航嗎？,9021258,0,0,0,961,1,14,0,0,False
131455,,要前往偏南西風航嗎？,9021260,0,0,0,961,1,14,0,0,False
131456,,要前往偏北西風航嗎？,9021262,0,0,0,961,1,14,0,0,False
131457,,要前往偏南北風航嗎？,9021264,0,0,0,961,1,14,0,0,False
131458,,要前往偏東北風航嗎？,9021268,0,0,0,961,1,14,0,0,False
131459,,要前往東風航嗎？,9021274,0,0,0,961,1,14,0,0,False
131460,,要前往上層嗎？,9020547,0,0,0,959,1,1,0,0,False
131461,,要前往下層嗎？,9020548,0,0,0,959,1,1,0,0,False
131462,,要前往嘆息海嗎？,9021116,0,0,0,959,1,1,0,0,False
131463,,要離開恩塞拉都斯魔導工廠的貨物站嗎？,9021011,0,0,0,958,1,1,0,0,False
131464,,要離開月球深處嗎？,9033592,0,0,0,959,1,1,0,0,False
131465,前往恩塞拉都斯魔導工廠的貨物站,要前往恩塞拉都斯魔導工廠的貨物站嗎？,9024233,598572,0,0,958,1,1,0,0,False
131466,,要前往天外天垓嗎？,8953942,598573,0,0,960,1,1,0,0,False
131467,,要傳送至觀星室嗎？,9021139,0,0,0,844,1,1,0,0,False
131468,,要離開後營門嗎？,9164270,0,0,0,147,1,1,0,0,False
131469,,要離開後營門廢墟嗎？,9164270,0,0,0,147,1,1,0,0,False
131470,閉目狀態下突破至中繼地點,要前往中繼地點嗎？,9174015,598925,0,0,137,60,1,0,0,False
131471,閉目狀態下突破至終點,要前往終點嗎？,9192223,598926,0,0,137,60,1,0,0,False
131472,,要前往翁法洛斯嗎？,9263980,0,0,0,1061,1,1,0,0,False
131473,,要前往摩杜納嗎？,9263987,0,0,0,156,1,1,0,0,False
131474,,要前往薩維奈島嗎？,9270776,0,0,0,957,1,1,0,0,False
131475,,要離開所思大書院禁書庫嗎？,9270762,0,0,0,962,1,1,0,0,False
131476,,要前往尋因星晶鏡嗎？,9318295,0,0,0,1079,1,1,0,0,False
131477,,要前往驚愕所嗎？,9318062,0,0,0,956,1,1,0,0,False
131478,,要前往生命奧秘研究層嗎？,9337844,0,0,0,1093,1,1,0,0,False
131479,,要前往萬魔殿正門嗎？,9321320,0,0,0,1025,1,1,0,0,False
131480,,要前往至福樂土嗎？,9326861,0,0,0,1073,1,1,0,0,False
131481,,要前往至福樂土嗎？,9401245,0,0,0,1074,1,15,0,0,False
131482,傳送至A4調查平臺,要前往A4調查平臺嗎？,9326102,0,0,0,960,1,1,0,0,False
131483,,要前往A4調查平臺嗎？,9325849,0,0,0,960,1,15,0,0,False
131484,,要前往奧密克戎基地嗎？,9325848,0,0,0,960,1,15,0,0,False
131485,傳送至背世咖啡廳,要前往背世咖啡廳嗎？,9325846,0,0,0,960,1,1,0,0,False
131486,傳送至A4調查平臺,要前往A4調查平臺嗎？,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,要前往特羅亞城嗎？,9387120,0,0,0,1089,1,1,0,0,False
131489,,要前往封寶之間嗎？,9387141,0,0,0,1056,1,1,0,0,False
131490,,要前往特羅亞城嗎？,9387105,0,0,0,1089,1,1,0,0,False
131491,,要前往第四監獄嗎？,9387114,0,0,0,1089,1,1,0,0,False
131492,,要前往水占庭園嗎？,9387076,0,0,0,1089,1,1,0,0,False
131493,,要前往特羅亞城嗎？,9387103,0,0,0,1089,1,1,0,0,False
131494,,要前往零的領域嗎？,9387187,0,0,0,1077,1,1,0,0,False
131495,,要前往水占庭園嗎？,9387083,0,0,0,1089,1,1,0,0,False
131496,,要離開雲使宮客房嗎？,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,要前往水占庭園嗎？,9391419,599042,0,0,1089,1,1,0,0,False
131499,,要前往第四監獄嗎？,9387120,599047,0,0,1089,1,1,0,0,False
131500,,要前往格里達尼亞嗎？,9383313,0,0,0,133,1,1,0,0,False
131501,,要前往魔人的藏身之處嗎？,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,要前往格里達尼亞嗎？,9383310,0,0,0,133,1,1,0,0,False
131503,,要前往廢棄宅邸嗎？,7672498,599010,599009,0,809,1,1,0,0,False
131504,,要前往魔人的藏身之處嗎？,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,要前往封寶之間嗎？,9404119,599060,0,0,1056,1,1,0,0,False
131506,,要離開巴爾巴莉希亞的領域嗎？,9387187,0,0,0,1077,1,1,0,0,False
131507,,要進入雲使宮客房嗎？,9442673,599106,0,0,1078,1,1,0,0,False
131508,,要前往八劍士前庭嗎？,9560843,599222,0,0,156,1,1,0,0,False
131509,,要前往希望的貨艙嗎？,9562657,0,0,0,959,1,1,0,0,False
131510,,要前往最佳威兔洞嗎？,9562656,0,0,0,959,1,1,0,0,False
131511,,要前往加雷馬嗎？,9564012,0,0,0,958,1,1,0,0,False
131512,,要前往收割村嗎？,9564152,0,0,0,1119,1,1,0,0,False
131513,,要前往白嶺山腹嗎？,9564147,0,0,0,1119,1,1,0,0,False
131514,,要前往冥魂泉嗎？,9564166,0,0,0,1119,1,1,0,0,False
131515,,要前往收割村嗎？,9564162,0,0,0,1119,1,1,0,0,False
131516,,要前往薩維奈島嗎？,9618821,0,0,0,957,1,1,0,0,False
131517,,要離開正統優雷卡嗎？,9686188,0,0,0,156,1,1,0,0,False
131518,閉目狀態下突破至中繼地點,要前往中繼地點嗎？,9702463,599229,0,0,137,1,1,0,0,False
131519,閉目狀態下突破至終點,要前往終點嗎？,9702464,599230,0,0,137,1,1,0,0,False
131520,,要離開帝國中央堡嗎？,9737573,0,0,0,156,1,1,0,0,False
131521,,要離開帝國中央堡嗎？,9737573,0,0,0,156,1,1,0,0,False
131522,,要前往萬魔的產房嗎？,9830193,0,0,0,1158,1,1,0,0,False
131523,,要前往尋因星晶鏡嗎？,9830183,0,0,0,1079,1,1,0,0,False
131524,,要前往拉札漢嗎？,9387215,0,0,0,963,1,1,0,0,False
131525,,要前往元老院站嗎？,9878052,0,0,0,1160,1,1,0,0,False
131526,,要前往加雷馬嗎？,9899262,0,0,0,958,1,1,0,0,False
131527,,要前往嘆息海嗎？,9879485,0,0,0,959,1,1,0,0,False
131528,,要前往紅月嗎？,9906322,0,0,0,1162,1,1,0,0,False
131529,,要前往紅月嗎？,9906335,0,0,0,1162,1,1,0,0,False
131530,,要前往魔人的藏身之處嗎？,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,要前往廢棄宅邸嗎？,7672498,599010,599009,0,809,67,1,0,0,False
131532,,要前往魔人的藏身之處嗎？,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,要前往翁法洛斯嗎？,10101802,0,0,0,1061,1,1,0,0,False
131534,,要前往祝福天球嗎？,10101800,0,0,0,1182,1,1,0,0,False
131535,,要前往紅月嗎？,10110243,0,0,0,1162,1,1,0,0,False
131536,,要前往溪谷深處嗎？,10110418,0,0,0,1184,1,1,0,0,False
131537,,要前往薩維奈島嗎？,10122507,0,0,0,957,1,1,0,0,False
131538,,要前往呼嘯眼石塔群嗎？,10178706,599417,0,0,331,1,1,0,0,False
131539,,要前往金碟巨豆中心廣場嗎？,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,要前往奇妙廣場嗎？,10215942,599455,0,0,144,1,1,0,0,False
131541,,要前往魔大陸中樞嗎？,10235909,0,0,0,507,1,1,0,0,False
131542,,要前往金碟巨豆中心廣場嗎？,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,要前往圖萊尤拉嗎？,10401200,600281,0,0,1185,1,1,0,0,False
131544,,要前往舊薩雷安嗎？,10500003,0,0,0,962,1,1,0,0,False
131545,,要前往舊薩雷安嗎？,10400747,600285,0,0,962,1,1,0,0,False
131546,,要前往奧闊帕恰山嗎？,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,要前往克扎瑪烏卡濕地嗎？,10401190,600289,0,0,1188,1,1,0,0,False
131548,,要前往夏勞尼荒野嗎？,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,要前往亞克特爾樹海嗎？,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,要離開金凰大堂嗎？,10500007,0,0,0,1185,1,1,0,0,False
131551,,要前往圖萊尤拉嗎？,10401196,600293,0,0,1185,1,1,0,0,False
131552,,要前往圖萊尤拉嗎？,10809232,0,0,0,1185,1,1,0,0,False
131553,,要前往深空天坑最深處嗎？,10553637,0,0,0,1222,1,1,0,0,False
131554,,要離開深空天坑最深處嗎？,10553605,0,0,0,1189,1,1,0,0,False
131555,,要前往夏勞尼荒野嗎？,10500065,0,0,0,1190,1,1,0,0,False
131556,,要前往地中天道秘密基地嗎？,10416519,0,0,0,1171,1,1,0,0,False
131557,,要離開地中天道秘密基地嗎？,10500008,0,0,0,1191,1,1,0,0,False
131558,,要前往後室嗎？,10560923,599619,0,0,1207,1,1,0,0,False
131559,,要前往九號解決方案嗎？,10414086,0,0,0,1186,1,1,0,0,False
131560,,要前往深空天坑最深處嗎？,10553639,0,0,0,1222,1,1,0,0,False
131561,,要前往憶想之地嗎？,10553695,0,0,0,1192,1,1,0,0,False
131562,,要前往遺產之地嗎？,10560989,0,0,0,1191,1,1,0,0,False
131563,,要離開次元黃道嗎？,10553712,0,0,0,1192,1,1,0,0,False
131564,,要前往九號解決方案嗎？,10438814,0,0,0,1186,1,1,0,0,False
131565,,要離開三尾健身房嗎？,10438987,0,0,0,1186,1,1,0,0,False
131566,,要進入三尾健身房嗎？,10439091,0,0,0,1223,1,1,0,0,False
131567,,要前往阿卡狄亞協會的休息室嗎？,10439451,0,0,0,1224,1,1,0,0,False
131568,,要前往運河鎮嗎？,10585891,599623,0,0,1192,1,1,0,0,False
131569,,要前往回憶之門嗎？,10585893,599627,0,0,1192,1,1,0,0,False
131570,,要前往昨日樂園嗎？,10585894,599624,0,0,1192,1,1,0,0,False
131571,,要前往回憶之門嗎？,10585895,599628,0,0,1192,1,1,0,0,False
131572,,要前往火山庇護所嗎？,10585897,599625,0,0,1192,1,1,0,0,False
131573,,要前往回憶之門嗎？,10585899,599629,0,0,1192,1,1,0,0,False
131574,,要前往風途園圃嗎？,10585900,599626,0,0,1192,1,1,0,0,False
131575,,要前往回憶之門嗎？,10585901,599630,0,0,1192,1,1,0,0,False
131576,進行談話,,10773747,0,0,0,1205,5,16,0,0,False
131577,,要前往古怪的研究者的所在處嗎？,10800559,0,599937,0,1191,66,1,0,0,False
131578,,要離開嗎？,10811672,0,0,0,1185,1,1,0,0,False
131579,閉目狀態下突破至中繼地點,要前往中繼地點嗎？,10828046,600359,0,0,137,1,1,0,0,False
131580,閉目狀態下突破至終點,要前往終點嗎？,10828047,600360,0,0,137,1,1,0,0,False
131581,,要前往舊薩雷安嗎？,10400747,0,0,0,962,1,1,0,0,False
131582,,,0,0,0,0,0,0,0,0,0,False
131583,,,0,0,0,0,0,0,0,0,0,False
131584,,,0,0,0,0,0,0,0,0,0,False
131585,,,0,0,0,0,0,0,0,0,0,False
131586,,,0,0,0,0,0,0,0,0,0,False
131587,,,0,0,0,0,0,0,0,0,0,False
131588,,,0,0,0,0,0,0,0,0,0,False
131589,,,0,0,0,0,0,0,0,0,0,False
131590,,,0,0,0,0,0,0,0,0,0,False
131591,,,0,0,0,0,0,0,0,0,0,False
131592,,,0,0,0,0,0,0,0,0,0,False
131593,,,0,0,0,0,0,0,0,0,0,False
131594,,,0,0,0,0,0,0,0,0,0,False
131595,,,0,0,0,0,0,0,0,0,0,False
131596,,,0,0,0,0,0,0,0,0,0,False
131597,,,0,0,0,0,0,0,0,0,0,False
131598,,,0,0,0,0,0,0,0,0,0,False
131599,,,0,0,0,0,0,0,0,0,0,False
131600,,,0,0,0,0,0,0,0,0,0,False
