#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
162,"哎喲，我可沒有偷懶哦！
這也是我工作的一部分，
至於工作內容是什麼嘛……就不能告訴你啦。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
163,要進行挑戰嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
164,"糟、糟糕了……
搗亂的小頑童變成了我的樣子在附近徘徊！",,,,,,,,,,,165,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
165,"請找到外貌跟我一模一樣的人，
對其使用這個特製煙球，讓小頑童現出原形！
注意不要和與我長得相似的人弄混……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
166,"我有一事相求，
有隻小頑童好像變成了我的樣子在附近徘徊……",,,,,,,,,,,167,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
167,"請找到外貌跟我一模一樣的人，
對其使用這個特製煙球，揭露小頑童的原形！
請注意，一定要跟我完全一樣才行。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
168,"我想要拜託你一件事啊！
有隻搗亂的小頑童變成了我的樣子在附近逃竄，
我希望你能幫我把它找出來！",,,,,,,,,,,169,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
169,"找到外貌與我一樣的人後，
就用這特製煙球好好教訓它一番，
首先，你需要先確認好我的外貌！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
170,"請問，你有沒有在附近看到和我長得一樣的人？
我正在找一隻小頑童，
你說它變誰不好，非要變成我逃跑！",,,,,,,,,,,171,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
171,"這個特製煙球你拿好，
用它的話就可以讓小頑童現出原形了！
拜託了，請用煙球砸向外貌跟我一樣的傢伙！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
172,"那個，金碟遊樂園的人委託我找一隻小頑童，
結果這隻小頑童變成了我的樣子逃跑了！",,,,,,,,,,,173,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
173,"請找到外貌跟我一樣的人，
對其使用這特製煙球，使小頑童現出原形。
確認好我的外貌後就去找小頑童吧！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
174,"在這金碟遊樂園混進了一隻會換膚的小頑童，
最糟糕的是它變成了我的模樣在附近徘徊！",,,,,,,,,,,175,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
175,"請找到外貌跟我一樣的冒險者，
對其使用特製煙球，讓小頑童現出原形！
注意不要對長得相似的人用這煙球……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
176,"哎呀呀，這下糟糕了。
有隻小頑童變成了我的樣子在附近徘徊呢。",,,,,,,,,,,177,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
177,"能不能請你幫忙找出外貌跟我一模一樣的女孩子啊？
對小頑童用這特製煙球應該就可以讓它現出原形了，
拜託你了！大姐姐！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
178,"嗯……我有事想要拜託你啊……
能不能在那些奇怪的冒險者當中，
找出外觀與我一樣的人？",,,,,,,,,,,179,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
179,"有隻擁有變身能力的小頑童變成我的樣子跑掉了……
拜託你，找到後就用這特製煙球砸它！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
180,"那個，我有件事想拜託你……
其實，有隻小頑童變成了我的樣子藏在這遊樂園裡，
估計是想要捉弄別人搞惡作劇。",,,,,,,,,,,181,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
181,"請你找出外貌跟我一模一樣的人，
並對其使用這特製煙球，讓小頑童現出原形。
拜託你了！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
182,"你有沒有看到過我啊？
有隻小頑童變成了我的樣子在附近徘徊，
雖說是工作，但自己找自己實在感覺彆扭。",,,,,,,,,,,183,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
183,"拜託你找出外貌與我一模一樣的人，
並對其使用這特製煙球，讓小頑童現出原形。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
184,"嘖嘖，找不到啊……
有隻小頑童利用換膚變成了我的樣子。",,,,,,,,,,,185,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
185,"能不能請你找到外觀和我一樣的人？
並用這個特製煙球讓小頑童現出原形。
還請注意不要傷害到與我長得相似的人。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
186,"……變得麻煩了呢。
本來想抓住跑進這裡的小頑童，
結果它卻變成了我的樣子逃跑了。",,,,,,,,,,,187,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
187,"小頑童的外貌應該與我一模一樣才對，
請你找出與我外貌一樣的人，
然後對其使用特製煙球，讓小頑童現出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
188,"該死！可惡的小頑童！
你要沒事也幫我找找那隻惡作劇的小頑童。
你說它變誰不好，非要變成我的樣子逃跑。",,,,,,,,,,,189,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
189,"拜託你找到外貌與我一模一樣的傢伙，
然後對其使用特製煙球，教訓教訓那小混蛋！
千萬別跟與我長得相似的人弄混！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
190,"我……長得有那麼醜嗎……
其實我在追一隻小頑童，可它卻變成了我的模樣，
結果我被我自己的樣子嚇到了，導致小頑童逃走了……",,,,,,,,,,,191,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
191,"自己找自己實在難受……
拜託你找出外貌與我一樣的冒險者，並對其使用特製煙球，
讓小頑童現出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
192,"你聽我說……
有隻搗亂的小頑童用換膚變成了我的樣子！",,,,,,,,,,,193,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
193,"很過分對吧！
大姐姐，拜託你了，找出變成我樣子的小頑童，
並對它使用特製煙球，讓它現出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
194,"請問，你有沒有在附近看到和我長得一樣的人？
有隻小頑童變成了我的樣子在附近徘徊才對，
找了很久都沒找到，煩死了。",,,,,,,,,,,195,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
195,"可以的話能不能也請你幫忙找找那隻小頑童……
然後用這特製煙球教訓教訓它，
不過附近有好多人與我打扮相似，還請多注意。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
196,"哇……怎麼辦啊……
搗蛋的小頑童逃跑了……
而且還是變成了我的樣子逃跑的……",,,,,,,,,,,197,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
197,"如果有誰被惡作劇了，倒楣的是我……
求你了，請找出小頑童並對其使用特製煙球，
讓它現出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
198,"哎……搗亂的小頑童還真是讓人傷腦筋呢……
本以為能抓住它了，可沒想到它卻變成了我的樣子逃跑了……
我已經不行了……",,,,,,,,,,,199,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
199,"請你找出外貌與我一模一樣的人，
並對其使用特製煙球，好好教訓小頑童一番。
還請仔細觀察我的特徵，找出一模一樣的人。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
200,"啊……跟丟了……
大姐姐，可以的話請幫幫我吧！
我正在找一隻小頑童，它變成了我的樣子。",,,,,,,,,,,201,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
201,"小頑童變得和我一模一樣，請你把它找出來，
並對其使用特製煙球，讓小頑童現出原形！
拜託你啦！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
202,"該死！本來說捕獲一隻愛搗亂的小頑童，
結果卻被它跑掉了，還變成了我的樣子……
真是狡猾的妖異！",,,,,,,,,,,203,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
203,"抱歉，能不能請你找出變成我樣子的小頑童？
然後用這特製煙球讓它現出原形。
這附近好像有長得與我相似的人，還請多注意……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
204,"我剛要抓住小頑童的時候，它卻突然變成了絕世美女……
我仔細一看那位絕世美女，沒想到竟然是我自己！
看來小頑童是變成了我的樣子！",,,,,,,,,,,205,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
205,"請你找出小頑童，對其使用這特製煙球，讓它現出原形！
絕世美女有我一個就夠了！請不要手軟！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
206,"我正在追捕溜進這裡的小頑童……
結果它卻變成了我的樣子逃跑了……",,,,,,,,,,,207,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
207,"真是抱歉，能不能請你幫忙找一下外貌與我一模一樣的人？
找到了的話就對其使用這特製煙球，讓它現出原形。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
208,"我算是服了這搗亂的小頑童……
它竟然變成了我的樣子……
你能不能幫我找出小頑童啊？",,,,,,,,,,,209,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
209,"如果找到了的話，就對其使用這特製煙球。
如果真是小頑童的話，它就會變回原本的模樣了……
還請注意不要跟與我相似的人弄混。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
210,"總感覺大家在用奇怪的目光看我……
好像是因為有隻小頑童變成了我的樣子在搗亂……
能不能請你在它把事情弄大之前把它找出來？",,,,,,,,,,,211,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
211,"如果看到外貌跟我一樣的女性，就對它用這個特製煙球，
這樣它就會變回原形了，大家也就知道搗亂的人不是我了！
只是要注意別對與我相似的普通人使用這個煙球……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
212,"該死！可恨的小頑童！
竟然變成了我的樣子胡搞瞎搞！
請你幫我找出變成了我的樣子的小頑童！",,,,,,,,,,,213,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
213,"切記，要找的是外貌與我一模一樣的人！
找到後就用這個特製煙球砸它！
我要讓它後悔變成了我的樣子！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
214,"我在追捕小頑童的時候，它竟然變成了我的樣子……
結果我被英俊瀟灑的自己迷得神魂顛倒，
不小心讓小頑童跑掉了……",,,,,,,,,,,215,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
215,"不能就這麼放著不管……拜託你找出與我一樣英俊的美男子，
然後用這個特製煙球讓小頑童現出原形……
雖然我覺得沒有像我這麼俊俏的人了，不過還是要注意相似的人……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
216,"擁有換膚能力的小頑童變成了我的樣子在附近徘徊……
要是它以我的樣子做了壞事就不好了！
能不能在它做壞事之前幫我找到它？",,,,,,,,,,,217,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
217,"不知為何，有很多與我相似的人……我自己也暈了……
請你找到跟我長得一模一樣，穿著也一樣的人，
對其使用特製煙球，讓小頑童現出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
218,"搗亂的小頑童變成了我的樣子在到處惡作劇……
這裡客人很多，我想抓它也抓不住……
請你幫我找出那隻小頑童好不好？",,,,,,,,,,,219,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
219,"它的樣子與我一模一樣才對，
找到後就用這個特製煙球讓它現出原形……
還請注意不要傷及到那些相似的人……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
220,"該死的小頑童，剛要抓住它的時候，它卻變成了我的樣子……
結果我被那高大的身軀所嚇倒……使得小頑童跑掉了……
它應該還在附近才對，能不能幫我把它找出來？",,,,,,,,,,,221,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
221,"請你去找出外貌與我一模一樣的人……
然後用這特製煙球使它現出原形……
不用害怕，看著壯那都是假的……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
222,"你有沒有看到過另一個我啊？
好像有隻小頑童變成了我的樣子在附近徘徊……
我想在它用我的樣子做壞事之前抓住它！",,,,,,,,,,,223,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
223,"它應該有著跟我一樣的外貌……
找到的話就用這特製煙球使它現出原形！
最近與我長得像的人很多，不要弄錯哦。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
224,"不好了不好了！小頑童變成了我的樣子跑掉了！
如果它在這遊樂園裡瞎搞的話，我就要破產了！",,,,,,,,,,,225,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
225,"必須快點抓住它才行，請你找到和我外貌完全一致的人，
並對它使用這特製煙球，讓小頑童現出原形！
哎呀呀，真是糟糕了，不快點的話！！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
226,"咳咳！
這裡還有用煙球砸人的遊戲嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
227,"喵！
喵哈哈哈，好多煙喵！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
228,"哎呀！
金碟遊樂園居然有這麼激烈的遊戲啊……咳……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
229,"哇……原來如此……我知道了，
原來你就是大家說的那隻小頑童啊……
要是再這麼搗亂的話……我就把你交到妖異獵人手裡！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
230,"……咳！
嗚嗚……有什麼事請動嘴不要動手喵……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
231,"哇……這是什麼……
我知道了，是為了讓我變得更受矚目的活動吧！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
232,"……呸，
原來還有這樣的活動啊。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
233,"咳咳……
原來是為了看我受驚的這一幕，
所以大家才一直偷偷觀察我的啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
234,"哎？哎哎？
……我做什麼了嗎？
真是嚇死我了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
235,"呀！
你向我搭話就是為了對我做惡作劇嗎？
真是過份！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
236,"咳咳……
……這、這也是一種遊戲？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
237,"哈啊！
……嘎哈哈！
竟然從正面向我扔煙球，真是有意思！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
238,"嗯嗯……這是什麼娛樂活動嗎？
完全不知道發生了什麼，總之好厲害！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
239,"哇！嚇死我了！
這到底是什麼娛樂活動啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
240,"喂、喂！你這是幹嘛啊？
我什麼都看不見了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
241,"這是什麼味道？
看來不是普通的煙球啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
242,"咳咳咳……
……從沒聽過還有用煙球歡迎別人的。
不愧是金碟遊樂園，玩法新奇！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
243,"呸呸……
……嘿，我說怎麼感覺有人老盯著我，
原來是要對我惡作劇啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
244,"發生了什麼……
總感覺大家都在盯著我啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
245,"……你盯著我的臉看什麼看？
上面有什麼嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
246,"哈哈，金碟遊樂園還真是有趣。
……不過，總感覺有人在盯著我。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
247,偶爾來這裡休息休息也不錯啊……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
248,是我的錯覺嗎？怎麼感覺大家都在看我。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
249,"總感覺大家都在注視著我……
哼哼，太美也是一種罪啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
250,這是怎麼回事？總感覺有人在盯著我……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
251,"在這裡總感覺時間過得很快，
你也這麼覺得吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
252,"都說這附近藏著一隻喜歡搗亂的小頑童，
真的有嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
253,"嗯！！今天要好好玩一玩！
哼哼哼，誰也別想打擾我！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
254,"哇哇！金碟遊樂園……
我只聽過傳聞，沒想到這麼讚……
今天要玩個夠！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
255,"難道說……我的舉止很奇怪？
要注意不能被其他人看出來我是鄉下來的才行……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
256,總感覺有人盯著我，好難受……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
257,"這麼豪華的地方我還是第一次看見。
真是太棒了。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
258,"今天我要痛快地玩一場！
不過從哪裡開始呢，真頭疼。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
259,"哈哈哈哈哈！
這地方太好玩了喵！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
260,"就算在金碟遊樂園玩一整天都不會膩啊。
嗯，接下來去玩什麼呢？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
261,"真沒想到搗亂的小頑童潛入遊樂園裡了啊。
我好不容易玩得這麼開心，可別掃了我的興。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
262,"總覺得自己被注視著喵。
……是我的錯覺嗎喵？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
263,"雖然可能是我想太多了，
但總覺得大家都在盯著我啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
264,"真是個熱鬧的地方啊。
既然如此，就算有妖異混入了人群中，也沒有人知道吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
265,"總覺得我被人瞄了好幾眼。
究竟是怎麼回事……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
266,"我總覺得有人在盯著我。
雖說我覺得自己並沒有做什麼引人注目的事吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
267,"你、你也找我有事？！
剛剛就好多莫名其妙的人過來跟我搭話，還盯著我的臉看……
總覺得有點可怕……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
268,"有這麼多好玩的娛樂設施，
究竟從哪個玩起呢，好糾結……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
269,啊哈哈，太開心了，笑得停不下來了！,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
270,"我說，你知道這是怎麼一回事嗎？
總感覺自己在被各種各樣的傢伙盯著看……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
271,"難道說，我很引人注目？
大家終於發現我的魅力了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
272,"我感受到了奇怪的氣息……
難道有什麼不是人類的東西混入了這裡？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
273,"好像有搗亂的小頑童混入了這裡啊。
別擔心，要是讓我發現了我會把它收拾掉的！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
274,"嗯，這裡就是金碟遊樂園啊……
跟我聽說的一樣，是個熱鬧又歡樂的地方。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
275,"你為什麼一直盯著我看？
難道說你知道我中了大獎？
哼，別想從我這拿到一枚金碟幣，求我也沒用！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
276,要進行挑戰嗎？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
277,要進行挑戰嗎？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
278,今天就忘記冒險的事，先玩個痛快吧。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
279,"搗亂的小頑童似乎就在這附近啊。
真是的，這妖異淨給人找麻煩。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
280,"有好多人都在盯著我看……
究竟發生了什麼，我不記得我做過什麼引人注目的事……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
281,"競賽陸行鳥成長後能力值也會上升，
這樣就可以參加級別更高的競賽，挑戰更厲害的對手！",,,,,,,,,,,290,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
282,"“競賽道具”是一種特殊的道具，
只能在競賽過程中使用！",,,,,,,,,,,294,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
283,"那麼競賽道具究竟都有哪些呢？
我就來為你說明一下吧！",,,,,,,,,,,296,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
284,"競賽陸行鳥可以使用名為競賽能力的特殊技能。
如果能將其靈活運用，便可以讓自己在競賽中處於有利地位！",,,,,,,,,,,306,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
285,"廣闊的大自然就是陸行鳥競賽的賽場。
競賽時的天氣也是多變的，有時會放晴有時也會下雨。",,,,,,,,,,,308,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
286,"參加陸行鳥競賽也可以獲得金碟幣，
你有機會的話也一定要來試試啊！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
287,"競賽陸行鳥的主人被稱為“訓練師”，
但是每位訓練師只能登記一隻競賽陸行鳥。
敬請注意！",,,,,,,,,,,288,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
288,"但是，如果讓已經登記過的競賽陸行鳥退役的話，
就能登記其他的競賽陸行鳥了。
可以在訓鳥師那裡辦理退役手續。",,,,,,,,,,,293,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
289,"我會根據你的競賽陸行鳥的能力為你介紹相應級別的競賽，
你可以從中選擇想要參加的競賽提出參賽申請！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
290,"根據競賽陸行鳥的綜合能力值——“羽力”的差異，
其能參加的競賽級別也有所不同。",,,,,,,,,,,291,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
291,"競賽陸行鳥的羽力越高，就能參加更高級別的競賽。
但當羽力超過了各競賽級別的上限時，
則無法再參加低級別的競賽。",,,,,,,,,,,292,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
292,"從設定選單的“金碟遊樂園”選擇“陸行鳥”，
可以查看競賽陸行鳥目前的羽力。",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
293,"順便說一句，如果想要購買陸行鳥出賽登記書的話，
就去找彎枝牧場的陸行鳥伯樂吧！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
294,"如果可以靈活運用競賽道具的話，
在競賽中說不定可以一下子扭轉形勢呢！
在競賽時得到了競賽道具後，就積極地使用它吧！",,,,,,,,,,,295,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
295,"參加競賽時，可以在賽道內獲得競賽道具。
獲得的競賽道具會被設置到專用的快速欄上，
在競賽時可以隨時使用。",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
296,"“陸行鳥治療劑”
可以恢復競賽陸行鳥體力最大值的10%。",,,,,,,,,,,297,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
297,"“體力之藥”
體力恢復1，使用後10秒以內不會消耗陸行鳥的體力。",,,,,,,,,,,298,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
298,"“陸行鳥跑鞋”
使用後競賽陸行鳥會開始全力奔跑。",,,,,,,,,,,299,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
299,"“陸行鳥乙太藥”
可以將已經使用過的一種能力恢復到可再次使用狀態。",,,,,,,,,,,300,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
300,"“重力球”
讓跑在自己前面的競賽陸行鳥陷入加重狀態。",,,,,,,,,,,301,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
301,"“酒神之水”
讓跑在自己前面的競賽陸行鳥暫時陷入失控狀態，
在消耗體力的同時不停地加速。",,,,,,,,,,,302,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
302,"“荊棘種子”
在自身周圍生成結界，
消耗其他進入範圍內的競賽陸行鳥的體力。",,,,,,,,,,,303,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
303,"“英雄藥”
15秒以內自己的競賽陸行鳥的能力上升，
並使所有弱化效果狀態無效化。",,,,,,,,,,,481,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
304,"“陸行鳥隕石”
向跑在自己前面的所有競賽陸行鳥降下陸行鳥隕石。",,,,,,,,,,,305,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
305,"……嗯，差不多就是這樣了。
你實際去參加競賽的話，就會自然而然地記住了。
所以現在不用勉強自己全都記下來的！",,,,,,,,,,,119,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
306,"“競賽能力”分為2種。
一種是只要學會就有效的能力，
另外一種則是需要在競賽中抓住時機下達指令後使用。",,,,,,,,,,,307,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
