#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
438,開放功能任務：可以完成,0,230609,1,19,0,9,10,True,True,True
439,,0,0,0,0,0,0,0,False,False,False
440,,0,0,0,0,0,0,0,False,False,False
441,,0,0,0,0,0,0,0,False,False,False
442,漫畫符號：花1,0,230416,1,17,0,100,10,True,True,True
443,漫畫符號：花2,0,230417,1,17,0,101,10,True,True,True
444,漫畫符號：創可貼,0,230418,1,17,0,102,10,True,True,True
445,漫畫符號：勾,0,230419,1,17,0,103,10,True,True,True
446,漫畫符號：叉,0,230420,1,17,0,104,10,True,True,True
447,漫畫符號：寒風,0,230421,1,17,0,105,10,True,True,True
448,漫畫符號：目眩,0,230422,1,17,0,106,10,True,True,True
449,漫畫符號：？,0,230423,1,17,0,107,10,True,True,True
450,漫畫符號：！,0,230424,1,17,0,108,10,True,True,True
451,漫畫符號：混亂,0,230425,1,17,0,109,10,True,True,True
452,漫畫符號：睡眠,0,230426,1,17,0,110,10,True,True,True
453,漫畫符號：爆炸,0,230427,1,17,0,111,10,True,True,True
454,漫畫符號：炸彈,0,230428,1,17,0,112,10,True,True,True
455,漫畫符號：憤怒,0,230429,1,17,0,113,10,True,True,True
456,漫畫符號：靈光,0,230430,1,17,0,114,10,True,True,True
457,漫畫符號：心,0,230431,1,17,0,115,10,True,True,True
458,漫畫符號：雷,0,230432,1,17,0,116,10,True,True,True
459,漫畫符號：閃爍,0,230433,1,17,0,117,10,True,True,True
460,漫畫符號：汗,0,230415,1,17,0,1,10,True,True,True
461,漫畫符號：著急,0,230406,1,17,0,2,10,True,True,True
462,漫畫符號：熱鬧,0,230407,1,17,0,3,10,True,True,True
463,漫畫符號：驚訝,0,230408,1,17,0,4,10,True,True,True
464,漫畫符號：煩惱,0,230409,1,17,0,5,10,True,True,True
465,漫畫符號：嘆氣,0,230410,1,17,0,6,10,True,True,True
466,漫畫符號：察覺,0,230411,1,17,0,7,10,True,True,True
467,漫畫符號：音符,0,230412,1,17,0,8,10,True,True,True
468,漫畫符號：星星,0,230413,1,17,0,9,10,True,True,True
469,漫畫符號：分隔號,0,230414,1,17,0,10,10,True,True,True
470,,0,0,0,0,0,0,0,False,False,False
471,塗鴉：可幽可幽玩偶,0,234045,1,20,0,45,10,True,True,True
472,塗鴉：渡渡鳥雛,0,234046,1,20,0,46,10,True,True,True
473,塗鴉：草小人,0,234047,1,20,0,47,10,True,True,True
474,塗鴉：迷你奇美拉,0,234048,1,20,0,48,10,True,True,True
475,塗鴉：魔菇寶,0,234049,1,20,0,49,10,True,True,True
476,塗鴉：貓頭小鷹,0,234050,1,20,0,50,10,True,True,True
477,塗鴉：奧猴寶寶,0,234051,1,20,0,51,10,True,True,True
478,塗鴉：吸蜜怪,0,234052,1,20,0,52,10,True,True,True
479,塗鴉：洛洛洛特雪精,0,234053,1,20,0,53,10,True,True,True
480,塗鴉：輝鱗人玩偶,0,234054,1,20,0,54,10,True,True,True
481,塗鴉：恩莫族人偶,0,234055,1,20,0,55,10,True,True,True
482,塗鴉：玉米大人,0,234056,1,20,0,56,10,True,True,True
483,塗鴉：探明威,0,234033,1,20,0,33,10,True,True,True
484,塗鴉：六角小螈螈,0,234034,1,20,0,34,10,True,True,True
485,塗鴉：迷你阿爾法,0,234035,1,20,0,35,10,True,True,True
486,塗鴉：小異亞,0,234036,1,20,0,36,10,True,True,True
487,塗鴉：滴怪,0,234037,1,20,0,37,10,True,True,True
488,塗鴉：啦哩吼矮人,0,234038,1,20,0,38,10,True,True,True
489,塗鴉：貓耳小小員,0,234039,1,20,0,39,10,True,True,True
490,塗鴉：格雷布洛弗玩偶,0,234040,1,20,0,40,10,True,True,True
491,塗鴉：擦擦羽衣精,0,234041,1,20,0,41,10,True,True,True
492,塗鴉：莫莫拉·莫拉！！！,0,234042,1,20,0,42,10,True,True,True
493,塗鴉：小巨怪,0,234043,1,20,0,43,10,True,True,True
494,塗鴉：小小古代人,0,234044,1,20,0,44,10,True,True,True
495,塗鴉：盧恩族玩偶,0,234028,1,20,0,28,10,True,True,True
496,塗鴉：企鵝王子,0,234029,1,20,0,29,10,True,True,True
497,塗鴉：小鴨嘴獸,0,234030,1,20,0,30,10,True,True,True
498,塗鴉：淺瞳,0,234031,1,20,0,31,10,True,True,True
499,塗鴉：鯨頭鸛,0,234032,1,20,0,32,10,True,True,True
500,塗鴉：莫古利娃娃,0,234001,1,20,0,1,10,True,True,True
501,塗鴉：貓小胖,0,234002,1,20,0,2,10,True,True,True
502,塗鴉：大河狸,0,234003,1,20,0,3,10,True,True,True
503,塗鴉：猴面雀兒,0,234004,1,20,0,4,10,True,True,True
504,塗鴉：迷你鯰魚精,0,234005,1,20,0,5,10,True,True,True
505,塗鴉：胖兒陸行鳥,0,234006,1,20,0,6,10,True,True,True
506,塗鴉：灰塵兔,0,234007,1,20,0,7,10,True,True,True
507,塗鴉：幼小仙人掌怪,0,234008,1,20,0,8,10,True,True,True
508,塗鴉：發芽小古卜,0,234009,1,20,0,9,10,True,True,True
509,塗鴉：卡邦庫爾-橄欖石,0,234010,1,20,0,10,10,True,True,True
510,塗鴉：獺獺,0,234011,1,20,0,11,10,True,True,True
511,塗鴉：隆卡的水蛇？,0,234012,1,20,0,12,10,True,True,True
512,塗鴉：微炸彈,0,234013,1,20,0,13,10,True,True,True
513,塗鴉：毛爾波爾骨朵,0,234014,1,20,0,14,10,True,True,True
514,塗鴉：提燈怪玩偶,0,234015,1,20,0,15,10,True,True,True
515,塗鴉：小小曼德拉草,0,234016,1,20,0,16,10,True,True,True
516,塗鴉：風箏小貓,0,234017,1,20,0,17,10,True,True,True
517,塗鴉：葉小妖,0,234018,1,20,0,18,10,True,True,True
518,塗鴉：波羅·羅格,0,234019,1,20,0,19,10,True,True,True
519,塗鴉：小雪童子,0,234020,1,20,0,20,10,True,True,True
520,塗鴉：食果花鼠,0,234021,1,20,0,21,10,True,True,True
521,塗鴉：豆豆柴,0,234022,1,20,0,22,10,True,True,True
522,塗鴉：沙狐,0,234023,1,20,0,23,10,True,True,True
523,塗鴉：椒鹽海豹,0,234024,1,20,0,24,10,True,True,True
524,塗鴉：鯊魚指揮官,0,234025,1,20,0,25,10,True,True,True
525,塗鴉：水妖人偶,0,234026,1,20,0,26,10,True,True,True
526,塗鴉：豬變,0,234027,1,20,0,27,10,True,True,True
527,,0,0,0,0,0,0,0,False,False,False
528,,0,0,0,0,0,0,0,False,False,False
529,,0,0,0,0,0,0,0,False,False,False
530,,0,0,0,0,0,0,0,False,False,False
531,,0,0,0,0,0,0,0,False,False,False
532,,0,0,0,0,0,0,0,False,False,False
533,,0,0,0,0,0,0,0,False,False,False
534,,0,0,0,0,0,0,0,False,False,False
535,,0,0,0,0,0,0,0,False,False,False
536,,0,0,0,0,0,0,0,False,False,False
537,,0,0,0,0,0,0,0,False,False,False
538,,0,0,0,0,0,0,0,False,False,False
539,,0,0,0,0,0,0,0,False,False,False
540,,0,0,0,0,0,0,0,False,False,False
541,,0,0,0,0,0,0,0,False,False,False
542,,0,0,0,0,0,0,0,False,False,False
543,,0,0,0,0,0,0,0,False,False,False
544,,0,0,0,0,0,0,0,False,False,False
545,,0,0,0,0,0,0,0,False,False,False
546,,0,0,0,0,0,0,0,False,False,False
547,,0,0,0,0,0,0,0,False,False,False
548,,0,0,0,0,0,0,0,False,False,False
549,,0,0,0,0,0,0,0,False,False,False
550,,0,0,0,0,0,0,0,False,False,False
551,,0,0,0,0,0,0,0,False,False,False
552,,0,0,0,0,0,0,0,False,False,False
553,,0,0,0,0,0,0,0,False,False,False
554,,0,0,0,0,0,0,0,False,False,False
555,,0,0,0,0,0,0,0,False,False,False
556,,0,0,0,0,0,0,0,False,False,False
557,,0,0,0,0,0,0,0,False,False,False
558,,0,0,0,0,0,0,0,False,False,False
559,,0,0,0,0,0,0,0,False,False,False
560,,0,0,0,0,0,0,0,False,False,False
561,,0,0,0,0,0,0,0,False,False,False
562,,0,0,0,0,0,0,0,False,False,False
563,,0,0,0,0,0,0,0,False,False,False
564,,0,0,0,0,0,0,0,False,False,False
565,,0,0,0,0,0,0,0,False,False,False
566,,0,0,0,0,0,0,0,False,False,False
567,,0,0,0,0,0,0,0,False,False,False
568,,0,0,0,0,0,0,0,False,False,False
569,,0,0,0,0,0,0,0,False,False,False
570,,0,0,0,0,0,0,0,False,False,False
571,,0,0,0,0,0,0,0,False,False,False
572,,0,0,0,0,0,0,0,False,False,False
573,,0,0,0,0,0,0,0,False,False,False
574,,0,0,0,0,0,0,0,False,False,False
575,,0,0,0,0,0,0,0,False,False,False
576,,0,0,0,0,0,0,0,False,False,False
577,,0,0,0,0,0,0,0,False,False,False
578,,0,0,0,0,0,0,0,False,False,False
579,,0,0,0,0,0,0,0,False,False,False
580,,0,0,0,0,0,0,0,False,False,False
581,,0,0,0,0,0,0,0,False,False,False
582,,0,0,0,0,0,0,0,False,False,False
583,,0,0,0,0,0,0,0,False,False,False
584,,0,0,0,0,0,0,0,False,False,False
585,,0,0,0,0,0,0,0,False,False,False
586,,0,0,0,0,0,0,0,False,False,False
587,,0,0,0,0,0,0,0,False,False,False
588,,0,0,0,0,0,0,0,False,False,False
589,,0,0,0,0,0,0,0,False,False,False
590,,0,0,0,0,0,0,0,False,False,False
591,,0,0,0,0,0,0,0,False,False,False
592,,0,0,0,0,0,0,0,False,False,False
593,,0,0,0,0,0,0,0,False,False,False
594,,0,0,0,0,0,0,0,False,False,False
595,,0,0,0,0,0,0,0,False,False,False
596,,0,0,0,0,0,0,0,False,False,False
597,,0,0,0,0,0,0,0,False,False,False
598,,0,0,0,0,0,0,0,False,False,False
599,,0,0,0,0,0,0,0,False,False,False
600,職業·特職：防護職業,0,230901,1,24,0,1,10,True,False,False
601,職業·特職：治療職業,0,230902,1,24,0,2,10,True,False,False
602,職業·特職：進攻職業,0,230903,1,24,0,3,10,True,False,False
603,職業·特職：木工師,0,230911,1,24,0,80,10,True,False,False
604,職業·特職：鍛造師,0,230912,1,24,0,81,10,True,False,False
605,職業·特職：甲冑師,0,230913,1,24,0,82,10,True,False,False
606,職業·特職：金工師,0,230914,1,24,0,83,10,True,False,False
607,職業·特職：皮革師,0,230915,1,24,0,84,10,True,False,False
608,職業·特職：裁縫師,0,230916,1,24,0,85,10,True,False,False
609,職業·特職：鍊金術師,0,230917,1,24,0,86,10,True,False,False
610,職業·特職：烹調師,0,230918,1,24,0,87,10,True,False,False
611,職業·特職：採掘師,0,230919,1,24,0,90,10,True,False,False
612,職業·特職：園藝師,0,230920,1,24,0,91,10,True,False,False
613,職業·特職：漁師,0,230921,1,24,0,92,10,True,False,False
614,職業·特職：劍術士,0,230904,1,24,0,70,10,True,False,False
615,職業·特職：格鬥士,0,230905,1,24,0,73,10,True,False,False
616,職業·特職：斧術士,0,230906,1,24,0,71,10,True,False,False
617,職業·特職：槍術士,0,230907,1,24,0,74,10,True,False,False
618,職業·特職：弓術士,0,230908,1,24,0,76,10,True,False,False
619,職業·特職：幻術士,0,230909,1,24,0,72,10,True,False,False
620,職業·特職：咒術士,0,230910,1,24,0,77,10,True,False,False
621,職業·特職：巴術士,0,230929,1,24,0,78,10,True,False,False
622,職業·特職：雙劍士,0,230932,1,24,0,75,10,True,False,False
623,職業·特職：騎士,0,230922,1,24,0,10,10,True,False,False
624,職業·特職：武僧,0,230923,1,24,0,30,10,True,False,False
625,職業·特職：戰士,0,230924,1,24,0,11,10,True,False,False
626,職業·特職：龍騎士,0,230925,1,24,0,31,10,True,False,False
627,職業·特職：吟遊詩人,0,230926,1,24,0,40,10,True,False,False
628,職業·特職：白魔道士,0,230927,1,24,0,20,10,True,False,False
629,職業·特職：黑魔道士,0,230928,1,24,0,50,10,True,False,False
630,職業·特職：召喚士,0,230930,1,24,0,51,10,True,False,False
631,職業·特職：學者,0,230931,1,24,0,21,10,True,False,False
632,職業·特職：忍者,0,230933,1,24,0,32,10,True,False,False
633,職業·特職：機工士,0,230934,1,24,0,41,10,True,False,False
634,職業·特職：暗黑騎士,0,230935,1,24,0,12,10,True,False,False
635,職業·特職：占星術師,0,230936,1,24,0,22,10,True,False,False
636,職業·特職：武士,0,230937,1,24,0,33,10,True,False,False
637,職業·特職：赤魔道士,0,230938,1,24,0,52,10,True,False,False
638,職業·特職：青魔道士,0,230939,1,24,0,60,10,True,False,False
639,職業·特職：絕槍戰士,0,230940,1,24,0,13,10,True,False,False
640,職業·特職：舞者,0,230941,1,24,0,42,10,True,False,False
641,職業·特職：賢者,0,230943,1,24,0,23,10,True,False,False
642,職業·特職：奪魂者,0,230942,1,24,0,34,10,True,False,False
643,職業·特職：毒蛇劍士,0,230944,1,24,0,35,10,True,False,False
644,職業·特職：繪靈法師,0,230945,1,24,0,53,10,True,False,False
645,,0,0,0,0,0,0,0,False,False,False
646,,0,0,0,0,0,0,0,False,False,False
647,,0,0,0,0,0,0,0,False,False,False
648,,0,0,0,0,0,0,0,False,False,False
649,,0,0,0,0,0,0,0,False,False,False
650,,0,0,0,0,0,0,0,False,False,False
651,,0,0,0,0,0,0,0,False,False,False
652,,0,0,0,0,0,0,0,False,False,False
653,,0,0,0,0,0,0,0,False,False,False
654,,0,0,0,0,0,0,0,False,False,False
655,,0,0,0,0,0,0,0,False,False,False
656,,0,0,0,0,0,0,0,False,False,False
657,,0,0,0,0,0,0,0,False,False,False
658,,0,0,0,0,0,0,0,False,False,False
659,,0,0,0,0,0,0,0,False,False,False
660,多瑪方城牌：一萬,0,230751,1,25,0,1,10,True,False,False
661,多瑪方城牌：二萬,0,230752,1,25,0,2,10,True,False,False
662,多瑪方城牌：三萬,0,230753,1,25,0,3,10,True,False,False
663,多瑪方城牌：四萬,0,230754,1,25,0,4,10,True,False,False
664,多瑪方城牌：五萬,0,230755,1,25,0,5,10,True,False,False
665,多瑪方城牌：六萬,0,230756,1,25,0,6,10,True,False,False
666,多瑪方城牌：七萬,0,230757,1,25,0,7,10,True,False,False
667,多瑪方城牌：八萬,0,230758,1,25,0,8,10,True,False,False
668,多瑪方城牌：九萬,0,230759,1,25,0,9,10,True,False,False
669,多瑪方城牌：一筒,0,230760,1,25,0,10,10,True,False,False
670,多瑪方城牌：二筒,0,230761,1,25,0,11,10,True,False,False
671,多瑪方城牌：三筒,0,230762,1,25,0,12,10,True,False,False
672,多瑪方城牌：四筒,0,230763,1,25,0,13,10,True,False,False
673,多瑪方城牌：五筒,0,230764,1,25,0,14,10,True,False,False
674,多瑪方城牌：六筒,0,230765,1,25,0,15,10,True,False,False
675,多瑪方城牌：七筒,0,230766,1,25,0,16,10,True,False,False
676,多瑪方城牌：八筒,0,230767,1,25,0,17,10,True,False,False
677,多瑪方城牌：九筒,0,230768,1,25,0,18,10,True,False,False
678,多瑪方城牌：一索,0,230769,1,25,0,19,10,True,False,False
679,多瑪方城牌：二索,0,230770,1,25,0,20,10,True,False,False
680,多瑪方城牌：三索,0,230771,1,25,0,21,10,True,False,False
681,多瑪方城牌：四索,0,230772,1,25,0,22,10,True,False,False
682,多瑪方城牌：五索,0,230773,1,25,0,23,10,True,False,False
683,多瑪方城牌：六索,0,230774,1,25,0,24,10,True,False,False
684,多瑪方城牌：七索,0,230775,1,25,0,25,10,True,False,False
685,多瑪方城牌：八索,0,230776,1,25,0,26,10,True,False,False
686,多瑪方城牌：九索,0,230777,1,25,0,27,10,True,False,False
687,多瑪方城牌：東,0,230778,1,25,0,28,10,True,False,False
688,多瑪方城牌：南,0,230779,1,25,0,29,10,True,False,False
689,多瑪方城牌：西,0,230780,1,25,0,30,10,True,False,False
690,多瑪方城牌：北,0,230781,1,25,0,31,10,True,False,False
691,多瑪方城牌：白,0,230782,1,25,0,32,10,True,False,False
692,多瑪方城牌：發,0,230783,1,25,0,33,10,True,False,False
693,多瑪方城牌：中,0,230784,1,25,0,34,10,True,False,False
694,多瑪方城牌：五萬（赤寶牌）,0,230785,1,25,0,35,10,True,False,False
695,多瑪方城牌：五筒（赤寶牌）,0,230786,1,25,0,36,10,True,False,False
696,多瑪方城牌：五索（赤寶牌）,0,230787,1,25,0,37,10,True,False,False
697,,0,0,0,0,0,0,0,False,False,False
698,,0,0,0,0,0,0,0,False,False,False
699,,0,0,0,0,0,0,0,False,False,False
700,寵物：雷普魯,0,234906,1,1,0,415,10,True,True,True
701,寵物：烏洛薩帕,0,234891,1,1,0,610,10,True,True,True
702,寵物：礦爬蟲蟲,0,234433,1,1,0,123,10,True,True,True
703,寵物：希德尼亞丘靈,0,234895,1,1,0,1214,10,True,True,True
704,寵物：可幽可幽玩偶,454,234854,1,1,0,1300,6,True,True,True
705,寵物：海鸚,0,234878,1,1,0,609,10,True,True,True
706,寵物：黑小猩,0,234883,1,1,0,430,10,True,True,True
707,寵物：小松鼠,0,234413,1,1,0,103,10,True,True,True
708,寵物：魔菇寶,0,234414,1,1,0,104,10,True,True,True
709,寵物：沙蚤蟲蟲,0,234415,1,1,0,105,10,True,True,True
710,寵物：小夸爾,0,234514,1,1,0,107,10,True,True,True
711,寵物：盜龍小寶,0,234421,1,1,0,110,10,True,True,True
712,寵物：精神吸取小妖,0,234461,1,1,0,129,10,True,True,True
713,寵物：獨角幼獸,0,234528,1,1,0,403,10,True,True,True
714,寵物：格斯塔拉,0,234539,1,1,0,405,10,True,True,True
715,寵物：迷你莉瑟,248,234648,1,1,0,1007,6,True,True,True
716,寵物：迷你飛燕,264,234664,1,1,0,1040,6,True,True,True
717,寵物：新型迷你夕霧,249,234649,1,1,0,1031,6,True,True,True
718,寵物：迷你豪雪,250,234650,1,1,0,1038,6,True,True,True
719,寵物：迷你夜露,251,234651,1,1,0,1039,6,True,True,True
720,寵物：迷你格林瓦特,252,234652,1,1,0,1046,6,True,True,True
721,寵物：新型迷你勞班,276,234676,1,1,0,1027,6,True,True,True
722,寵物：迷你瑪格奈,282,234682,1,1,0,1044,6,True,True,True
723,寵物：迷你其日娜,293,234697,1,1,0,1043,6,True,True,True
724,寵物：迷你紗都,294,234696,1,1,0,1045,6,True,True,True
725,寵物：新型迷你塔塔露,320,234720,1,1,0,1017,6,True,True,True
726,寵物：朱雀機關人偶,343,234743,1,1,0,913,6,True,True,True
727,寵物：迷你第一世界雅·修朵拉,331,234731,1,1,0,1002,6,True,True,True
728,寵物：新型迷你尤里安傑,429,234829,1,1,0,1010,6,True,True,True
729,寵物：新型迷你艾斯蒂尼安,360,234760,1,1,0,1037,6,True,True,True
730,寵物：迷你萊楠,416,234816,1,1,0,1053,6,True,True,True
731,寵物：迷你魯納爾,417,234817,1,1,0,1054,6,True,True,True
732,寵物：迷你杜麗雅,376,234776,1,1,0,1049,6,True,True,True
733,寵物：迷你琳,332,234732,1,1,0,1048,6,True,True,True
734,寵物：迷你蓋亞,398,234798,1,1,0,1052,6,True,True,True
735,寵物：貓秘玩偶,381,234781,1,1,0,1050,6,True,True,True
736,寵物：迷你阿爾博特,382,234782,1,1,0,1051,6,True,True,True
737,寵物：發條索魯斯,455,234855,1,1,0,1056,6,True,True,True
738,寵物：聰慧小海豚,0,234810,1,1,0,511,10,True,True,True
739,寵物：遊星鳥,427,234827,1,1,0,1074,6,True,True,True
740,寵物：納夏貓,0,234828,1,1,0,423,10,True,True,True
741,寵物：迷你弗里多拉,430,234830,1,1,0,1072,6,True,True,True
742,寵物：蟹蟹,0,234832,1,1,0,425,10,True,True,True
743,寵物：月面仙人掌怪王子,0,234833,1,1,0,159,10,True,True,True
744,寵物：小小守護者,441,234841,1,1,0,1055,6,True,True,True
745,寵物：王家仙人掌怪,0,234843,1,1,0,160,10,True,True,True
746,寵物：迷你好友,465,234865,1,1,0,1058,6,True,True,True
747,寵物：迷你艾里克托尼奧斯,466,234866,1,1,0,1059,6,True,True,True
748,寵物：迷你艾多紐斯,477,234877,1,1,0,1057,6,True,True,True
749,寵物：迷你雅典娜,487,234887,1,1,0,1060,6,True,True,True
750,寵物：小小休假員,496,234896,1,1,0,1204,6,True,True,True
751,寵物：海德林偶像,501,234901,1,1,0,1064,6,True,True,True
752,寵物：佐狄亞克偶像,502,234902,1,1,0,1065,6,True,True,True
753,寵物：迷你富爾什諾,503,234903,1,1,0,1012,6,True,True,True
754,寵物：小羊駝,0,234909,1,1,0,433,10,True,True,True
755,寵物：伊克提,0,234912,1,1,0,434,10,True,True,True
756,寵物：小綠鳥,0,234913,1,1,0,611,10,True,True,True
757,寵物：小巧郊狼,0,234914,1,1,0,435,10,True,True,True
758,寵物：玉米大人,516,234916,1,1,0,1215,6,True,True,True
759,寵物：酒杯仙人掌怪,0,234917,1,1,0,201,10,True,True,True
760,寵物：藍貓,0,234918,1,1,0,436,10,True,True,True
761,寵物：鐵皮哨兵T1,522,234922,1,1,0,1208,6,True,True,True
762,寵物：新型迷你可露兒,525,234925,1,1,0,1020,6,True,True,True
763,寵物：迷你零,526,234926,1,1,0,1062,6,True,True,True
764,寵物：迷你艾倫維爾,527,234927,1,1,0,1063,6,True,True,True
765,,0,0,0,0,0,0,0,False,False,False
766,,0,0,0,0,0,0,0,False,False,False
767,,0,0,0,0,0,0,0,False,False,False
768,,0,0,0,0,0,0,0,False,False,False
769,,0,0,0,0,0,0,0,False,False,False
770,,0,0,0,0,0,0,0,False,False,False
771,,0,0,0,0,0,0,0,False,False,False
772,,0,0,0,0,0,0,0,False,False,False
773,,0,0,0,0,0,0,0,False,False,False
774,,0,0,0,0,0,0,0,False,False,False
775,,0,0,0,0,0,0,0,False,False,False
776,,0,0,0,0,0,0,0,False,False,False
777,,0,0,0,0,0,0,0,False,False,False
778,,0,0,0,0,0,0,0,False,False,False
779,,0,0,0,0,0,0,0,False,False,False
780,,0,0,0,0,0,0,0,False,False,False
781,,0,0,0,0,0,0,0,False,False,False
782,,0,0,0,0,0,0,0,False,False,False
783,,0,0,0,0,0,0,0,False,False,False
784,,0,0,0,0,0,0,0,False,False,False
785,,0,0,0,0,0,0,0,False,False,False
786,,0,0,0,0,0,0,0,False,False,False
787,,0,0,0,0,0,0,0,False,False,False
788,,0,0,0,0,0,0,0,False,False,False
789,,0,0,0,0,0,0,0,False,False,False
790,,0,0,0,0,0,0,0,False,False,False
791,,0,0,0,0,0,0,0,False,False,False
792,,0,0,0,0,0,0,0,False,False,False
793,,0,0,0,0,0,0,0,False,False,False
794,,0,0,0,0,0,0,0,False,False,False
795,,0,0,0,0,0,0,0,False,False,False
796,,0,0,0,0,0,0,0,False,False,False
797,,0,0,0,0,0,0,0,False,False,False
798,,0,0,0,0,0,0,0,False,False,False
799,,0,0,0,0,0,0,0,False,False,False
800,,0,0,0,0,0,0,0,False,False,False
