#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,Unknown3,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,Unknown4,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
643,過期草布長外衣（鉛灰）,,,過期草布長外衣（鉛灰）,0,0,0,1,0,0,196613,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,115,2,1,21800,42032,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
644,過期草布長外衣（土黃）,,,過期草布長外衣（土黃）,0,0,0,1,0,0,262149,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,115,2,1,21800,42033,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
645,過期草布工作坎肩,,,過期草布工作坎肩,0,0,0,1,0,0,65568,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,144,2,1,21800,42116,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
646,過期草布工作坎肩（棕褐）,,,過期草布工作坎肩（棕褐）,0,0,0,1,0,0,131104,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,144,2,1,21800,42117,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
647,過期草布工作坎肩（土黃）,,,過期草布工作坎肩（土黃）,0,0,0,1,0,0,196640,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,144,2,1,21800,42118,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
648,過期草布工作坎肩（鉛灰）,,,過期草布工作坎肩（鉛灰）,0,0,0,1,0,0,262176,0,0,0,0,0,0,11,18,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,144,2,1,21800,42119,4,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
649,過期草布短袖罩衣,,,過期草布短袖罩衣,0,0,0,1,0,0,65567,0,0,0,0,0,0,11,20,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,140,2,1,21800,43167,5,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
650,過期草布短袖罩衣（棕褐）,,,過期草布短袖罩衣（棕褐）,0,0,0,1,0,0,131103,0,0,0,0,0,0,11,20,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,140,2,1,21800,43043,5,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
651,過期草布短袖罩衣（土黃）,,,過期草布短袖罩衣（土黃）,0,0,0,1,0,0,196639,0,0,0,0,0,0,11,20,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,140,2,1,21800,43044,5,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
652,過期草布短袖罩衣（鉛灰）,,,過期草布短袖罩衣（鉛灰）,0,0,0,1,0,0,262175,0,0,0,0,0,0,11,20,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,140,2,1,21800,43045,5,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
653,過期草布工作服,,,過期草布工作服,0,0,0,1,0,0,2949122,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,202,3,1,21800,42012,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
654,過期草布工作服（棕褐）,,,過期草布工作服（棕褐）,0,0,0,1,0,0,3014658,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,202,3,1,21800,42013,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
655,過期草布工作服（鉛灰）,,,過期草布工作服（鉛灰）,0,0,0,1,0,0,3080194,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,202,3,1,21800,42014,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
656,過期草布工作服（土黃）,,,過期草布工作服（土黃）,0,0,0,1,0,0,3145730,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,202,3,1,21800,42015,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
657,過期草布長袍,,,過期草布長袍,0,0,0,1,0,0,65543,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,162,3,1,21800,42044,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
658,過期草布長袍（棕褐）,,,過期草布長袍（棕褐）,0,0,0,1,0,0,131079,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,162,3,1,21800,42045,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
659,過期草布長袍（鉛灰）,,,過期草布長袍（鉛灰）,0,0,0,1,0,0,196615,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,162,3,1,21800,42046,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
660,過期草布長袍（土黃）,,,過期草布長袍（土黃）,0,0,0,1,0,0,262151,0,0,0,0,0,0,12,20,0,0,0,0,0,0,2,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,162,3,1,21800,42047,6,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
661,過期草布束腰牧衣,,,過期草布束腰牧衣,0,0,0,1,0,0,65564,0,0,0,0,0,0,12,21,0,0,0,0,0,0,2,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,190,3,1,21800,42169,7,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
662,過期草布束腰牧衣（棕褐）,,,過期草布束腰牧衣（棕褐）,0,0,0,1,0,0,131100,0,0,0,0,0,0,12,21,0,0,0,0,0,0,2,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,190,3,1,21800,42170,7,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
663,過期草布束腰牧衣（鉛灰）,,,過期草布束腰牧衣（鉛灰）,0,0,0,1,0,0,196636,0,0,0,0,0,0,12,21,0,0,0,0,0,0,2,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,190,3,1,21800,42171,7,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
664,過期草布束腰牧衣（土黃）,,,過期草布束腰牧衣（土黃）,0,0,0,1,0,0,262172,0,0,0,0,0,0,12,21,0,0,0,0,0,0,2,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,190,3,1,21800,42172,7,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
665,過期草布襯衫,,,過期草布襯衫,0,0,0,1,0,0,65546,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,218,3,1,21800,42067,8,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
666,過期草布襯衫（棕褐）,,,過期草布襯衫（棕褐）,0,0,0,1,0,0,131082,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,218,3,1,21800,42102,8,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
667,過期草布襯衫（鉛灰）,,,過期草布襯衫（鉛灰）,0,0,0,1,0,0,196618,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,218,3,1,21800,42103,8,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
668,過期草布襯衫（土黃）,,,過期草布襯衫（土黃）,0,0,0,1,0,0,262154,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,218,3,1,21800,42104,8,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
669,過期草布束腰獵衣（棕褐）,,,過期草布束腰獵衣（棕褐）,0,0,0,1,0,0,65545,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,42066,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
670,過期草布束腰獵衣（鉛灰）,,,過期草布束腰獵衣（鉛灰）,0,0,0,1,0,0,131081,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,42084,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
671,過期草布束腰獵衣（土黃）,,,過期草布束腰獵衣（土黃）,0,0,0,1,0,0,196617,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,42085,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
672,過期草布棉甲（鉛灰）,,,過期草布棉甲（鉛灰）,0,0,0,1,0,0,65549,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,43003,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
673,過期草布棉甲（土黃）,,,過期草布棉甲（土黃）,0,0,0,1,0,0,131085,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,43012,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
674,過期草布棉甲（棕褐）,,,過期草布棉甲（棕褐）,0,0,0,1,0,0,196621,0,0,0,0,0,0,13,22,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,308,4,1,21800,43069,9,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
675,過期棉布厚袍,,,過期棉布厚袍,0,0,0,1,0,0,327684,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42020,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
676,過期棉布厚袍（朱紅）,,,過期棉布厚袍（朱紅）,0,0,0,1,0,0,393220,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42021,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
677,過期棉布厚袍（淡黃）,,,過期棉布厚袍（淡黃）,0,0,0,1,0,0,458756,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42022,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
678,過期棉布厚袍（橄欖綠）,,,過期棉布厚袍（橄欖綠）,0,0,0,1,0,0,524292,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42023,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
679,過期棉布厚袍（天藍）,,,過期棉布厚袍（天藍）,0,0,0,1,0,0,589828,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42024,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
680,過期棉布束腰衣,,,過期棉布束腰衣,0,0,0,1,0,0,589857,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42140,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
681,過期棉布束腰衣（橄欖綠）,,,過期棉布束腰衣（橄欖綠）,0,0,0,1,0,0,655393,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42141,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
682,過期棉布束腰衣（天藍）,,,過期棉布束腰衣（天藍）,0,0,0,1,0,0,720929,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42142,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
683,過期棉布束腰衣（朱紅）,,,過期棉布束腰衣（朱紅）,0,0,0,1,0,0,786465,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42143,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
684,過期棉布束腰衣（淡黃）,,,過期棉布束腰衣（淡黃）,0,0,0,1,0,0,852001,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42144,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
685,過期棉布短袍,,,過期棉布短袍,0,0,0,1,0,0,393250,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42304,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
686,過期棉布短袍（橄欖綠）,,,過期棉布短袍（橄欖綠）,0,0,0,1,0,0,458786,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42155,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
687,過期棉布短袍（天藍）,,,過期棉布短袍（天藍）,0,0,0,1,0,0,524322,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42156,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
688,過期棉布短袍（朱紅）,,,過期棉布短袍（朱紅）,0,0,0,1,0,0,589858,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42157,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
689,過期棉布短袍（淡黃）,,,過期棉布短袍（淡黃）,0,0,0,1,0,0,655394,0,0,0,0,0,0,13,24,0,0,0,0,0,0,3,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,312,4,2,21800,42158,11,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
690,過期青銅鏈甲（草布）,,,過期青銅鏈甲（草布）,0,0,0,1,0,0,65547,0,0,0,0,0,0,14,25,0,0,0,0,0,0,3,1,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,524,5,2,21800,43122,12,64990,0,0,0,0,1,4,35,0,4,5,0,2,10,False,True,False,True,True,False,False,False
691,過期青銅鏈甲（棕褐）,,,過期青銅鏈甲（棕褐）,0,0,0,1,0,0,131083,0,0,0,0,0,0,14,25,0,0,0,0,0,0,3,1,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,524,5,2,21800,43130,12,64990,0,0,0,0,1,4,35,0,4,5,0,2,10,False,True,False,True,True,False,False,False
692,過期青銅鏈甲（鉛灰）,,,過期青銅鏈甲（鉛灰）,0,0,0,1,0,0,196619,0,0,0,0,0,0,14,25,0,0,0,0,0,0,3,1,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,524,5,2,21800,43120,12,64990,0,0,0,0,1,4,35,0,4,5,0,2,10,False,True,False,True,True,False,False,False
693,過期青銅鏈甲（土黃）,,,過期青銅鏈甲（土黃）,0,0,0,1,0,0,262155,0,0,0,0,0,0,14,25,0,0,0,0,0,0,3,1,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,524,5,2,21800,43123,12,64990,0,0,0,0,1,4,35,0,4,5,0,2,10,False,True,False,True,True,False,False,False
694,過期羊皮格鬥服（灰褐）,,,過期羊皮格鬥服（灰褐）,0,0,0,1,0,0,65544,0,0,0,0,0,0,15,26,0,0,0,0,0,0,3,1,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,483,5,2,21800,43004,13,64990,0,0,0,0,1,4,35,0,4,5,0,2,12,False,True,False,True,True,False,False,False
695,過期羊皮格鬥服（灰黑）,,,過期羊皮格鬥服（灰黑）,0,0,0,1,0,0,131080,0,0,0,0,0,0,15,26,0,0,0,0,0,0,3,1,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,483,5,2,21800,43005,13,64990,0,0,0,0,1,4,35,0,4,5,0,2,12,False,True,False,True,True,False,False,False
696,過期棉布長外衣,,,過期棉布長外衣,0,0,0,1,0,0,327685,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,424,6,2,21800,42034,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
697,過期棉布長外衣（朱紅）,,,過期棉布長外衣（朱紅）,0,0,0,1,0,0,393221,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,424,6,2,21800,42035,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
698,過期棉布長外衣（淡黃）,,,過期棉布長外衣（淡黃）,0,0,0,1,0,0,458757,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,424,6,2,21800,42036,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
699,過期棉布長外衣（橄欖綠）,,,過期棉布長外衣（橄欖綠）,0,0,0,1,0,0,524293,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,424,6,2,21800,42037,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
700,過期棉布長外衣（天藍）,,,過期棉布長外衣（天藍）,0,0,0,1,0,0,589829,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,424,6,2,21800,42038,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
701,過期棉布工作坎肩,,,過期棉布工作坎肩,0,0,0,1,0,0,327712,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,530,6,2,21800,42120,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
702,過期棉布工作坎肩（橄欖綠）,,,過期棉布工作坎肩（橄欖綠）,0,0,0,1,0,0,393248,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,530,6,2,21800,42121,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
703,過期棉布工作坎肩（天藍）,,,過期棉布工作坎肩（天藍）,0,0,0,1,0,0,458784,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,530,6,2,21800,42122,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
704,過期棉布工作坎肩（朱紅）,,,過期棉布工作坎肩（朱紅）,0,0,0,1,0,0,524320,0,0,0,0,0,0,16,28,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,530,6,2,21800,42123,14,64990,0,0,0,0,1,4,35,0,4,5,0,2,13,False,True,False,True,True,False,False,False
