#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100166,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100167,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100168,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100169,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100170,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100171,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100172,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100173,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100174,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100175,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100176,稱心,"**專家專用技能**
**只有在工作小調的層數為3的倍數時才可以使用**
消耗1層工作小調的效果，恢復15點CP
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,1962,0,0,1,0,-1,False
100177,收尾,,0,100177,100177,100177,100177,100177,100177,100177,100177,241,248,1529,0,33,1,0,-1,False
100178,堅實的心得,"**僅可在首次作業時發動**
根據剩餘的工作量多少，令數次作業（上限25次）內發動堅實製作不消耗CP和耐久",0,100178,100178,100178,100178,100178,100178,100178,100178,242,249,1677,0,0,1,0,-1,False
100179,木工師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“木工師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100180,鍛造師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“鍛造師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100181,甲冑師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“甲冑師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100182,金工師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“金工師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100183,皮革師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“皮革師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100184,裁縫師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“裁縫師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100185,鍊金術師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“鍊金術師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100186,烹調師之魂,"**專家專用技能**
7次作業內會比較容易出現高品質狀態
使用時需消耗道具“烹調師圖紙”
**一次製作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,1969,879,0,1,0,-1,False
100187,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100188,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100189,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100190,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100191,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100192,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100193,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100194,工作小調,"**專家專用技能**
附加11層工作小調的狀態
每出現一次“高品質”及以上的狀態時，累積的小調效果會減少1層。效果減少到0時會發動消耗耐久推進作業進展的“收尾”，並結束工作小調效果
（收尾　效率：200　成功率：50%）
累積的效果為3的倍數時，部分製作系技能的效率會有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,1961,880,0,1,0,-1,False
100195,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100196,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100197,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100198,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100199,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100200,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100201,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100202,倉促II,"消耗耐久以提高製品品質
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,1973,0,0,1,0,-1,False
100203,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,9,62,7,8,False
100204,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,10,62,7,9,False
100205,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,11,62,7,10,False
100206,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,12,62,7,11,False
100207,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,13,62,7,12,False
100208,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,14,62,7,13,False
100209,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,15,62,7,14,False
100210,模範製作,"消耗耐久以推動作業進展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,16,62,7,15,False
100211,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100212,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100213,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100214,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100215,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100216,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100217,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100218,高速製作II,"消耗耐久以推動作業進展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,1970,0,0,1,0,-1,False
100219,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1534,0,0,1,0,-1,False
100220,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1583,0,0,1,0,-1,False
100221,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1634,0,0,1,0,-1,False
100222,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1685,0,0,1,0,-1,False
100223,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1733,0,0,1,0,-1,False
100224,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1783,0,0,1,0,-1,False
100225,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1834,0,0,1,0,-1,False
100226,專心加工,"消耗耐久以提高製品品質
成功時：內靜的累積層數x2（最多累積11層）
失敗時：內靜的累積層數減半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,1885,0,0,1,0,-1,False
100227,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1535,0,9,66,25,8,False
100228,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1584,0,10,66,25,9,False
100229,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1635,0,11,66,25,10,False
100230,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1686,0,12,66,25,11,False
100231,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1734,0,13,66,25,12,False
100232,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1784,0,14,66,25,13,False
100233,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1835,0,15,66,25,14,False
100234,儉約加工,"**在儉約和長期儉約狀態下無法使用**
耐久度消耗量減半的同時提高製品品質
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1886,0,16,66,25,15,False
100235,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1536,0,0,1,0,-1,False
100236,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1585,0,0,1,0,-1,False
100237,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1636,0,0,1,0,-1,False
100238,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1687,0,0,1,0,-1,False
100239,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1735,0,0,1,0,-1,False
100240,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1785,0,0,1,0,-1,False
100241,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1836,0,0,1,0,-1,False
100242,注視製作,"消耗耐久以推動作業進展
效率：200
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,1887,0,0,1,0,-1,False
100243,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1537,0,0,1,0,-1,False
100244,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1586,0,0,1,0,-1,False
100245,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1637,0,0,1,0,-1,False
100246,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1688,0,0,1,0,-1,False
100247,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1736,0,0,1,0,-1,False
100248,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1786,0,0,1,0,-1,False
100249,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1837,0,0,1,0,-1,False
100250,注視加工,"消耗耐久以提高製品品質
效率：150
成功率：50%
**連擊條件：**觀察
**連擊時成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,1888,0,0,1,0,-1,False
100251,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100252,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100253,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100254,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100255,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100256,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100257,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100258,起始準備,"**僅可在首次作業時發動**
附加起始準備狀態，一定概率可降低CP的消耗量
**裝備專家之證時：**可以使用一次專精絕技並結束起始準備的狀態",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,1965,0,0,1,0,-1,False
100259,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100260,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100261,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100262,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100263,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100264,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100265,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100266,專精絕技：鞏固,"**專家專用技能**
結束起始準備的狀態，恢復25點耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,1966,0,0,1,0,-1,False
100267,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100268,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100269,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100270,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100271,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100272,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100273,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100274,專精絕技：安穩,"**專家專用技能**
結束起始準備的狀態，恢復65點CP",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,1967,0,0,1,0,-1,False
100275,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100276,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100277,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100278,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100279,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100280,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100281,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100282,專精絕技：閒靜,"**專家專用技能**
結束起始準備的狀態，使內靜的累積層數+3（最多累積11層）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,1968,0,0,1,0,-1,False
100283,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,9,80,250,8,False
100284,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,10,80,250,9,False
100285,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,11,80,250,10,False
100286,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,12,80,250,11,False
100287,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,13,80,250,12,False
100288,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,14,80,250,13,False
100289,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,15,80,250,14,False
100290,工匠的神速技巧,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的100%
成功率：100%
**無法在高難度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,16,80,250,15,False
100291,工匠的苦行,"**僅可在首次作業且用於等級低了10級或以上的配方時發動**
可提升製品最大品質的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,1980,0,0,1,0,-1,False
