#,Text,LogKind,Unknown0,Unknown1,Unknown_70,Unknown2
2270,阿里奧克迷失了它的獵物……,57,33,0,0,False
2271,認證錯誤……啟動迎擊系統群……,57,33,0,0,False
2272,感知到戰鬥，的彈射機關即將停止運作。,57,33,0,0,False
2273,的彈射機關即將開始運作。,57,33,0,0,False
2274,亞拉戈領域解除了。,57,33,0,0,False
2275,黑暗物質蛞蝓和強酸蜂蜜怪同化了！,57,33,0,0,False
2276,美瑠姬奴釋放出了真正的力量！,57,33,0,0,False
2277,拉米亞解剖女王向美瑠姬奴獻上了自己的生命！,57,33,0,0,False
2278,地雷分佈在了各處……,57,33,0,0,False
2279,增援的恐慌裝甲出現了！,57,33,0,0,False
2280,奈爾·神·達納斯召喚了隕石！,57,33,0,0,False
2281,衛月魔像接到了新指令！,57,33,0,0,False
2282,魔像發出了磁力，將隕石吸到了身上！,57,33,0,0,False
2283,6號哥布林坦克準備開火了！,57,33,0,0,False
2284,6號哥布林坦克彈射出了青藍之手滑翔兵！,57,33,0,0,False
2285,需要特殊的鑰匙來開鎖。,57,33,0,0,False
2286,這裡通往虛無界。,57,33,0,0,False
2287,6號哥布林坦克開始後退了……,57,33,0,0,False
2288,無法做出行動，距離戰鬥區域太遠。,60,9,0,0,False
2289,黑暗物質結晶中出現了紅月魔像！,57,33,0,0,False
2290,黑暗物質結晶中出現了黑暗物質妖紅花！,57,33,0,0,False
2291,搬運臂啟動……前往第二區……,57,33,0,0,False
2292,第二區,57,33,0,0,False
2293,搬運臂啟動……前往第三區……,57,33,0,0,False
2294,第三區,57,33,0,0,False
2295,搬運臂啟動……前往第五區……,57,33,0,0,False
2296,第五區,57,33,0,0,False
2297,搬運臂啟動……前往第六區……,57,33,0,0,False
2298,第六區,57,33,0,0,False
2299,搬運臂啟動……前往第七區……,57,33,0,0,False
2300,第七區,57,33,0,0,False
2301,搬運臂啟動……前往第八區……,57,33,0,0,False
2302,第八區,57,33,0,0,False
2303,檢測到入侵者……啟動迎擊系統群……,57,33,0,0,False
2304,雙體船的圍欄被破壞了！,57,33,0,0,False
2305,目標已達成，請在限制時間內交納道具。,57,33,0,0,False
2306,詭異的感覺消失，前進的道路已開放了……,57,33,0,0,False
2307,但他林的怨念束縛住了身體！,57,33,0,0,False
2308,詭異的感覺消失，前進的道路已開放了……,57,33,0,0,False
2309,魔物的生命化成了魔力的奔流！,57,33,0,0,False
2310,砲彈被甲殼反彈開了！,57,33,0,0,False
2311,庫卡龍龜進入了防禦體勢！,57,1,0,0,False
2312,庫卡龍龜解除了防禦體勢！,57,1,0,0,False
2313,大腳巨猿肚子餓得開始焦慮起來……,57,33,0,0,False
2314,撿起了神秘的石板。,57,33,0,0,False
2315,石頭上的凹陷好像能夠放入什麼東西……,57,33,0,0,False
2316,將神秘的石板放入了凹陷中。,57,33,0,0,False
2317,新的道路出現了……,57,33,0,0,False
2318,乙太變換器開始運作了！,57,33,0,0,False
2319,乙太變換器快要超載短路了……,57,33,0,0,False
2320,乙太變換器超載短路了……,57,33,0,0,False
2321,,0,0,0,0,False
2322,,0,0,0,0,False
2323,激昂異端者掉落了主飛艇庫的鑰匙,57,33,0,0,False
2324,間歇泉開始活動了！,57,33,0,0,False
2325,結界展開裝置可以使用了！,57,33,0,0,False
2326,內環彈射裝置可以使用了！,57,33,0,0,False
2327,外環彈射裝置可以使用了！,57,33,0,0,False
2328,大腳巨猿吃掉了香蕉！,57,33,0,0,False
2329,小腳冕狐猴吃掉了香蕉！,57,33,0,0,False
2330,機關啟動了，打開了隱藏的通路！,57,33,0,0,False
2331,克拉肯的觸手將Firstname Lastname卷起來扔了出去！,57,33,0,0,False
2332,Firstname Lastname沒有滿足出發的等級條件。,57,9,0,0,False
2333,Firstname Lastname的職業不是戰鬥精英或魔法導師。,57,9,0,0,False
2334,Firstname Lastname處於無法戰鬥狀態。,57,9,0,0,False
2335,Firstname Lastname還沒有解鎖該任務。,57,9,0,0,False
2336,Firstname Lastname正處於其他任務中。,57,9,0,0,False
2337,Firstname Lastname沒有滿足出發的條件。,57,9,0,0,False
2338,Firstname Lastname的進度要高於隊長的進度。,57,9,0,0,False
2339,Firstname Lastname正處於防沉迷狀態。,57,9,0,0,False
2340,Firstname Lastname已同意出發。,57,1,0,0,False
2341,沒有獲得所有隊員的同意，行動被推遲。,57,9,0,0,False
2342,行動中斷。,57,9,0,0,False
2343,所有隊員都已同意，即將出發進入戰鬥。,57,33,0,0,False
2344,行動中斷，確認等待時間過長。,57,9,0,0,False
2345,無法進行活動，沒有附加必須的狀態。,60,8,0,0,False
2346,破裂的喀恩石面掉落了太陽石。,57,33,0,0,False
2347,撿起了太陽石。,57,33,0,0,False
2348,盜墓者掉落了星光石。,57,33,0,0,False
2349,上面的凹洞好像能放進去什麼東西。,57,33,0,0,False
2350,將太陽石放入了凹洞之中。,57,33,0,0,False
2351,破裂的喀恩石面掉落了月光石。,57,33,0,0,False
2352,撿起了月光石。,57,33,0,0,False
2353,上面的凹洞好像能放進去什麼東西。,57,33,0,0,False
2354,上面的凹洞好像能放進去什麼東西。,57,33,0,0,False
2355,將月光石放入了凹洞之中。,57,33,0,0,False
2356,撿起了星光石。,57,33,0,0,False
2357,魔法機關台的周圍設有結界……,57,33,0,0,False
2358,將太陽石放入了凹洞之中。,57,33,0,0,False
2359,將月光石放入了凹洞之中。,57,33,0,0,False
2360,結界消失了！,57,33,0,0,False
2361,將星光石放入了凹洞之中。,57,33,0,0,False
2362,蜂鳥逃走了！,57,33,0,0,False
2363,被封印的門打開了！,57,33,0,0,False
2364,海水已被排乾，可以繼續前進了。,57,33,0,0,False
2365,溺水的船員們聽到了召喚一起襲擊過來了！,57,33,0,0,False
2366,隱密棧橋的門打開了！,57,33,0,0,False
2367,光鱗看守掉落了牢獄的鑰匙。,57,33,0,0,False
2368,成功破壞了光鱗戰鬥團的戰旗！,57,33,0,0,False
2369,成功救出了被囚禁的提燈怪！,57,33,0,0,False
2370,打開了隱藏的暗門！,57,33,0,0,False
2371,水位下降，出現了新的通路！,57,33,0,0,False
2372,關閉的門打開了！,57,33,0,0,False
2373,,0,0,0,0,False
2374,隧道的門打開了！,57,33,0,0,False
2375,圓庭的門打開了！,57,33,0,0,False
2376,魔法機關啟動，門打開了！,57,33,0,0,False
2377,,0,0,0,0,False
2378,,0,0,0,0,False
2379,妖異結界崩壞，開啟了新的通路！,57,33,0,0,False
2380,,0,0,0,0,False
2381,,0,0,0,0,False
2382,妖異結界崩壞，魔力的奔流出現了！,57,33,0,0,False
2383,惡魔牆開始移動了！,57,33,0,0,False
2384,魔力的奔流出現了！,57,33,0,0,False
2385,地面開始發出震動……,57,33,0,0,False
2386,核心被破壞了！,57,33,0,0,False
2387,仙人掌怪女皇開始清算針的數量……,57,33,0,0,False
2388,審理神代言者的劍發出了詭異的光芒……,57,33,0,0,False
2389,死者的棺材出現了！,57,33,0,0,False
2390,炫目的光芒照出了妖異的姿態！,57,33,0,0,False
2391,,0,0,0,0,False
2392,暗之傳送裝置啟動了。,57,33,0,0,False
2393,暗之傳送裝置還沒有啟動……,57,33,0,0,False
2394,自身受到的狀態效果時間變成了1/10。,57,33,0,0,False
2395,無底之門打開了！,57,33,0,0,False
2396,寶箱出現了……,57,33,0,0,False
2397,突然出現了怪物！,57,33,0,0,False
2398,有些不祥的預感……,57,33,0,0,False
2399,的緊急系統啟動了……,57,33,0,0,False
2400,被分解吸收了！,57,33,0,0,False
2401,撿起了牢獄的鑰匙。,57,33,0,0,False
2402,仙人掌怪女皇又開始清算針的數量……,57,33,0,0,False
2403,仙人掌怪女皇再次開始清算針的數量……,57,33,0,0,False
2404,封鎖解除了……,57,33,0,0,False
2405,魔導結界解除了……,57,33,0,0,False
2406,移動到了低層……,57,33,0,0,False
2407,移動到了中層……,57,33,0,0,False
2408,移動到了高層……,57,33,0,0,False
2409,24998、24999、25000！,57,33,0,0,False
2410,49998、49999、50000！,57,33,0,0,False
2411,74998、74999、75000！,57,33,0,0,False
2412,仙人掌怪女皇忘掉了清算過的數量……,57,33,0,0,False
2413,,0,0,0,0,False
2414,,0,0,0,0,False
2415,,0,0,0,0,False
2416,,0,0,0,0,False
2417,,0,0,0,0,False
2418,,0,0,0,0,False
2419,,0,0,0,0,False
2420,看來需要特殊的鑰匙才能打開門鎖。,57,33,0,0,False
2421,克拉肯即將用腕足卷起狂風！,57,33,0,0,False
2422,克拉肯失去了腕足，無法生效！,57,33,0,0,False
2423,沒有鎖鏈無法束縛地獄三頭犬！,57,33,0,0,False
2424,無法束縛發狂的地獄三頭犬！,57,33,0,0,False
2425,地獄三頭犬掙脫了鎖鏈的束縛！,57,33,0,0,False
2426,用鎖鏈束縛住了地獄三頭犬！,57,33,0,0,False
2427,地獄三頭犬將冒險者吞掉了！,57,33,0,0,False
2428,地獄三頭犬由於內臟受到了攻擊變得安分了下來……,57,33,0,0,False
2429,地獄三頭犬的食欲好像得到了滿足……,57,33,0,0,False
2430,自身附帶的強化及弱化效果的時間變成了UNKNOWN倍。,57,33,0,0,False
2431,魔導砲艇發動了急襲！,57,33,0,0,False
2432,魔導砲艇撤退了……,57,33,0,0,False
2433,禁忌之門即將開啟！,57,33,0,0,False
2434,五頭巨龍的龍頭又長了出來……,57,33,0,0,False
2435,烈火龍頭與寒冰龍頭做出了激烈的反應！,57,33,0,0,False
2436,雷電龍頭與劇毒龍頭做出了激烈的反應！,57,33,0,0,False
2437,五頭巨龍深吸了一口氣！,57,33,0,0,False
2438,距離碾壓還有 150 秒！,57,33,0,0,False
2439,距離碾壓還有 90 秒！,57,33,0,0,False
2440,距離碾壓還有 30 秒！,57,33,0,0,False
2441,距離碾壓還有 10 秒！,57,33,0,0,False
2442,距離碾壓還有 5 秒！,57,33,0,0,False
2443,莫拉加加設下了光鱗戰鬥團的戰旗！,57,33,0,0,False
2444,莫拉加加設下了祭器！,57,33,0,0,False
2445,目標在拘束魔器的射程之外。,57,33,0,0,False
2446,將乙太分配給了！,57,33,0,0,False
2447,HP完全恢復！死亡宣告解除！,57,1,0,0,False
2448,乙太從雲之祭壇中噴了出來！,57,33,0,0,False
2449,附近還有魔物的氣息……,57,33,0,0,False
2450,魔物的氣息消失了！,57,33,0,0,False
2451,結界消失了！,57,33,0,0,False
2452,移動到了最上層……,57,33,0,0,False
2453,移動到了最下層……,57,33,0,0,False
2454,看來需要特殊的鑰匙才能打開門鎖。,57,33,0,0,False
2455,打開了閱兵會場的門！,57,33,0,0,False
2456,打開了騎兵駐所的門！,57,33,0,0,False
2457,打開了作戰會議室的門！,57,33,0,0,False
2458,好像能獻上什麼東西……,57,33,0,0,False
2459,附近開始落雷了！,57,33,0,0,False
2460,,0,0,0,0,False
2461,附近開始落雷了！,57,33,0,0,False
2462,,0,0,0,0,False
2463,龍族飛過來了！,57,33,0,0,False
2464,,0,0,0,0,False
2465,龍族醒了！,57,33,0,0,False
2466,龍族飛過來了！,57,33,0,0,False
2467,,0,0,0,0,False
2468,,0,0,0,0,False
2469,,0,0,0,0,False
2470,,0,0,0,0,False
2471,,0,0,0,0,False
2472,,0,0,0,0,False
2473,,0,0,0,0,False
2474,,0,0,0,0,False
2475,,0,0,0,0,False
2476,,0,0,0,0,False
2477,,0,0,0,0,False
2478,,0,0,0,0,False
2479,,0,0,0,0,False
2480,,0,0,0,0,False
2481,殘骸倒塌了……,57,33,0,0,False
2482,打開了聖岡里奧爾禮拜堂的門！,57,33,0,0,False
2483,裝置上著鎖……,57,33,0,0,False
2484,裝置的鎖解除了！,57,33,0,0,False
2485,米諾陶洛斯嗅到了誘餌的氣味。,57,33,0,0,False
2486,新的道路出現了……,57,33,0,0,False
2487,有什麼東西從合成獸培養器中跑出來了！,57,33,0,0,False
2488,增強現實開始了！,57,33,0,0,False
2489,黛紫防禦系統停止了……,57,33,0,0,False
2490,翠綠防禦系統停止了……,57,33,0,0,False
2491,緋紅防禦系統停止了……,57,33,0,0,False
2492,永世珍本的封印解除了！,57,33,0,0,False
2493,禁書的記載為比布羅斯提供力量！,57,33,0,0,False
2494,圓桌騎士的戰意提高了！,57,33,0,0,False
2495,圓桌騎士的戰意削弱了！,57,33,0,0,False
2496,冷氣散去，冰溶解了……,57,33,0,0,False
2497,亞拉戈傳送裝置啟動了。,57,33,0,0,False
2498,俾斯麥開始打顫……,57,33,0,0,False
2499,對龍弩砲準備完畢了！,57,33,0,0,False
2500,封印在永世珍本中的妖異出現了！,57,33,0,0,False
2501,移動到了南坡……,57,33,0,0,False
2502,移動到了靈脈……,57,33,0,0,False
2503,移動到了不義山路……,57,33,0,0,False
2504,移動到了機械兵器研究所……,57,33,0,0,False
2505,移動到了生物兵器研究所……,57,33,0,0,False
2506,移動到了升降機……,57,33,0,0,False
2507,移動到了三鬥神制御區……,57,33,0,0,False
2508,鯨油點燃的火焰灼燒了比布羅斯！,57,33,0,0,False
2509,奴涅努克怪鳥躲入了雲間……,57,33,0,0,False
2510,奴涅努克之影被驅散，奴涅努克飛回來了！,57,33,0,0,False
2511,奴涅努克之影攻過來了！,57,33,0,0,False
2512,絕望的深淵中，響徹著鳳凰的呼喚聲！,57,33,0,0,False
2513,它得到了過於強大的力量！,57,33,0,0,False
2514,冥獄產生的蟲洞開始將冒險者吸入……,57,1025,0,0,False
2515,距離強制隔離區域的封閉還有20秒……,57,33,0,0,False
2516,招雷巨蛇在凝聚風之力……,57,33,0,0,False
2517,招雷巨蛇披上了旋風！,57,33,0,0,False
2518,神域龍捲出現了！,57,33,0,0,False
2519,距離強制隔離區域的封閉還有10秒……,57,33,0,0,False
2520,距離強制隔離區域的封閉還有5秒……,57,33,0,0,False
2521,移動到了內部庭園……,57,33,0,0,False
2522,移動到了冰天宮……,57,33,0,0,False
2523,帶有魔力的奴涅努克之羽飛散開了！,57,33,0,0,False
2524,琅妲巫龍的叫聲會喚來災厄之雷！,57,33,0,0,False
2525,上古雕像被落雷劈碎了……,57,33,0,0,False
2526,芥末彈怪吸收毒瓦斯變大了！,57,33,0,0,False
2527,尼德霍格開始吸氣了！,57,33,0,0,False
2528,無法發射對龍弩砲了……,57,33,0,0,False
2529,惡魔書牆開始積蓄魔力……,57,33,0,0,False
2530,捕食了，米諾陶洛斯的體力恢復了！,57,33,0,0,False
2531,魔導結界產生器受到了衝擊暫時無法使用了……,57,33,0,0,False
2532,鬥技場的圍欄被破壞了！,57,33,0,0,False
2533,格亞斯庫圖斯沐浴毒瓦斯後變強了！,57,33,0,0,False
2534,俾斯麥操縱雲層改變了天氣！,57,33,0,0,False
2535,羅波那點燃鬥志獲得了火之加護！,57,33,0,0,False
2536,操作杆折斷了無法操作……,57,33,0,0,False
2537,移動到了船艙……,57,33,0,0,False
2538,移動到了上甲板……,57,33,0,0,False
2539,移動到了船首樓……,57,33,0,0,False
2540,削除（DUNGEON_Z2R1_MSG_01）を使用してください,57,33,0,0,False
2541,魔路開啟了！,57,33,0,0,False
2542,魔路尚未開啟……,57,33,0,0,False
2543,需要特殊的鑰匙。,57,33,0,0,False
2544,偏屬性水晶崩塌，道路出現了……,57,33,0,0,False
2545,偏屬性水晶崩塌，道路出現了……,57,33,0,0,False
2546,發生爆炸，道路出現了……,57,33,0,0,False
2547,破壞了！,57,33,0,0,False
2548,發生爆炸，道路出現了……,57,33,0,0,False
2549,開始運作了！,57,33,0,0,False
2550,吸收生體乙太改變了形態！,57,33,0,0,False
2551,乙太管道被破壞，噴出了偏屬性乙太！,57,33,0,0,False
2552,偏屬性乙太變成了！,57,33,0,0,False
2553,的屍骸堵住了乙太管道的洞……,57,33,0,0,False
2554,的屍骸消失，偏屬性乙太噴了出來！,57,33,0,0,False
2555,天柱樹吸收養分進行了成長！,57,33,0,0,False
2556,鋸齒花捕食了冒險者！,57,33,0,0,False
2557,周圍的空氣變得渾濁了……,57,33,0,0,False
2558,新的道路出現了……,57,33,0,0,False
2559,憤怒的殺人蜂出現了！,57,33,0,0,False
2560,又有殺人蜂出現了！,57,33,0,0,False
2561,,0,0,0,0,False
2562,蜂蠟牆粉碎了……,57,33,0,0,False
2563,新的道路出現了……,57,33,0,0,False
2564,殺人蜂護衛出現了！,57,33,0,0,False
2565,球莖開始蠕動！,57,33,0,0,False
2566,附近的空氣被淨化了！,57,33,0,0,False
2567,電力洩漏了……,57,33,0,0,False
2568,電力的洩漏停止了！,57,33,0,0,False
2569,附近的空氣開始變得渾濁……,57,33,0,0,False
2570,妖毒濃度變高了……,57,33,0,0,False
2571,燈塔的門打開了！,57,33,0,0,False
2572,3526號門打開了！,57,33,0,0,False
2573,3524號門打開了！,57,33,0,0,False
2574,"和「亂風脈泉」進行了共鳴。
雲冠群島的風乙太流總是改變，
每次造訪都需要重新共鳴。",57,65,0,0,False
2575,接觸亂風脈泉，理解了附近的風乙太流！,57,33,0,0,False
2576,已在此處亂風脈泉進行過共鳴……,57,33,0,0,False
2577,"和亂風脈泉進行了共鳴！
可以暫時在雲冠群島飛行了！",57,65,0,0,False
2578,白光水晶散發的光芒很微弱……,57,33,0,0,False
2579,白光水晶散發出了溫暖的光芒！,57,33,0,0,False
2580,黑暗水晶中並沒有多少黑暗……,57,33,0,0,False
2581,出現了！,57,33,0,0,False
2582,Firstname Lastname發現了黃金寶箱！,57,33,0,0,False
2583,Firstname Lastname發現了白銀寶箱！,57,33,0,0,False
2584,Firstname Lastname發現了青銅寶箱！,57,33,0,0,False
2585,戰勝了！在附近發現了黃金寶箱！,57,33,0,0,False
2586,戰勝了！在附近發現了白銀寶箱！,57,33,0,0,False
2587,戰勝了！在附近發現了青銅寶箱！,57,33,0,0,False
2588,陷阱發動，散發出了吸引魔物的氣味！,57,33,0,0,False
2589,達成了目標「打倒」！,57,33,0,0,False
2590,達成了目標「探索埋藏的寶箱」！,57,33,0,0,False
2591,達成了目標「發現白銀寶箱」！,57,33,0,0,False
2592,達成了目標「發現青銅寶箱」！,57,33,0,0,False
2593,達成了目標「探索白光水晶」！,57,33,0,0,False
2594,達成了目標「探索黑暗水晶」！,57,33,0,0,False
2595,達成了目標「通過採掘或碎石獲得道具」！,57,33,0,0,False
2596,達成了目標「通過採伐或割草獲得道具」！,57,33,0,0,False
2597,達成了目標「通過垂釣獲得道具」！,57,33,0,0,False
2598,感覺到了殺氣！有什麼出現了！,57,33,0,0,False
2599,隱約有種不安的感覺……,57,33,0,0,False
2600,稍微有種不安的感覺……,57,33,0,0,False
2601,地面上裝置的電力充滿了！,57,33,0,0,False
2602,粉碎，新的敵人出現了！,57,33,0,0,False
2603,不知哪裡有種不安的感覺……,57,33,0,0,False
2604,確實有種不安的感覺……,57,33,0,0,False
2605,明顯有種不安的感覺！調查附近可以找到其源頭！,57,65,0,0,False
2606,沒有必要道具，已被強制退出任務。,57,33,0,0,False
2607,,0,0,0,0,False
2608,Firstname Lastname什麼都沒有發現……,57,33,0,0,False
2609,限制時間已到，「UNKNOWN」任務結束。,57,33,0,0,False
2610,魔神的氣息在激烈搖動！,57,33,0,0,False
2611,新的道路出現了……,57,33,0,0,False
2612,小精怪打開了門……,57,33,0,0,False
2613,進入封魔洞……,57,33,0,0,False
2614,返回腐壞的街道……,57,33,0,0,False
2615,傳送石塚啟動了！,57,33,0,0,False
2616,石像動了起來，變成了！,57,33,0,0,False
2617,向四周撒出了幻惑鱗粉！,57,33,0,0,False
2618,向四周撒出了毒素鱗粉！,57,33,0,0,False
2619,向四周撒出了魅惑鱗粉！,57,33,0,0,False
2620,地面浮現出了魔法的痕跡！,57,33,0,0,False
2621,魔法的痕跡在逐漸擴大！,57,33,0,0,False
2622,詠唱了神聖！,57,33,0,0,False
2623,四周迴響起智蛙們的歌聲！,57,33,0,0,False
2624,瑞吉鎖定了攻擊目標！,57,33,0,0,False
2625,人偶們合體了！,57,33,0,0,False
2626,變成人偶～吧！,57,33,0,0,False
2627,卡爾克布莉娜擺出了防禦體勢！,57,33,0,0,False
2628,距離危急時刻還有30秒……,57,33,0,0,False
2629,危急時刻開始！,57,33,0,0,False
2630,危急時刻的效果上升！,57,33,0,0,False
2631,距離危急時刻結束還有10秒……,57,33,0,0,False
2632,危急時刻結束！,57,33,0,0,False
2633,利爪隊的Firstname Lastname撿到了攻擊道具包！,57,1,0,0,False
2634,利爪隊的Firstname Lastname撿到了防禦道具包！,57,1,0,0,False
2635,利爪隊的Firstname Lastname撿到了醫療道具包！,57,1,0,0,False
2636,利爪隊的Firstname Lastname撿到了奮戰道具包！,57,1,0,0,False
2637,利爪隊的Firstname Lastname獲得了UNKNOWN枚戰章！,57,1,0,0,False
2638,利爪隊的Firstname Lastname掉落了UNKNOWN枚戰章……,57,1,0,0,False
2639,利爪隊的Firstname Lastname回收了UNKNOWN枚戰章！,57,1,0,0,False
2640,移動到了最上下層……,57,513,0,0,False
2641,移動到了最下上層……,57,33,0,0,False
2642,利爪隊的Firstname Lastname因為離開了戰場，掉落了UNKNOWN枚戰章……,57,1,0,0,False
2643,升格為了！,57,1,0,0,False
2644,升格戰開始了！,57,1,0,0,False
2645,升格失敗……,57,1,0,0,False
2646,降格為了……,57,1,0,0,False
2647,感覺到了彷彿被灼燒一般的酷熱……,57,33,0,0,False
2648,感覺到了一陣猛烈的窒息感……,57,33,0,0,False
2649,感覺到了彷彿要結冰般的嚴寒……,57,33,0,0,False
2650,有毒瓦斯體正從地面的洞口噴出，必須得儘快堵住……,57,33,0,0,False
2651,目前區域無法使用該道具。,60,8,0,0,False
2652,啟動了，冰塊變得脆弱了！,57,33,0,0,False
2653,被破壞了！,57,33,0,0,False
2654,(仮)探索任務『UNKNOWN』を開始した！,57,33,0,0,False
2655,(仮)探索任務第一段階の周辺探索をコンプリートした！,57,33,0,0,False
2656,三方各有UNKNOWN小隊參戰，冰封的石文的出現情況已調整。,57,33,0,0,False
2657,Firstname Lastname被判處死刑……,57,1,0,0,False
2658,移動到了寂靜之殿……,57,33,0,0,False
2659,移動到了悔恨之殿……,57,33,0,0,False
2660,移動到了神諭祭壇……,57,33,0,0,False
2661,移動到了瑪哈遺跡……,57,33,0,0,False
2662,移動到了金字塔底層……,57,33,0,0,False
2663,,0,0,0,0,False
2664,移動到了金字塔上層……,57,33,0,0,False
2665,移動到了金字塔頂層……,57,33,0,0,False
2666,阿剌克涅的巢穴開了個洞！,57,33,0,0,False
2667,阿剌克涅巢穴的洞被堵上了……,57,33,0,0,False
2668,奧斯瑪將冒險者吞掉了！,57,33,0,0,False
2669,距離末日審判降臨還有 20秒！,57,33,0,0,False
2670,距離末日審判降臨還有 10秒！,57,33,0,0,False
2671,新的道路出現了……,57,33,0,0,False
2672,新的道路出現了……,57,33,0,0,False
2673,羅絲溫發出了號令……,57,33,0,0,False
2674,尤彌爾的魔力凍結了地面……,57,33,0,0,False
2675,寶箱出現了！,57,33,0,0,False
2676,魔法障壁裝置啟動了！,57,33,0,0,False
2677,卡洛菲斯提莉的魔髮完成了變異……,57,33,0,0,False
2678,卡洛菲斯提莉的魔髮散開了……,57,33,0,0,False
2679,卡洛菲斯提莉的魔髮扎根在地面上……,57,33,0,0,False
2680,卡洛菲斯提莉正在從水晶中獲得魔力……,57,33,0,0,False
2681,解開了第UNKNOWN個蛛絲結扣！,57,33,0,0,False
2682,解開了所有蛛絲結扣！,57,33,0,0,False
2683,距離填充魔力完畢還有 30秒！,57,33,0,0,False
2684,距離填充魔力完畢還有 10秒！,57,33,0,0,False
2685,虛空火焰出現了！,57,33,0,0,False
2686,**黑渦團** +UNKNOWN **雙蛇黨** +UNKNOWN **不滅隊** +UNKNOWN,57,16,0,0,False
2687,黑渦團 +UNKNOWN 雙蛇黨 +UNKNOWN 不滅隊 +UNKNOWN,57,1,0,0,False
2688,新的道路出現了……,57,33,0,0,False
2689,吊橋升上去了……,57,33,0,0,False
2690,吊橋降下來了，新的道路出現了！,57,33,0,0,False
2691,沒有火種，無法點亮南瓜燈……,57,33,0,0,False
2692,進入了決鬥區。,57,1,0,0,False
2693,離開了決鬥區。,57,1,0,0,False
2694,,0,0,0,0,False
2695,,0,0,0,0,False
2696,,0,0,0,0,False
2697,,0,0,0,0,False
2698,,0,0,0,0,False
2699,,0,0,0,0,False
2700,,0,0,0,0,False
2701,需要用到起風珠……,57,33,0,0,False
2702,生成了一股旋風，新的道路出現了！,57,33,0,0,False
2703,移動到了再生處理室……,57,33,0,0,False
2704,已經啟動了……,57,33,0,0,False
2705,將乙太傳輸給了阿莉塞！,57,33,0,0,False
2706,乙太積滿了，可以傳輸給阿莉塞了！,57,33,0,0,False
2707,移動到了科學萬能處刑場……,57,33,0,0,False
2708,經動力發生器供給能量後再次啟動了……,57,33,0,0,False
2709,Firstname Lastname打開了寶箱！,57,16,0,0,False
2710,Firstname Lastname打開了金庫！,57,16,0,0,False
2711,Firstname Lastname站到了魔法陣上！,57,16,0,0,False
2712,Firstname Lastname點亮了傑克南瓜燈！,57,16,0,0,False
2713,Firstname Lastname從金籃子裡獲得了5塊餅乾！,57,16,0,0,False
2714,Firstname Lastname從銀籃子裡獲得了3塊餅乾！,57,16,0,0,False
2715,Firstname Lastname從銅籃子裡獲得了1塊餅乾！,57,16,0,0,False
2716,Firstname Lastname打開了驚嚇箱！,57,16,0,0,False
2717,Firstname Lastname找到了搗亂小頑童！,57,16,0,0,False
2718,Firstname Lastname獲得了微弱的火種！,57,16,0,0,False
2719,Firstname Lastname獲得了5個識破變身用煙霧彈！,57,16,0,0,False
2720,Firstname Lastname獲得了隱身護身符，得到了隱身的效果！,57,16,0,0,False
2721,風之書掉落下來了……,57,33,0,0,False
2722,移動到了最上層……,57,33,0,0,False
2723,移動到了中層……,57,33,0,0,False
2724,暗之戰士發動了超越之力！,57,33,0,0,False
2725,保持了罪與罰的平衡……,57,33,0,0,False
2726,神聖審判即將降臨……,57,33,0,0,False
2727,再次生成戰鬥空間……轉移到第2模式……,57,33,0,0,False
2728,突破極限，準備降下神聖審判！,57,33,0,0,False
2729,強制啟動排熱裝置……轉移到第3模式……,57,33,0,0,False
2730,再次生成戰鬥空間……轉移到最終模式……,57,33,0,0,False
2731,鳥人風格的門打開了！,57,33,0,0,False
2732,再次向阿莉塞傳輸了乙太！,57,33,0,0,False
2733,阿莉塞那裡聚集了足夠多的乙太！,57,33,0,0,False
2734,乙太正在向暗之巫師那裡聚集……,57,33,0,0,False
2735,Firstname Lastname扔出了煙霧彈，然而發現了錯誤的寶箱……,57,16,0,0,False
2736,Firstname Lastname扔出了煙霧彈，發現了正確的寶箱！,57,16,0,0,False
2737,被奇妙的鬼怪發現了，喪失了心智值……,57,16,0,0,False
2738,需要使用識破變身用煙霧彈才能打開……,57,16,0,0,False
2739,選中南瓜形金庫，在「說話」頻道下說出密碼！,57,16,0,0,False
2740,打開了錯誤的驚嚇箱，喪失了心智值……,57,16,0,0,False
2741,密碼錯誤，喪失了心智值……,57,16,0,0,False
2742,獲得了識破變身用煙霧彈！,57,16,0,0,False
2743,隔離牆打開了，新的道路出現了！,57,33,0,0,False
2744,移動到了長城胸牆……,57,33,0,0,False
2745,利爪隊的Firstname Lastname撿到了狼心包！,57,1,0,0,False
2746,移動到了城塞內部……,57,33,0,0,False
2747,影之力正在向地面聚集……,57,33,0,0,False
2748,進入加時階段！,57,1,0,0,False
2749,移動到了長城兵器庫……,57,33,0,0,False
2750,移動到了城塞屋頂……,57,33,0,0,False
2751,成功進行了傳送……,57,33,0,0,False
2752,虛無結晶開始散發出詭異的光輝……,57,33,0,0,False
2753,移動到了不義山路……,57,33,0,0,False
2754,移動到了靈脈……,57,33,0,0,False
2755,移動到了靈心……,57,33,0,0,False
2756,魔導死神彈藥用盡……,57,33,0,0,False
2757,暗影幻光球出現了！,57,33,0,0,False
2758,(仮)探索任務第一段階の目的をコンプリートした！,57,33,0,0,False
2759,(仮)探索任務第一段階をコンプリートした！,57,33,0,0,False
