#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
1000041,黑渦團41,0,0,0,0,0,0,0,0,0
1000042,黑渦團42,0,0,0,0,0,0,0,0,0
1000043,黑渦團43,0,0,0,0,0,0,0,0,0
1000044,黑渦團44,0,0,0,0,0,0,0,0,0
1000045,黑渦團45,0,0,0,0,0,0,0,0,0
1000046,黑渦團46,0,0,0,0,0,0,0,0,0
1000047,黑渦團47,0,0,0,0,0,0,0,0,0
1000048,黑渦團48,0,0,0,0,0,0,0,0,0
1000049,黑渦團49,0,0,0,0,0,0,0,0,0
1000050,黑渦團50,0,0,0,0,0,0,0,0,0
2000001,雙蛇黨01,240,125,0,0,0,3,0,0,0
2000002,雙蛇黨02,266,335,0,0,0,5,0,0,0
2000003,雙蛇黨03,287,338,0,0,0,5,0,0,0
2000004,雙蛇黨04,311,339,0,0,0,5,0,0,0
2000005,雙蛇黨05,345,140,0,0,0,3,0,0,0
2000006,雙蛇黨06,357,36,0,0,0,3,0,0,0
2000007,雙蛇黨07,388,249,0,0,0,3,0,0,0
2000008,雙蛇黨08,431,153,0,0,0,3,0,0,0
2000009,雙蛇黨09,441,259,0,0,0,3,0,0,0
2000010,雙蛇黨10,478,292,0,0,0,1,0,0,0
2000011,雙蛇黨11,531,266,0,0,0,3,0,0,0
2000012,雙蛇黨12,590,60,0,0,0,3,0,0,0
2000013,雙蛇黨13,609,59,0,0,0,3,0,0,0
2000014,雙蛇黨14,629,351,0,0,0,4,0,0,0
2000015,雙蛇黨15,655,354,0,0,0,1,0,0,0
2000016,雙蛇黨16,632,68,0,0,0,3,0,0,0
2000017,雙蛇黨17,653,182,0,0,0,3,0,0,0
2000018,雙蛇黨18,674,74,0,0,0,3,0,0,0
2000019,雙蛇黨19,702,277,0,0,0,3,0,0,0
2000020,雙蛇黨20,749,79,0,0,0,3,0,0,0
2000021,雙蛇黨21,774,195,0,0,0,3,0,0,0
2000022,雙蛇黨22,799,199,0,0,0,3,0,0,0
2000023,雙蛇黨23,832,82,0,0,0,3,0,0,0
2000024,雙蛇黨24,884,86,0,0,0,3,0,0,0
2000025,雙蛇黨25,913,286,0,0,0,3,0,0,0
2000026,雙蛇黨26,943,330,0,0,0,4,0,0,0
2000027,雙蛇黨27,982,331,0,0,0,5,0,0,0
2000028,雙蛇黨28,1506,341,0,0,0,7,0,0,0
2000029,雙蛇黨29,1555,342,0,0,0,6,0,0,0
2000030,雙蛇黨30,1619,343,0,0,0,1,0,0,0
2000031,雙蛇黨31,0,0,0,0,0,0,0,0,0
2000032,雙蛇黨32,0,0,0,0,0,0,0,0,0
2000033,雙蛇黨33,0,0,0,0,0,0,0,0,0
2000034,雙蛇黨34,0,0,0,0,0,0,0,0,0
2000035,雙蛇黨35,0,0,0,0,0,0,0,0,0
2000036,雙蛇黨36,0,0,0,0,0,0,0,0,0
2000037,雙蛇黨37,0,0,0,0,0,0,0,0,0
2000038,雙蛇黨38,0,0,0,0,0,0,0,0,0
2000039,雙蛇黨39,0,0,0,0,0,0,0,0,0
2000040,雙蛇黨40,0,0,0,0,0,0,0,0,0
2000041,雙蛇黨41,0,0,0,0,0,0,0,0,0
2000042,雙蛇黨42,0,0,0,0,0,0,0,0,0
2000043,雙蛇黨43,0,0,0,0,0,0,0,0,0
2000044,雙蛇黨44,0,0,0,0,0,0,0,0,0
2000045,雙蛇黨45,0,0,0,0,0,0,0,0,0
2000046,雙蛇黨46,0,0,0,0,0,0,0,0,0
2000047,雙蛇黨47,0,0,0,0,0,0,0,0,0
2000048,雙蛇黨48,0,0,0,0,0,0,0,0,0
2000049,雙蛇黨49,0,0,0,0,0,0,0,0,0
2000050,雙蛇黨50,0,0,0,0,0,0,0,0,0
3000001,不滅隊01,240,124,0,0,0,3,0,0,0
3000002,不滅隊02,266,336,0,0,0,3,0,0,0
3000003,不滅隊03,287,337,0,0,0,1,0,0,0
3000004,不滅隊04,311,340,0,0,0,1,0,0,0
3000005,不滅隊05,345,141,0,0,0,3,0,0,0
3000006,不滅隊06,357,35,0,0,0,3,0,0,0
3000007,不滅隊07,388,36,0,0,0,3,0,0,0
3000008,不滅隊08,431,250,0,0,0,3,0,0,0
3000009,不滅隊09,441,155,0,0,0,3,0,0,0
3000010,不滅隊10,478,293,0,0,0,1,0,0,0
3000011,不滅隊11,531,270,0,0,0,3,0,0,0
3000012,不滅隊12,590,60,0,0,0,3,0,0,0
3000013,不滅隊13,609,59,0,0,0,3,0,0,0
3000014,不滅隊14,629,345,0,0,0,3,0,0,0
3000015,不滅隊15,655,346,0,0,0,2,0,0,0
3000016,不滅隊16,632,347,0,0,0,1,0,0,0
3000017,不滅隊17,653,71,0,0,0,3,0,0,0
3000018,不滅隊18,674,180,0,0,0,3,0,0,0
3000019,不滅隊19,702,76,0,0,0,3,0,0,0
3000020,不滅隊20,749,281,0,0,0,3,0,0,0
3000021,不滅隊21,774,195,0,0,0,3,0,0,0
3000022,不滅隊22,799,198,0,0,0,3,0,0,0
3000023,不滅隊23,832,81,0,0,0,3,0,0,0
3000024,不滅隊24,884,87,0,0,0,3,0,0,0
3000025,不滅隊25,913,288,0,0,0,3,0,0,0
3000026,不滅隊26,943,328,0,0,0,4,0,0,0
3000027,不滅隊27,982,331,0,0,0,5,0,0,0
3000028,不滅隊28,1506,341,0,0,0,8,0,0,0
3000029,不滅隊29,1555,348,0,0,0,3,0,0,0
3000030,不滅隊30,1619,349,0,0,0,3,0,0,0
3000031,不滅隊31,0,0,0,0,0,0,0,0,0
3000032,不滅隊32,0,0,0,0,0,0,0,0,0
3000033,不滅隊33,0,0,0,0,0,0,0,0,0
3000034,不滅隊34,0,0,0,0,0,0,0,0,0
3000035,不滅隊35,0,0,0,0,0,0,0,0,0
3000036,不滅隊36,0,0,0,0,0,0,0,0,0
3000037,不滅隊37,0,0,0,0,0,0,0,0,0
3000038,不滅隊38,0,0,0,0,0,0,0,0,0
3000039,不滅隊39,0,0,0,0,0,0,0,0,0
3000040,不滅隊40,0,0,0,0,0,0,0,0,0
3000041,不滅隊41,0,0,0,0,0,0,0,0,0
3000042,不滅隊42,0,0,0,0,0,0,0,0,0
3000043,不滅隊43,0,0,0,0,0,0,0,0,0
3000044,不滅隊44,0,0,0,0,0,0,0,0,0
3000045,不滅隊45,0,0,0,0,0,0,0,0,0
3000046,不滅隊46,0,0,0,0,0,0,0,0,0
3000047,不滅隊47,0,0,0,0,0,0,0,0,0
3000048,不滅隊48,0,0,0,0,0,0,0,0,0
3000049,不滅隊49,0,0,0,0,0,0,0,0,0
3000050,不滅隊50,0,0,0,0,0,0,0,0,0
