#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
6402,冥婚蜜月,0,405,24,3245,0,0,0,30,0,0,0,0,0,3205,2,0,8,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6403,癲狂視線,0,405,25,3246,0,0,0,30,0,0,0,0,0,3206,2,0,11,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,40,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6404,荒蕪新星,0,405,24,2187,0,0,0,40,60,0,0,2,0,1747,3,0,8,0,0,0,4,55,6,0,0,0,0,0,0,7,1,0,0,0,0,-1,55,0,5,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6405,恐怖眼,0,405,24,2121,0,0,0,40,60,0,0,1,0,1512,2,1,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,55,0,5,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6406,吸附,0,405,0,1875,0,0,0,0,60,0,0,0,0,2523,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6407,絞殺,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,4,0,0,0,0,0,6,0,0,2,0,0,0,0,0,7,0,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6408,爪襲,0,405,0,1875,0,0,0,0,50,0,0,0,0,3216,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,-1,5,0,1,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6410,尖嘯,0,405,24,3241,0,0,0,55,250,0,0,1,0,3201,2,0,8,0,0,0,2,20,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,20,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6411,活埋,0,405,0,1875,0,0,0,0,150,0,0,0,0,4862,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6412,復仇之魂,0,405,0,4868,0,0,0,0,200,0,0,0,0,4867,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6413,龍捲風,0,405,9,2350,0,0,0,50,0,0,0,0,0,2281,2,1,32,0,0,0,2,6,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,40,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6414,毒滴牙,0,405,0,1875,0,0,0,0,0,0,0,0,0,1189,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6415,,0,405,24,1954,0,0,0,30,0,0,0,1,0,1122,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6416,爆裂尾,0,405,24,1875,0,0,0,0,0,0,0,0,0,1195,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6417,風暴,0,405,24,2828,0,0,0,30,0,0,0,4,0,2827,3,0,8,0,0,0,3,12,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,12,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6418,雜音,0,405,24,1985,0,0,0,30,0,0,0,1,0,1194,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6419,光球,0,405,24,3255,0,0,0,30,0,0,0,1,0,3215,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6420,勁風爆發,0,405,24,2552,0,0,0,30,0,0,0,1,0,2551,3,0,11,0,0,0,5,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,40,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6421,血腥的愛撫,0,405,24,2836,0,0,0,0,0,0,0,5,0,2835,3,0,8,0,0,0,3,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,8,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6422,酸霧,0,405,24,1962,0,0,0,30,60,0,0,1,0,1148,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6423,黃金粉塵,0,405,24,2213,0,0,0,30,250,0,0,1,0,1720,3,0,8,0,0,0,2,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6424,綠葉風暴,0,405,24,2848,0,0,0,30,0,0,0,1,0,2847,3,0,8,0,0,0,2,50,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6425,腐爛惡臭,0,405,24,2852,0,0,0,30,0,0,0,2,0,2851,3,0,8,0,0,0,4,45,12,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6426,割裂爪,0,405,24,2148,0,0,0,0,30,0,0,4,0,1537,3,0,10,0,0,0,3,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6427,火球,0,405,24,2150,0,0,0,0,300,0,0,1,0,1540,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6428,冰球,0,405,24,2152,0,0,0,0,300,0,0,1,0,1542,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,2,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6429,恐懼迷霧,0,405,24,1872,0,0,0,60,0,0,0,0,0,1805,3,0,10,0,0,0,5,54,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,54,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6430,古火噴發,0,405,24,3243,0,0,0,25,0,0,0,1,0,3203,2,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6431,熵火,0,405,24,3244,0,0,0,30,0,0,0,2,0,3204,2,0,8,0,0,0,4,50,8,0,0,0,0,0,0,1,1,0,0,0,0,-1,50,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6432,暗影火光,0,405,24,3245,0,0,0,30,0,0,0,1,0,3205,2,0,8,0,0,0,5,25,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6433,尖嘯,0,405,24,3241,0,0,0,30,0,0,0,1,0,3201,2,0,8,0,0,0,2,25,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6434,瘟疫詛咒,0,405,24,3242,0,0,0,30,0,0,0,1,0,3202,2,0,8,0,0,0,2,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6435,龍捲風,0,405,9,2350,0,0,0,30,240,0,0,1,0,2281,2,1,32,0,0,0,2,6,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6436,鋼鐵正義,0,405,24,1960,0,0,0,25,120,0,0,5,0,1141,3,0,8,0,0,0,3,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,8,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6437,魔力供給,0,405,24,1875,0,0,0,300,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6438,魔力供給,0,405,24,1875,0,0,0,600,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6439,潛地式波動砲,0,405,0,3740,0,0,0,35,0,0,0,1,0,3739,4,0,8,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6440,潛地式波動砲,0,405,0,3740,0,0,0,0,0,0,0,0,0,3739,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6441,暴雪,0,405,14,1875,0,0,0,10,30,0,0,0,0,474,2,1,34,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,-1,25,0,5,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6442,巨岩,0,405,7,1875,0,0,0,10,30,0,0,0,0,448,2,1,32,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,-1,25,0,5,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6443,水花,0,405,26,1875,0,0,0,10,30,0,0,0,0,453,2,1,32,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,-1,25,0,5,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6444,縮小之瞳,0,405,25,1875,0,0,0,30,300,0,0,4,0,2936,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6445,混亂之瞳,0,405,25,1875,0,0,0,30,300,0,0,4,0,2936,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6446,蛙變之瞳,0,405,25,1875,0,0,0,30,300,0,0,4,0,2936,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6447,撞擊,0,405,24,3525,0,0,0,25,0,0,0,2,0,3524,0,0,11,0,0,0,4,3,3,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6448,洋蔥汁,0,405,24,3527,0,0,0,35,0,0,0,1,0,3526,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6449,剪除,0,405,24,3529,0,0,0,35,0,0,0,1,0,3528,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6450,惡臭,0,405,24,3531,0,0,0,35,0,0,0,1,0,3530,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6451,絕叫,0,405,24,3533,0,0,0,35,0,0,0,1,0,3532,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6452,花粉,0,405,24,3535,0,0,0,35,0,0,0,1,0,3534,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,6,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6453,隕石衝擊,0,405,0,3241,0,0,0,40,0,0,0,27,0,3201,4,0,15,0,0,0,2,20,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
6454,岩屑爆炸,0,405,0,3242,0,0,0,0,0,0,0,0,0,3202,4,0,0,0,0,0,2,40,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6455,犀牛攻擊,0,405,24,1875,0,0,0,30,150,0,0,0,0,3201,3,0,8,0,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,3,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6456,犀牛防禦,0,405,24,1875,0,0,0,30,300,0,0,0,0,3202,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6457,腐屍繃帶,0,405,24,1875,0,0,0,30,150,0,0,3,0,3682,3,0,8,0,0,0,3,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,4,0,1,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6458,三連爪,0,405,24,2127,0,0,0,0,120,0,0,0,0,1526,3,0,8,0,0,0,1,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6459,駭人嚎叫,0,405,24,2128,0,0,0,30,360,0,0,1,0,1527,3,0,8,0,0,0,5,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6460,再版,0,405,24,1875,0,0,0,30,0,0,0,0,0,3207,4,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6461,發行,0,405,0,1875,0,0,0,40,0,0,0,85,0,1222,4,0,0,0,0,0,4,21,14,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6462,發行,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6463,發行,0,405,0,1875,0,0,0,30,0,0,0,2,0,1222,4,0,0,0,0,0,4,3,20,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6464,停刊,0,405,0,1875,0,0,0,40,0,0,0,2,0,1222,3,0,0,0,0,0,4,18,20,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6465,發行,0,405,0,1875,0,0,0,30,0,0,0,2,0,1222,4,0,0,0,0,0,4,2,10,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6466,停刊,0,405,0,1875,0,0,0,40,0,0,0,2,0,1222,3,0,0,0,0,0,4,20,10,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6467,停刊,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6468,熱風,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6469,烈火,0,405,24,4920,0,0,0,30,0,0,0,0,0,4919,3,0,10,0,0,0,2,100,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6470,火海,0,405,24,1875,0,0,0,30,0,0,0,0,0,3214,3,0,10,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6471,突進,0,405,24,3253,0,0,0,50,0,0,0,0,0,3213,3,0,13,0,1,0,8,0,4,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6472,熱風,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6473,刻印,0,405,24,1875,0,0,0,60,0,0,0,0,0,3203,3,0,8,0,0,0,6,100,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6474,刻印,0,405,24,3105,0,0,0,0,0,0,0,0,0,1222,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,60,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6475,磁石,0,405,24,1875,0,0,0,60,0,0,0,0,0,1222,3,0,8,0,0,0,6,100,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6476,磁力,0,405,0,4400,0,0,0,0,0,0,0,0,0,4399,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6477,相斥,0,405,0,4404,0,0,0,0,0,0,0,0,0,4403,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6478,選集,0,405,24,1875,0,0,0,30,0,0,0,0,0,3208,4,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6479,浮空之章,0,405,0,3563,0,0,0,30,0,0,0,1,0,3562,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6480,重力之章,0,405,0,2764,0,0,0,30,0,0,0,1,0,2763,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6481,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3202,3,0,0,0,1,0,8,9,20,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6482,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3202,3,0,0,0,1,0,8,10,10,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6483,刻印,0,405,24,3105,0,0,0,0,0,0,0,0,0,1222,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,60,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6484,黑暗之章,0,405,24,1875,0,0,0,0,0,0,0,0,0,3211,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6485,昏暗之章,0,405,24,3252,0,0,0,30,0,0,0,0,0,3212,2,0,8,0,0,0,2,100,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6486,爆震之章,0,405,24,3250,0,0,0,70,0,0,0,0,0,3210,2,0,10,0,0,0,2,100,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,100,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
6487,龍捲風之章,0,405,24,1875,0,0,0,70,0,0,0,0,0,3209,2,0,8,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6488,龍捲風之章,0,405,0,4131,0,0,0,0,0,0,0,0,0,4130,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6489,河童之章,0,405,24,1875,0,0,0,30,0,0,0,0,0,3209,2,0,8,0,0,0,2,100,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,100,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
6490,大雷電之章,0,405,24,1875,0,0,0,60,0,0,0,0,0,3209,2,0,8,0,0,0,6,80,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6491,大雷電之章,0,405,0,3397,0,0,0,0,0,0,0,0,0,3396,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,60,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
