#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
474, 右搖杆右方向,VIRTUAL_PAD_RSTICK_RIGHT,24,255,255,7,0,False
490,資訊中心,MENU_PLAY_GUIDE,74,255,255,3,0,False
491,自訂功能表指令,MENU_SUBCOMMAND_CUSTOMIZE,79,255,255,3,0,False
492,新人頻道參加名單,MENU_BEGINNER_CHANNEL_LIST,29,255,255,3,0,False
493,初學者學堂,MENU_BEGINNERS_MANSION,50,255,255,3,0,False
494,管弦樂琴樂譜集,MENU_ORCHESTRION,58,255,255,3,0,False
495,大型任務搜尋器,MENU_RAID_FINDER,42,255,255,3,0,False
496,戰鬥開始倒數,MENU_COUNTDOWN,35,255,255,3,0,False
497,戰友列表,MENU_CONTACTLIST,25,255,255,3,0,False
498,坐騎速度,MENU_GROUND_MOUNT_SPEED,67,255,255,3,0,False
499,陸行鳥鞍囊,MENU_BUDDY_BAG,10,255,255,3,0,False
500,任務回顧,MENU_CONTENTS_REPLAY,48,255,255,3,0,False
501,記錄準備確認,MENU_REPLAY_READY_CHECK,34,255,255,3,0,False
502,戰隊,MENU_PVPTEAM_UI,38,255,255,3,0,False
503,跨界通訊貝,MENU_CWLINKSHELL,40,255,255,3,0,False
504,鬧鐘,MENU_ALERM,80,255,255,3,0,False
505,青魔法書,MENU_AOZ,18,255,255,3,0,False
506,親信戰友,MENU_FAITH,45,255,255,3,0,False
507,F.A.T.E.事件完成度,MENU_FATE_PROGRESS,68,255,255,3,0,False
508,同好會,MENU_CIRCLE_LIST,23,255,255,3,0,False
509,同好招募,MENU_CIRCLE_RECRUIT,31,255,255,3,0,False
510,重要物品,MENU_MCGUFFIN,8,255,255,3,0,False
511,昔日重現模式,MENU_QUEST_REPLAY,49,255,255,3,0,False
512,時尚配件,MENU_ORNAMENT_NOTEBOOK,17,255,255,3,0,False
513,官方網站,WEBLINK,73,255,255,3,0,False
514,肖像列表,MENU_BANNER_LIST,5,255,255,3,0,False
515,劇情輔助器,MENU_SDS,44,255,255,3,0,False
516,冒險者銘牌,MENU_CHARA_CARD,4,255,255,3,0,False
517,特殊迷宮探索器,MENU_VVD,43,255,255,3,0,False
518,臉部配件,MENU_FACE_ACCESSORY,16,255,255,3,0,False
519,禁音名單,MENU_MUTE_LIST,27,255,255,3,0,False
520,過濾詞,TERM_FILTER,28,255,255,3,0,False
550,臨時切換到新人頻道,CMD_BEGINNER,32,255,255,4,5,False
551,切換到新人頻道,CMD_BEGINNER_ALWAYS,132,255,255,4,5,False
552,臨時切換到戰隊頻道,PVPTEAM_CHAT,11,255,255,4,5,False
553,切換到戰隊頻道,PVPTEAM_CHAT_ALWAYS,111,255,255,4,5,False
554,臨時切換到跨界通訊貝頻道（順序）,CMD_CWLINKSHELL,12,255,255,4,5,False
555,切換到跨界通訊貝頻道（順序）,CMD_CWLINKSHELL_ALWAYS,112,255,255,4,5,False
556,臨時切換到跨界通訊貝頻道（逆序）,CMD_CWLINKSHELL_REV,13,255,255,4,5,False
557,臨時切換到跨界通訊貝1頻道,CMD_CWLINKSHELL_1,14,255,255,4,5,False
558,臨時切換到跨界通訊貝2頻道,CMD_CWLINKSHELL_2,15,255,255,4,5,False
559,臨時切換到跨界通訊貝3頻道,CMD_CWLINKSHELL_3,16,255,255,4,5,False
560,臨時切換到跨界通訊貝4頻道,CMD_CWLINKSHELL_4,17,255,255,4,5,False
561,臨時切換到跨界通訊貝5頻道,CMD_CWLINKSHELL_5,18,255,255,4,5,False
562,臨時切換到跨界通訊貝6頻道,CMD_CWLINKSHELL_6,19,255,255,4,5,False
563,臨時切換到跨界通訊貝7頻道,CMD_CWLINKSHELL_7,20,255,255,4,5,False
564,臨時切換到跨界通訊貝8頻道,CMD_CWLINKSHELL_8,21,255,255,4,5,False
565,切換到跨界通訊貝頻道（逆序）,CMD_CWLINKSHELL_ALWAYS_REV,113,255,255,4,5,False
566,切換到跨界通訊貝1頻道,CMD_CWLINKSHELL_1_ALWAYS,114,255,255,4,5,False
567,切換到跨界通訊貝2頻道,CMD_CWLINKSHELL_2_ALWAYS,115,255,255,4,5,False
568,切換到跨界通訊貝3頻道,CMD_CWLINKSHELL_3_ALWAYS,116,255,255,4,5,False
569,切換到跨界通訊貝4頻道,CMD_CWLINKSHELL_4_ALWAYS,117,255,255,4,5,False
570,切換到跨界通訊貝5頻道,CMD_CWLINKSHELL_5_ALWAYS,118,255,255,4,5,False
571,切換到跨界通訊貝6頻道,CMD_CWLINKSHELL_6_ALWAYS,119,255,255,4,5,False
572,切換到跨界通訊貝7頻道,CMD_CWLINKSHELL_7_ALWAYS,120,255,255,4,5,False
573,切換到跨界通訊貝8頻道,CMD_CWLINKSHELL_8_ALWAYS,121,255,255,4,5,False
591,擴大消息欄,CHATLOG_VIEWERMODE,25,255,255,5,1,False
592,顯示主線導覽員的主線任務項目,MENU_SCENARIO_TREE,31,255,255,5,1,False
593,顯示主線導覽員的支線任務項目,MENU_SCENARIO_TREE_SUB,32,255,255,5,1,False
594,色覺多樣性設定：切換顏色輔助,ACCESSIBILITY_COLORBLIND,29,255,225,5,1,False
