#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262749,購買防具（50～60級）,0,0,0,0,0,0,True
262750,購買武器（50級）,0,0,0,0,0,0,True
262751,購買武器（52級）,0,0,0,0,0,0,True
262752,購買武器（54級）,0,0,0,0,0,0,True
262753,購買武器（56級）,0,0,0,0,0,0,True
262754,購買武器（58級）,0,0,0,0,0,0,True
262756,購買武器（50級）,0,0,0,0,0,0,True
262757,購買武器（52級）,0,0,0,0,0,0,True
262758,購買武器（54級）,0,0,0,0,0,0,True
262759,購買武器（56級）,0,0,0,0,0,0,True
262760,購買武器（58級）,0,0,0,0,0,0,True
262762,購買工具（50～60級）,0,0,0,0,0,0,True
262763,購買工具（50～60級）,0,0,0,0,0,0,True
262764,購買戰鬥職業飾品,0,0,0,0,0,0,True
262765,購買製作職業及採集職業飾品,0,0,0,0,0,0,True
262766,購買道具,0,0,0,0,0,0,True
262767,購買道具,0,0,0,0,0,0,True
262768,購買道具,0,0,0,0,0,0,True
262769,購買道具,0,0,0,0,0,0,True
262770,購買道具,0,0,0,0,0,0,True
262771,購買道具,0,0,0,0,0,0,True
262772,購買道具,0,0,0,0,0,0,True
262773,購買道具,0,0,0,0,0,0,True
262774,購買道具,0,0,0,0,0,0,True
262775,購買道具,0,0,0,0,0,0,True
262776,購買道具,0,0,0,0,0,0,True
262777,購買道具,0,0,0,0,0,0,True
262778,購買道具,0,0,0,0,0,0,True
262779,購買道具,0,0,0,0,0,0,True
262780,購買道具,0,0,0,0,0,0,True
262781,購買道具,0,0,0,0,0,0,True
262782,購買道具,0,0,0,0,0,0,True
262783,購買道具,0,0,0,0,0,0,True
262784,購買道具,0,0,0,0,0,0,True
262785,購買道具,0,0,0,0,0,0,True
262786,購買道具,0,0,0,0,0,0,True
262787,購買道具,0,0,0,0,0,0,True
262788,購買道具,0,0,0,0,0,0,True
262789,購買道具,0,0,0,0,0,0,True
262790,購買道具,0,0,0,0,0,0,True
262791,購買道具,0,0,0,0,0,0,True
262792,購買道具,0,0,0,0,0,0,True
262793,購買道具,0,0,0,0,0,0,True
262794,購買道具,0,0,0,0,0,0,True
262795,購買道具,0,0,0,0,0,0,True
262796,購買道具,0,0,0,0,0,0,True
262797,購買道具,0,0,0,0,0,0,True
262798,購買道具,0,0,0,0,0,0,True
262799,購買道具,0,0,0,0,0,0,True
262800,購買道具,0,0,0,0,0,0,True
262801,購買道具,0,0,0,0,0,0,True
262802,購買道具,0,0,0,0,0,0,True
262803,購買道具,0,0,0,0,0,0,True
262804,購買道具,0,0,0,0,0,0,True
262805,購買道具,0,0,0,0,0,0,True
262806,購買道具,0,0,0,0,0,0,True
262807,購買道具,0,0,0,0,0,0,True
262808,購買道具,0,0,0,0,0,0,True
262809,購買道具,0,0,0,0,0,0,True
262810,購買道具,0,0,0,0,0,0,True
262811,購買道具,0,0,0,0,0,0,True
262813,購買道具,0,0,0,0,0,0,True
262814,購買道具,0,0,0,0,0,0,True
262817,購買道具,0,0,0,0,0,0,True
262818,購買道具,0,0,0,0,0,0,True
262819,購買道具,0,0,0,0,0,0,True
262820,購買防具（60級）,0,0,0,0,0,0,True
262821,購買戰鬥精英防具,0,0,0,0,0,0,True
262822,購買戰鬥精英防具,0,0,0,0,0,0,True
262823,購買戰鬥精英防具,0,0,0,0,0,0,True
262824,購買戰鬥精英防具,0,0,0,0,0,0,True
262825,購買戰鬥精英防具,0,0,0,0,0,0,True
262826,,0,0,0,0,0,0,False
262827,購買防具（60級）,0,0,0,0,0,0,True
262828,購買魔法導師防具,0,0,0,0,0,0,True
262829,購買魔法導師防具,0,0,0,0,0,0,True
262830,購買魔法導師防具,0,0,0,0,0,0,True
262831,購買魔法導師防具,0,0,0,0,0,0,True
262832,購買魔法導師防具,0,0,0,0,0,0,True
262833,,0,0,0,0,0,0,False
262834,購買能工巧匠防具,0,0,0,0,0,0,True
262835,購買武器（60級）,0,0,0,0,0,0,True
262836,購買武器,0,0,0,0,0,0,True
262837,購買武器,0,0,0,0,0,0,True
262838,購買武器,0,0,0,0,0,0,True
262839,購買武器,0,0,0,0,0,0,True
262840,購買武器,0,0,0,0,0,0,True
262841,,0,0,0,0,0,0,False
262842,購買武器（60級）,0,0,0,0,0,0,True
262843,大地使者購買防具,0,0,0,0,0,0,True
262844,購買能工巧匠工具（主工具）,0,0,0,0,0,0,True
262845,購買能工巧匠工具（副工具）,0,0,0,0,0,0,True
262846,購買大地使者工具,0,0,0,0,0,0,True
262847,購買戰鬥職業飾品,0,0,0,0,0,0,True
262848,購買戰鬥職業飾品,0,0,0,0,0,0,True
262849,購買戰鬥職業飾品,0,0,0,0,0,0,True
262850,購買戰鬥職業飾品,0,0,0,0,0,0,True
262851,購買戰鬥職業飾品,0,0,0,0,0,0,True
262852,購買工具,0,0,0,0,0,0,True
262853,購買工具,0,0,0,0,0,0,True
262854,購買工具,0,0,0,0,0,0,True
262855,購買工具,0,0,0,0,0,0,True
262856,購買製作採集職業防具,0,0,0,0,0,0,True
262857,購買製作採集職業防具,0,0,0,0,0,0,True
262858,購買製作採集職業防具,0,0,0,0,0,0,True
262859,購買製作採集職業防具,0,0,0,0,0,0,True
262860,購買製作採集職業防具,0,0,0,0,0,0,True
262861,購買道具,0,0,0,0,0,0,True
262862,購買道具,0,0,0,0,0,0,True
262863,購買道具,0,0,0,0,0,0,True
262864,購買道具,0,0,0,0,0,0,True
262865,購買道具,0,0,0,0,0,0,True
262866,購買道具,0,0,0,0,0,0,True
262867,購買道具,0,0,0,0,0,0,True
262868,購買道具,0,0,0,0,0,0,True
262869,購買道具,0,0,0,0,0,0,True
262870,購買道具,0,0,0,0,0,0,True
262871,購買道具,0,0,0,0,0,0,True
262872,購買道具,0,0,0,0,0,0,True
262873,購買道具,0,0,0,0,0,0,True
262874,購買道具,0,0,0,0,0,0,True
262875,購買道具,0,0,0,0,0,0,True
262876,購買道具,0,0,0,0,0,0,True
262877,購買道具,0,0,0,0,0,0,True
262878,購買道具,0,0,0,0,0,0,True
262879,購買道具,0,0,0,0,0,0,True
262880,購買道具,0,0,0,0,0,0,True
262881,購買道具,0,0,0,0,0,0,True
262882,購買道具,0,0,0,0,0,0,True
262883,購買道具,0,0,0,0,0,0,True
262884,購買道具,0,0,0,0,0,0,True
262885,購買道具,0,0,0,0,0,0,True
262886,購買道具,0,0,0,0,0,0,True
262887,購買道具,0,0,0,0,0,0,True
262888,購買道具,0,0,0,0,0,0,True
262889,購買道具,0,0,0,0,0,0,True
262890,購買道具,0,0,0,0,0,0,True
262891,購買道具,0,0,0,0,0,0,True
262892,購買繪畫作品（基拉巴尼亞）,0,68456,0,0,0,0,True
262893,購買繪畫作品（奧薩德）,0,68456,0,0,0,0,True
262894,購買季節活動報酬,0,0,0,0,53,0,True
262895,購買季節活動報酬,0,0,0,0,54,0,True
262896,再次購買70級購買武器,0,0,0,0,0,0,True
262897,再次購買70級購買防具（戰鬥精英1）,0,0,0,0,0,0,True
262898,再次購買70級購買防具（戰鬥精英2）,0,0,0,0,0,0,True
262899,再次購買70級購買防具（魔法導師）,0,0,0,0,0,0,True
262900,複製真聖靈武器·靈光,0,67940,0,0,0,0,True
262901,購買道具（武具投影相關）,0,68554,0,0,0,0,True
262902,購買道具,0,0,0,0,0,0,True
262903,,0,0,0,0,61,0,True
262904,,0,0,0,0,62,0,True
262905,,0,0,0,0,63,0,True
262906,購買繪畫作品（德拉瓦尼亞）,0,67643,0,0,0,0,True
262907,購買繪畫作品（阿巴拉提亞）,0,67643,0,0,0,0,True
262908,購買道具,0,0,0,0,0,0,True
262909,,0,0,0,0,66,0,True
262910,時尚商店,0,0,594792,594791,0,0,True
262911,購買60級工具,0,68633,0,0,0,0,True
262912,購買63級工具,0,68633,0,0,0,0,True
262913,購買65級工具,0,68633,0,0,0,0,True
262914,購買60級防具,0,68633,0,0,0,0,True
262915,購買63級防具,0,68633,0,0,0,0,True
262916,購買65級防具,0,68633,0,0,0,0,True
262917,購買道具,0,68633,0,0,0,0,True
262918,複製禁地兵裝（戰鬥精英）,0,0,0,0,0,0,True
262919,,0,0,0,0,0,0,True
262920,再次購買任務報酬1,60412,0,0,0,0,0,True
262921,,0,0,0,0,71,0,True
262922,複製禁地兵裝（魔法導師）,0,0,0,0,0,0,True
262923,,0,0,0,0,0,0,True
262924,,0,0,0,0,13,0,True
262925,,0,0,0,0,0,0,False
262926,再次購買青魔道士裝備,0,68728,0,0,0,0,True
262927,,0,0,0,0,0,0,True
262928,購買道具,0,0,0,0,0,0,True
262929,購買道具2,0,0,0,0,0,0,True
262930,購買道具,0,68741,0,0,82,0,True
262931,,0,0,0,595156,83,0,True
262932,,0,0,0,595164,85,0,True
262933,購買武器（62級）,0,0,0,0,0,0,True
262934,購買武器（64級）,0,0,0,0,0,0,True
262935,購買武器（66級）,0,0,0,0,0,0,True
262936,購買武器（68級）,0,0,0,0,0,0,True
262937,購買武器（70級）,0,0,0,0,0,0,True
262938,購買防具（62級）,0,0,0,0,0,0,True
262939,購買防具（64級）,0,0,0,0,0,0,True
262940,購買防具（66級）,0,0,0,0,0,0,True
262941,購買防具（68級）,0,0,0,0,0,0,True
262942,購買防具（70級）,0,0,0,0,0,0,True
262943,購買防具（62級）,0,0,0,0,0,0,True
262944,購買防具（64級）,0,0,0,0,0,0,True
262945,購買防具（66級）,0,0,0,0,0,0,True
262946,購買防具（68級）,0,0,0,0,0,0,True
262947,購買防具（70級）,0,0,0,0,0,0,True
262948,購買戰鬥職業飾品,0,0,0,0,0,0,True
262949,購買道具,0,0,0,0,0,0,True
262950,購買製作職業及採集職業飾品,0,0,0,0,0,0,True
262951,再次購買60級防具,0,0,0,0,0,0,True
262952,購買道具（隔離牆、牆面裝飾）,0,0,0,0,0,0,True
262953,購買戰鬥精英防具,0,0,0,0,0,0,True
262954,購買戰鬥精英防具,0,0,0,0,0,0,True
262955,購買戰鬥精英防具,0,0,0,0,0,0,True
262956,購買戰鬥精英防具,0,0,0,0,0,0,True
262957,購買戰鬥精英防具,0,0,0,0,0,0,True
262958,購買魔法導師防具,0,0,0,0,0,0,True
262959,購買魔法導師防具,0,0,0,0,0,0,True
262960,購買魔法導師防具,0,0,0,0,0,0,True
262961,購買魔法導師防具,0,0,0,0,0,0,True
262962,購買魔法導師防具,0,0,0,0,0,0,True
262963,購買武器,0,0,0,0,0,0,True
262964,購買武器,0,0,0,0,0,0,True
262965,購買武器,0,0,0,0,0,0,True
262966,購買武器,0,0,0,0,0,0,True
262967,購買武器,0,0,0,0,0,0,True
262968,購買戰鬥職業飾品,0,0,0,0,0,0,True
262969,購買戰鬥職業飾品,0,0,0,0,0,0,True
262970,購買戰鬥職業飾品,0,0,0,0,0,0,True
262971,購買戰鬥職業飾品,0,0,0,0,0,0,True
262972,購買戰鬥職業飾品,0,0,0,0,0,0,True
262973,購買工具,0,0,0,0,0,0,True
262974,購買工具,0,0,0,0,0,0,True
262975,購買工具,0,0,0,0,0,0,True
262976,能工巧匠購買工具（主工具）,0,0,0,0,0,0,True
262977,能工巧匠購買工具（副工具）,0,0,0,0,0,0,True
262978,大地使者購買工具,0,0,0,0,0,0,True
262979,購買製作職業及採集職業防具,0,0,0,0,0,0,True
262980,購買製作職業及採集職業防具,0,0,0,0,0,0,True
262981,購買製作職業及採集職業防具,0,0,0,0,0,0,True
262982,購買製作職業及採集職業防具,0,0,0,0,0,0,True
262983,購買能工巧匠防具,0,0,0,0,0,0,True
262984,購買大地使者防具,0,0,0,0,0,0,True
262985,購買道具,0,0,0,0,0,0,True
262986,購買道具,0,0,0,0,0,0,True
262987,購買道具,0,0,0,0,0,0,True
262988,購買道具,0,0,0,0,0,0,True
262989,購買道具,0,0,0,0,0,0,True
262990,購買道具,0,0,0,0,0,0,True
262991,購買道具,0,0,0,0,0,0,True
262992,購買道具,0,0,0,0,0,0,True
262993,購買道具,0,0,0,0,0,0,True
262994,購買道具,0,0,0,0,0,0,True
262995,購買道具,0,0,0,0,0,0,True
262996,購買道具,0,0,0,0,0,0,True
262997,購買道具,0,0,0,0,0,0,True
262998,購買道具,0,0,0,0,0,0,True
262999,購買道具,0,0,0,0,0,0,True
263000,購買道具,0,0,0,0,0,0,True
263001,購買道具,0,0,0,0,0,0,True
263002,購買道具,0,0,0,0,0,0,True
263003,購買道具,0,0,0,0,0,0,True
263004,購買道具,0,0,0,0,0,0,True
263005,購買道具,0,0,0,0,0,0,True
263006,購買道具,0,0,0,0,0,0,True
263007,購買維艾拉服裝,0,0,0,0,0,0,True
263008,購買硌獅服裝,0,0,0,0,0,0,True
263009,シーズナルイベント報酬の購入,0,0,0,0,89,0,True
263010,購買道具,0,0,0,0,0,0,True
263011,購買道具,0,0,0,0,0,0,True
263012,購買道具,0,0,0,0,0,0,True
263013,購買繪畫作品（第一世界）,0,69140,0,0,0,0,True
263014,購買道具,0,0,0,0,0,0,True
263015,購買道具,0,0,0,0,0,0,True
263016,購買道具,0,0,0,0,0,0,True
263017,購買工具,0,69330,0,0,0,0,True
263018,購買防具,0,69330,0,0,0,0,True
263019,購買道具,0,69330,0,0,0,0,True
263020,,0,0,0,0,103,0,True
263021,購買道具,0,0,0,0,0,0,True
263022,購買天鋼工具,0,69384,0,0,0,0,True
263023,購買道具,0,0,0,0,0,0,True
263024,複製天鋼工具,0,0,0,0,0,0,True
263025,購買道具,0,0,0,0,0,0,True
263026,購買工具,0,69432,0,0,0,0,True
263027,購買防具,0,69432,0,0,0,0,True
263028,購買道具,0,69432,0,0,0,0,True
263029,購買古董,0,0,0,0,0,0,True
263030,購買道具,0,0,0,597023,107,0,True
263031,複製義軍武器（戰鬥精英1）,0,0,0,0,0,0,True
263032,複製義軍武器（戰鬥精英2）,0,0,0,0,0,0,True
263033,購買道具（通用素材）,0,67116,0,0,0,0,True
263034,購買道具（通用素材）,0,0,0,0,0,0,True
263035,購買道具（通用素材）,0,0,0,0,0,0,True
263036,,0,0,0,597316,0,0,True
263037,,0,0,0,0,108,0,True
263038,,0,0,0,0,113,0,True
263039,,0,0,0,0,113,0,True
263040,複製義軍武器（魔法導師）,0,0,0,0,0,0,True
263041,,0,0,0,0,117,0,True
263042,購買道具,0,0,0,0,0,0,True
263043,購買珍稀物品,0,0,0,0,0,0,True
263044,購買珍稀物品,0,0,0,0,0,0,True
263045,再次購買成就報酬3,0,0,0,0,0,0,True
263046,,0,0,0,0,0,0,True
263047,,0,0,0,0,0,0,True
263048,,0,0,0,0,0,0,True
263049,,0,0,0,0,123,0,True
263050,,0,0,0,0,122,0,True
263051,,0,0,0,0,121,0,True
263052,購買武器,0,0,0,0,0,0,True
263053,購買武器,0,0,0,0,0,0,True
263054,購買武器,0,0,0,0,0,0,True
263055,購買武器,0,0,0,0,0,0,True
263056,購買武器,0,0,0,0,0,0,True
263057,購買戰鬥精英防具,0,0,0,0,0,0,True
263058,購買戰鬥精英防具,0,0,0,0,0,0,True
263059,購買戰鬥精英防具,0,0,0,0,0,0,True
263060,購買戰鬥精英防具,0,0,0,0,0,0,True
263061,購買戰鬥精英防具,0,0,0,0,0,0,True
263062,購買魔法導師防具,0,0,0,0,0,0,True
263063,購買魔法導師防具,0,0,0,0,0,0,True
263064,購買魔法導師防具,0,0,0,0,0,0,True
263065,購買魔法導師防具,0,0,0,0,0,0,True
263066,購買魔法導師防具,0,0,0,0,0,0,True
263067,購買戰鬥職業飾品,0,0,0,0,0,0,True
263068,購買戰鬥職業飾品,0,0,0,0,0,0,True
263069,購買戰鬥職業飾品,0,0,0,0,0,0,True
263070,購買戰鬥職業飾品,0,0,0,0,0,0,True
263071,購買戰鬥職業飾品,0,0,0,0,0,0,True
263072,購買工具,0,0,0,0,0,0,True
263073,購買工具,0,0,0,0,0,0,True
263074,購買工具,0,0,0,0,0,0,True
263075,購買能工巧匠工具（主工具）,0,0,0,0,0,0,True
263076,購買能工巧匠工具（副工具）,0,0,0,0,0,0,True
263077,購買大地使者工具,0,0,0,0,0,0,True
263078,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263079,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263080,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263081,購買能工巧匠防具,0,0,0,0,0,0,True
263082,購買大地使者防具,0,0,0,0,0,0,True
263083,購買武器（70級）,0,0,0,0,0,0,True
263084,購買武器（72級）,0,0,0,0,0,0,True
263085,購買武器（74級）,0,0,0,0,0,0,True
263086,購買武器（76級）,0,0,0,0,0,0,True
263087,購買武器（78級）,0,0,0,0,0,0,True
263088,購買武器（80級）,0,0,0,0,0,0,True
263089,購買防具（70級）,0,0,0,0,0,0,True
263090,購買防具（72級）,0,0,0,0,0,0,True
263091,購買防具（74級）,0,0,0,0,0,0,True
263092,購買防具（76級）,0,0,0,0,0,0,True
263093,購買防具（78級）,0,0,0,0,0,0,True
263094,購買防具（80級）,0,0,0,0,0,0,True
263095,購買防具（70級）,0,0,0,0,0,0,True
263096,購買防具（72級）,0,0,0,0,0,0,True
263097,購買防具（74級）,0,0,0,0,0,0,True
263098,購買防具（76級）,0,0,0,0,0,0,True
263099,購買防具（78級）,0,0,0,0,0,0,True
263100,購買防具（80級）,0,0,0,0,0,0,True
263101,購買戰鬥職業飾品,0,0,0,0,0,0,True
263102,購買製作職業及採集職業飾品,0,0,0,0,0,0,True
263103,購買道具,0,0,0,0,0,0,True
263104,購買道具,0,0,0,0,0,0,True
263105,購買道具,0,0,0,0,0,0,True
263106,購買道具,0,0,0,0,0,0,True
263107,購買道具,0,0,0,0,0,0,True
263108,購買道具,0,0,0,0,0,0,True
263109,購買道具,0,0,0,0,0,0,True
263110,購買道具,0,0,0,0,0,0,True
263111,購買道具,0,0,0,0,0,0,True
263112,購買道具,0,0,0,0,0,0,True
263113,購買道具,0,0,0,0,0,0,True
263114,購買道具,0,0,0,0,0,0,True
263115,購買道具,0,0,0,0,0,0,True
263116,購買道具,0,0,0,0,0,0,True
263117,購買道具,0,0,0,0,0,0,True
263118,購買道具,0,0,0,0,0,0,True
263119,購買道具,0,0,0,0,0,0,True
263120,購買道具,0,0,0,0,0,0,True
263121,購買道具,0,0,0,0,0,0,True
263122,購買道具,0,0,0,0,0,0,True
263123,購買道具（栽培用品）,0,0,0,0,0,0,True
263124,アイテムの購入,0,0,0,0,127,0,True
263125,アイテムの購入,0,0,0,0,126,0,True
263126,購買道具,0,70081,0,0,0,0,True
263127,アイテムの購入,0,0,0,0,129,0,True
263128,アイテムの購入,0,0,0,0,130,0,True
263129,アイテムの購入,0,0,0,0,131,0,True
263130,購買繪畫作品（北洋地域）,0,69710,0,0,0,0,True
263131,購買繪畫作品（伊爾薩巴德）,0,69710,0,0,0,0,True
263132,購買繪畫作品（古代世界）,0,69710,0,0,0,0,True
263133,購買繪畫作品（星外天域）,0,69710,0,0,0,0,True
263134,再次購買任務報酬2,0,0,0,0,0,0,True
263135,再次購買武士裝備,0,0,0,0,0,0,True
263136,再次購買赤魔道士裝備,0,0,0,0,0,0,True
263137,再次購買絕槍戰士裝備,0,0,0,0,0,0,True
263138,再次購買舞者裝備,0,0,0,0,0,0,True
263139,再次購買奪魂者裝備,0,0,0,0,0,0,True
263140,再次購買賢者裝備,0,0,0,0,0,0,True
263141,購買道具,0,0,0,0,0,0,True
263142,購買工具,0,0,0,0,0,0,True
263143,購買防具,0,0,0,0,0,0,True
263144,購買道具,0,0,0,0,0,0,True
263145,購買道具,0,0,0,0,132,0,True
263146,購買道具,0,0,0,0,133,0,True
263147,購買道具,0,0,0,0,135,0,True
263148,,0,0,0,0,0,0,False
263149,購買道具,0,70186,0,0,0,0,True
263150,アイテムの購入,0,0,0,0,0,0,True
263151,複製曼德維爾購買武器（購買戰鬥精英1）,0,70261,0,0,0,0,True
263152,,0,0,0,0,138,0,True
263153,,0,0,0,0,134,1,True
263154,,0,0,0,0,134,2,True
263155,,0,0,0,0,134,3,True
263156,,0,0,0,0,140,0,True
263157,購買工具,0,0,0,0,0,0,True
263158,購買防具,0,0,0,0,0,0,True
263159,購買道具,0,0,0,0,0,0,True
263160,複製莫雯卓越購買工具,0,70303,0,0,0,0,True
263161,,0,0,0,0,142,0,True
263162,,0,0,0,0,143,0,True
263163,,0,0,0,0,141,0,True
263164,購買道具,0,0,599264,0,0,0,True
263165,,0,0,0,0,145,0,True
263166,,0,0,0,0,144,0,True
263167,購買道具,0,0,0,0,0,0,True
263168,,0,0,0,0,145,0,True
263169,複製曼德維爾購買武器（戰鬥精英2）,0,70261,0,0,0,0,True
263170,購買道具（魔法景觀）,0,0,0,0,0,0,True
263171,複製曼德維爾購買武器（魔法導師）,0,70261,0,0,0,0,True
263172,購買武器,0,0,0,0,0,0,True
263173,購買武器,0,0,0,0,0,0,True
263174,購買武器,0,0,0,0,0,0,True
263175,購買武器,0,0,0,0,0,0,True
263176,購買武器,0,0,0,0,0,0,True
263177,購買戰鬥精英防具,0,0,0,0,0,0,True
263178,購買戰鬥精英防具,0,0,0,0,0,0,True
263179,購買戰鬥精英防具,0,0,0,0,0,0,True
263180,購買戰鬥精英防具,0,0,0,0,0,0,True
263181,購買戰鬥精英防具,0,0,0,0,0,0,True
263182,購買魔法導師防具,0,0,0,0,0,0,True
263183,購買魔法導師防具,0,0,0,0,0,0,True
263184,購買魔法導師防具,0,0,0,0,0,0,True
263185,購買魔法導師防具,0,0,0,0,0,0,True
263186,購買魔法導師防具,0,0,0,0,0,0,True
263187,購買戰鬥職業飾品,0,0,0,0,0,0,True
263188,購買戰鬥職業飾品,0,0,0,0,0,0,True
263189,購買戰鬥職業飾品,0,0,0,0,0,0,True
263190,購買戰鬥職業飾品,0,0,0,0,0,0,True
263191,購買戰鬥職業飾品,0,0,0,0,0,0,True
263192,購買工具,0,0,0,0,0,0,True
263193,購買工具,0,0,0,0,0,0,True
263194,購買工具,0,0,0,0,0,0,True
263195,購買能工巧匠工具（主工具）,0,0,0,0,0,0,True
263196,購買能工巧匠工具（副工具）,0,0,0,0,0,0,True
263197,大地使者購買工具,0,0,0,0,0,0,True
263198,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263199,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263200,購買製作職業及採集職業防具,0,0,0,0,0,0,True
263201,購買能工巧匠防具,0,0,0,0,0,0,True
263202,購買大地使者防具,0,0,0,0,0,0,True
263203,購買道具,0,0,0,0,0,0,True
263204,購買道具,0,0,0,0,0,0,True
263205,購買道具,0,0,0,0,0,0,True
263206,購買道具,0,0,0,0,0,0,True
263207,購買道具,0,0,0,0,0,0,True
263208,購買道具,0,0,0,0,0,0,True
263209,購買道具,0,0,0,0,0,0,True
263210,購買道具,0,0,0,0,0,0,True
263211,購買道具,0,0,0,0,0,0,True
263212,購買道具,0,0,0,0,0,0,True
263213,再次購買80級武器防具,0,0,0,0,0,0,True
263214,,0,0,0,0,150,0,True
263215,,0,0,0,0,151,0,True
263216,,0,0,0,0,149,1,True
263217,,0,0,0,0,149,2,True
263218,,0,0,0,0,149,3,True
263219,,0,0,0,0,152,0,True
263220,,0,0,0,0,0,0,True
263221,購買道具,0,0,0,0,0,0,True
263222,購買道具,0,0,0,0,0,0,True
263223,購買繪畫作品（尤卡圖拉爾）,0,70542,0,0,0,0,True
263224,購買繪畫作品（薩卡圖拉爾）,0,70543,0,0,0,0,True
263225,購買繪畫作品（無失世界）,0,70543,0,0,0,0,True
263226,購買道具,0,0,0,0,153,0,True
263227,,0,0,0,0,154,0,True
263228,,0,0,0,0,155,0,True
263229,,0,0,0,0,156,0,True
263230,,0,0,0,0,157,1,True
263231,,0,0,0,0,157,2,True
263232,,0,0,0,0,157,3,True
263233,購買道具（柱子·擺件）,0,0,0,0,0,0,True
263234,,0,0,0,0,0,0,False
263235,,0,0,0,0,0,0,False
263236,,0,0,0,0,0,0,False
263237,,0,0,0,0,0,0,False
263238,,0,0,0,0,0,0,False
263239,,0,0,0,0,0,0,False
263240,,0,0,0,0,0,0,False
263241,,0,0,0,0,0,0,False
263242,,0,0,0,0,0,0,False
263243,,0,0,0,0,0,0,False
263244,,0,0,0,0,0,0,False
263245,,0,0,0,0,0,0,False
263246,,0,0,0,0,0,0,False
263247,,0,0,0,0,0,0,False
263248,,0,0,0,0,0,0,False
263249,,0,0,0,0,0,0,False
263250,,0,0,0,0,0,0,False
263251,,0,0,0,0,0,0,False
263252,,0,0,0,0,0,0,False
263253,,0,0,0,0,0,0,False
263254,,0,0,0,0,0,0,False
263255,,0,0,0,0,0,0,False
263256,,0,0,0,0,0,0,False
263257,,0,0,0,0,0,0,False
263258,,0,0,0,0,0,0,False
263259,,0,0,0,0,0,0,False
263260,,0,0,0,0,0,0,False
263261,,0,0,0,0,0,0,False
263262,,0,0,0,0,0,0,False
263263,,0,0,0,0,0,0,False
263264,,0,0,0,0,0,0,False
263265,,0,0,0,0,0,0,False
263266,,0,0,0,0,0,0,False
263267,,0,0,0,0,0,0,False
263268,,0,0,0,0,0,0,False
263269,,0,0,0,0,0,0,False
263270,,0,0,0,0,0,0,False
263271,,0,0,0,0,0,0,False
263272,,0,0,0,0,0,0,False
263273,,0,0,0,0,0,0,False
263274,,0,0,0,0,0,0,False
263275,,0,0,0,0,0,0,False
263276,,0,0,0,0,0,0,False
263277,,0,0,0,0,0,0,False
263278,,0,0,0,0,0,0,False
263279,,0,0,0,0,0,0,False
263280,,0,0,0,0,0,0,False
263281,,0,0,0,0,0,0,False
263282,,0,0,0,0,0,0,False
