#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
116.2,0,0,0,0,0,0
117.0,0,0,0,0,0,0
117.1,0,0,0,0,0,0
117.2,0,0,0,0,0,0
118.0,0,0,0,0,0,0
118.1,0,0,0,0,0,0
118.2,0,0,0,0,0,0
119.0,0,0,0,0,0,0
119.1,0,0,0,0,0,0
119.2,0,0,0,0,0,0
120.0,0,0,0,0,0,0
120.1,0,0,0,0,0,0
120.2,0,0,0,0,0,0
121.0,0,0,0,0,0,0
121.1,0,0,0,0,0,0
121.2,0,0,0,0,0,0
122.0,0,0,0,0,0,0
122.1,0,0,0,0,0,0
122.2,0,0,0,0,0,0
123.0,0,0,0,0,0,0
124.0,0,0,0,0,0,0
125.0,0,0,0,0,0,0
126.0,0,0,0,0,0,0
127.0,0,0,0,0,0,0
128.0,0,0,0,0,0,0
129.0,0,0,0,0,0,0
130.0,0,0,0,0,0,0
131.0,0,0,0,0,0,0
132.0,0,0,0,0,0,0
133.0,0,0,0,0,0,0
134.0,0,0,0,0,0,0
135.0,0,0,0,0,0,0
136.0,0,0,0,0,0,0
137.0,0,0,0,0,0,0
138.0,0,0,0,0,0,0
139.0,0,0,0,0,0,0
140.0,0,0,0,0,0,0
141.0,0,0,0,0,0,0
142.0,0,0,0,0,0,0
143.0,0,0,0,0,0,0
144.0,0,0,0,0,0,0
145.0,0,0,0,0,0,0
146.0,0,0,0,0,0,0
147.0,-382.6,55,-525.9,306,1049061,34843
147.1,-394,54.59,-506.64,182,1049062,34842
147.2,-381.15,48.87,-454.86,356,1049063,34841
147.3,-362.44,47.23,-436.85,210,1049064,34844
147.4,-283.56,53.65,-555.54,173,1049065,34845
147.5,-345.501,49.1763,-463.924,242,1049056,35398
147.6,-303.048,50.4085,-511.274,216,1049057,35399
147.7,-350.665,53.3555,-535.677,268,1049058,35400
148.0,384.009,36.0021,416.168,319,1049061,34858
148.1,367.176,42.3547,511.627,174,1049062,34859
148.2,362.89,39.6139,455.503,11,1049063,34860
148.3,466.035,43.9986,475.654,185,1049064,34861
148.4,433.67,38.3108,408.664,316,1049065,34862
148.5,330.949,37.7552,451.098,50,1049059,35403
148.6,356.175,40.5799,504.142,179,1049060,35404
149.0,0,0,0,0,0,0
149.1,0,0,0,0,0,0
149.2,0,0,0,0,0,0
149.3,0,0,0,0,0,0
149.4,0,0,0,0,0,0
149.5,0,0,0,0,0,0
149.6,0,0,0,0,0,0
149.7,0,0,0,0,0,0
150.0,0,0,0,0,0,0
150.1,0,0,0,0,0,0
150.2,0,0,0,0,0,0
150.3,0,0,0,0,0,0
150.4,0,0,0,0,0,0
150.5,0,0,0,0,0,0
150.6,0,0,0,0,0,0
