#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
310,"
騎乘狀態下在**狀態效果**中會顯示**騎乘圖示**。圖示上的數位為這次租借的**剩餘時間**。

執行特殊快速鍵中的**跳下**可以自己主動下鳥。
**※要注意的是下鳥後所騎的陸行鳥也會自動離開。**",,,150831,1,0,0
311,"
騎乘狀態下在**狀態效果**中會顯示**騎乘圖示**。圖示上的數位為這次租借的**剩餘時間**。

執行特殊快速鍵中的**跳下**可以自己主動下鳥
**※要注意的是下鳥後所騎的陸行鳥也會自動離開。**",,,150831,1,0,0
312,,,,0,0,0,0
313,,,,0,0,0,0
314,,,,0,0,0,0
315,,,,0,0,0,0
316,,,,0,0,0,0
317,,,,0,0,0,0
318,,,,0,0,0,0
319,,,,0,0,0,0
320,"
**運輸站**是提供在特定區間內自動移動服務的網站。

這種服務可以保證在計畫時間內將玩家安全地送到目的地。如果遇到臨時有事卻還需要移動的情況，不妨嘗試一下這種服務。",,,150841,1,0,0
321,,,,0,0,0,0
322,,,,0,0,0,0
323,,,,0,0,0,0
324,,,,0,0,0,0
325,,,,0,0,0,0
326,,,,0,0,0,0
327,,,,0,0,0,0
328,,,,0,0,0,0
329,,,,0,0,0,0
330,"
騎乘狀態下在**狀態效果**中會顯示**騎乘圖示**。

執行特殊快速鍵中的**跳下**可以自己主動從運輸坐騎上下來。
**※要注意的是下來後所騎的運輸坐騎也會自動離開。**",,,150851,1,0,0
331,"
騎乘狀態下在**狀態效果**中會顯示**騎乘圖示**。

執行特殊快速鍵中的**跳下**可以自己主動從運輸坐騎上下來。
**※要注意的是下來後所騎的運輸坐騎也會自動離開。**",,,150851,1,0,0
332,,,,0,0,0,0
333,,,,0,0,0,0
334,,,,0,0,0,0
335,,,,0,0,0,0
336,,,,0,0,0,0
337,,,,0,0,0,0
338,,,,0,0,0,0
339,,,,0,0,0,0
340,"
獲得了**專屬陸行鳥**！

使用**陸行鳥笛**可以學會召喚專屬陸行鳥的技能。專屬陸行鳥與租借的陸行鳥不同，召喚出來之後沒有任何時間限制。不過要注意的是，城內與迷宮內這種封閉的場所無法召喚專屬陸行鳥。",,,150861,1,0,0
341,"
召喚專屬陸行鳥的技能追加到了**坐騎一覽**中。這類技能同樣可以設置在快速鍵上隨時使用。

以後可以隨時騎著自己的陸行鳥馳騁在艾奧傑亞大地上了。",,,150862,1,0,0
342,,,,0,0,0,0
343,"
另外，專屬陸行鳥還有多種專用裝備。

在設定選單的**角色**分類下點擊**搭檔**按鈕可以打開搭檔視窗，在這裡可以隨意更換專屬陸行鳥的裝備。",,,150864,1,0,0
344,,,,0,0,0,0
345,,,,0,0,0,0
346,,,,0,0,0,0
347,,,,0,0,0,0
348,,,,0,0,0,0
349,,,,0,0,0,0
350,"
在騎乘狀態下再次使用**專屬陸行鳥**技能可以主動從陸行鳥上下來。

另外，右鍵點擊騎乘圖示也會主動下鳥。",,,150871,1,0,0
351,"
在騎乘狀態下再次使用**專屬陸行鳥**技能可以主動從陸行鳥上下來。

另外，選中騎乘圖示並按下確認鍵也會主動下鳥。",,,150871,1,0,0
352,,,,0,0,0,0
353,,,,0,0,0,0
354,,,,0,0,0,0
355,,,,0,0,0,0
356,,,,0,0,0,0
357,,,,0,0,0,0
358,,,,0,0,0,0
359,,,,0,0,0,0
360,"
專屬陸行鳥可以一起並肩作戰了！

一起參加戰鬥的陸行鳥會逐漸成長。

如果是跟與你有著相似實力的敵人進行戰鬥的話，
陸行鳥或許能夠更有效率地獲得成長。",,,151151,1,0,0
361,"
想讓陸行鳥參加戰鬥時需要用到**基沙爾野菜**，這是它們最喜歡的食物。

**基沙爾野菜**可以在商店中購買。在野外使用便可以召喚出陸行鳥一起戰鬥。

冒險路上有夥伴相伴，旅途中一定會更加熱鬧！",,,151152,1,0,0
362,,,,0,0,0,0
363,,,,0,0,0,0
364,,,,0,0,0,0
365,,,,0,0,0,0
366,,,,0,0,0,0
367,,,,0,0,0,0
368,,,,0,0,0,0
369,,,,0,0,0,0
370,"
在接下來的30分鐘內陸行鳥都會一起進行戰鬥。

召喚出來時，陸行鳥會忠誠地跟隨在玩家身後。通過技能功能表中**行動指令**分類下的指令可以對其發出各種命令。",,,151161,1,0,0
371,"
想要陸行鳥參戰時，下達**自由戰術**的指令便可以令其自動發動攻擊。

戰鬥結束後可以通過**離開**命令來令陸行鳥離開現場回巢休息。",,,151162,1,0,0
372,"
要再次召喚陸行鳥出來戰鬥時需要重新消耗**基沙爾野菜**。

與好搭檔一起迎戰強敵吧！",,,151163,1,0,0
373,,,,0,0,0,0
374,,,,0,0,0,0
375,,,,0,0,0,0
376,,,,0,0,0,0
377,,,,0,0,0,0
378,,,,0,0,0,0
379,,,,0,0,0,0
380,"
陸行鳥提升技能等級之後會得到相應數量的**「技能點」**。

通過消費技能點可以讓搭檔陸行鳥學會很多戰鬥中的技能。",,,151461,1,0,0
381,"
陸行鳥的技能分為**「防護」「進攻」「治療」**三種類型。

學會防護類技能之後便可以執行**「防護戰術」**的指令，肩負起衝鋒在前守護他人的職責。",,,151462,1,0,0
382,"
學會進攻類技能之後可以執行**「進攻戰術」**的指令，陸行鳥會發出各種強力的攻擊。

學會治療類技能之後可以執行**「治療戰術」**的指令，陸行鳥會治療玩家的HP。",,,151463,1,0,0
383,"
陸行鳥的成長方向完全由玩家來決定。

合理考慮技能點的分配，培養出最合適的搭檔吧！",,,151464,1,0,0
384,,,,0,0,0,0
385,,,,0,0,0,0
386,,,,0,0,0,0
387,,,,0,0,0,0
388,,,,0,0,0,0
389,,,,0,0,0,0
390,,,,0,0,0,0
391,,,,0,0,0,0
392,,,,0,0,0,0
393,,,,0,0,0,0
394,,,,0,0,0,0
395,,,,0,0,0,0
396,,,,0,0,0,0
397,,,,0,0,0,0
398,,,,0,0,0,0
399,,,,0,0,0,0
400,"**討伐筆記**

專門為**戰鬥精英**和**魔法導師**兩類職業準備的內容。

通過打倒作為討伐目標的敵人可以得到相應的報酬。在設定選單的**手冊管理**分類中選擇**討伐筆記**或者按**H鍵**可以進行查看。",,,150451,1,0,0
401,"
打開討伐筆記後，可以在分類中選擇職業及難度等級來列出相應的討伐目標。

完成打倒指定敵人的目標後會得到相應的報酬。打之前建議先確認目標敵人的數量以及主要的生活區域。",,,150452,1,0,0
402,"
選中討伐目標敵人之後，地圖上的敵人頭上就會自動出現記號。這樣就能很輕易地找到它們。

發現標有討伐記號的敵人就儘快打倒它們吧。",,,150453,1,0,0
403,"
**討伐筆記**

專門為**戰鬥精英**和**魔法導師**兩類職業準備的內容。

通過打倒作為討伐目標的敵人可以得到相應的報酬。在設定選單的**手冊管理**分類中選擇**筆記**可以進行查看。",,,150451,1,0,0
404,"
打開討伐筆記後，可以在分類中選擇職業及難度等級來列出相應的討伐目標。

完成打倒指定敵人的目標後會得到相應的報酬。打之前建議先確認目標敵人的數量以及主要的生活區域。",,,150452,1,0,0
405,"
選中討伐目標敵人之後，地圖上的敵人頭上就會自動出現記號。這樣就能很輕易地找到它們。

發現標有討伐記號的敵人就儘快打倒它們吧。",,,150453,1,0,0
406,,,,0,0,0,0
407,,,,0,0,0,0
408,,,,0,0,0,0
409,,,,0,0,0,0
410,"
**大國防聯軍**是各城邦面臨危機時設立的軍事組織。
組織內的地位以**軍銜**來表示。

在角色視窗中個人資訊欄目下可以查看自己當前的軍銜。",,,150881,1,0,0
411,"
一名玩家無法同時加入多個大國防聯軍。

不過即使加入了其中一國的軍隊，以後也可以改變自己的所屬。",,,150882,1,0,0
412,"
打開「貨幣一覽」可以在「共通」中看到貨幣的分欄，在這一欄裡可以查看當前持有的**軍票**數量。

利用軍票可以換到專屬陸行鳥以及各種軍隊內部的物品。提升軍銜時也需要交納一定的軍票，晉升之後會有很多好處，絕對不可錯過。",,,150883,1,0,0
413,,,,0,0,0,0
414,,,,0,0,0,0
415,,,,0,0,0,0
416,,,,0,0,0,0
417,,,,0,0,0,0
418,,,,0,0,0,0
419,,,,0,0,0,0
420,"
在軍隊中，**軍需品**和**補給品**都是不可或缺的。籌備這些物品可以獲得相應的經驗值和軍票作為回報。

與所屬軍隊的人事負責人及軍隊理符發行人對話，選擇**籌備任務**後便可以交納相應物品了。",,,150941,1,0,0
421,"
需要籌備的物品每天都會有所改變。通過快速選單中的任務情報可以隨時隨地進行查看。",,,150942,1,0,0
422,,,,0,0,0,0
423,,,,0,0,0,0
424,,,,0,0,0,0
425,,,,0,0,0,0
426,,,,0,0,0,0
427,,,,0,0,0,0
428,,,,0,0,0,0
429,,,,0,0,0,0
430,"
為了強化軍備，大國防聯軍通常需要收集乙太化裝備等各種**稀有品**。

稀有品在查看道具情報時可以判斷出來，通常是**可以出售**的裝備，並且名字為**白色之外的顏色**。",,,150951,1,0,0
431,"
與所屬軍隊的人事負責人及軍隊理符發行人對話，交納盡可能多的稀有品吧！",,,150952,1,0,0
432,,,,0,0,0,0
433,,,,0,0,0,0
434,,,,0,0,0,0
435,,,,0,0,0,0
436,,,,0,0,0,0
437,,,,0,0,0,0
438,,,,0,0,0,0
439,,,,0,0,0,0
440,"
**公會**是冒險者之間自由結成的組織。

雖然是處於大國防聯軍管理之下，不過相對而言並沒有什麼特別的規定，完完全全是玩家自己掌控的組織。",,,150961,1,0,0
441,"
在加入公會之後，累積**公會經驗**可以提升公會的等級，累積**公會戰績**則可以換取專用道具。",,,150962,1,0,0
442,"
擔任公會長的玩家需要收集其他三名玩家的**署名**，之後再向大國防聯軍中的負責人提交申請便可以建立公會。",,,150963,1,0,0
443,,,,0,0,0,0
444,,,,0,0,0,0
445,,,,0,0,0,0
446,,,,0,0,0,0
447,,,,0,0,0,0
448,,,,0,0,0,0
449,,,,0,0,0,0
450,"
有人向你提出了為創建**公會**進行**署名**的請求。署名之後，當公會創建成功時你會作為創建人員自動加入。

要創建公會需要三位不同玩家的署名，確認過請求人之後要不要署名就看自己的意願了。",,,151121,1,0,0
451,,,,0,0,0,0
452,,,,0,0,0,0
453,,,,0,0,0,0
454,,,,0,0,0,0
455,,,,0,0,0,0
456,,,,0,0,0,0
457,,,,0,0,0,0
458,,,,0,0,0,0
459,,,,0,0,0,0
460,"
成功加入玩家自行創建的**公會**組織！

今後可以利用「公會頻道」與其他的隊員進行交流了。",,,151131,1,0,0
461,"
所屬公會的情報可以通過快速選單中**社交**分類下的「公會」按鈕來打開公會視窗進行查看。

在公會視窗中還可以設定玩家的**階級**和每個階級所擁有的**許可權**。",,,151132,1,0,0
462,"
階級的許可權包括**任命階級**、**招待成員**以及**除名**幾種。安排人員許可權時一定要慎重。",,,151133,1,0,0
463,"
成員的各種行動會為整個公會累積**公會經驗**，累積到一定程度後會提升**公會等級**。

公會等級提升之後不但可以由玩家自己設計**徽章**，還能夠使用**房屋系統**的功能創建公會的根據地。",,,151134,1,0,0
464,,,,0,0,0,0
465,,,,0,0,0,0
466,,,,0,0,0,0
467,,,,0,0,0,0
468,,,,0,0,0,0
469,,,,0,0,0,0
470,"
**公會儲物櫃**是供公會所有成員共同使用的道具倉庫。放置在大國防聯軍總部中，可以隨時使用。

使用儲物櫃的許可權還可以根據公會中的不同階級分別進行設定。具體分為**「全員可使用」、「管理員可使用」和「禁止使用」**三種。",,,151361,1,0,0
471,"
隨著公會等級的提升，儲物櫃的容量也會越來越大。

公會儲物櫃是整個公會的共同財產，在存放道具時請務必小心謹慎！",,,151362,1,0,0
472,,,,0,0,0,0
473,,,,0,0,0,0
474,,,,0,0,0,0
475,,,,0,0,0,0
476,,,,0,0,0,0
477,,,,0,0,0,0
478,,,,0,0,0,0
479,,,,0,0,0,0
480,"
**「公會徽章」**可以說是一個公會的標誌。

與大國防聯軍總部的公會徽章負責人對話可以對會徽進行設計和修改。不過需要當前所在階級擁有**「編輯徽章」**的許可權才行。",,,151371,1,0,0
481,"
當公會等級提升到一定級別時，還可以將設計好的徽章裝飾到一部分裝備上。
**※可以在裝備的詳細情報介面查看是否可以裝飾。**

設計出來漂亮的徽章，和戰友們一起裝飾上吧！",,,151372,1,0,0
482,,,,0,0,0,0
483,,,,0,0,0,0
484,,,,0,0,0,0
485,,,,0,0,0,0
486,,,,0,0,0,0
487,,,,0,0,0,0
488,,,,0,0,0,0
489,,,,0,0,0,0
490,"
使用**「公會特效」**可以令全體會員在一定時間內獲得部分能力提高的效果。

公會視窗中可以選擇相應的公會特效來使用，同時還可以查看效果的剩餘時間。",,,151381,1,0,0
491,"
公會特效需要與大國防聯軍總部的公會補給負責人對話獲得，同時還必須要繳交相應的**「公會戰績」**。

提高與所屬大國防聯軍的**「友好關係」**後，需要繳交的公會戰績會有所下降。",,,151382,1,0,0
492,"
使用和購買公會特效都需要所在階級擁有相應的**許可權**。

與公會成員一起享受各種活動吧！",,,151383,1,0,0
493,,,,0,0,0,0
494,,,,0,0,0,0
495,,,,0,0,0,0
496,,,,0,0,0,0
497,,,,0,0,0,0
498,,,,0,0,0,0
499,,,,0,0,0,0
500,"
當前可以受領的**行會理符**均會在理符任務視窗顯示出來。

選擇任務後再選下**接受**即可接受任務。",,,150331,1,0,0
501,"
行會理符任務有一定的受理限度，最多可以接受16個。

所消耗的限額會隨時間經過逐漸恢復，地球時間每經過12小時恢復3個限額。",,,150332,1,0,0
502,,,,0,0,0,0
503,,,,0,0,0,0
504,,,,0,0,0,0
505,,,,0,0,0,0
506,,,,0,0,0,0
507,,,,0,0,0,0
508,,,,0,0,0,0
509,,,,0,0,0,0
510,"
從快速選單的**任務情報**分類中打開**日誌**視窗可以查看當前已接受的理符任務。

在日誌介面選擇已接受的理符任務標題還可以進一步查看理符的詳細情況。",,,150341,1,0,0
511,"
在日誌中點擊**地圖**按鈕，可以查看理符任務的目的地。

雖然在同一個區域的任何位置都可以開始理符任務，不過還是在距離目的地比較近的位置開始任務比較好。",,,150342,1,0,0
512,"
到達理符任務的目的地之後，再次打開日誌並點擊**開始**按鈕便會開始執行任務。",,,150343,1,0,0
513,"
從快速選單的**任務情報**分類中打開**日誌**視窗可以查看當前已接受的理符任務。

在日誌介面選擇已接受的理符任務標題還可以進一步查看理符的詳細情況。",,,150341,1,0,0
514,"
在日誌中點擊**地圖**按鈕可以查看理符任務的目的地。

開始任務之後就儘快趕到目的地吧，完成得越快，得到的額外獎勵就越高。",,,150342,1,0,0
515,"
到達理符任務的目的地之後，再次打開日誌並選擇**開始**，才會開始執行任務",,,150343,1,0,0
516,,,,0,0,0,0
517,,,,0,0,0,0
518,,,,0,0,0,0
519,,,,0,0,0,0
520,"
在開始理符任務時，可以通過調節難度來改變任務中敵人的等級。

難度越高，成功完成任務時獲得的報酬越豐厚。",,,150351,1,0,0
521,"
如果開始任務後發現敵人太強，可以在日誌中通過**更改難度**來降低。",,,150352,1,0,0
522,,,,0,0,0,0
523,,,,0,0,0,0
524,,,,0,0,0,0
525,,,,0,0,0,0
526,,,,0,0,0,0
527,,,,0,0,0,0
528,,,,0,0,0,0
529,,,,0,0,0,0
530,"
在任務開始之後，導向地圖上會顯示出任務的目的地。

理符任務的目標敵人頭上會顯示**理符靶心圖表標**。",,,150421,1,0,0
531,"
**任務情報**中可以查看剩餘敵人和限制時間等相關任務情況。

只有在限制時間內完成全部條件才能完成任務。",,,150422,1,0,0
532,,,,0,0,0,0
533,,,,0,0,0,0
534,,,,0,0,0,0
535,,,,0,0,0,0
536,,,,0,0,0,0
537,,,,0,0,0,0
538,,,,0,0,0,0
539,,,,0,0,0,0
540,"
完成理符任務的目標之後，回到任務發行人處報告即可領取報酬。

努力完成任務、領取報酬，然後接受新的理符任務吧！",,,150431,1,0,0
541,,,,0,0,0,0
542,,,,0,0,0,0
543,,,,0,0,0,0
544,,,,0,0,0,0
545,,,,0,0,0,0
546,,,,0,0,0,0
547,,,,0,0,0,0
548,,,,0,0,0,0
549,,,,0,0,0,0
550,"
任務失敗時可以從**日誌**中選擇**重新挑戰**。

不過，重新挑戰時需要消耗1個理符的受理限額。",,,150441,1,0,0
551,"
任務失敗時可以從**日誌**中選擇**重新挑戰**。

不過，重新挑戰時需要消耗1個理符的受理限額。",,,150441,1,0,0
552,,,,0,0,0,0
553,,,,0,0,0,0
554,,,,0,0,0,0
555,,,,0,0,0,0
556,,,,0,0,0,0
557,,,,0,0,0,0
558,,,,0,0,0,0
559,,,,0,0,0,0
560,"
製作系理符任務的流程與傭兵任務有所不同。

製作任務沒有時間限制，將指定的目標道具交給委託人手中便可以完成。

指定道具的情況以及委託人的位置都會顯示在右側的「目的清單」中，在「日誌」裡也可以進行查看。",,,150671,1,0,0
561,,,,0,0,0,0
562,,,,0,0,0,0
563,,,,0,0,0,0
564,,,,0,0,0,0
565,,,,0,0,0,0
566,,,,0,0,0,0
567,,,,0,0,0,0
568,,,,0,0,0,0
569,,,,0,0,0,0
570,"
與委託人交談會打開交易視窗，將目標道具從背包**拖曳**到交易視窗裡，或右鍵點擊道具再選擇「遞交」，之後點擊視窗中的「遞交」按鈕便可以完成任務。

能工巧匠在交納優質道具後還可以領取到額外的追加報酬。",,,150681,1,0,0
571,"
與委託人交談會打開交易視窗，在背包中選中目標道具，之後點擊視窗中的**「遞交」**按鈕便可以完成任務。

能工巧匠在交納優質道具後還可以領取到額外的追加報酬。",,,150682,1,0,0
572,,,,0,0,0,0
573,,,,0,0,0,0
574,,,,0,0,0,0
575,,,,0,0,0,0
576,,,,0,0,0,0
577,,,,0,0,0,0
578,,,,0,0,0,0
579,,,,0,0,0,0
580,"
採掘師與園藝師接受採集系理符任務的流程與傭兵理符一樣。

不過，沒有裝備上採集工具時無法開始任務。另外，採集系任務均為單人專用，組隊狀態下同樣無法開始任務。",,,150691,1,0,0
581,"
漁師接受採集系理符任務的流程與製作理符一樣。

可以通過日誌的**地圖**按鈕
確認指定魚類的棲息地域。
首先和委託人對話，之後交納任務指定的道具。",,,150692,1,0,0
582,,,,0,0,0,0
583,,,,0,0,0,0
584,,,,0,0,0,0
585,,,,0,0,0,0
586,,,,0,0,0,0
587,,,,0,0,0,0
588,,,,0,0,0,0
589,,,,0,0,0,0
590,"
畫面右側的「目的清單」會顯示出任務的目的以及相關的其他消息。

園藝師與採掘師的採集系理符任務主要的目標如下：
　·在指定地區的所有採集點進行採集。
　·採集指定數量的目標道具。",,,150701,1,0,0
591,"
按照要求的等級採集目標道具後
可以獲得高評價，隨著評價提高會獲得額外報酬。
任務指定的採集地點會在名牌上顯示出理符任務的圖示。

在導向地圖中也會顯示出目的地的方向。",,,150702,1,0,0
592,,,,0,0,0,0
593,,,,0,0,0,0
594,,,,0,0,0,0
595,,,,0,0,0,0
596,,,,0,0,0,0
597,,,,0,0,0,0
598,,,,0,0,0,0
599,,,,0,0,0,0
600,"
在開始執行理符任務時，隊伍中其他人持有的同樣理符會自動進行**「理符連接」**，擁有該理符的人會同時執行自己的任務。

在完成任務後，進行「理符連接」的玩家都會得到同樣的報酬。",,,150761,1,0,0
601,,,,0,0,0,0
602,,,,0,0,0,0
603,,,,0,0,0,0
604,,,,0,0,0,0
605,,,,0,0,0,0
606,,,,0,0,0,0
607,,,,0,0,0,0
608,,,,0,0,0,0
609,,,,0,0,0,0
610,"
當附近出現**F.A.T.E.**任務時，地圖上會顯示出具體的地點。

前往F.A.T.E.的區域就會自動參與進去。",,,150641,1,0,0
611,"
根據地圖上顯示的圖示可以判斷該地區F.A.T.E.的種類。

將指標移動到圖示的位置可以查看該任務的名字。",,,150642,1,0,0
612,"
參加F.A.T.E.之後，畫面右側的任務情報會顯示當前的任務名、任務目標及推薦等級。

在等級超過推薦等級很多時將會無法獲得貢獻度，在任務結束後也不會得到報酬。",,,150643,1,0,0
613,"
在自身等級超過推薦很多時，可以通過按下任務情報中的**等級同步**按鈕，將自身等級臨時調整為合適的等級。",,,150644,1,0,0
614,,,,0,0,0,0
615,,,,0,0,0,0
616,,,,0,0,0,0
617,,,,0,0,0,0
618,,,,0,0,0,0
619,,,,0,0,0,0
620,"
F.A.T.E.結束後，根據結果可以得到相應的報酬。

依據任務成功與否及玩家的貢獻度情況，所獲取的報酬也會有所不同。

所受的報酬內容會在任務結束出現的報酬視窗中顯示出來。",,,150661,1,0,0
621,"
貢獻度表示的是在F.A.T.E.的過程中的積極程度。

任務結束後會按照金、銀、銅三個等級來繳交報酬。",,,150662,1,0,0
622,,,,0,0,0,0
623,,,,0,0,0,0
624,,,,0,0,0,0
625,,,,0,0,0,0
626,,,,0,0,0,0
627,,,,0,0,0,0
628,,,,0,0,0,0
629,,,,0,0,0,0
630,"
「行會令」對增進團隊配合經驗來說是個不錯的練習方式。

與各地的特務隊長對話會打開可以接受的行會令任務列表。不過要注意的是，如果隊伍中沒有全公會員都滿足職業及等級的條件，將無法開始執行任務。",,,150711,1,0,0
631,"
可以執行的任務會隨著玩家的任務完成情況以及成長情況逐漸增加。

利用**「任務搜尋器」**可以非常方便地參加各種任務。在正式參與到團隊作戰之前，先利用行會令來鍛鍊一下身手吧！",,,150712,1,0,0
632,,,,0,0,0,0
633,,,,0,0,0,0
634,,,,0,0,0,0
635,,,,0,0,0,0
636,,,,0,0,0,0
637,,,,0,0,0,0
638,,,,0,0,0,0
639,,,,0,0,0,0
640,"
行會令開始之後會打開**任務說明視窗**，裡面記有出當前任務的流程以及相關情報。",,,150721,1,0,0
641,,,,0,0,0,0
642,,,,0,0,0,0
643,,,,0,0,0,0
644,,,,0,0,0,0
645,,,,0,0,0,0
646,,,,0,0,0,0
647,,,,0,0,0,0
648,,,,0,0,0,0
649,,,,0,0,0,0
650,"
在行會令任務中，有一部分地區會用特殊效果表示，這些是會出現後續敵人的危險地帶。執行任務時一定要小心注意。",,,150731,1,0,0
651,,,,0,0,0,0
652,,,,0,0,0,0
653,,,,0,0,0,0
654,,,,0,0,0,0
655,,,,0,0,0,0
656,,,,0,0,0,0
657,,,,0,0,0,0
658,,,,0,0,0,0
659,,,,0,0,0,0
660,"
在行會令任務中如果不小心陷入了無法戰鬥狀態，傳送回的並不是之前設定的返回點，而是行會令任務的開始地點。",,,150741,1,0,0
661,,,,0,0,0,0
662,,,,0,0,0,0
663,,,,0,0,0,0
664,,,,0,0,0,0
665,,,,0,0,0,0
666,,,,0,0,0,0
667,,,,0,0,0,0
668,,,,0,0,0,0
669,,,,0,0,0,0
670,"
成功完成了行會令的任務要求！與特務隊長對話可以得到相應的報酬，在第一次完成任務時還會有額外的獎勵。

另外，在我方隊員一次都沒有倒下的情況下完成任務，也會得到相應的額外獎勵，戰鬥的時候一定要注意配合！",,,150751,1,0,0
671,,,,0,0,0,0
672,,,,0,0,0,0
673,,,,0,0,0,0
674,,,,0,0,0,0
675,,,,0,0,0,0
676,,,,0,0,0,0
677,,,,0,0,0,0
678,,,,0,0,0,0
679,,,,0,0,0,0
680,"
可以從當前所屬的大國防聯軍**「調動」**到其他國家的軍隊中去了。與任何國家的人事負責人對話都可以辦理調動手續。

不過，在調動之後，身上原有的軍票會被凍結，專用裝備也會受到限制。另外，調動之後**15天內**無法申請下一次調動，這一點一定要注意！",,,151351,1,0,0
681,,,,0,0,0,0
682,,,,0,0,0,0
683,,,,0,0,0,0
684,,,,0,0,0,0
685,,,,0,0,0,0
686,,,,0,0,0,0
687,,,,0,0,0,0
688,,,,0,0,0,0
689,,,,0,0,0,0
690,"
可以使用**「簡易製作」**功能了！

任何配方只要成功完成過一次製作，便可以通過**「簡易製作」**來生產大量的通常品質成品。",,,151331,1,0,0
691,"
點擊**製作筆記**中的**「開始簡易製作作業」**按鈕，輸入製作次數，之後再次點擊**「開始簡易製作」**按鈕，便可以方便快捷地生產大量物品了。",,,151332,1,0,0
692,"
**「簡易製作」**開始之後只需耐心等待工作完成。

雖然利用這個功能要生產優質道具不太合適，不過在製作大量普通品質道具的時候用處非常大，積極使用**簡易製作**來量產基礎素材吧！",,,151333,1,0,0
693,,,,0,0,0,0
694,,,,0,0,0,0
695,,,,0,0,0,0
696,,,,0,0,0,0
697,,,,0,0,0,0
698,,,,0,0,0,0
699,,,,0,0,0,0
700,"
**能工巧匠**的手中都有著一份**製作筆記**。筆記中記錄著所有製作配方，進行**製作作業**時可以直接從筆記中進行選擇。

在快速選單的**手冊管理**分類中選擇**製作筆記**可以進行查看。",,,150281,1,0,0
701,"
打開製作筆記，選定相應的職業與等級範圍，會顯示出所有能夠製作的道具。

選中具體道具即可開始進行製作作業。",,,150282,1,0,0
702,"
製作道具時一定要有相應的素材。

素材不足的情況下，缺少的素材會以灰色文字表示。",,,150283,1,0,0
703,,,,0,0,0,0
704,,,,0,0,0,0
705,,,,0,0,0,0
706,,,,0,0,0,0
707,,,,0,0,0,0
708,,,,0,0,0,0
709,,,,0,0,0,0
710,"
進行製作時，需要在技能欄中選擇相應的**作業技能**來推動工作的進展。",,,150291,1,0,0
711,"
進行**作業**時會對素材造成一定的負擔，素材的**耐久度**會相應地減少。

在耐久度減到0之前完成製作進度，便可以成功完成這次製作。",,,150292,1,0,0
712,"
在進度完成前耐久度減到0則製作失敗。失敗後製作時所用的素材都會損失掉，不過偶爾也會有一部分損耗較輕的素材還可以回收重新使用。

多多利用回收的素材，也是提高製作水準的重要技巧。",,,150293,1,0,0
713,"
成功製作出道具之後，製作的情況會記錄在《製作筆記》中。

每次向筆記中添加新紀錄時會得到額外的經驗值。",,,150294,1,0,0
714,"
進行製作的時候需要在技能欄中選擇相應的**作業技能**來推動工作的進展。",,,150295,1,0,0
715,,,,0,0,0,0
716,,,,0,0,0,0
717,,,,0,0,0,0
718,,,,0,0,0,0
719,,,,0,0,0,0
720,"
除了普通道具之外，能工巧匠還可以做出性能更加出色的**優質道具**。

優質道具的成功率由製作結束時的**優質率**決定。優質率可以通過提高製作時的**品質**來增加。",,,150301,1,0,0
721,"
利用**加工**技能可以提高道具的品質。不過要注意的是，**加工**也會令道具損耗耐久度。

發動**加工**技能時需要消耗相應的**CP**。",,,150302,1,0,0
722,"
製作中對製品品質提升得越多，成功後得到的經驗值也越多。所以製作時也要時刻注意品質的問題。",,,150303,1,0,0
723,"
利用**加工**技能可以提高道具的品質。不過要注意的是，**加工**也會令道具損耗耐久度。

發動**加工**技能時需要消耗相應的**CP**。",,,150304,1,0,0
724,,,,0,0,0,0
725,,,,0,0,0,0
726,,,,0,0,0,0
727,,,,0,0,0,0
728,,,,0,0,0,0
729,,,,0,0,0,0
730,"
製作作業中，道具的狀態有時會變成「高品質」或「最高品質」。

在這兩種狀態下是提升道具品質的最好時機。",,,150581,1,0,0
731,"
「最高品質」狀態下，品質的提升會比「高品質」還輕鬆。

不過在接下來的一次作業中就必定會變成「低品質」狀態，此時提升產品品質會很困難。",,,150582,1,0,0
732,,,,0,0,0,0
733,,,,0,0,0,0
734,,,,0,0,0,0
735,,,,0,0,0,0
736,,,,0,0,0,0
737,,,,0,0,0,0
738,,,,0,0,0,0
739,,,,0,0,0,0
740,,,,0,0,0,0
741,,,,0,0,0,0
742,,,,0,0,0,0
743,,,,0,0,0,0
744,,,,0,0,0,0
745,,,,0,0,0,0
746,,,,0,0,0,0
747,,,,0,0,0,0
748,,,,0,0,0,0
749,,,,0,0,0,0
750,"
發動技能或陷入無法戰鬥狀態時，所穿裝備的**耐久度**會下降。

耐久度降為0%時，該裝備的性能將會完全無法發揮出來。",,,150311,1,0,0
751,"
要確認裝備的耐久度時，可以打開**角色視窗**進行查看。

裝備的圖示邊上顯示有表示耐久度的耐久槽。",,,150312,1,0,0
752,"
有些NPC角色在地圖上會標注有修理的圖示，這些人就是可以修理損耗裝備的**修理工**。

裝備受損的話可以去找他們進行修理。為了戰鬥做準備，一定要時刻維護自己的裝備物品。",,,150313,1,0,0
753,,,,0,0,0,0
754,,,,0,0,0,0
755,,,,0,0,0,0
756,,,,0,0,0,0
757,,,,0,0,0,0
758,,,,0,0,0,0
759,,,,0,0,0,0
