#,Text,BalloonTime,Unknown0,OutputType,Unknown_70,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,IsBalloonSlow,BattleTalkTime
2051,沒用！沒用呀！,3,0,2,0,1,25,False,False,False,False,False
2052,殘暴的人類喲！,3,0,2,0,1,25,False,False,False,False,False
2053,呼嘶……都去死吧！,3,0,2,0,1,25,False,False,False,False,False
2054,和水泡一起消失！,3,0,2,0,1,25,False,False,False,False,False
2055,無鰭類不可能打倒我！,3,0,2,0,1,25,False,False,False,False,False
2056,是，老大！,2,0,3,0,1,25,False,False,False,False,False
2057,必須得趕快回去……,5,0,2,0,1,25,False,False,False,False,False
2058,大家肯定都很擔心。,5,0,2,0,1,25,False,False,False,False,False
2059,還有一段路就到綠洲了。,5,0,2,0,1,25,False,False,False,False,False
2060,請等一等我……,5,0,2,0,1,25,False,False,False,False,False
2061,呀、呀啊……,5,0,2,0,1,25,False,False,False,False,False
2062,冒險者，快來救我……,5,0,2,0,1,25,False,False,False,False,False
2063,嘿嘿，我這偽裝很完美吧？,5,0,2,0,1,25,False,False,False,False,False
2064,我們走吧，咕哎！,5,0,2,0,1,25,False,False,False,False,False
2065,神子大人，請等著我們！,5,0,2,0,1,25,False,False,False,False,False
2066,等、等等我咕哎！,5,0,2,0,1,25,False,False,False,False,False
2067,咕哎、咕哎，咕哎！,5,0,2,0,1,25,False,False,False,False,False
2068,我、我不是壞陸行鳥！,5,0,2,0,1,25,False,False,False,False,False
2069,傷痛都消失吧咕波！,5,0,2,0,1,25,False,False,False,False,False
2070,善、善王大人救命咕波！,5,0,2,0,1,25,False,False,False,False,False
2071,看莫古的狙擊咕波！,5,0,2,0,1,25,False,False,False,False,False
2072,力量湧現咕波！,5,0,2,0,1,25,False,False,False,False,False
2073,善、善王大人快點來啊咕波！,5,0,2,0,1,25,False,False,False,False,False
2074,哎，嘿，中啊咕波！,5,0,2,0,1,25,False,False,False,False,False
2075,可惡可惡咕波！,5,0,2,0,1,25,False,False,False,False,False
2076,是灰党一夥兒的嗎？！,3,0,2,0,1,25,False,False,False,False,False
2077,看我把你打爛！,3,0,2,0,1,25,False,False,False,False,False
2078,炎牙眾永不退卻！,3,0,2,0,1,25,False,False,False,False,False
2079,只會耍小聰明的人類！,3,0,2,0,1,25,False,False,False,False,False
2080,跟我們作對只有死路一條！,3,0,2,0,1,25,False,False,False,False,False
2081,讓你們見識見識火神的守護！,3,0,2,0,1,25,False,False,False,False,False
2082,一起死在我的槍下吧！,3,0,2,0,1,25,False,False,False,False,False
2083,該死的蟲子們！,3,0,2,0,1,25,False,False,False,False,False
2084,我要把你們全抓起來！,3,0,2,0,1,25,False,False,False,False,False
2085,嚐嚐我這神速之拳吧！,3,0,2,0,1,25,False,False,False,False,False
2086,人類太弱了！,3,0,2,0,1,25,False,False,False,False,False
2087,常勝不敗！國士無雙！,3,0,2,0,1,25,False,False,False,False,False
2088,休想再往前走呼啾！,3,0,2,0,1,25,False,False,False,False,False
2089,覺悟吧呼啾！,3,0,2,0,1,25,False,False,False,False,False
2090,看我幹掉你們呼啾！,3,0,2,0,1,25,False,False,False,False,False
2091,把你們都埋在森林裡當肥料呼啾！,3,0,2,0,1,25,False,False,False,False,False
2092,嚐嚐我的電擊呼啾！,3,0,2,0,1,25,False,False,False,False,False
2093,趕走你們呼啾！,3,0,2,0,1,25,False,False,False,False,False
2094,本大爺可是很恐怖的呼啾！,3,0,2,0,1,25,False,False,False,False,False
2095,神子大人不會交給你們的呼啾！,3,0,2,0,1,25,False,False,False,False,False
2096,休想活著回去呼啾！,3,0,2,0,1,25,False,False,False,False,False
2097,噫！敵、敵人啊呼啾！,5,0,2,0,1,25,False,False,False,False,False
2098,嗚嗝……呼啾。,5,0,2,0,1,25,False,False,False,False,False
2099,乳根……還不夠，再來點呼啾……,5,0,2,0,1,25,False,False,False,False,False
2100,比吉、比吉比吉，要發火了！,3,0,2,0,1,25,False,False,False,False,False
2101,看招！看我憤怒的一擊！,1,0,1,0,1,25,False,False,False,False,False
2102,唔，這裡在吵什麼？！,5,0,2,0,1,25,False,False,False,False,False
2103,快幫我療傷！,3,0,2,0,1,25,False,False,False,False,False
2104,呼嘶……為了水神大人！,5,0,2,0,1,25,False,False,False,False,False
2105,該死的無鰭類！,5,0,2,0,1,25,False,False,False,False,False
2106,呼嘶……敬畏大海吧！,5,0,2,0,1,25,False,False,False,False,False
2107,一起攻擊咕波！,5,0,2,0,1,25,False,False,False,False,False
2108,好機會咕波！,5,0,2,0,1,25,False,False,False,False,False
2109,明白咕波！,5,0,2,0,1,25,False,False,False,False,False
2110,轉啊轉啊咕波！,5,0,2,0,1,25,False,False,False,False,False
2111,把你們都打下來咕波！,5,0,2,0,1,25,False,False,False,False,False
2112,莫古也一起攻擊咕波！,5,0,2,0,1,25,False,False,False,False,False
2113,一起高聲合唱咕波！,5,0,2,0,1,25,False,False,False,False,False
2114,三角攻擊咕波！,5,0,2,0,1,25,False,False,False,False,False
2115,莫古來支援咕波！,5,0,2,0,1,25,False,False,False,False,False
2116,嚐嚐紛亂箭咕波！,5,0,2,0,1,25,False,False,False,False,False
2117,打下來，打下來咕波！,5,0,2,0,1,25,False,False,False,False,False
2118,削弱敵人咕波！,5,0,2,0,1,25,False,False,False,False,False
2119,三角關係咕波！,5,0,2,0,1,25,False,False,False,False,False
2120,莫古來協助你咕波！,5,0,2,0,1,25,False,False,False,False,False
2121,好、好的咕波！,5,0,2,0,1,25,False,False,False,False,False
2122,和、和練習時一樣咕波！,5,0,2,0,1,25,False,False,False,False,False
2123,很不錯咕波！,5,0,2,0,1,25,False,False,False,False,False
2124,"怎麼了 怎麼這麼吵？
在搞什麼東西？",3,0,3,0,1,25,False,False,False,False,False
2125,好像挖出了 不得了的東西！,3,0,3,0,1,25,False,False,False,False,False
2126,滾出 我們的礦山！,5,0,2,0,1,25,False,False,False,False,False
2127,不要 妨礙 我們開採！,5,0,2,0,1,25,False,False,False,False,False
2128,我要 給你身上 開個洞！,5,0,2,0,1,25,False,False,False,False,False
2129,區區一個石像！,3,0,2,0,1,25,False,False,False,False,False
2130,就算戰敗時也要保持華麗……,3,0,2,0,1,25,False,False,False,False,False
2131,怎麼一點也不手下留情啊！,3,0,2,0,1,25,False,False,False,False,False
2132,可、可惡啊……,3,0,2,0,1,25,False,False,False,False,False
2133,哦……這下又得去療傷了啊。,3,0,2,0,1,25,False,False,False,False,False
2134,我的咒術居然會被擊敗……,3,0,2,0,1,25,False,False,False,False,False
2135,被虛無的黑暗吞噬吧！,3,0,2,0,1,25,False,False,False,False,False
2136,去你的吧！,3,0,2,0,1,25,False,False,False,False,False
2137,笨蛋！白癡！,3,0,2,0,1,25,False,False,False,False,False
2138,"我乃艾奧傑亞第一強者……
劍豪！吉爾伽美什！",3,0,2,0,1,25,False,False,False,False,False
2139,"哇哈哈哈！
效果怎麼樣！",3,0,2,0,1,25,False,False,False,False,False
2140,欸呀？,1,0,2,0,1,25,False,False,False,False,False
2141,動作還挺俐落！,1,0,2,0,1,25,False,False,False,False,False
2142,怎回事？,1,0,2,0,1,25,False,False,False,False,False
2143,怎麼打不中！,1,0,2,0,1,25,False,False,False,False,False
2144,這該死的！,1,0,2,0,1,25,False,False,False,False,False
2145,到這裡應該就可以跑掉了吧……,3,0,2,0,1,25,False,False,False,False,False
2146,加速……,2,0,2,0,1,25,False,False,False,False,False
2147,物防護……,2,0,2,0,1,25,False,False,False,False,False
2148,魔防殼……,2,0,2,0,1,25,False,False,False,False,False
2149,0,1,0,1,0,1,25,False,False,False,False,False
2150,0,5,0,2,0,1,25,False,False,False,False,False
2151,0,5,0,2,0,1,25,False,False,False,False,False
2152,0,5,0,2,0,1,25,False,False,False,False,False
2153,0,5,0,2,0,1,25,False,False,False,False,False
2154,0,5,0,2,0,1,25,False,False,False,False,False
2155,0,5,0,2,0,1,25,False,False,False,False,False
2156,0,1,0,1,0,1,25,False,False,False,False,False
2157,0,1,0,1,0,1,25,False,False,False,False,False
2158,0,1,0,1,0,1,25,False,False,False,False,False
2159,0,1,0,1,0,1,25,False,False,False,False,False
2160,0,1,0,1,0,1,25,False,False,False,False,False
2161,"呼哧……呼哧……
一定要守住哥布林乳酪哥布！",3,0,2,0,1,25,False,False,False,False,False
2162,要一路衝去野營地哥布！,2,0,2,0,1,25,False,False,False,False,False
2163,跟著哥布一起上哥布！,3,0,2,0,1,25,False,False,False,False,False
2164,那是 「青藍之手」的戰車哥布！,2,0,2,0,1,25,False,False,False,False,False
2165,"哥布 還有急事哥布！
就交給你們 打先鋒了哥布！",4,0,2,0,1,25,False,False,False,False,False
2166,"幹得好哥布！
小弟們 跟哥布上啊哥布！",4,0,2,0,1,25,False,False,False,False,False
2167,發現同伴 要去幫忙哥布！,3,0,2,0,1,25,False,False,False,False,False
2168,0,3,0,2,0,1,25,False,False,False,False,False
2169,0,2,0,2,0,1,25,False,False,False,False,False
2170,快、快點打贏哥布！,2,0,2,0,1,25,False,False,False,False,False
2171,0,2,0,2,0,1,25,False,False,False,False,False
2172,0,2,0,2,0,1,25,False,False,False,False,False
2173,多謝 多謝。,2,0,2,0,1,25,False,False,False,False,False
2174,"呼哧……呼哧……
還差 兩名同伴哥布！",3,0,2,0,1,25,False,False,False,False,False
2175,0,2,0,2,0,1,25,False,False,False,False,False
2176,"呼哧……呼哧……
敵人是 從那裡 攻擊我們哥布！",4,0,2,0,1,25,False,False,False,False,False
2177,多謝 多謝。,2,0,2,0,1,25,False,False,False,False,False
2178,"呼哧……呼哧……
青藍之手 太亂來了。",3,0,2,0,1,25,False,False,False,False,False
2179,你在找哥布林乳酪嗎哥布？,2,0,2,0,1,25,False,False,False,False,False
2180,多謝 多謝。,2,0,2,0,1,25,False,False,False,False,False
2181,"呼哧……呼哧……
青藍之手 把橋毀掉了！",3,0,2,0,1,25,False,False,False,False,False
2182,"真令人氣憤哥布！
一定要教訓他們哥布！",5,0,2,0,1,25,False,False,False,False,False
2183,"這邊有近路哥布！
小弟們 跟哥布上啊哥布！",4,0,2,0,1,25,False,False,False,False,False
2184,這邊有條近路哥布！,3,0,2,0,1,25,False,False,False,False,False
2185,不會把哥布林乳酪交給你們哥布！,3,0,2,0,1,25,False,False,False,False,False
2186,0,1,0,4,0,3,25,False,False,False,False,False
2187,"呼哧……呼哧……
有敵人襲擊 趕快反擊！",2,0,2,0,1,25,False,False,False,False,False
2188,"呼哧……呼哧……
增援到了 快出擊！",2,0,2,0,1,25,False,False,False,False,False
2189,"絕不讓 你們 獨佔乳酪做法！
做這個 可是個 賺錢生意！",2,0,2,0,1,25,False,False,False,False,False
2190,"呼哧……呼哧……
不會把哥布林乳酪交給你們哥布！",2,0,4,0,1,25,False,False,False,False,False
2191,"後方 哥布來 守住哥布！
就交給你們 打先鋒了哥布！",2,0,2,0,1,25,False,False,False,False,False
2192,"呼哧……呼哧……
居然 從那裡 發起砲擊！",2,0,2,0,1,25,False,False,False,False,False
2193,世界還沒有和平……,4,0,2,0,1,25,False,False,False,False,False
2194,絕對要守住原料的秘密……,3,0,2,0,1,25,False,False,False,False,False
2195,什麼？那就是原料？,3,0,2,0,1,25,False,False,False,False,False
2196,"讓你見識見識！
這就是龍血的力量！",3,0,2,0,1,25,False,False,False,False,False
2197,讓你看看我真正的姿態！,3,0,2,0,1,25,False,False,False,False,False
2198,看我用龍之力把你撕裂！,3,0,2,0,1,25,False,False,False,False,False
2199,火焰……真理……,3,0,2,0,1,25,False,False,False,False,False
2200,血與火……,3,0,2,0,1,25,False,False,False,False,False
2201,咕咕……嗚嗷！,3,0,2,0,1,25,False,False,False,False,False
2202,"咕嗚……
做好覺悟吧！",3,0,2,0,1,25,False,False,False,False,False
2203,咕嗚……死吧！,3,0,2,0,1,25,False,False,False,False,False
2204,……怎麼樣，害怕了吧！,3,0,2,0,1,25,False,False,False,False,False
2205,有敵人襲擊！,3,0,2,0,1,25,False,False,False,False,False
2206,該死，教皇的走狗！,3,0,2,0,1,25,False,False,False,False,False
2207,可惡，這裡也有敵人！,3,0,2,0,1,25,False,False,False,False,False
2208,確認為甲殼類！,3,0,2,0,1,25,False,False,False,False,False
2209,以戰爭神哈羅妮之名！,3,0,2,0,1,25,False,False,False,False,False
2210,伊修加爾德萬歲！,3,0,2,0,1,25,False,False,False,False,False
2211,你個死烏龜！,3,0,2,0,1,25,False,False,False,False,False
2212,快報告損害狀況！,3,0,2,0,1,25,False,False,False,False,False
2213,感謝您，戰爭神哈羅妮！,3,0,2,0,1,25,False,False,False,False,False
2214,願勝利的榮光與你同在！,3,0,2,0,1,25,False,False,False,False,False
2215,哈哈哈，看到了吧！,3,0,2,0,1,25,False,False,False,False,False
2216,繼續戰鬥……很困難……,3,0,2,0,1,25,False,False,False,False,False
2217,啊，神啊……,3,0,2,0,1,25,False,False,False,False,False
2218,還沒……還沒完……,3,0,2,0,1,25,False,False,False,False,False
2219,怎麼……會這樣……,3,0,2,0,1,25,False,False,False,False,False
2220,唔呼！呃呃！,2,0,2,0,1,25,False,False,False,False,False
2221,"祝福吧！
發出喜悅的聲音吧！",3,0,2,0,1,25,False,False,False,False,False
2222,祝福的時刻接近了！,3,0,2,0,1,25,False,False,False,False,False
2223,願兩人永遠相愛……,3,0,2,0,1,25,False,False,False,False,False
2224,快！,1,0,2,0,1,25,False,False,False,False,False
2225,在那傢伙來之前……,2,0,2,0,1,25,False,False,False,False,False
2226,快準備對龍加農砲！,3,0,2,0,1,25,False,False,False,False,False
2227,△▽，○×□☆◇○！！,1,0,4,0,3,25,False,False,False,False,False
2228,××◎！,3,0,2,0,1,25,False,False,False,False,False
2229,凍結吧，暗冰！,3,0,2,0,1,25,False,False,False,False,False
2230,炸裂吧，暗炎！,3,0,2,0,1,25,False,False,False,False,False
2231,落下吧，暗雷！,3,0,2,0,1,25,False,False,False,False,False
2232,來，我的魔杖！,3,0,2,0,1,25,False,False,False,False,False
2233,嗚……力量消耗過度……,3,0,2,0,1,25,False,False,False,False,False
2234,"亞蒙閣下賞賜的力量！
圓月輪！",3,0,2,0,1,25,False,False,False,False,False
2235,這便是魔科學的神秘！,3,0,2,0,1,25,False,False,False,False,False
2236,成為骯髒的煙火吧！,3,0,2,0,1,25,False,False,False,False,False
2237,享受喜劇吧！,3,0,2,0,1,25,False,False,False,False,False
2238,成為冰雕吧！,3,0,2,0,1,25,False,False,False,False,False
2239,阻我者死！,3,0,2,0,1,25,False,False,False,False,False
2240,會怎麼樣呢……,3,0,2,0,1,25,False,False,False,False,False
2241,不要手下留情！,3,0,2,0,1,25,False,False,False,False,False
2242,上啊，就是那裡！,3,0,2,0,1,25,False,False,False,False,False
2243,○□◇！,3,0,2,0,1,25,False,False,False,False,False
2244,△××！,3,0,2,0,1,25,False,False,False,False,False
2245,親愛的……阿維……,3,0,2,0,1,25,False,False,False,False,False
2246,死吧，愚民們！,3,0,2,0,1,25,False,False,False,False,False
2247,"發現 冒險者！
很壞 冒險者！",3,0,2,0,1,25,False,False,False,False,False
2248,你們 快上！,3,0,2,0,1,25,False,False,False,False,False
2249,"這下 糟糕了！
真的 糟糕了！",3,0,2,0,1,25,False,False,False,False,False
2250,老大 老大！,3,0,2,0,1,25,False,False,False,False,False
2251,嗚、好累……,3,0,2,0,1,25,False,False,False,True,False
2252,"奴隸、們！
別休息、快、工作！",3,0,2,0,1,25,False,False,False,True,False
2253,"求你了……
放過我們吧……",3,0,2,0,1,25,False,False,False,True,False
2254,"嗚哇——
救救我！",3,0,2,0,1,25,False,False,False,True,False
2255,"別想、跑！
把你、抓回、去！",3,0,2,0,1,25,False,False,False,True,False
2256,咿——！,3,0,2,0,1,25,False,False,False,True,False
2257,"那我們就
先走一步了！",3,0,2,0,1,25,False,False,False,True,False
2258,"快跑、吧！快、跑！
唔哈哈哈哈哈！",3,0,2,0,1,25,False,False,False,True,False
2259,"戰旗的、魔力
使我們更、強！",3,0,2,0,1,25,False,False,False,True,False
2260,全身充滿、力量！,3,0,2,0,1,25,False,False,False,True,False
2261,"這正是、我等輝鱗人、的
力量之、源！",3,0,2,0,1,25,False,False,False,True,False
2262,前面關押著我的夥伴……,3,0,2,0,1,25,False,False,False,True,False
2263,放我們出去！,3,0,2,0,1,25,False,False,False,True,False
2264,得救了……,3,0,2,0,1,25,False,False,False,True,False
2265,"只要穿過這裡
就能進到更深處了！",3,0,2,0,1,25,False,False,False,True,False
2266,"幫我們趕走
那些可惡的輝鱗人！",3,0,2,0,1,25,False,False,False,True,False
2267,休想過去！,3,0,2,0,1,25,False,False,False,False,False
2268,一切都為了冰之巫女！咕嗚……,3,0,2,0,1,25,False,False,False,False,False
2269,0,3,0,2,0,1,25,False,False,False,False,False
2270,這就是龍之力——,3,0,2,0,1,25,False,False,False,False,False
2271,"咕嗚……咕嗚……
我咬死你！",3,0,2,0,1,25,False,False,False,False,False
2272,0,3,0,2,0,1,25,False,False,False,False,False
2273,0,3,0,2,0,1,25,False,False,False,False,False
2274,0,3,0,2,0,1,25,False,False,False,False,False
2275,0,3,0,2,0,1,25,False,False,False,False,False
2276,0,3,0,2,0,1,25,False,False,False,False,False
2277,0,3,0,2,0,1,25,False,False,False,False,False
2278,0,3,0,2,0,1,25,False,False,False,False,False
2279,沉到海裡去吧！,3,0,2,0,1,25,False,False,False,False,False
2280,餵螃蟹去吧！,3,0,2,0,1,25,False,False,False,False,False
2281,一切為了偉大的水神！,3,0,2,0,1,25,False,False,False,False,False
2282,嗷嗷嗷嗷嗷……,3,0,2,0,1,25,False,False,False,False,False
2283,唔……,3,0,2,0,1,25,False,False,False,False,False
2284,了結……我……,3,0,2,0,1,25,False,False,False,False,False
2285,請跟我們一起……,3,0,2,0,1,25,False,False,False,False,False
2286,別看我！,3,0,2,0,1,25,False,False,False,False,False
2287,已經變不回去了……,3,0,2,0,1,25,False,False,False,False,False
2288,提燈怪的、夥伴、嗎？,3,0,2,0,1,25,False,False,False,False,False
2289,竟敢、妨礙我、們！,3,0,2,0,1,25,False,False,False,False,False
2290,先把、你、處理了！,3,0,2,0,1,25,False,False,False,False,False
2291,竟然、有、入侵者？,3,0,2,0,1,25,False,False,False,False,False
2292,發現、了！有、敵人！,3,0,2,0,1,25,False,False,False,False,False
2293,將、他們、清理乾淨！,3,0,2,0,1,25,False,False,False,False,False
2294,寒霜之弓將射穿龍族之敵！,3,0,2,0,1,25,False,False,False,False,False
2295,嚴冰之刃將守護我的兄弟！,3,0,2,0,1,25,False,False,False,False,False
2296,被凍結了千年的知識！解封吧！,3,0,2,0,1,25,False,False,False,False,False
2297,出現吧！冰柱！,3,0,2,0,1,25,False,False,False,False,False
2298,啊，冰凍吧！,3,0,2,0,1,25,False,False,False,False,False
2299,輝冰之力啊！,3,0,2,0,1,25,False,False,False,False,False
2300,現出原形！,5,0,3,0,1,25,False,False,False,False,False
2301,遊行馬上就要開始了……你們都變好了嗎？,1,0,5,0,5,25,False,False,False,False,False
2302,想變身的話，就去找妖異的奇術師……,1,0,5,0,5,25,False,False,False,False,False
2303,"給烏爾達哈市民施加幸運的魔咒……
但要小心行會的咒術士……呼呼……",1,0,5,0,5,25,False,False,False,False,False
2304,呼呼……都準備好了嗎？那我們就開始吧……,1,0,5,0,5,25,False,False,False,False,False
2305,給烏爾達哈市民施加魔咒……,5,0,2,0,1,25,False,False,False,False,False
2306,都跟上我……,5,0,2,0,1,25,False,False,False,False,False
2307,馬上就要到終點了……,5,0,2,0,1,25,False,False,False,False,False
2308,"呼呼……
這裡就是遊行的終點啦……",5,0,2,0,1,25,False,False,False,False,False
2309,"為你們施加最後的魔咒……
祝大家幸福……",5,0,2,0,1,25,False,False,False,False,False
2310,真是太開心了……呼呼……,5,0,3,0,1,25,False,False,False,False,False
2311,也對這裡施加魔咒！,5,0,2,0,1,25,False,False,False,False,False
2312,幸運的魔咒？,5,0,2,0,1,25,False,False,False,False,False
2313,變身遊行，真棒！,5,0,2,0,1,25,False,False,False,False,False
2314,快來給我施加魔咒！,5,0,2,0,1,25,False,False,False,False,False
2315,遊行好歡樂啊！,5,0,2,0,1,25,False,False,False,False,False
2316,我們的寶貝啊！,3,0,2,0,1,25,False,False,False,False,False
2317,怎麼了？發生了什麼？,3,0,2,0,1,25,False,False,False,False,False
2318,0,1,0,1,0,1,25,False,False,False,False,False
2319,這裡交給我……你快走！,3,0,2,0,1,25,False,False,False,False,False
2320,你就是麥酒小偷啊！,3,0,2,0,1,25,False,False,False,False,False
2321,發現可疑人物！,3,0,2,0,1,25,False,False,False,False,False
2322,你、你是誰啊！,3,0,2,0,1,25,False,False,False,False,False
2323,情報洩漏了？,3,0,2,0,1,25,False,False,False,False,False
2324,謝、謝謝你……,3,0,2,0,1,25,False,False,False,False,False
2325,0,1,0,1,0,1,25,False,False,False,False,False
2326,呼……得救了……,3,0,2,0,1,25,False,False,False,False,False
2327,唔哦哦哦哦！,3,0,3,0,1,25,False,False,False,False,False
2328,嗚哇！,3,0,3,0,1,25,False,False,False,False,False
2329,這，這道光芒是？！,3,0,3,0,1,25,False,False,False,False,False
2330,這是你看不見的恐怖！,3,0,3,0,1,25,False,False,False,False,False
2331,"咦嘻嘻嘻嘻嘻……
你能夠看穿我嗎？",3,0,3,0,1,25,False,False,False,False,False
2332,現出身形吧，黑影！,3,0,3,0,1,25,False,False,False,False,False
2333,幹、幹什麼啊？,3,0,2,0,1,25,False,False,False,False,False
2334,幹嘛？想打架嗎？,3,0,2,0,1,25,False,False,False,False,False
2335,呼呼……你要不要參加遊行啊？,5,0,2,0,1,25,False,False,False,False,False
2336,"變身之後在回廊裡漫步……
可開心啦……",5,0,2,0,1,25,False,False,False,False,False
2337,施加魔咒……,5,0,2,0,1,25,False,False,False,False,False
2338,"想變身的話，
就去找妖異的奇術師……",5,0,2,0,1,25,False,False,False,False,False
2339,要小心行會的咒術士……,5,0,2,0,1,25,False,False,False,False,False
2340,該死！增援還沒到嗎？,3,0,2,0,1,25,False,False,False,False,False
2341,啊……糟糕了……,3,0,2,0,1,25,False,False,False,False,False
2342,好了，接下來去阻止商談吧！,3,0,2,0,1,25,False,False,False,False,False
2343,不會讓你破壞裝置的！,3,0,2,0,1,25,False,False,False,False,False
2344,一起變成灰燼吧！,3,0,2,0,1,25,False,False,False,False,False
2345,休想搗亂！,3,0,2,0,1,25,False,False,False,False,False
2346,那麼，開始吧！,3,0,2,0,1,25,False,False,False,False,False
2347,我的火遁如何？,3,0,2,0,1,25,False,False,False,False,False
2348,可以開心一下了！,3,0,2,0,1,25,False,False,False,False,False
2349,哈哈哈，愉悅！,3,0,2,0,1,25,False,False,False,False,False
2350,馬上就讓你解脫！,3,0,2,0,1,25,False,False,False,False,False
2351,雖然有點不捨，不過遊行就到此結束了……,1,0,5,0,5,25,False,False,False,False,False
2352,"感謝你們的參與……
很開心喲……呼呼……",1,0,5,0,5,25,False,False,False,False,False
2353,你為什麼會在這！,3,0,2,0,1,25,False,False,False,False,False
2354,"啊哈……找到寶貝了！
爽翻了有沒有！",3,0,2,0,1,25,False,False,False,False,False
2355,"老大，成功了！
這下我們成有錢人了！",3,0,2,0,1,25,False,False,False,False,False
2356,快回去吧……,3,0,2,0,1,25,False,False,False,False,False
2357,"請一定要打倒
他們的頭目！",3,0,2,0,1,25,False,False,False,False,False
2358,謝謝！,3,0,2,0,1,25,False,False,False,False,False
2359,得、得救了！,3,0,2,0,1,25,False,False,False,False,False
2360,竟然在這裡……,3,0,2,0,1,25,False,False,False,False,False
2361,該、該死……,3,0,2,0,1,25,False,False,False,False,False
2362,"這是最後的戰鬥了！
真的！真的！",3,0,2,0,1,25,False,False,False,False,False
2363,呵嘎！！,3,0,2,0,1,25,False,False,False,False,False
2364,場外！,3,0,2,0,1,25,False,False,False,False,False
2365,老師跟我是一心同體！,3,0,2,0,1,25,False,False,False,False,False
2366,呵呵！,3,0,2,0,1,25,False,False,False,False,False
2367,河童是朋友！,3,0,2,0,1,25,False,False,False,False,False
2368,"你是不是在想這章魚太氣人了？
抱歉！抱歉！",3,0,2,0,1,25,False,False,False,False,False
2369,"老師的鼻息很可怕的！
哎呀呀，真的好可怕！",3,0,2,0,1,25,False,False,False,False,False
2370,我前一陣可是被扔上天了呢！,3,0,2,0,1,25,False,False,False,False,False
2371,河童童！！,3,0,2,0,1,25,False,False,False,False,False
2372,"我很煩吧？我很煩吧？
畢竟是章魚！",3,0,2,0,1,25,False,False,False,False,False
2373,嘎嘎！再來個4噸！,3,0,2,0,1,25,False,False,False,False,False
2374,你的表情真可怕……,3,0,2,0,1,25,False,False,False,False,False
2375,呃……估計要輸……,3,0,2,0,1,25,False,False,False,False,False
2376,我是個章魚還真對不起了……,3,0,2,0,1,25,False,False,False,False,False
2377,呵嘎呵嘎……,3,0,2,0,1,25,False,False,False,False,False
2378,這裡禁止入內！,3,0,2,0,1,25,False,False,False,False,False
2379,你是誰？,3,0,2,0,1,25,False,False,False,False,False
2380,呵嘎嘎？！,3,0,2,0,1,25,False,False,False,False,False
2381,"不會吧！
老師你振作些啊！",3,0,2,0,1,25,False,False,False,False,False
2382,"杜彭老師要發宇宙無敵大必殺了！
……你們不要搗亂，
絕對不要去搗亂！",3,0,2,0,1,25,False,False,False,False,False
2383,歡迎來到競賽教學！,1,3383,5,0,5,25,True,False,False,False,False
2384,"首先，試著提高速度吧。
一直按住「前進」鍵，就可以進行加速。",1,3383,5,0,5,25,True,False,False,False,False
2385,"接下來請留心競賽陸行鳥的「體力」。
持續加速的話，競賽陸行鳥的體力就會不斷減少。",1,3383,5,0,5,25,True,False,False,False,False
2386,"如果陸行鳥持續加速時間過長，
體力槽會開始不斷閃爍來進行警告。",1,3383,5,0,5,25,True,False,False,False,False
2387,下面請試著讓競賽陸行鳥左右移動。,1,3383,5,0,5,25,True,False,False,False,False
2388,"賽道上佈置有「踏板」。
在賽道的各個地方，會佈置各種各樣的踏板。",1,3383,5,0,5,25,True,False,False,False,False
2389,"現在的踏板效果是「提升速度」。
另外，也有會附帶不利效果的踏板，請多加注意。",1,3383,5,0,5,25,True,False,False,False,False
2390,"除了踏板，在賽道上還會出現「寶箱」。
接觸到寶箱的話，可以獲得「競賽道具」。",1,3383,5,0,5,25,True,False,False,False,False
2391,"「競賽道具」有著各種各樣的種類。
請嘗試選擇快速鍵中的競賽道具並使用。",1,3383,5,0,5,25,True,False,False,False,False
2392,先給你做個示範，記好了哦！,1,1010454,5,0,2,25,False,False,False,False,False
2393,建議你在舞臺上下找找相同種族的舞蹈大師！,1,1010454,5,0,2,25,False,False,False,False,False
2394,不要著急，認真看到最後！,1,1010454,5,0,2,25,False,False,False,False,False
2395,集中注意力，跟上節奏！,1,1010454,5,0,2,25,False,False,False,False,False
2396,記住了嗎？接下來輪到你們了！,1,1010454,5,0,2,25,False,False,False,False,False
2397,你們能模仿得了嗎？挑戰開始！,1,1010454,5,0,2,25,False,False,False,False,False
2398,很不錯，不過這次你們還能順利完成嗎？開始！,1,1010454,5,0,2,25,False,False,False,False,False
2399,堅持住，這是最後一組了！開始！,1,1010454,5,0,2,25,False,False,False,False,False
2400,0,1,1010454,5,0,2,25,False,False,False,False,False
2401,消失在憤怒和悲嘆的漩渦中吧！,3,0,2,0,1,25,False,False,False,False,False
2402,讓你見識死亡的幻境！,3,0,2,0,1,25,False,False,False,False,False
2403,哼哼……我來稱量你們靈魂的重量吧！,3,0,2,0,1,25,False,False,False,False,False
2404,你們的靈魂……究竟有多少分量？,3,0,2,0,1,25,False,False,False,False,False
2405,"各位來賓，讓你們久等了！
第UNKNOWN期仙人仙彩的抽選現在開始！",1,1010471,5,0,5,25,False,False,False,False,False
2406,那麼，請大家將目光集中於轉盤！,1,1010471,5,0,5,25,False,False,False,False,False
2407,第UNKNOWN期仙人仙彩的中選號碼是……0000！,1,1010471,5,0,5,25,False,False,False,False,False
