#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown3,SortKey,Component,Subtype,Unknown1,Category
430,宠物：朱雀机关人偶,234743,669,710,716,808,5465,5,1,0,6
431,宠物：迷你第一世界雅·修特拉,234731,670,0,0,0,5502,5,1,0,6
432,宠物：新型迷你于里昂热,234829,671,0,0,0,5510,5,1,0,6
433,宠物：新型迷你埃斯蒂尼安,234760,672,0,0,0,5537,5,1,0,6
434,宠物：迷你莱楠,234816,673,711,717,809,5555,5,1,0,6
435,宠物：迷你鲁纳尔,234817,674,712,718,810,5556,5,1,0,6
436,宠物：迷你杜丽雅,234776,675,713,719,811,5550,5,1,0,6
437,宠物：迷你琳,234732,676,0,0,0,5549,5,1,0,6
438,宠物：迷你盖娅,234798,677,0,0,0,5553,5,1,0,6
439,宠物：猫秘玩偶,234781,678,0,0,0,5551,5,1,0,6
440,宠物：迷你阿尔博特,234782,679,0,0,0,5552,5,1,0,6
441,宠物：发条索鲁斯,234855,680,0,0,0,5559,5,1,0,6
442,宠物：小松鼠,234413,650,0,0,0,5053,5,1,0,6
443,宠物：魔菇宝,234414,651,0,0,0,5054,5,1,0,6
444,宠物：沙蚤虫虫,234415,652,0,0,0,5055,5,1,0,6
445,宠物：长须小黑豹,234514,653,0,0,0,5058,5,1,0,6
446,宠物：盗龙小宝,234421,654,0,0,0,5062,5,1,0,6
447,宠物：夺心小魔,234461,655,0,0,0,5082,5,1,0,6
448,宠物：独角幼兽,234528,656,0,0,0,5203,5,1,0,6
449,宠物：格斯塔拉,234539,657,0,0,0,5205,5,1,0,6
450,蝰蛇剑士,194241,705,0,0,0,2063,2,0,0,2
451,绘灵法师,194242,706,0,0,0,2070,2,0,0,2
452,友好部族任务：地灵族,199954,694,0,0,0,2302,5,0,0,3
453,友好部族任务：妖精族,199952,695,0,0,0,2301,5,0,0,3
454,友好部族任务：蜥蜴人族,199951,696,0,0,0,2300,5,0,0,3
455,友好部族任务：鱼人族,199955,697,0,0,0,2303,5,0,0,3
456,友好部族任务：鸟人族,199953,698,0,0,0,2304,5,0,0,3
457,图莱尤拉1,195662,701,0,0,0,1036,1,0,0,9
458,图莱尤拉1,197662,701,0,0,0,1036,3,0,0,9
459,图莱尤拉1,198662,701,0,0,0,1036,4,0,0,9
460,图莱尤拉2,195663,702,0,0,0,1037,1,0,0,9
461,图莱尤拉2,197663,702,0,0,0,1037,3,0,0,9
462,图莱尤拉2,198663,702,0,0,0,1037,4,0,0,9
463,九号解决方案1,195664,699,0,0,0,1038,1,0,0,9
464,九号解决方案1,197664,699,0,0,0,1038,3,0,0,9
465,九号解决方案1,198664,699,0,0,0,1038,4,0,0,9
466,九号解决方案2,195665,700,0,0,0,1039,1,0,0,9
467,九号解决方案2,197665,700,0,0,0,1039,3,0,0,9
468,九号解决方案2,198665,700,0,0,0,1039,4,0,0,9
469,宠物：聪慧小海豚,234810,729,0,0,0,5261,5,1,0,6
470,宠物：游星鸟,234827,730,0,0,0,5578,5,1,0,6
471,宠物：纳夏猫,234828,731,0,0,0,5224,5,1,0,6
472,宠物：迷你弗栗多,234830,732,0,0,0,5576,5,1,0,6
473,宠物：蟹蟹,234832,733,0,0,0,5226,5,1,0,6
474,宠物：月面仙人刺王子,234833,734,0,0,0,5111,5,1,0,6
475,宠物：小小守护者,234841,735,0,0,0,5558,5,1,0,6
476,宠物：王家仙人刺,234843,736,0,0,0,5112,5,1,0,6
477,宠物：迷你好友,234865,737,0,0,0,5561,5,1,0,6
478,宠物：迷你埃里克特翁尼亚斯,234866,738,0,0,0,5562,5,1,0,6
479,宠物：迷你艾多纽斯,234877,739,0,0,0,5560,5,1,0,6
480,宠物：迷你雅典娜,234887,740,0,0,0,5563,5,1,0,6
481,宠物：休假小员,234896,741,0,0,0,5609,5,1,0,6
482,宠物：海德林偶像,234901,742,784,788,812,5568,5,1,0,6
483,宠物：佐迪亚克偶像,234902,743,785,789,813,5569,5,1,0,6
484,宠物：迷你富尔什诺,234903,744,786,790,814,5512,5,1,0,6
485,宠物：小羊驼,234909,745,0,0,0,5235,5,1,0,6
486,宠物：伊克提,234912,746,0,0,0,5237,5,1,0,6
487,宠物：小绿鸟,234913,747,0,0,0,5313,5,1,0,6
488,宠物：小巧郊狼,234914,748,0,0,0,5238,5,1,0,6
489,宠物：玉米大人,234916,749,0,0,0,5668,5,1,0,6
490,宠物：酒杯刺,234917,750,0,0,0,5115,5,1,0,6
491,宠物：蓝猫,234918,751,0,0,0,5239,5,1,0,6
492,宠物：铁皮哨兵T1,234922,752,0,0,0,5653,5,1,0,6
493,宠物：新型迷你可露儿,234925,753,0,0,0,5520,5,1,0,6
494,宠物：迷你零,234926,754,787,791,815,5565,5,1,0,6
495,宠物：迷你埃伦维尔,234927,755,0,0,0,5567,5,1,0,6
496,友好部族任务：佩鲁佩鲁族,199968,767,0,0,0,2317,5,0,0,3
497,伊修加德1,195654,768,0,0,0,1020,1,0,0,9
498,伊修加德1,197654,768,0,0,0,1020,3,0,0,9
499,伊修加德1,198654,768,0,0,0,1020,4,0,0,9
500,伊修加德2,195672,769,0,0,0,1021,1,0,0,9
501,伊修加德2,197672,769,0,0,0,1021,3,0,0,9
502,伊修加德2,198672,769,0,0,0,1021,4,0,0,9
503,田园郡1,195655,770,0,0,0,1022,1,0,0,9
504,田园郡1,197655,770,0,0,0,1022,3,0,0,9
505,田园郡1,198655,770,0,0,0,1022,4,0,0,9
506,田园郡2,195673,771,0,0,0,1023,1,0,0,9
507,田园郡2,197673,771,0,0,0,1023,3,0,0,9
508,田园郡2,198673,771,0,0,0,1023,4,0,0,9
509,黄金港1,195656,772,0,0,0,1024,1,0,0,9
510,黄金港1,197656,772,0,0,0,1024,3,0,0,9
511,黄金港1,198656,772,0,0,0,1024,4,0,0,9
512,黄金港2,195668,773,0,0,0,1025,1,0,0,9
513,黄金港2,197666,773,0,0,0,1025,3,0,0,9
514,黄金港2,198666,773,0,0,0,1025,4,0,0,9
515,神拳痕1,195657,774,0,0,0,1026,1,0,0,9
516,神拳痕1,197657,774,0,0,0,1026,3,0,0,9
517,神拳痕1,198657,774,0,0,0,1026,4,0,0,9
518,神拳痕2,195669,775,0,0,0,1027,1,0,0,9
519,神拳痕2,197667,775,0,0,0,1027,3,0,0,9
520,神拳痕2,198667,775,0,0,0,1027,4,0,0,9
521,水晶都1,195658,776,0,0,0,1028,1,0,0,9
522,水晶都1,197658,776,0,0,0,1028,3,0,0,9
523,水晶都1,198658,776,0,0,0,1028,4,0,0,9
524,水晶都2,195670,777,0,0,0,1029,1,0,0,9
525,水晶都2,197670,777,0,0,0,1029,3,0,0,9
526,水晶都2,198670,777,0,0,0,1029,4,0,0,9
527,游末邦1,195659,778,0,0,0,1030,1,0,0,9
528,游末邦1,197659,778,0,0,0,1030,3,0,0,9
529,游末邦1,198659,778,0,0,0,1030,4,0,0,9
530,游末邦2,195671,779,0,0,0,1031,1,0,0,9
531,游末邦2,197671,779,0,0,0,1031,3,0,0,9
532,游末邦2,198671,779,0,0,0,1031,4,0,0,9
533,旧萨雷安1,195660,780,0,0,0,1032,1,0,0,9
534,旧萨雷安1,197660,780,0,0,0,1032,3,0,0,9
535,旧萨雷安1,198660,780,0,0,0,1032,4,0,0,9
536,旧萨雷安2,195666,781,0,0,0,1033,1,0,0,9
537,旧萨雷安2,197668,781,0,0,0,1033,3,0,0,9
538,旧萨雷安2,198668,781,0,0,0,1033,4,0,0,9
539,拉札罕1,195661,782,0,0,0,1034,1,0,0,9
540,拉札罕1,197661,782,0,0,0,1034,3,0,0,9
541,拉札罕1,198661,782,0,0,0,1034,4,0,0,9
542,拉札罕2,195667,783,0,0,0,1035,1,0,0,9
543,拉札罕2,197669,783,0,0,0,1035,3,0,0,9
544,拉札罕2,198669,783,0,0,0,1035,4,0,0,9
545,宠物：大脚小猿,234608,822,0,0,0,5100,5,1,0,6
546,宠物：黑小猫,234924,823,0,0,0,5153,5,1,0,6
547,宠物：虎斑次郎,234643,824,0,0,0,5208,5,1,0,6
548,宠物：霍啪栌的水蛇？,234769,825,0,0,0,5218,5,1,0,6
549,宠物：奇塔利的水蛇？,234770,826,0,0,0,5219,5,1,0,6
550,宠物：小小食蚁兽,234809,827,0,0,0,5222,5,1,0,6
551,宠物：河马幼崽,234831,828,0,0,0,5225,5,1,0,6
552,宠物：袋鼠玩偶,234845,829,0,0,0,5228,5,1,0,6
553,宠物：跃阳兔,234932,830,0,0,0,5240,5,1,0,6
554,宠物：舞海月,234683,831,0,0,0,5255,5,1,0,6
555,宠物：多玛金鱼儿,234759,832,0,0,0,5257,5,1,0,6
556,宠物：拉拉鳄,234778,833,0,0,0,5259,5,1,0,6
557,宠物：小小海牛,234907,834,0,0,0,5262,5,1,0,6
558,宠物：小小巨嘴鸟,234931,835,0,0,0,5314,5,1,0,6
559,宠物：伊弗利特之形,234567,836,0,0,0,5450,5,1,0,6
560,宠物：迦楼罗之形,234572,837,0,0,0,5451,5,1,0,6
561,宠物：泰坦之形,234573,838,0,0,0,5452,5,1,0,6
562,宠物：利维亚桑之形,234574,839,0,0,0,5453,5,1,0,6
563,宠物：拉姆之形,234598,840,0,0,0,5454,5,1,0,6
564,宠物：希瓦之形,234599,841,0,0,0,5455,5,1,0,6
565,宠物：奥丁战偶,234468,842,0,0,0,5456,5,1,0,6
566,宠物：俾斯麦之形,234663,843,0,0,0,5457,5,1,0,6
567,宠物：罗波那之形,234665,844,0,0,0,5458,5,1,0,6
568,宠物：须佐之男之形,234661,845,0,0,0,5459,5,1,0,6
569,宠物：吉祥天女之形,234662,846,0,0,0,5460,5,1,0,6
570,宠物：迷你特弥斯,234938,847,0,0,0,5564,5,1,0,6
571,宠物：佩鲁佩鲁族玩偶,234934,848,0,0,0,5610,5,1,0,6
572,宠物：铁皮士兵S3,234935,849,0,0,0,5654,5,1,0,6
573,宠物：亚拉戈西瓜,234786,850,0,0,0,5664,5,1,0,6
574,宠物：祭品大人,234936,851,0,0,0,5669,5,1,0,6
575,光暗未来绝境战,195716,872,0,0,0,2505,1,0,0,4
576,光暗未来绝境战,197722,872,0,0,0,2505,3,0,0,4
577,光暗未来绝境战,198719,872,0,0,0,2505,4,0,0,4
578,光暗未来绝境战,199717,872,0,0,0,2505,5,0,0,4
579,友好部族任务：辉鳞族,199969,873,0,0,0,2318,5,0,0,3
580,深层迷宫：死者宫殿1,197707,874,0,0,0,2354,3,0,0,4
581,深层迷宫：死者宫殿2,197708,875,0,0,0,2355,3,0,0,4
582,深层迷宫：天之御柱1,197709,876,0,0,0,2356,3,0,0,4
583,深层迷宫：天之御柱2,197710,877,0,0,0,2357,3,0,0,4
584,蜃景幻界新月岛,195717,879,0,0,0,2405,1,0,0,4
585,蜃景幻界新月岛,197723,879,0,0,0,2406,3,0,0,4
586,蜃景幻界新月岛,198720,879,0,0,0,2405,4,0,0,4
587,宇宙探索1,195718,878,0,0,0,2343,1,0,0,8
588,宇宙探索1,198721,878,0,0,0,2343,4,0,0,8
589,宇宙探索1,199718,878,0,0,0,2343,5,0,0,8
590,宠物：橄榄宝石兽,234544,885,0,0,0,5603,5,1,0,6
591,宠物：金绿宝石兽,234545,886,0,0,0,5604,5,1,0,6
592,宠物：吉吉,234630,887,0,0,0,5601,5,1,0,6
593,宠物：神龙玩偶,234675,888,0,0,0,5461,5,1,0,6
594,宠物：白鼬,234679,889,0,0,0,5213,5,1,0,6
595,宠物：月读之形,234699,890,0,0,0,5462,5,1,0,6
596,宠物：迷你芙兰,234725,891,0,0,0,5547,5,1,0,6
597,宠物：水妖人偶,234735,892,0,0,0,5352,5,1,0,6
598,宠物：小小古代人,234774,893,0,0,0,5607,5,1,0,6
599,宠物：海小鸥,234808,894,0,0,0,5308,5,1,0,6
600,宠物：仙人刺女士,234812,895,0,0,0,5554,5,1,0,6
601,宠物：迷你贡希尔德,234818,896,0,0,0,5557,5,1,0,6
602,宠物：神杖小蛇,234835,897,0,0,0,5227,5,1,0,6
603,宠物：迷你斯卡米留尼,234860,898,0,0,0,5470,5,1,0,6
604,宠物：迷你凯纳槽,234871,899,0,0,0,5471,5,1,0,6
605,宠物：迷你巴尔巴莉希娅,234888,900,0,0,0,5472,5,1,0,6
606,宠物：迷你高贝扎,234897,901,0,0,0,5473,5,1,0,6
607,宠物：普萨玛忒,234949,902,0,0,0,5117,5,1,0,6
608,宠物：那伊阿德,234950,903,0,0,0,5118,5,1,0,6
609,宠物：得摩斯,234951,904,0,0,0,5119,5,1,0,6
610,宠物：加提卡小叶灵,234944,905,0,0,0,5116,5,1,0,6
611,宠物：迷你古鲁加加,234945,906,0,0,0,5566,5,1,0,6
612,宠物：迷你工程小车,234948,907,0,0,0,5655,5,1,0,6
613,宠物：零钱龟,234952,908,0,0,0,5120,5,1,0,6
614,宠物：王家猎犬,234953,909,0,0,0,5241,5,1,0,6
615,宠物：斯卡拉乌洛萨帕,234941,910,0,0,0,5312,5,1,0,6
616,宠物：鹭鹰龙宝宝,234954,911,0,0,0,5752,5,1,0,6
617,宠物：回复蜜虫,234955,912,0,0,0,5753,5,1,0,6
618,宠物：迷你菲奥·乌儿,234965,913,0,0,0,5400,5,1,0,6
619,宠物：小小羊,234946,914,0,0,0,5121,5,1,0,6
620,宠物：索取小猫,234947,915,0,0,0,5122,5,1,0,6
621,怪物猎人：荒野1,194704,943,0,0,0,3955,2,0,0,7
622,怪物猎人：荒野1,195719,943,0,0,0,3955,1,0,0,7
623,怪物猎人：荒野1,197724,943,0,0,0,3955,3,0,0,7
624,怪物猎人：荒野1,198722,943,0,0,0,3955,4,0,0,7
625,怪物猎人：荒野1,199719,943,0,0,0,3955,5,0,0,7
626,怪物猎人：荒野2,195720,944,0,0,0,3956,1,0,0,7
627,怪物猎人：荒野2,197725,944,0,0,0,3956,3,0,0,7
628,怪物猎人：荒野2,198723,944,0,0,0,3956,4,0,0,7
629,怪物猎人：荒野2,199720,944,0,0,0,3956,5,0,0,7
630,友好部族任务：尤卡巨人族,199970,938,0,0,0,2319,5,0,0,3
631,深层迷宫：朝圣交错路1,197726,941,0,0,0,2400,3,0,0,4
632,深层迷宫：朝圣交错路2,197727,942,0,0,0,2401,3,0,0,4
633,宇宙探索2,195721,940,0,0,0,2344,1,0,0,8
634,宇宙探索2,198724,940,0,0,0,2344,4,0,0,8
635,宇宙探索2,199721,940,0,0,0,2344,5,0,0,8
636,开拓无人岛3,197728,939,0,0,0,2342,3,0,0,8
637,开拓无人岛3,198725,939,0,0,0,2342,4,0,0,8
638,开拓无人岛3,199722,939,0,0,0,2342,5,0,0,8
639,宠物：幼羚羊,234417,945,0,0,0,5056,5,1,0,6
640,宠物：精金幼龟,234420,946,0,0,0,5061,5,1,0,6
641,宠物：一口小果冻,234437,947,0,0,0,5078,5,1,0,6
642,宠物：发条太阳,234465,948,0,0,0,5657,5,1,0,6
643,宠物：宝宝箱,234483,949,0,0,0,5086,5,1,0,6
644,宠物：暗淡之云,234517,950,0,0,0,5154,5,1,0,6
645,宠物：祝福礼盒,234513,951,0,0,0,5660,5,1,0,6
646,宠物：魔法水桶,234601,952,0,0,0,5661,5,1,0,6
647,宠物：天马幼兽,234613,953,0,0,0,5098,5,1,0,6
648,宠物：卡洛菲斯提莉玩偶,234607,954,0,0,0,5156,5,1,0,6
649,宠物：迷你命名威,234614,955,1038,1039,1040,5680,5,1,0,6
650,宠物：迷你斯卡哈,234632,956,0,0,0,5157,5,1,0,6
651,宠物：发条月亮,234637,957,0,0,0,5658,5,1,0,6
652,宠物：发条提灯,234700,958,0,0,0,5663,5,1,0,6
653,宠物：泥小点,234712,959,0,0,0,5102,5,1,0,6
654,宠物：格雷姆林宝宝,234717,960,1041,1042,1043,5103,5,1,0,6
655,宠物：迷你巨人掌,234738,961,0,0,0,5105,5,1,0,6
656,宠物：青蛙号A,234751,962,0,0,0,5651,5,1,0,6
657,宠物：草小人,234768,963,0,0,0,5606,5,1,0,6
658,宠物：阿马罗宝宝,234777,964,0,0,0,5109,5,1,0,6
659,宠物：浪人的篝火,234814,965,0,0,0,5665,5,1,0,6
660,宠物：小异亚,234823,966,0,0,0,5110,5,1,0,6
661,宠物：冒险者野餐篮,234836,967,0,0,0,5666,5,1,0,6
662,宠物：红电气石神兵,234882,968,0,0,0,5467,5,1,0,6
663,宠物：绿电气石神兵,234893,969,0,0,0,5468,5,1,0,6
664,宠物：中角羊,234911,970,0,0,0,5236,5,1,0,6
665,宠物：精金石神兵,234930,971,0,0,0,5469,5,1,0,6
666,宠物：薄暗之云,234937,972,0,0,0,5155,5,1,0,6
667,宠物：乌小鸦,234964,973,0,0,0,5315,5,1,0,6
668,宠物：鳐鳐,234966,974,0,0,0,5263,5,1,0,6
669,宇宙探索3,195722,1020,0,0,0,2345,1,0,0,8
670,宇宙探索3,198726,1020,0,0,0,2345,4,0,0,8
671,多变迷宫：商客奇谭,194705,1019,0,0,0,2405,2,0,0,4
672,多变迷宫：商客奇谭,197729,1019,0,0,0,2405,3,0,0,4
673,简约风格1,198015,1044,0,0,0,14,4,0,0,7
674,简约风格2,198016,1045,0,0,0,15,4,0,0,7
675,简约风格3,198017,1046,0,0,0,16,4,0,0,7
676,简约风格4,198018,1047,0,0,0,17,4,0,0,7
677,简约风格5,198019,1048,0,0,0,18,4,0,0,7
678,简约风格6,198020,1049,0,0,0,19,4,0,0,7
679,简约风格7,198021,1050,0,0,0,20,4,0,0,7
680,简约风格8,198022,1051,0,0,0,21,4,0,0,7
681,,0,0,0,0,0,0,0,0,0,0
682,,0,0,0,0,0,0,0,0,0,0
683,,0,0,0,0,0,0,0,0,0,0
684,,0,0,0,0,0,0,0,0,0,0
685,,0,0,0,0,0,0,0,0,0,0
686,,0,0,0,0,0,0,0,0,0,0
687,,0,0,0,0,0,0,0,0,0,0
688,,0,0,0,0,0,0,0,0,0,0
689,,0,0,0,0,0,0,0,0,0,0
690,,0,0,0,0,0,0,0,0,0,0
691,,0,0,0,0,0,0,0,0,0,0
692,,0,0,0,0,0,0,0,0,0,0
693,,0,0,0,0,0,0,0,0,0,0
694,,0,0,0,0,0,0,0,0,0,0
695,,0,0,0,0,0,0,0,0,0,0
696,,0,0,0,0,0,0,0,0,0,0
697,,0,0,0,0,0,0,0,0,0,0
698,,0,0,0,0,0,0,0,0,0,0
699,,0,0,0,0,0,0,0,0,0,0
700,,0,0,0,0,0,0,0,0,0,0
