#,SnipeData[0].DataEventNPC,SnipeData[0].Unknown0,SnipeData[0].Unknown1,SnipeData[0].Unknown2,SnipeData[0].Unknown3,SnipeData[0].Unknown4,SnipeData[0].Unknown5,SnipeData[1].DataEventNPC,SnipeData[1].Unknown0,SnipeData[1].Unknown1,SnipeData[1].Unknown2,SnipeData[1].Unknown3,SnipeData[1].Unknown4,SnipeData[1].Unknown5,SnipeData[2].DataEventNPC,SnipeData[2].Unknown0,SnipeData[2].Unknown1,SnipeData[2].Unknown2,SnipeData[2].Unknown3,SnipeData[2].Unknown4,SnipeData[2].Unknown5,SnipeData[3].DataEventNPC,SnipeData[3].Unknown0,SnipeData[3].Unknown1,SnipeData[3].Unknown2,SnipeData[3].Unknown3,SnipeData[3].Unknown4,SnipeData[3].Unknown5,SnipeData[4].DataEventNPC,SnipeData[4].Unknown0,SnipeData[4].Unknown1,SnipeData[4].Unknown2,SnipeData[4].Unknown3,SnipeData[4].Unknown4,SnipeData[4].Unknown5,SnipeData[5].DataEventNPC,SnipeData[5].Unknown0,SnipeData[5].Unknown1,SnipeData[5].Unknown2,SnipeData[5].Unknown3,SnipeData[5].Unknown4,SnipeData[5].Unknown5,SnipeData[6].DataEventNPC,SnipeData[6].Unknown0,SnipeData[6].Unknown1,SnipeData[6].Unknown2,SnipeData[6].Unknown3,SnipeData[6].Unknown4,SnipeData[6].Unknown5,SnipeData[7].DataEventNPC,SnipeData[7].Unknown0,SnipeData[7].Unknown1,SnipeData[7].Unknown2,SnipeData[7].Unknown3,SnipeData[7].Unknown4,SnipeData[7].Unknown5,EventNPC[0],EventNPC[1],EventNPC[2],EventNPC[3],EventNPC[4],EventNPC[5],EventNPC[6],EventNPC[7],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Objective0,Hint0,Objective1,Hint1,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,ActionText,Unknown19,Unknown20,VFXFire,VFXHit,VFXMiss,VFXAdditional,LGBTargetMarker,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
45,8225537,77,0,0,20000,0,1,8225538,78,0,0,20000,0,0,8229226,0,0,0,20000,0,0,8225539,0,0,0,20000,0,0,8225540,0,0,0,20000,0,0,8225541,0,0,0,20000,0,0,8225542,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,给采·努兹发送信号！,"在不被塔罗斯和周围魔物
发现的情况下
给采·努兹发送信号！",失败条件：采·努兹被塔罗斯或周围魔物发现,给采·努兹发送信号,,,,,,,,发送信号,35,35,ev_snipe_clic0f,,,,8225545,0,0,0,0,12,5,14,21,0,20,False,False
46,8912052,88,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,8910708,8910709,8910710,9068675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,确认M-017的异常反应！,"为了确认M-017和主机的关系，
在阿莉塞使用雷击的瞬间
确认M-017是否有异常的反应！",,确认M-017的异常反应,,,,,,,,确认,35,35,ev_snipe_clic0f,,,,8910706,0,55,0,0,28,45,72,10,0,20,False,False
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
48,8944035,89,0,0,20000,0,1,8944036,89,0,0,20000,0,1,8944037,89,0,0,20000,0,1,8944038,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,使魔导巨兵停止行动！,"利用魔导等离子球
使魔导巨兵停止行动！",失败条件：魔导巨兵接近救援队的恒辉队员,使魔导巨兵停止行动,,,,,,,,,35,35,ev_snipe5ct,ev_snipe5_hit0t,ev_snipe5_mis0t,,8944040,0,1000,0,0,10,16,50,60,2,6,False,True
49,8960454,90,0,0,2400,0,1,8960455,91,0,0,2400,0,0,8964649,91,0,0,2400,0,0,8964650,91,0,0,2400,0,0,8964651,91,0,0,2400,0,0,8964652,91,0,0,2400,0,0,8964653,0,0,0,20000,0,0,8964654,0,0,0,20000,0,0,8964655,8964656,8964657,8964658,8964659,8964660,8964661,8964662,0,0,0,0,0,0,0,0,0,0,0,0,抓住奔行威！,"在不妨碍其他兔兔族的前提下
用肉丸击中不停在说话
还总是在奔跑的奔行威！",失败条件：肉丸击中惊慌失措的兔兔族,用肉丸击中奔行威,,,,,,,,扔出肉丸,35,35,ev_snipe6ct,ev_snipe6_hit0t,ev_snipe6_mis0t,,8960452,0,1200,0,0,15,2,108,115,1,20,False,False
50,8960473,92,0,0,20000,0,2,8962263,93,0,0,20000,0,3,8962264,94,0,0,20000,0,1,8960495,95,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察巨大的设备！,"兔兔族们似乎
对巨大的设备很感兴趣，
对具备特征的部分进行观察！",,观察蘑菇状结构,观察储罐似的结构,观察筒状结构,,,,,,观察,35,35,ev_snipe_clic0f,,,,8960469,0,4000,0,0,20,15,60,50,0,10,False,False
51,9011147,96,0,0,20000,0,1,9012641,97,0,0,20000,0,0,9012642,98,0,0,20000,0,0,9012644,99,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,麻醉要捉的鸟！,"为埃伦维尔提供帮助，
寻找拥有绿色羽毛叫声为咕哇的鸟，
并使用麻醉针使其睡去！",失败条件：麻醉其他鸟,麻醉要捉的鸟,,,,,,,,释放麻醉针,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,9011185,0,2000,0,0,5,20,25,35,1,20,False,False
52,9015404,100,0,0,20000,0,1,9015407,106,0,0,20000,0,0,9015408,107,0,0,20000,0,0,9015410,108,0,0,20000,0,0,9015210,110,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9015207,9015209,9015412,9015413,9015416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,寻找形迹可疑的奥密克戎！,"奥密克戎们正在待命，
寻找违抗命令没有待命的个体！",,寻找形迹可疑的奥密克戎,,,,,,,,确认,35,35,ev_snipe_clic0f,,,,9015090,0,1400,0,0,10,10,45,45,0,20,False,False
53,9015595,101,0,0,5800,0,1,9015596,102,0,0,4500,0,1,9015598,103,0,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察知识神像！,"观察知识神像的细节，
聆听眺望知识神像的男性讲解，
从中学习萨雷安的历史！",,观察知识神像的细节,,,,,,,,观察,30,20,ev_snipe_clic0f,,,,9015599,0,5500,0,0,30,20,50,40,0,20,False,False
54,9019765,111,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9016808,9016811,9016812,9016975,9020884,9020885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,确认兔兔族的数量！,"参与“兔兔知多少”游戏，
寻找兔兔族并确认其数量！",,确认兔兔族的数量,,,,,,,,确认,35,35,ev_snipe_clic0f,,,,9016807,30,2000,0,0,10,12,30,30,0,20,False,False
55,9023738,112,50,0,5500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,监视平原仓库！,"在平原仓库目击到了
疑似本地人的青年，
确认他的存在！",,确认疑似本地人的青年,,,,,,,,确认,20,15,ev_snipe_clic0f,,,,9023743,0,4250,0,0,20,5,20,25,0,10,False,False
56,9031109,113,53,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,用吹箭让兴奋状态的创造生物冷静下来！,"施加了睡眠咒法的吹箭
能使兴奋状态的创造生物冷静下来，
用吹箭射击兴奋状态的创造生物！",,用吹箭射击创造生物,,,,,,,,放箭,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,9031095,0,0,0,0,50,30,80,80,0,20,False,False
57,9221835,114,0,0,20000,0,1,9221836,115,0,0,20000,0,1,9221838,116,0,0,20000,0,1,9260021,117,0,0,20000,0,0,9260022,118,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察希尔迪布兰德！,"为诊断昏睡状态的希尔迪布兰德，
仔细观察他的全身！",,仔细观察希尔迪布兰德的全身,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,9221834,0,50,0,0,40,20,40,90,0,20,False,False
58,9327642,119,0,0,3500,0,1,9327643,122,0,0,3500,0,0,9327644,123,0,0,3500,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,9327645,9327646,9327647,9327648,9327649,9327655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,寻找不明飞行物体！,"在叹息海南部目击到了不明飞行物体。
寻找不明飞行物体！",,找到不明飞行物体,,,,,,,,观察,35,35,ev_snipe_clic0f,,,,9327640,0,4500,0,0,20,9,30,30,0,20,False,False
59,10155408,124,0,0,6900,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,调查有没有异常情况！,在火墙调查有没有异常情况！,,调查异常情况,,,,,,,,观察,20,15,ev_snipe_clic0f,,,,10155403,0,3700,0,0,5,57,16,31,0,10,False,False
60,10334960,125,0,0,20000,0,1,10334961,126,0,0,20000,0,1,10334962,127,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,10839350,78,2,0,0,0,0,0,0,0,0,0,观察神轿！,"观察哈努族在节日中使用的神轿
并调查破损情况！",,调查神轿,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,10334932,0,100,0,0,20,25,27,25,0,10,False,False
61,10339679,128,0,0,20000,0,1,10339735,129,0,0,20000,0,1,10339736,130,0,0,20000,0,1,10764673,134,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,10339681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察釉药工房内部！,"为了推理出罐子工卡黑的愿望
观察釉药工房内部！",,观察釉药工房内部,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,10339656,0,0,0,0,25,15,70,70,0,10,False,False
62,10386698,131,0,0,4500,0,1,10386701,133,0,0,4500,0,0,10386706,132,0,0,4000,0,0,10676023,132,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,10386699,10386702,10386703,10386704,10386705,10773945,10773949,0,0,0,0,0,0,0,0,0,0,0,0,0,寻找星战士团的士兵！,"寻找正在追踪拉札罕正义侠的
星战士团的士兵！",,寻找星战士团的士兵,,,,,,,,确认,15,10,ev_snipe_clic0f,,,,10384388,0,9300,0,0,5,15,10,70,0,10,False,False
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
64,10516781,138,0,0,20000,0,1,10517930,139,0,0,20000,0,1,10516782,140,0,0,20000,0,1,10517929,141,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察躺着的士兵！,"为了分析佐拉加军的势力
观察躺着的士兵！",,观察躺着的士兵,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,10510499,0,0,0,0,10,30,45,25,0,20,False,False
65,10562666,142,0,0,20000,0,1,10562669,143,0,0,20000,0,1,10562670,144,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察青磷水相关设备！,"为了帮忙进行定期检查
观察青磷水相关设备！",,观察青磷水相关设备,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,10562671,0,1000,0,0,20,10,38,38,0,20,False,False
66,10805073,145,0,0,20000,0,1,10805074,146,0,0,20000,0,1,10805075,147,0,0,20000,0,1,10805076,148,0,0,20000,0,0,10805077,149,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,观察双头雕像！,"为了了解玛穆克
观察双头雕像的细节！",,观察双头雕像的细节,,,,,,,,观察,0,0,ev_snipe_clic0f,,,,10805071,0,0,0,0,30,5,45,40,0,10,False,False
67,11654632,150,0,0,3000,0,1,11654634,152,0,0,3000,0,0,11654637,153,0,0,7000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,11654633,11654635,11654638,11654639,11654636,11655591,11655592,0,0,0,0,0,0,0,0,0,0,0,0,0,寻找需要救助的人！,"海岸附近有人溺水了，
尽快找到需要救助的人！",,寻找需要救助的人,,,,,,,,观察,15,15,ev_snipe_clic0f,,,,11612906,0,5100,0,0,28,12,80,38,0,10,False,False
