#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
12873,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3213,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12874,生成外设,0,405,24,1875,0,0,0,30,0,0,0,0,0,3204,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12875,钢铁之吻,0,405,24,3245,0,0,0,30,0,0,0,1,0,3205,3,0,8,0,8,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12876,钢铁之吻,0,405,24,3245,0,0,0,20,0,0,0,1,0,3205,3,0,8,0,8,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12877,爆炸,0,405,0,6542,0,0,0,20,0,0,0,0,0,6541,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12878,大爆炸,0,405,0,6544,0,0,0,20,0,0,0,0,0,6543,2,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12879,大爆炸,0,405,24,4599,0,0,0,30,0,0,0,0,0,4575,2,0,8,0,0,0,2,80,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12880,突进,0,405,0,4598,0,0,0,0,0,0,0,2,0,4574,3,0,0,0,0,0,4,49,15,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12881,循环程序,0,405,22,1875,0,0,0,40,0,0,0,0,0,4573,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12882,●存在抹消プログラム・マグネットα：オメガ3/ボス3：ハード,0,405,24,5996,0,0,0,60,0,0,0,0,0,3207,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12883,磁铁,0,405,24,5996,0,0,0,70,0,0,0,0,0,3207,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12884,磁力,0,405,0,4400,0,0,0,0,0,0,0,0,0,4399,2,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12885,相斥,0,405,0,4404,0,0,0,0,0,0,0,0,0,4403,2,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12886,清除记忆污染S,0,405,0,6546,0,0,0,0,0,0,0,0,0,6545,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12887,引爆记忆污染S,0,405,0,6548,0,0,0,0,0,0,0,0,0,6547,2,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12888,清除记忆污染P,0,405,0,6546,0,0,0,0,0,0,0,0,0,6545,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12889,引爆记忆污染P,0,405,0,6548,0,0,0,0,0,0,0,0,0,6547,2,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12890,强制结束,0,405,22,1875,0,0,0,160,0,0,0,0,0,3207,2,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12891,三角攻击,0,405,0,3251,0,0,0,100,0,0,0,0,0,3211,3,0,0,0,0,0,4,100,100,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12892,火炎放射,0,405,24,1875,0,0,0,40,0,0,0,0,0,3205,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12893,火炎放射,0,405,0,6711,0,0,0,0,0,0,0,0,0,6549,2,0,0,0,0,0,3,60,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12894,燃烧室排热,0,405,0,6713,0,0,0,20,0,0,0,0,0,6712,2,0,0,0,0,0,3,60,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12895,导弹发射,0,405,24,1875,0,0,0,0,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12896,导弹命中,0,405,0,4721,0,0,0,0,0,0,0,0,0,4720,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12897,冲击波,0,405,24,3246,0,0,0,0,0,0,0,0,0,3206,3,0,8,0,0,0,2,15,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12898,右舷齐射·波动炮,0,405,24,3242,0,0,0,50,0,0,0,0,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12899,右舷齐射·波动炮,0,405,24,3242,0,0,0,30,0,0,0,0,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12900,左舷齐射·波动炮,0,405,24,3243,0,0,0,50,0,0,0,0,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12901,左舷齐射·波动炮,0,405,24,3243,0,0,0,30,0,0,0,0,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12902,右舷齐射·零式波动炮,0,405,22,3242,0,0,0,40,0,0,0,0,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12903,右舷齐射·零式波动炮,0,405,24,3242,0,0,0,0,0,0,0,0,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12904,左舷齐射·零式波动炮,0,405,22,3243,0,0,0,40,0,0,0,0,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12905,左舷齐射·零式波动炮,0,405,24,3243,0,0,0,0,0,0,0,0,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12906,原子射线,0,405,24,3247,0,0,0,40,0,0,0,0,0,3207,3,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12907,欧米茄滑跃,0,405,24,3249,0,0,0,50,0,0,0,0,0,3209,3,0,8,0,8,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12908,原子射线,0,405,24,3247,0,0,0,40,0,0,0,0,0,3207,3,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12909,芥末爆弹,0,405,24,3248,0,0,0,50,0,0,0,0,0,3208,3,0,8,0,0,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12910,大漩涡,0,405,24,3250,0,0,0,40,0,0,0,0,0,3210,2,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12911,欧米茄干扰器,0,61262,0,1875,0,0,0,0,15,0,0,1,0,6163,4,0,2,0,0,0,2,3,0,0,0,0,81,0,0,5,1,1,7,0,0,-1,20,0,5,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12912,生成外设,0,405,24,1875,0,0,0,30,0,0,0,0,0,3204,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12913,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12914,大爆炸,0,405,24,4599,0,0,0,50,0,0,0,0,0,4575,2,0,8,0,0,0,2,80,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12915,循环程序,0,405,22,1875,0,0,0,40,0,0,0,0,0,4573,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12916,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12917,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12918,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12920,清除记忆污染S,0,405,0,6546,0,0,0,0,0,0,0,0,0,6545,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12921,引爆记忆污染S,0,405,0,6548,0,0,0,0,0,0,0,0,0,6547,2,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12922,强制结束,0,405,22,1875,0,0,0,240,0,0,0,0,0,3207,2,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12923,三角攻击,0,405,0,3251,0,0,0,300,0,0,0,0,0,3211,3,0,0,0,0,0,4,100,100,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12924,火炎放射,0,405,24,1875,0,0,0,40,0,0,0,0,0,3205,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12925,火炎放射,0,405,0,6711,0,0,0,40,0,0,0,105,0,6549,2,0,0,0,0,0,3,60,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12926,导弹发射,0,405,24,1875,0,0,0,0,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12927,导弹命中,0,405,0,4721,0,0,0,0,0,0,0,0,0,4720,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12928,冲击波,0,405,24,3246,0,0,0,0,0,0,0,0,0,3206,3,0,8,0,0,0,2,15,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12929,右舷齐射·波动炮,0,405,24,3242,0,0,0,50,0,0,0,128,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12930,右舷齐射·波动炮,0,405,24,3242,0,0,0,30,0,0,0,128,0,3202,3,0,11,0,14,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12931,左舷齐射·波动炮,0,405,24,3243,0,0,0,50,0,0,0,128,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12932,左舷齐射·波动炮,0,405,24,3243,0,0,0,30,0,0,0,128,0,3203,3,0,11,0,7,0,3,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12933,欧米茄滑跃,0,405,24,3249,0,0,0,50,0,0,0,0,0,3209,3,0,8,0,8,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12934,原子射线,0,405,24,3247,0,0,0,40,0,0,0,0,0,3207,3,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12935,芥末爆弹,0,405,24,3248,0,0,0,50,0,0,0,0,0,3208,3,0,8,0,0,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12936,大漩涡,0,405,24,3250,0,0,0,40,0,0,0,0,0,3210,2,0,8,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12937,爆裂尾,0,405,0,1875,0,0,0,0,300,0,0,0,0,1195,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12938,ルミスフィア,0,405,24,3255,0,0,0,30,300,0,0,1,0,3215,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,40,0,5,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12939,以太冲击,0,405,24,3259,0,0,0,30,300,0,0,2,0,3219,3,0,8,0,0,0,4,20,4,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12940,进沙坑,0,405,0,1875,0,0,0,0,0,0,0,0,0,3206,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12941,致命踏压,0,405,24,3243,0,0,0,30,260,0,0,1,0,3203,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12942,冲顶,0,405,24,3244,0,0,0,30,260,0,0,5,0,3204,3,0,8,0,0,0,3,3,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12943,电磁学,0,405,0,2354,0,0,0,50,280,0,0,1,0,2353,3,0,0,0,0,0,1,30,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,30,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12944,ラウンドスイング,0,405,24,2278,0,0,0,30,280,0,0,1,0,2273,3,0,8,0,0,0,5,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12945,猛扫,0,405,24,2330,0,0,0,50,310,0,0,5,0,2325,3,0,8,0,0,0,3,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12946,粉碎铁球,0,405,24,2305,0,0,0,50,310,0,0,1,0,2290,3,0,8,0,0,0,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12947,破坑而出,0,405,0,3244,0,0,0,0,0,0,0,0,0,3204,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12948,甲壳破裂,0,405,24,2019,0,0,0,40,260,0,0,1,0,1252,3,0,8,0,0,0,5,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12949,自动火炮,0,405,24,3542,0,0,0,20,150,0,0,2,0,3541,3,0,8,0,0,0,4,40,5,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12950,雾散爆发,0,405,24,3544,0,0,0,40,200,0,0,1,0,3543,3,0,8,0,0,0,5,6,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12951,地震,0,405,0,2028,0,0,0,50,350,0,0,1,0,1268,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12952,荒漠芬芳,0,405,24,3254,0,0,0,30,350,0,0,5,0,3214,3,0,8,0,0,0,3,6,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,6,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12953,大颚咬,0,405,0,1875,0,0,0,0,300,0,0,0,0,3201,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12954,毒液喷射,0,405,24,3242,0,0,0,30,300,0,0,1,0,3202,3,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12955,毒性喷雾,0,405,0,3247,0,0,0,40,300,0,0,5,0,3207,2,0,0,0,0,0,3,8,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12956,强磁力,0,405,0,4402,0,0,0,0,0,0,0,0,0,4401,3,0,0,0,0,0,6,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12957,莫古的魔咒,0,405,3,1875,0,0,0,30,0,0,0,0,0,3036,3,0,8,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12958,术士的记忆,0,64601,0,1875,1,0,0,0,100,0,1631,0,0,6642,2,0,0,0,0,0,1,0,0,20,0,0,81,0,0,0,2,133,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
12959,斗士的记忆,0,64602,0,1875,1,0,0,0,100,0,1632,0,0,6643,2,0,0,0,0,0,1,0,0,20,0,0,81,0,0,0,2,134,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
