#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
1590,火焰妖异,吸收了深空火炬的火焰转化为自身的魔力,215068,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1591,觉醒,得到了以太供应，获得了强大的力量,215863,-90,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1592,伤害提高,攻击所造成的伤害提高,217061,20,0,0,57,3,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1593,环境适应,适应了属性以太紊乱的环境,215884,0,20,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1594,百烈拳,自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短,215008,-80,0,0,5,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1595,加重,移动速度降低,215002,0,6,0,3,0,1,2,4,200,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1596,睡眠,陷入沉睡，无法做出任何行动,215013,0,74,0,1,0,1,2,2,100,0,0,0,3,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1597,受伤加重,受到攻击的伤害增加,217101,50,0,0,0,16,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1598,突然变异,受到属性以太紊乱的影响，突然发生变异,215885,100,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1599,热病,身体极度发热，无论做出任何行动都会受到火属性伤害,215647,100,19,0,0,0,1,2,17,99,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1600,混沌之炎,被混沌之炎缠身，效果时间结束时会产生火属性攻击,215902,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1601,混沌之水,被混沌之水浸湿，效果时间结束时会产生水属性攻击,215903,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1602,混沌之风,被混沌之风吹拂，效果时间结束时会产生风属性攻击。从正面被击退时移动距离加倍，从背后被击退时移动距离减半。被击退时效果解除,215904,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1603,混沌之逆风,被混沌之逆风吹拂，效果时间结束时会产生风属性攻击。从正面被击退时移动距离减半，从背后被击退时移动距离加倍。被击退时效果解除,215905,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1604,混沌之泥土,被混沌之泥土覆盖，所有体力恢复效果降低。体力完全恢复时效果解除,215906,-50,0,0,0,0,1,2,17,200,0,0,0,25,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1605,混沌之土,被混沌之土覆盖，受到伤害减少，所有体力恢复效果失效。受到使体力为0的伤害时，体力变为1且效果解除,215907,-50,0,0,0,0,1,2,17,200,0,0,0,30,31,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1606,染泥,全身是泥，需要清洗，所受伤害减少,215889,-50,0,0,69,0,1,1,0,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
1607,●弱点：雷属性,●強烈な雷属性が有効。,215597,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1608,变身,变成了其他形态,215890,-50,0,0,69,0,1,2,17,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1609,变身,变成了其他形态,215890,-50,0,0,69,0,1,2,17,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1610,地之力,获得了地之力,215896,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1611,魔法障壁,受到魔法障壁保护,215897,0,78,0,89,0,1,1,16,200,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1612,魔法障壁：无法展开,无法展开魔法障壁,215898,0,80,0,89,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1613,灵魂的光辉,灵魂发出耀眼的光辉,219381,10,0,0,0,10,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1614,拘束,无法做出任何行动,215545,0,77,0,0,0,1,2,17,100,0,4,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1615,魔法障壁：崩坏,魔法障壁逐渐崩坏,215899,0,79,0,89,0,1,1,16,200,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1616,天之灾厄,受到拥有天之力的敌人的自动攻击时将被附加死亡宣告,215900,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1617,地之灾厄,受到拥有地之力的敌人的自动攻击时将被附加死亡宣告,215901,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1618,继承文理技能,暂时继承了文理技能，可发动特定的文理技能,216626,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1619,行动中,采取了某种行动,215765,0,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1620,现出原形,现出了自己的真正模样,215928,0,0,0,0,0,1,1,16,200,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1621,潜伏,隐去了身形，过于接近敌人则会被发现,215673,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1622,暴击,所有的攻击必定打出暴击,215555,100,0,0,0,0,1,1,16,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1623,电气填充,全身带电，对弱点属性为雷的敌人造成的伤害提高,215891,20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1624,循环程序,被欧米茄的循环程序污染,215892,0,83,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1625,渐渐遗忘,逐渐忘记一切，累积至6档时会完全失忆,219361,0,0,0,0,6,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1626,遗忘,记忆被消除,215893,0,0,0,67,0,1,2,17,100,0,0,0,9,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1627,连锁遗忘,记忆被攻击,215894,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1628,渐渐石化,不断石化，体力完全恢复时效果解除,215895,0,0,0,0,0,1,2,17,200,0,0,0,25,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1629,循环,从时空狭缝中被抹除,215892,0,83,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1630,人类形态,变成了人形,215908,0,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1631,术士的记忆,魔法攻击所造成的伤害提高,216627,60,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1632,斗士的记忆,攻击所造成的伤害提高,216628,40,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1633,重骑兵的记忆,体力最大值提高，减轻所受到的伤害,216629,-80,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1634,守护者的记忆,体力最大值提高，减轻所受到的伤害,216630,-45,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1635,祭司的记忆,魔力最大值提高，治疗魔法的治疗量提高,216631,50,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1636,武人的记忆,攻击所造成的伤害提高,216632,20,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1637,斥候的记忆,以攻击力降低为代价提高回避率,216633,25,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1638,圣骑士的记忆,体力最大值提高，以攻击力降低为代价提高治疗魔法的治疗量,216634,30,0,0,98,0,1,1,16,0,0,23,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1639,狂战士的记忆,以魔法防御力降低为代价提高攻击力,216635,30,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1640,盗贼的记忆,移动速度提高，回避率提高，中毒耐性提高,216636,10,0,0,98,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1641,英杰的加护,体力最大值提高，命中率提高，陷入无法战斗状态时有几率自动复活,216637,10,0,0,117,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1642,文理护盾,减轻所受到的物理伤害,216638,-22,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1643,文理魔盾,减轻所受到的魔法伤害,216639,-22,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1644,文理敏捷,移动速度提高,216640,0,0,0,0,0,1,1,16,0,0,18,0,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1645,高速复唱,缩短下次能力类技能的复唱时间,216641,0,0,0,116,0,1,1,16,0,0,5,0,18,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1646,文理勇气,攻击所造成的伤害提高,216642,10,0,0,0,0,1,1,16,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1647,物理盾,受到物理攻击的伤害减少,216643,-99,0,0,0,0,1,1,16,70,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1648,魔法盾,受到魔法攻击的伤害减少,216644,-99,0,0,0,0,1,1,16,70,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1649,文理反射,自身受到的魔法将被反射给对方,216645,0,0,0,0,0,1,1,16,70,0,0,0,40,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1650,ロゴス・ポイズン,ＨＰが徐々に失われる状態。,216646,30,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1651,文理醒神,魔素以太恢复量提高,216647,100,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1652,魔法爆发,以自身发动技能时消耗的魔力增加为代价提高魔法类技能攻击时造成的伤害,216648,100,0,0,0,0,1,1,16,0,0,6,0,19,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1653,文理双刃剑,以体力不断降低为代价提高物理攻击所造成的伤害,219401,360,0,0,0,16,1,1,16,70,0,0,0,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1654,文理精神镖,受到攻击的伤害增加,216650,8,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1655,文理放逐,受到攻击的伤害增加,216651,30,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1656,蓄力,提升下次战技的攻击力,219341,30,0,0,0,16,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1657,文理激怒,自身吸引的仇恨增加,216652,500,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1658,欧米茄,无法解析,215909,10,0,0,0,0,1,1,0,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1659,超越界限,在超越界限的状态下运作,215910,0,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1660,防护程序M,防护程序M启动，对欧米茄M的攻击无效,215911,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1661,防护程序F,防护程序F启动，对欧米茄F的攻击无效,215912,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1662,共鸣程序：近,欧米茄M和欧米茄F接近时，战斗力提高,215913,0,81,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1663,共鸣程序：远,欧米茄M和欧米茄F远离时，战斗力提高,215914,0,82,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1664,严重错误：同步,感染了严重错误，效果结束会一并爆发,215915,0,0,0,0,0,1,2,17,210,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1665,严重错误：上溢,感染了严重错误，效果结束会一并爆发,215916,0,0,0,0,0,1,2,17,210,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1666,严重错误：下溢,感染了严重错误，与他人接触时会传染给对方，且效果结束会一并爆发,215917,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1667,修复错误：同步,严重错误：同步无效,215918,0,0,0,0,0,1,2,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1668,修复错误：上溢,严重错误：上溢无效,215919,0,0,0,0,0,1,2,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1669,修复错误：下溢,严重错误：下溢无效,215920,0,0,0,0,0,1,2,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1670,潜在错误,感染了潜在的错误，效果结束会一并爆发，受到某种技能时效果解除,215921,0,0,0,0,0,1,2,17,210,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1671,潜在错误：下溢,感染了潜在的错误，效果结束会一并爆发，受到某种技能时效果解除,215922,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1672,回归方程：近,感染了连锁性错误，效果结束时或与回归方程：近状态下的队友距离过近时将会引起大爆炸,215923,0,0,0,0,0,1,2,17,240,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1673,回归方程：远,感染了连锁性错误，效果结束时或与回归方程：远状态下的队友距离过远时将会引起大爆炸,215924,0,0,0,0,0,1,2,17,230,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1674,欧米茄M,欧米茄化身为了男性,215925,0,0,0,69,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1675,欧米茄F,欧米茄化身为了女性,215926,0,0,0,69,0,1,1,0,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1676,液化,化为了液体,215927,0,0,0,69,0,1,1,0,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1677,文理浴血,攻击附带吸收体力的效果,216653,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1678,,,0,0,255,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
1679,延迟咏唱：强回返,"成为了将延迟发动的强回返的目标
倒计时结束时，强回返发动",215331,0,0,0,0,0,0,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1680,延迟咏唱：核爆,"成为了将延迟发动的核爆的目标
倒计时结束时，核爆发动",215970,0,0,0,0,0,0,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1681,强制移动,朝着特定方向持续移动,215773,0,0,0,67,0,1,2,17,200,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1682,睡眠·阴,阴陷入沉睡,215929,0,76,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1683,睡眠·阳,阳陷入沉睡,215930,0,75,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1684,号令：强石化,收到号令，发动次级强石化,215555,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1685,号令：蓄势冲撞,收到号令，发动次级蓄势冲撞,215555,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1686,号令：龙卷,收到号令，发动次级龙卷,215555,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1687,体力持续恢复,体力会随时间逐渐恢复,215532,10,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1688,集中攻击,对攻击目标进行集中攻击,215931,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1689,攻击目标,被认定为攻击目标，不断受到集中攻击,215932,0,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False
1690,天之力,获得了天之力,215934,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1691,地之力,获得了地之力,215896,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1692,守护者之魂,充满身为守护者的决心的灵魂,215869,0,106,0,0,0,1,1,0,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1693,斩击耐性降低,对抗斩击攻击的耐性有所降低,215786,-10,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1694,突刺耐性降低,对抗突刺攻击的耐性有所降低,215065,-10,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1695,无力,陷入无力状态，魔力不断减少，无法恢复体力,215843,7500,0,0,0,0,1,2,17,100,0,0,0,30,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1696,淹没,被淹没，无法移动，无法使用技能,215936,0,0,0,0,0,1,2,3,100,0,4,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1697,无敌,一切攻击都无法造成伤害,215024,0,0,0,0,0,1,1,16,200,0,0,1,12,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1698,突然变异,受到属性以太紊乱的影响，突然发生变异,215885,100,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1699,傀儡旋律,听到了傀儡的旋律，倒计时为0时开始向特定方向移动,215933,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1700,突然变异,受到属性以太紊乱的影响，突然发生变异,215885,100,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
1701,防御力场,受到防御力场的保护,215056,-10,0,0,40,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1702,冰属性耐性降低,对抗冰属性攻击的耐性有所降低,215596,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1703,入侵,神经系统受到入侵，倒计时为0时陷入眩晕效果,215935,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1704,循环程序,被欧米茄的循环程序污染,215892,0,83,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1705,隐遁,隐遁自己的身形，移动速度降低,210607,0,0,0,97,0,1,1,16,100,0,1,0,2,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1706,回避力提升,回避率提高,215062,10,0,0,11,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1707,右侧未解析,"只有身体右侧没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215939,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1708,左侧未解析,"只有身体左侧没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215940,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1709,背面未解析,"只有身体背面没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215941,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1710,光之腕,光属性攻击受到强化,215950,0,89,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1711,暗之腕,暗属性攻击受到强化,215951,0,90,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1712,光之衣,光芒围绕，对特定暗属性攻击有抵抗的效果,215952,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1713,暗之衣,黑暗缠绕，对特定光属性攻击有抵抗的效果,215953,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1714,出血,无属性持续伤害，体力逐渐流失,213501,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1715,腐臭,造成的伤害降低,213502,-10,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1716,蓄力,下次发动魔法攻击的威力提高,213503,100,0,0,102,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1717,破防,受到攻击的伤害增加,213504,5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1718,狂战士化,造成的伤害和移动速度提高，效果结束时将被附加狂战士化的副作用,213505,50,85,0,99,0,1,1,16,1,0,18,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1719,强力守护,令自身所受到的伤害减少，同时会以攻击力降低为代价提高自身仇恨,213506,-10,0,0,0,0,1,1,16,0,0,0,0,34,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1720,冰棘屏障,受到物理攻击时，攻击方将受到冰属性伤害，并有一定几率被附加减速状态,213507,30,0,0,19,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1721,惊奇光,受到魔法攻击的伤害增加,213508,10,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1722,超硬化,无法自由活动，但受到攻击的伤害减少,213509,-10,84,0,0,0,1,1,16,1,0,4,0,27,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1723,裂伤,风属性持续伤害，体力逐渐流失,213510,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1724,水神的面纱,受到攻击时，攻击方将受到水属性伤害,213511,100,0,0,19,0,1,1,16,10,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1725,咒怨的替身,被贴上了咒怨的替身，当效果消失或陷入无法战斗状态时，积蓄的伤害量会瞬间爆发出来,215937,0,98,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1726,拘束,无法做出任何行动,215545,0,99,0,0,0,1,2,17,100,0,4,0,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1727,狂战士化的副作用,无法发动自动攻击、魔法、战技和能力,213512,0,0,0,99,0,1,2,17,50,0,19,0,24,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1728,契约中,和指定小队结下了佣兵契约，倒计时为0时契约期满。自身受到的治疗魔法效果降低,215945,-50,0,0,0,0,1,2,0,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
