#,Text,Unknown6,BalloonTime,Unknown0,Unknown7,Unknown8,OutputType,Unknown_70,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,IsBalloonSlow,BattleTalkTime
596,嗯，这是什么味道？难道是……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
597,可恶的卢恩人，居然又来！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
598,大家一起上，赶走他们！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
599,呼……终于滚了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
600,下次要让他们再多吃些教训。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
601,很好，大家辛苦了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
602,作战完成得很好。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
603,大家撤吧。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
604,唔……大家辛苦了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
605,作战目标没能达成……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
606,撤退……回去卷土重来。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
607,就算是在陆地上我也不会输的！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
608,好好看看我们海盗的实力吧！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
609,就这点胆子吗？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
610,太好了，赶走他们了！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
611,没有看起来那么厉害嘛！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
612,见识到我们的力量了吧？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
613,哼，尝到厉害了吧！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
614,小看海盗可是会吃苦头的！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
615,不要再来这里了！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
616,啊，真是不错的运动！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
617,我还没杀够呀……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
618,下次再来吧。,0,5,0,0,0,2,0,1,25,False,False,False,False,False
619,嗯，真有助于调节心情。,0,5,0,0,0,2,0,1,25,False,False,False,False,False
620,可恶，都被破坏了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
621,真是好惨……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
622,该死！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
623,粮食啊……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
624,这群该死的地鼠……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
625,损失好惨重……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
626,大家都怎样了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
627,啊……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
628,要是我们能更强大一些……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
629,一片狼藉啊……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
630,终于离开了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
631,什么，我的身手变迟钝了吗……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
632,跟海上的战斗还是差异太大了呢……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
633,休想从这里过去！嘻嘻……,0,1,0,0,0,5,0,5,25,False,False,False,False,False
634,山是我们的！,0,1,0,0,0,5,0,5,25,False,False,False,False,False
635,太碍眼了……消失吧！,0,1,0,0,0,5,0,5,25,False,False,False,False,False
636,要消失的是你！,0,1,0,0,0,5,0,5,25,False,False,False,False,False
637,人类都滚出去！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
638,想被埋到地里去吗？,0,3,0,0,0,2,0,1,25,False,False,False,False,False
639,泰坦大人 救命啊……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
640,去小阿拉米格的路上就拜托你了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
641,怎么能在这里被干掉！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
642,重建又要多花些时日了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
643,这些混蛋……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
644,我受够这地方了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
645,重建工作又要从头开始了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
646,还是海上好……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
647,哎呀呀，真是太棒了……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
648,十分感谢。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
649,这样我们的受损就少了很多。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
650,再有事的话还要麻烦你帮忙哦！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
651,还是逃掉了吗……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
652,不过还是要谢谢你。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
653,不过它们大概还会来吧。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
654,到时候还要再麻烦你了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
655,太好了，总算可以安心了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
656,多谢各位！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
657,？,0,3,0,0,0,3,0,1,25,False,False,False,False,False
658,什么？,0,3,0,0,0,3,0,1,25,False,False,False,False,False
659,哇——,0,4,0,0,0,3,0,1,25,False,False,False,False,False
660,"呼……呼……
决不会让你们践踏乌氏之名！",0,3,0,0,0,2,0,1,25,False,False,False,False,False
661,呜……这群畜生！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
662,啊……已经不行了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
663,必须去向捕鱼人行会报告。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
664,征讨魔物的作战现在开始！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
665,全体开始进攻！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
666,今天也要加油……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
667,嗯？那边是什么？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
668,是海盗！全体注意了，拦住他们！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
669,他们是鱼人族派来的！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
670,很好，任务成功了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
671,开始撤收。大家辛苦了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
672,可恶，作战失败了吗……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
673,撤退！回去重整旗鼓！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
674,嘻嘻嘻嘻……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
675,呀喝！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
676,嘿嘿嘿……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
677,噜噜噜……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
678,啊哈啊哈啊哈……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
679,为了水神大人！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
680,嘁，这些家伙好厉害！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
681,撤了！快撤！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
682,不要再让我看到你！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
683,总算是顺利赶走他们了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
684,怎么办，护卫人数不太够啊……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
685,不出什么情况的话就好了……,0,3,0,0,0,2,0,1,25,False,False,False,False,False
686,还没到南防波堤吗……,0,3,0,0,0,2,0,1,25,False,False,False,False,False
687,快一点！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
688,一切障碍都要排除！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
689,我一定会把东西送到的！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
690,感谢你的协助！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
691,纳尔札尔大人，请保佑我……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
692,不要抛下我啊，千万不要哦！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
693,希望没有被注意到……,0,3,0,0,0,2,0,1,25,False,False,False,False,False
694,呀！要、要完蛋了！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
695,腿、腿不听使唤了！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
696,得救了，你也没事吧？,0,3,0,0,0,2,0,1,25,False,False,False,False,False
697,我得加油钓到大鱼给儿子看啊！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
698,今天我预感会大丰收！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
699,嗯？河里好像有点奇怪……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
700,是、是水蜥！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
701,谁能干掉这些水蜥啊？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
702,我儿子还在家等着我的成果啊……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
703,空手回去的话又要被孩儿他妈骂了。,0,5,0,0,0,2,0,1,25,False,False,False,False,False
704,今天还是回去吧……改天再加油。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
705,基本没有鱼剩下了啊……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
706,今天到底怎么回事！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
707,真是倒霉透了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
708,速速拿下敌营！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
709,上啊，仆从们！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
710,怎么了，敌营在那边！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
711,还训练的不够吗……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
712,它们不听话……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
713,歼灭这些仇敌！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
714,听我的指挥！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
715,不要在那边小便！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
716,有碍事的家伙！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
717,我是让你喷火！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
718,再凶猛些！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
719,不要畏缩！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
720,居然看不起我……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
721,敌人在那边！听不懂吗？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
722,唉，太难使唤了！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
723,想要吃东西就争取立功吧！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
724,失算了，撤退！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
725,战果不够好，今天就到此为止吧。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
726,最近这边也变得比较危险了。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
727,哦，你是说海盗们闹事比较多吗？,0,3,0,0,0,3,0,1,25,False,False,False,False,False
728,一个人上路实在不太安全。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
729,哈哈哈，你想太多啦。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
730,希望只是我想多了吧……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
731,上啊！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
732,竟敢反抗帝国！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
733,干掉他们！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
734,就凭你们？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
735,可恶！我赶时间啊！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
736,这样子根本没法通过了啊……,0,3,0,0,0,2,0,1,25,False,False,False,False,False
737,谢谢了，冒险者！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
738,这样子没法过去了啊……真是的。,0,3,0,0,0,2,0,1,25,False,False,False,False,False
739,这挡的也是我们的财路啊！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
740,谢谢，多亏了你！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
741,"呼哧……呼哧……
什么？什么？追兵吗？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
742,"粘粘糊糊 出来吧，
俺的仆人。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
743,"熊熊燃烧 出来吧，
俺的仆人。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
744,"嗡嗡作响 出来吧，
俺的仆人。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
745,"呼哧……呼哧……
招数用尽 要输了。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
746,跪拜在卫月之神的面前吧！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
747,"长眠中的同胞们啊，
从死亡的深渊中醒来吧！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
748,"长眠中的同胞们啊，
化作我们的力量吧！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
749,"挣脱死亡的束缚，
来吧，我的同胞们！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
750,"同胞们啊……
你们也舍弃我了吗……",0,5,0,0,0,3,0,1,25,False,False,False,False,False
751,一切都是为了火神……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
752,"清净之火啊，
把一切烧光吧！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
753,"清净之火啊！
毁灭掉这些污秽的存在吧！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
754,"熊熊燃烧吧！
炎狱之火！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
755,"我的灵魂之火……
也要燃尽了吗？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
756,"你们污秽的灵魂，
只有用死来净化！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
757,"呜呼！我逝去的弟弟！
你是如此可靠！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
758,"呜呼！我逝去的友人！
你是如此威武！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
759,"呜呼！我逝去的父亲！
你是如此强大！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
760,"大家都逝去了……
这次是我吗……",0,5,0,0,0,3,0,1,25,False,False,False,False,False
761,我的翅膀很大很漂亮吧呼啾？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
762,我的朋友们可是很厉害的呼啾！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
763,翅膀变大后的我是不会输的呼啾！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
764,冒险者想妨碍我的话就去死吧呼啾！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
765,"啊……翅膀……
我的翅膀……",0,5,0,0,0,3,0,1,25,False,False,False,False,False
766,"让我见识见识吧，
冒险者的力量……",0,5,0,0,0,3,0,1,25,False,False,False,False,False
767,是我胜了吧……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
768,没有这么容易消失的！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
769,不错嘛，冒险者！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
770,还没有！还没有消失！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
771,"我，很强的。
你们，惹错人了。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
772,"你，知道，
炼金术，可以这么使吗？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
773,接下来，是这招！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
774,最后的厉害招数哦！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
775,"泰坦大人……
救、救救我……",0,5,0,0,0,3,0,1,25,False,False,False,False,False
776,不识真神的愚者们！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
777,"卫月之神啊，
将您那红色的力量赐予我们吧！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
778,"红莲之火啊，
烧尽我们的敌人！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
779,至高之神卫月啊！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
780,"我的神啊……
您要舍弃我了吗？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
781,"气焰万丈！
无人能匹敌我的火炎！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
782,"电光石火！
唯快不破！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
783,"过眼云烟！
接我下一招！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
784,"怒发冲天！
逼我用绝招！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
785,"惊天动地……
我的火炎居然会败？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
786,泽泽卢恩，想要去，宴会！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
787,不知道，为什么，好可怕！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
788,泽泽卢恩，饿坏了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
789,吃饭，吃饭，要快！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
790,宴会，泽泽卢恩，开吃！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
791,"这里是哪呼啾？
能给我带路吗呼啾？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
792,暂留地在哪边呢呼啾？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
793,还没到吗呼啾？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
794,好像会有什么出现呼啾……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
795,"是暂留地呼啾！
谢谢你呼啾！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
796,"太受欢迎也很辛苦呢库啵。
希望你能来作莫古的护卫库啵。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
797,不给签名的哦库啵！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
798,护卫朋友，拜托你了库啵！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
799,莫古的人气很高的库啵！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
800,"护卫工作辛苦了库啵！
不过莫古的支持者都去哪了库啵？",0,5,0,0,0,3,0,1,25,False,False,False,False,False
801,谁来谁来保护？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
802,讨厌讨厌触手。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
803,好了好了，前进前进。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
804,伽特里克斯是好哥布林！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
805,到了到了，再见再见。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
806,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
807,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
808,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
809,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
810,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
811,去殖民地的路上就拜托你了哦。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
812,继续前进吧。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
813,这边也变得危险了好多啊。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
814,加油啊，别停下！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
815,"呼，终于到了，
一路辛苦你了！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
816,"梅梅卢恩，要回店里，
帮忙帮忙！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
817,梅梅卢恩，害怕害怕。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
818,快点快点，回到店里。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
819,梅梅卢恩，不会打架！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
820,安全安全，感谢感谢！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
821,有谁能来保护俺吗？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
822,能不能赶上回去的船啊？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
823,船是在这边吧？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
824,伽特里克斯是好哥布林！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
825,太好了，太好了，赶上了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
826,送我到拉诺西亚高地就可以了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
827,有伤兵等着治疗，我们要快一点。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
828,这边魔物们还真多啊。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
829,吓我出了一身汗。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
830,香葡萄酒能平安送到真是太好了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
831,能帮我带个路吗？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
832,"真是不好意思，
我是个路痴呢。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
833,希望茨茨希没有生气啊。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
834,好像有魔物的气息。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
835,"太感谢了，
总算可以谈生意了！",0,5,0,0,0,3,0,1,25,False,False,False,False,False
836,谁来谁来保护？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
837,做不成生意好遗憾。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
838,回去回去，赶紧回去。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
839,伽特里克斯是好哥布林！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
840,到了到了，再见再见。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
841,哎？你是来找我的？,0,5,0,0,0,3,0,1,25,False,False,False,False,False
842,我只是想去见爸爸……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
843,不怕……我一点也不害怕。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
844,爸爸，我会变得坚强的……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
845,"终于回来了……
谢谢你，冒险者。",0,5,0,0,0,3,0,1,25,False,False,False,False,False
846,嘁，你给我记住了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
847,趁现在快回头！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
848,哎……嗯！这就回去！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
849,值钱的东西就交给我们保管吧！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
850,呜……只、只能逃走了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
851,快、快逃吧！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
852,嗯，任务成功了！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
853,状况不妙……撤退！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
854,那些羊是怎么回事啊？,0,3,0,0,0,3,0,1,25,False,False,False,False,False
855,撤！快撤退！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
856,做生意 想骗俺？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
857,骗人 不对，要惩罚！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
858,想骗俺们 没门！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
859,骗子 不能原谅！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
860,打中的话 很痛的哦！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
861,俺发火了！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
862,还没结束！不可原谅！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
863,尝尝这个！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
864,被、被打败了！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
865,给俺记住！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
866,好不甘心！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
867,真是浪费时间！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
868,回去 做生意！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
869,做做别的生意吧。,0,5,0,0,0,2,0,1,25,False,False,False,False,False
870,你们都快回去工作！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
871,怎么就不能理解呢！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
872,明明猫魅才是最棒的……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
873,呜……你、你们工作怎样了啊？,0,3,0,0,0,3,0,1,25,False,False,False,False,False
874,嗯……猫魅看来也有优点嘛。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
875,拉拉菲尔也确实不错呢。,0,3,0,0,0,3,0,1,25,False,False,False,False,False
876,好，让我们再详谈一下吧！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
877,求之不得！,0,3,0,0,0,3,0,1,25,False,False,False,False,False
878,这、这些家伙好令人头痛啊……,0,3,0,0,0,3,0,1,25,False,False,False,False,False
879,呼哧……呼哧……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
880,俺要 回去了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
881,坏家伙 就要被打倒！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
882,外人 不要 来这里！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
883,很痛的哦？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
884,俺下手 绝不留情！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
885,本店谢绝卢恩人入内。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
886,这味道……来的真快。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
887,干掉他们的话我请你喝一杯！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
888,你们这些家伙真臭啊！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
889,快滚回去！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
890,还不死心啊！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
891,不要给其他客人添麻烦！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
892,没受伤吧？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
893,我们要喝酒！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
894,闪闪金币，我们也有！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
895,哼……这不算什么！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
896,让我们进店！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
897,其他客人，赶出去。,0,5,0,0,0,2,0,1,25,False,False,False,False,False
898,好！都赶走了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
899,大家放心喝酒吧！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
900,我也可以休息了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
901,挡不住了吗……,0,5,0,0,0,3,0,1,25,False,False,False,False,False
902,可恶，居然输了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
903,好痛……必须包扎下伤口了。,0,5,0,0,0,3,0,1,25,False,False,False,False,False
904,恒辉队，来了来了？,0,5,0,0,0,2,0,1,25,False,False,False,False,False
905,工作的时间了……,0,5,0,0,0,2,0,1,25,False,False,False,False,False
906,我们还会再来的！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
907,下次要把酒桶都拿走！,0,5,0,0,0,2,0,1,25,False,False,False,False,False
908,这股恶臭……那些家伙来了！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
909,谷谷卢恩要喝酒！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
910,维、维格法尔大人？！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
911,哇！连我们都打！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
912,要、要被杀了！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
913,太天真了！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
914,再拿出点气势来！,0,3,0,0,0,2,0,1,25,False,False,False,False,False
915,弟兄们，开战了！一起上啊！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
916,可恶！有会治疗的吗？快来帮忙！,0,5,0,0,0,3,0,1,25,False,False,False,False,False
