#,Text,GroupTitle,LookupTable,Group,Key
1116,,,,0,0
1117,,,,0,0
1118,,,,0,0
1119,,,,0,0
1120,,,,0,0
1121,,,,0,0
1122,,,,0,0
1123,,,,0,0
1124,,,,0,0
1125,,,,0,0
1126,,,,0,0
1127,,,,0,0
1128,,,,0,0
1129,,,,0,0
1130,,,,0,0
1131,,,,0,0
1132,,,,0,0
1133,,,,0,0
1134,,,,0,0
1135,,,,0,0
1136,,,,0,0
1137,,,,0,0
1138,,,,0,0
1139,,,,0,0
1140,,,,0,0
1141,,,,0,0
1142,,,,0,0
1143,,,,0,0
1144,,,,0,0
1145,,,,0,0
1146,,,,0,0
1147,,,,0,0
1148,,,,0,0
1149,,,,0,0
1150,【移动方式】,yidongfangshi.,@,13,0
1151,行走,xingzou,,13,2
1152,奔跑,benpao,,13,1
1153,跟随,gensui,,13,3
1154,陆行鸟,luxingniao,,13,10
1155,专属陆行鸟,zhuanshuluxingniao,,13,11
1156,租借陆行鸟,zujieluxingniao,,13,12
1157,陆行鸟运输,luxingniaoyunshu,,13,13
1158,坐骑,zuoqi,,13,20
1159,传送,chuansong,,13,30
1160,返回,fanhui,,13,31
1161,都市传送网,dushichuansongwang,,13,33
1162,飞空艇,feikongting,,13,34
1163,返回点,fanhuidian,,13,32
1164,定期船,dingqichuan,,13,35
1165,飞行坐骑,feixingzuoqi,,13,21
1166,,,,0,0
1167,,,,0,0
1168,,,,0,0
1169,,,,0,0
1170,,,,0,0
1171,,,,0,0
1172,,,,0,0
1173,,,,0,0
1174,,,,0,0
1175,,,,0,0
1176,,,,0,0
1177,,,,0,0
1178,,,,0,0
1179,,,,0,0
1180,,,,0,0
1181,,,,0,0
1182,,,,0,0
1183,,,,0,0
1184,,,,0,0
1185,,,,0,0
1186,,,,0,0
1187,,,,0,0
1188,,,,0,0
1189,,,,0,0
1190,,,,0,0
1191,,,,0,0
1192,,,,0,0
1193,,,,0,0
1194,,,,0,0
1195,,,,0,0
1196,,,,0,0
1197,,,,0,0
1198,,,,0,0
1199,,,,0,0
1200,【设施】,sheshi.,@,14,0
1201,以太之光,yitaizhiguang,,14,10
1202,城内以太之晶,chengneiyitaizhijing,,14,11
1203,冒险者行会,maoxianzhehanghui,,14,20
1204,行会,hanghui,,14,21
1205,商店,shangdian,,14,30
1206,陆行鸟栏,luxingniaolan,,14,31
1207,旅馆,lvguan,,14,90
1208,客房,kefang,,14,32
1209,休息区,xiuxiqu,,14,42
1210,行会理符发行处,hanghuilifufaxingchu,,14,39
1211,通讯贝办理处,tongxunbeibanlichu,,14,40
1212,市场布告板,shichangbugaoban,,14,33
1213,雇员窗口,guyuanchuangkou,,14,41
1214,修理工,xiuligong,,14,34
1215,飞艇坪,feitingping,,14,71
1216,邮差莫古力,youchaimoguli,,14,35
1217,码头,matou,,14,72
1218,渡轮码头,dulunmatou,,14,73
1219,搭乘点,dachengdian,,14,70
1220,黑涡军令部,heiwojunlingbu,,14,80
1221,蛇巢司令部,shechaosilingbu,,14,81
1222,恒辉作战总部,henghuizuozhanzongbu,,14,82
1223,冒险者住宅区,maoxianzhezhuzhaiqu,,14,91
1224,竞技场接待处,jingjichangjiedaichu,,14,60
1225,怪物狩猎告示板,guaiwushouliegaoshiban,,14,36
1226,天气预报员,tianqiyubaoyuan,,14,37
1227,美容师传唤铃,meirongshichuanhuanling,,14,100
1228,扩建区,kuojianqu,,14,92
1229,管弦乐琴,guanxianyueqin,,14,101
1230,木人,muren,,14,50
1231,魔晶石师傅,mojingshishifu,,14,38
1232,公寓,gongyu,,14,93
1233,投影台,touyingtai,,14,102
1234,交流簿,jiaoliubu,,14,110
1235,收藏柜,shoucanggui,,14,103
1236,旅行笔录,lvxingbilu,,14,104
1237,,,,0,0
1238,,,,0,0
1239,,,,0,0
1240,,,,0,0
1241,,,,0,0
1242,,,,0,0
1243,,,,0,0
1244,,,,0,0
1245,,,,0,0
1246,,,,0,0
1247,,,,0,0
1248,,,,0,0
1249,,,,0,0
1250,【大国防联军】,daguofanglianjun.,@,15,0
1251,大国防联军,daguofanglianjun,,15,1
1252,军衔,junxian,,15,2
1253,军需品,junxupin,,15,3
1254,补给品,bujipin,,15,4
1255,稀有品,xiyoupin,,15,5
1256,黑涡团,heiwotuan,,15,6
1257,双蛇党,shuangshedang,,15,7
1258,恒辉队,henghuidui,,15,8
1259,,,,0,0
1260,,,,0,0
1261,,,,0,0
1262,,,,0,0
1263,,,,0,0
1264,,,,0,0
1265,,,,0,0
1266,,,,0,0
1267,,,,0,0
1268,,,,0,0
1269,,,,0,0
1270,【部队】,budui.,@,16,0
1271,部队,budui,,16,1
1272,署名,shuming,,16,2
1273,部队公告,buduigonggao,,16,3
1274,部队储物柜,buduichuwugui,,16,4
1275,部队队徽,buduiduihui,,16,5
1276,部队特效,buduitexiao,,16,6
1277,部队合建,buduihejian,,16,7
1278,部队工房,buduigongfang,,16,8
1279,飞空艇探索,feikongtingtansuo,,16,9
1280,潜水艇探索,qianshuitingtansuo,,16,10
1281,,,,0,0
1282,,,,0,0
1283,,,,0,0
1284,,,,0,0
1285,,,,0,0
1286,,,,0,0
1287,,,,0,0
1288,,,,0,0
1289,,,,0,0
1290,,,,0,0
1291,,,,0,0
1292,,,,0,0
1293,,,,0,0
1294,,,,0,0
1295,,,,0,0
1296,,,,0,0
1297,,,,0,0
1298,,,,0,0
1299,,,,0,0
1300,【游戏系统】,youxixitong.,@,17,0
1301,职业,zhiye,,17,1
1302,转职,zhuanzhi,,17,2
1303,特职,tezhi,,17,3
1304,转换特职,zhuanhuantezhi,,17,4
1305,灵魂水晶,linghunshuijing,,17,6
1306,等级,dengji,,17,10
1307,经验值,jingyanzhi,,17,11
1308,守护神,shouhushen,,17,500
1309,民族,minzu,,17,501
1310,部族,buzu,,17,502
1311,地区,diqu,,17,700
1312,兵装,bingzhuang,,17,5
1313,道具,daoju,,17,23
1314,套装,taozhuang,,17,801
1315,休息奖励,xiuxijiangli,,17,12
1316,单人,danren,,17,50
1317,小队,xiaodui,,17,51
1318,坐骑,zuoqi,,17,200
1319,宠物,chongwu,,17,201
1320,雇员,guyuan,,17,202
1321,战斗,zhandou,,17,20
1322,制作,zhizuo,,17,21
1323,采集,caiji,,17,22
1324,耐久度,naijiudu,,17,24
1325,精炼度,jingliandu,,17,25
1326,装备适性,zhuangbeishixing,,17,26
1327,宝箱,baoxiang,,17,60
1328,目标,mubiao,,17,210
1329,锁定,suoding,,17,213
1330,焦点目标,jiaodianmubiao,,17,211
1331,目标标记,mubiaobiaoji,,17,214
1332,菜单,caidan,,17,800
1333,地图,ditu,,17,803
1334,服务台,fuwutai,,17,810
1335,截图,jietu,,17,820
1336,返回标题画面,fanhuibiaotihuamian,,17,811
1337,退出游戏,tuichuyouxi,,17,812
1338,关闭,guanbi,,17,813
1339,定型文,dingxingwen,,17,821
1340,情感动作,qinggandongzuo,,17,802
1341,成就,chengjiu,,17,80
1342,称号,chenghao,,17,81
1343,货币,huobi,,17,100
1344,金币,jinbi,,17,101
1345,交易,jiaoyi,,17,91
1346,调查,diaocha,,17,90
1347,自动跟随,zidonggensui,,17,92
1348,团队,tuandui,,17,52
1349,房屋,fangwu,,17,380
1350,友好度,youhaodu,,17,391
1351,友好关系等级,youhaoguanxidengji,,17,392
1352,最优队员,zuiyouduiyuan,,17,70
1353,亚拉戈神典石,yalageshendianshi,,17,150
1354,,,,0,0
1355,,,,0,0
1356,投票驱逐,toupiaoquzhu,,17,73
1357,放弃任务投票,fangqirenwutoupiao,,17,72
1358,场景标记,changjingbiaoji,,17,215
1359,地面目标,dimianmubiao,,17,212
1360,武具投影,wujutouying,,17,350
1361,,,,0,0
1362,美容师,meirongshi,,17,351
1363,雇员探险,guyuantanxian,,17,302
1364,魂晶,hunjing,,17,400
1365,黄道武器,huangdaowuqi,,17,410
1366,星光变石,xingguangbianshi,,17,401
1367,魂灵,hunling,,17,412
1368,新星,xinxing,,17,413
1369,同盟徽章,tongmenghuizhang,,17,103
1370,怪物通缉令,guaiwutongjiling,,17,300
1371,法外战区,fawaizhanqu,,17,301
1372,超越之力,chaoyuezhili,,17,550
1373,饲养陆行鸟,siyangluxingniao,,17,381
1374,天气预报,tianqiyubao,,17,303
1375,亚拉戈诗学神典石,yalageshixueshendianshi,,17,154
1376,贡献值,gongxianzhi,,17,390
1377,军票,junpiao,,17,102
1378,狼印战绩,langyinzhanji,,17,105
1379,天极,tianji,,17,411
1380,镇魂,zhenhun,,17,414
1381,兵团徽章,bingtuanhuizhang,,17,104
1382,,,,0,0
1383,,,,0,0
1384,队长分配,duizhangfenpei,,17,63
1385,仅限贪婪,jinxiantanlan,,17,62
1386,通常分配,tongchangfenpei,,17,61
1387,元灵武器,yuanlingwuqi,,17,420
1388,,,,0,0
1389,永结同心,yongjietongxin,,17,352
1390,物品品级,wupinpinji,,17,12
1391,等级调整,dengjitiaozheng,,17,13
1392,天书奇谈,tianshuqitan,,17,353
1393,,,,0,0
1394,,,,0,0
1395,,,,0,0
1396,解除限制,jiechuxianzhi,,17,71
1397,乐器演奏,yueqiyanzou,,17,354
1398,时尚品鉴,shishangpinjian,,17,356
1399,,,,0,0
1400,【战斗】,zhandou.,@,18,0
1401,攻击,gongji,,18,1
1402,技能,jineng,,18,2
1403,共通技能,gongtongjineng,,18,6
1404,特性,texing,,18,26
1405,特职技能,tezhijineng,,18,3
1406,额外技能,ewaijineng,,18,5
1407,魔法,mofa,,18,22
1408,战技,zhanji,,18,21
1409,能力,nengli,,18,23
1410,咏唱时间,yongchangshijian,,18,24
1411,复唱时间,fuchangshijian,,18,25
1412,行动适性,xingdongshixing,,18,27
1413,链接,lianjie,,18,56
1414,召唤兽,zhaohuanshou,,18,31
1415,搭档,dadang,,18,32
1416,仇恨,chouhen,,18,53
1417,主动,zhudong,,18,54
1418,被动,beidong,,18,55
1419,无法战斗,wufazhandou,,18,59
1420,战利品,zhanlipin,,18,70
1421,分配,fenpei,,18,72
1422,掷骰,zhitou,,18,71
1423,抗性,kangxing,,18,29
1424,习得,xide,,18,28
1425,索敌,suodi,,18,57
1426,范围,fanwei,,18,58
1427,极限技,jixianji,,18,7
1428,敌人,diren,,18,50
1429,魔物,mowu,,18,51
1430,恶名精英,emingjingying,,18,52
1431,,,,0,0
1432,连锁奖励,liansuojiangli,,18,81
1433,兵装转换奖励,bingzhuangzhuanhuanjiangli,,18,80
1434,等级同步,dengjitongbu,,18,83
1435,对战技能,duizhanjineng,,18,8
1436,范围攻击,fanweigongji,,18,102
1437,前方范围攻击,qianfangfanweigongji,,18,104
1438,后方范围攻击,houfangfanweigongji,,18,105
1439,全体攻击,quantigongji,,18,103
1440,前哨,qianshao,,18,300
1441,庄园遗迹,zhuangyuanyiji,,18,301
1442,据点,judian,,18,302
1443,军旗,junqi,,18,303
1444,占领,zhanling,,18,304
1445,中立化,zhonglihua,,18,305
1446,战术值,zhanshuzhi,,18,306
1447,市场遗迹,shichangyiji,,18,307
1448,太阳神殿,taiyangshendian,,18,308
1449,连击,lianji,,18,30
1450,奋战技,fenzhanji,,18,20
1451,单体攻击,dantigongji,,18,100
1452,弩炮,nupao,,18,90
1453,亚拉戈石文,yalageshiwen,,18,309
1454,利爪队,lizhuadui,,18,200
1455,尖牙队,jianyadui,,18,201
1456,战章,zhanzhang,,18,203
1457,,,,0,0
1458,危急时刻,weijishike,,18,206
1459,,,,0,0
1460,,,,0,0
1461,,,,0,0
1462,奋战补给箱,fenzhanbujixiang,,18,210
1463,,,,0,0
1464,,,,0,0
1465,,,,0,0
1466,奋战道具包,fenzhandaojubao,,18,211
1467,补给箱,bujixiang,,18,214
1468,击晕,jiyun,,18,215
1469,击倒,jidao,,18,216
1470,助攻,zhugong,,18,217
1471,连续攻击,lianxugongji,,18,101
1472,突进攻击,tujingongji,,18,106
1473,击退,jitui,,18,107
1474,吸引,xiyin,,18,108
1475,冰封的石文,bingfengdeshiwen,,18,310
1476,情报值,qingbaozhi,,18,311
1477,狼心,langxin,,18,212
1478,狼心包,langxinbao,,18,213
1479,核心,hexin,,18,400
1480,魔导结界,modaojiejie,,18,401
1481,防御塔,fangyuta,,18,402
1482,机库,jiku,,18,403
1483,青磷水,qinglinshui,,18,404
1484,动力发生器,donglifashengqi,,18,405
1485,蒸汽加农炮,zhengqijianongpao,,18,406
1486,自走维京人偶,zizouweijingrenou,,18,407
1487,自走法师人偶,zizoufashirenou,,18,408
1488,机动兵器,jidongbingqi,,18,409
1489,巡航驱逐者,xunhangquzhuzhe,,18,410
1490,压迫者,yapozhe,,18,411
1491,残暴正义号,canbaozhengyihao,,18,412
1492,职能技能,zhinengjineng,,18,4
1493,,,,0,0
1494,快捷发言,kuaijiefayan,,18,202
1495,,,,0,0
1496,青磷机车,qinglinjiche,,18,413
1497,哥布林坦克,gebulintanke,,18,415
1498,哥布林佣兵,gebulinyongbing,,18,416
1499,战略值,zhanlvezhi,,18,312
1500,【在线状态】,zaixianzhuangtai.,@,19,0
1501,在线,zaixian,,19,1
1502,离开,likai,,19,5
1503,忙碌,manglu,,19,6
1504,希望组队,xiwangzudui,,19,8
1505,接受镶嵌魔晶石请求,jieshouxiangqianmojingshiqingqiu,,19,9
1506,任务中,renwuzhong,,19,3
1507,离线,lixian,,19,2
1508,队员招募中,duiyuanzhaomuzhong,,19,4
1509,新人,xinren,,19,11
1510,指导者,zhidaozhe,,19,13
1511,战斗指导者,zhandouzhidaozhe,,19,14
1512,对战指导者,duizhanzhidaozhe,,19,15
1513,制作采集指导者,zhizuocaijizhidaozhe,,19,16
1514,角色扮演中,juesebanyanzhong,,19,10
1515,回归者,huiguizhe,,19,11
1516,过场剧情中,guochangjuqingzhong,,19,7
1517,,,,0,0
1518,,,,0,0
1519,,,,0,0
1520,,,,0,0
1521,无垢的大地,wugoudedadi,,18,313
1522,契约,qiyue,,18,314
1523,战术水晶,zhanshushuijing,,18,600
1524,水晶点,shuijingdian,,18,601
1525,胜利之星,shenglizhixing,,18,602
1526,星极队,xingjidui,,18,603
1527,灵极队,lingjidui,,18,604
1528,任务指令,renwuzhiling,,18,9
1529,兵器传送装置,bingqichuansongzhuangzhi,,18,315
1530,传送装置,chuansongzhuangzhi,,18,316
1531,截击无人机,jiejiwurenji,,18,317
1532,截击无人机α,jiejiwurenjiaerfa,,18,318
1533,截击指挥系统,jiejizhihuixitong,,18,319
1534,截击系统,jiejixitong,,18,320
1535,战略目标点,zhanlvemubiaodian,,18,321
1536,占领区域,zhanlingquyu,,18,322
1537,,,,0,0
1538,,,,0,0
1539,,,,0,0
1540,,,,0,0
1541,,,,0,0
1542,,,,0,0
1543,,,,0,0
1544,,,,0,0
1545,,,,0,0
1546,,,,0,0
1547,,,,0,0
1548,,,,0,0
1549,,,,0,0
1550,【社交】,shejiao.,@,20,0
1551,聊天,liaotian,,20,1
1552,悄悄话,qiaoqiaohua,,20,3
1553,说话,shuohua,,20,2
1554,喊话,hanhua,,20,4
1555,呼喊,huhan,,20,5
1556,好友名单,haoyoumingdan,,20,20
1557,黑名单,heimingdan,,20,21
1558,玩家搜索,wanjiasousuo,,20,23
1559,通讯贝,tongxunbei,,20,24
1560,莫古邮件,moguyoujian,,20,26
1561,,,,0,0
1562,,,,0,0
1563,,,,0,0
1564,论坛,luntan,,20,33
1565,排名,paiming,,20,34
1566,军内排名,junneipaiming,,20,35
1567,部队排名,buduipaiming,,20,36
1568,小队,xiaodui,,20,6
1569,团队,tuandui,,20,7
1570,通讯贝,tongxunbei,,20,8
1571,部队,budui,,20,9
1572,新人,xinren,,20,10
1573,战队,zhandui,,20,11
1574,跨服通讯贝,kuafutongxunbei,,20,12
1575,跨服通讯贝,kuafutongxunbei,,20,25
1576,战友列表,zhanyouliebiao,,20,22
1577,,,,0,0
1578,,,,0,0
1579,,,,0,0
1580,,,,0,0
1581,,,,0,0
1582,,,,0,0
1583,,,,0,0
1584,,,,0,0
1585,,,,0,0
1586,,,,0,0
1587,,,,0,0
1588,,,,0,0
1589,,,,0,0
1590,,,,0,0
1591,,,,0,0
1592,,,,0,0
1593,,,,0,0
1594,,,,0,0
1595,,,,0,0
1596,,,,0,0
1597,,,,0,0
1598,,,,0,0
1599,,,,0,0
1600,【采集与制作】,caijiyuzhizuo.,@,22,0
1601,碎晶,suijing,,22,1
1602,水晶,shuijing,,22,2
1603,晶簇,jingcu,,22,3
1604,魔晶石,mojingshi,,22,20
1605,精制魔晶石,jingzhimojingshi,,22,21
1606,魔晶石工艺,mojingshigongyi,,22,22
1607,市场,shichang,,22,30
1608,搜索道具,sousuodaoju,,22,31
1609,优质,youzhi,,22,10
1610,珍稀,zhenxi,,22,11
1611,独占,duzhan,,22,12
1612,素材,sucai,,22,40
1613,简易制作,jianyizhizuo,,22,41
1614,品质,pinzhi,,22,42
1615,高品质,gaopinzhi,,22,43
1616,最高品质,zuigaopinzhi,,22,44
1617,修理,xiuli,,22,50
1618,修理品,xiulipin,,22,51
1619,染色,ranse,,22,60
1620,良材,liangcai,,22,70
1621,采伐,caifa,,22,71
1622,割草,gecao,,22,72
1623,矿脉,kuangmai,,22,73
1624,采掘,caijue,,22,74
1625,碎石,suishi,,22,75
1626,钓鱼,diaoyu,,22,90
1627,镶嵌魔晶石,xiangqianmojingshi,,22,23
1628,禁忌镶嵌,jinjixiangqian,,22,24
1629,栽培,zaipei,,22,200
1630,培育,peiyu,,22,201
1631,收获,shouhuo,,22,202
1632,秘籍,miji,,22,45
1633,分解,fenjie,,22,100
1634,钓场之王,diaochangzhiwang,,22,91
1635,放生,fangsheng,,22,92
1636,未知的采集地点,weizhidecaijididian,,22,76
1637,收藏品,shoucangpin,,22,13
1638,专家,zhuanjia,,22,101
1639,护符,hufu,,22,102
1640,传承录,chuanchenglu,,22,103
1641,,,,0,0
1642,大地工票,dadigongpiao,,22,160
1643,,,,0,0
1644,,,,0,0
1645,,,,0,0
1646,,,,0,0
1647,,,,0,0
1648,,,,0,0
1649,巧手白票,qiaoshoubaipiao,,22,154
1650,大地白票,dadibaipiao,,22,164
1651,简易采集,jianyicaiji,,22,77
1652,制作练习,zhizuolianxi,,22,78
1653,天穹街振兴票,tianqiongjiezhenxingpiao,,22,252
1654,收藏价值,shoucangjiazhi,,22,14
1655,巧手紫票,qiaoshouzipiao,,22,155
1656,大地紫票,dadizipiao,,22,165
1657,刺鱼,ciyu,,22,93
1658,开拓采集,kaituocaiji,,22,79
1659,开拓制作,kaituozhizuo,,22,80
1660,谢尔达莱青船币,xieerdalaiqingchuanbi,,22,180
1661,谢尔达莱绿岛币,xieerdalailvdaobi,,22,181
1662,大地使者职能技能,dadishizhezhinengjineng,,22,81
1663,巧手橙票,qiaoshouchengpiao,,22,156
1664,大地橙票,dadichengpiao,,22,166
1665,宇宙信用点,yuzhouxinyongdian,,22,182
1666,月球信用点,yueqiuxinyongdian,,22,183
1667,法恩娜信用点,faennaxinyongdian,,22,184
1668,俄匊斯信用点,ejusixinyongdian,,22,185
1669,,,,0,0
1670,,,,0,0
1671,,,,0,0
1672,,,,0,0
1673,,,,0,0
1674,,,,0,0
1675,,,,0,0
1676,,,,0,0
1677,,,,0,0
1678,,,,0,0
1679,,,,0,0
1680,,,,0,0
1681,,,,0,0
1682,,,,0,0
1683,,,,0,0
1684,,,,0,0
1685,,,,0,0
1686,,,,0,0
1687,,,,0,0
1688,,,,0,0
1689,,,,0,0
1690,,,,0,0
1691,,,,0,0
1692,,,,0,0
1693,,,,0,0
1694,,,,0,0
1695,,,,0,0
1696,,,,0,0
1697,,,,0,0
1698,,,,0,0
1699,,,,0,0
1700,,,,0,0
1701,,,,0,0
1702,,,,0,0
1703,,,,0,0
1704,,,,0,0
1705,,,,0,0
1706,,,,0,0
1707,,,,0,0
1708,,,,0,0
1709,,,,0,0
1710,,,,0,0
1711,,,,0,0
1712,,,,0,0
1713,,,,0,0
1714,,,,0,0
1715,,,,0,0
1716,,,,0,0
1717,,,,0,0
1718,,,,0,0
1719,,,,0,0
1720,,,,0,0
1721,,,,0,0
1722,,,,0,0
1723,,,,0,0
1724,,,,0,0
1725,,,,0,0
1726,,,,0,0
1727,,,,0,0
1728,,,,0,0
1729,,,,0,0
1730,,,,0,0
1731,,,,0,0
1732,,,,0,0
1733,,,,0,0
1734,,,,0,0
1735,,,,0,0
1736,,,,0,0
1737,,,,0,0
1738,,,,0,0
1739,,,,0,0
1740,,,,0,0
1741,,,,0,0
1742,,,,0,0
1743,,,,0,0
1744,,,,0,0
1745,,,,0,0
1746,,,,0,0
1747,,,,0,0
1748,,,,0,0
1749,,,,0,0
1750,,,,0,0
1751,,,,0,0
1752,,,,0,0
1753,,,,0,0
1754,,,,0,0
1755,,,,0,0
1756,,,,0,0
1757,,,,0,0
1758,,,,0,0
1759,,,,0,0
1760,,,,0,0
1761,,,,0,0
1762,,,,0,0
1763,,,,0,0
1764,,,,0,0
1765,,,,0,0
1766,,,,0,0
1767,,,,0,0
1768,,,,0,0
1769,,,,0,0
1770,,,,0,0
1771,,,,0,0
1772,,,,0,0
1773,,,,0,0
1774,,,,0,0
1775,,,,0,0
1776,,,,0,0
1777,,,,0,0
1778,,,,0,0
1779,,,,0,0
1780,,,,0,0
1781,,,,0,0
1782,,,,0,0
1783,,,,0,0
1784,,,,0,0
1785,,,,0,0
1786,,,,0,0
1787,,,,0,0
1788,,,,0,0
1789,,,,0,0
1790,,,,0,0
1791,,,,0,0
1792,,,,0,0
1793,,,,0,0
1794,,,,0,0
1795,,,,0,0
1796,,,,0,0
1797,,,,0,0
1798,,,,0,0
1799,,,,0,0
1800,,,,0,0
1801,,,,0,0
1802,,,,0,0
1803,,,,0,0
1804,,,,0,0
1805,,,,0,0
1806,,,,0,0
1807,,,,0,0
1808,,,,0,0
1809,,,,0,0
1810,,,,0,0
1811,,,,0,0
1812,,,,0,0
1813,,,,0,0
1814,,,,0,0
1815,,,,0,0
1816,,,,0,0
1817,,,,0,0
1818,,,,0,0
1819,,,,0,0
1820,,,,0,0
1821,,,,0,0
1822,,,,0,0
1823,,,,0,0
1824,,,,0,0
1825,,,,0,0
1826,,,,0,0
1827,,,,0,0
1828,,,,0,0
1829,,,,0,0
1830,,,,0,0
1831,,,,0,0
1832,,,,0,0
1833,,,,0,0
1834,,,,0,0
1835,,,,0,0
1836,,,,0,0
1837,,,,0,0
1838,,,,0,0
1839,,,,0,0
1840,,,,0,0
1841,,,,0,0
1842,,,,0,0
1843,,,,0,0
1844,,,,0,0
1845,,,,0,0
1846,,,,0,0
1847,,,,0,0
1848,,,,0,0
1849,,,,0,0
1850,,,,0,0
1851,,,,0,0
1852,,,,0,0
1853,,,,0,0
1854,,,,0,0
1855,,,,0,0
1856,,,,0,0
1857,,,,0,0
1858,,,,0,0
1859,,,,0,0
1860,,,,0,0
1861,,,,0,0
1862,,,,0,0
1863,,,,0,0
1864,,,,0,0
1865,,,,0,0
1866,,,,0,0
1867,,,,0,0
1868,,,,0,0
1869,,,,0,0
1870,,,,0,0
1871,,,,0,0
1872,,,,0,0
1873,,,,0,0
1874,,,,0,0
1875,,,,0,0
1876,,,,0,0
1877,,,,0,0
1878,,,,0,0
1879,,,,0,0
1880,,,,0,0
1881,,,,0,0
1882,,,,0,0
1883,,,,0,0
1884,,,,0,0
1885,,,,0,0
1886,,,,0,0
1887,,,,0,0
1888,,,,0,0
1889,,,,0,0
1890,,,,0,0
1891,,,,0,0
1892,,,,0,0
1893,,,,0,0
1894,,,,0,0
1895,,,,0,0
1896,,,,0,0
1897,,,,0,0
1898,,,,0,0
1899,,,,0,0
1900,【蛮神与蛮族】,manshenyumanzu.,@,23,0
1901,蛮神,manshen,,23,1
1902,伊弗利特,yifulite,,23,10
1903,泰坦,taitan,,23,11
1904,迦楼罗,jialouluo,,23,12
1905,巴哈姆特,bahamute,,23,18
1906,莫古尔·莫古十二世,moguermogushiershi,,23,13
1907,蛮族,manzu,,23,2
1908,蜥蜴人,xiyiren,,23,101
1909,妖精,yaojing,,23,102
1910,鸟人,niaoren,,23,103
1911,地灵,diling,,23,104
1912,鱼人,yuren,,23,105
1913,利维亚桑,liweiyasang,,23,14
1914,拉姆,lamu,,23,15
1915,希瓦,xiwa,,23,16
1916,亚历山大,yalishanda,,23,32
1917,罗波那,luobona,,23,30
1918,俾斯麦,bisimai,,23,31
1919,骨颌族,guhezu,,23,110
1920,瓦努族,wanuzu,,23,111
1921,哥布林,gebulin,,23,106
1922,龙族,longzu,,23,113
1923,尼德霍格,nidehuoge,,23,33
1924,萨菲洛特,safeiluote,,23,34
1925,索菲娅,suofeiya,,23,35
1926,祖尔宛,zuerwan,,23,36
1927,甲人族,jiarenzu,,23,112
1928,阿难陀族,anantuozu,,23,120
1929,须佐之男,xuzuozhinan,,23,40
1930,吉祥天女,jixiangtiannv,,23,41
1931,神龙,shenlong,,23,42
1932,欧米茄,oumijia,,23,43
1933,白虎,baihu,,23,44
1934,月读,yuedu,,23,45
1935,莫古力,moguli,,23,114
1936,鲶鱼精,nianyujing,,23,121
1937,不死鸟,businiao,,23,17
1938,奥丁,aoding,,23,19
1939,朱雀,zhuque,,23,46
1940,青龙,qinglong,,23,47
1941,缇坦妮雅,titanniya,,23,48
1942,无瑕灵君,wuxialingjun,,23,49
1943,哈迪斯,hadisi,,23,50
1944,矮人族,airenzu,,23,122
1945,仙子族,xianzizu,,23,123
1946,恩莫族,enmozu,,23,124
1947,奇塔利族,qitalizu,,23,125
1948,红宝石神兵,hongbaoshishenbing,,23,51
1949,光之战士,guangzhizhanshi,,23,52
1950,绿宝石神兵,lvbaoshishenbing,,23,53
1951,钻石神兵,zuanshishenbing,,23,54
1952,象魔族,xiangmozu,,23,126
1953,悌阳象族,tiyangxiangzu,,23,127
1954,兔兔族,tutuzu,,23,128
1955,佐迪亚克,zuodiyake,,23,55
1956,海德林,haidelin,,23,56
1957,奥密克戎族,aomikerongzu,,23,129
1958,巴尔巴莉希娅,baerbalixiya,,23,57
1959,卢比坎特,lubikante,,23,58
1960,高贝扎,gaobeizha,,23,59
1961,泽罗姆斯,zeluomusi,,23,60
1962,佩鲁佩鲁族,peilupeiluzu,,23,130
1963,莫布林族,mobulinzu,,23,131
1964,辉鳞族,huilinzu,,23,132
1965,尤卡巨人族,youkajurenzu,,23,133
1966,哈努族,hanuzu,,23,134
1967,艳翼蛇鸟,yanyisheniao,,23,61
1968,佐拉加,zuolajia,,23,62
1969,永恒女王,yonghengnvwang,,23,63
1970,泽莲尼娅,zelianniya,,23,64
1971,永远之暗,yongyuanzhian,,23,65
1972,格莱杨拉波尔,gelaiyanglaboer,,23,66
1973,,,,0,0
1974,,,,0,0
1975,,,,0,0
1976,,,,0,0
1977,,,,0,0
1978,,,,0,0
1979,,,,0,0
1980,,,,0,0
1981,,,,0,0
1982,,,,0,0
1983,,,,0,0
1984,,,,0,0
1985,,,,0,0
1986,,,,0,0
1987,,,,0,0
1988,,,,0,0
1989,,,,0,0
1990,,,,0,0
1991,,,,0,0
1992,,,,0,0
1993,,,,0,0
1994,,,,0,0
1995,,,,0,0
1996,,,,0,0
1997,,,,0,0
1998,,,,0,0
1999,,,,0,0
2000,【任务】,renwu.,@,24,0
2001,任务副本,renwufuben,,24,100
2002,任务,renwu,,24,1
2003,主线任务,zhuxianrenwu,,24,2
2004,支线任务,zhixianrenwu,,24,3
2005,职业任务,zhiyerenwu,,24,4
2006,特职任务,tezhirenwu,,24,5
2007,军队任务,junduirenwu,,24,6
2008,危命任务,weimingrenwu,,24,101
2009,行会理符,hanghuilifu,,24,600
2010,理符任务,lifurenwu,,24,601
2011,佣兵任务,yongbingrenwu,,24,602
2012,采集任务,caijirenwu,,24,603
2013,制作任务,zhizuorenwu,,24,604
2014,,,,0,0
2015,军队理符,junduilifu,,24,606
2016,,,,0,0
