#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2000693,被抢走的货物,奪われた荷物,,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000694,被抢走的货物,奪われた荷物,,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000695,被抢走的货物,奪われた荷物,,0,0,0,1,0,0,False,66425,21003,1,1,1,3,0,0
2000696,被抢走的货物,奪われた荷物,,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000697,给奥尔什方的信,オルシュファン宛の封書,,0,0,0,1,0,0,False,66426,25918,1,1,1,3,0,0
2000698,干柴,薪(仮),,0,0,0,1,0,0,False,66428,27281,1,8,1,3,0,0
2000699,新鲜的羊后腰肉,黒羊の肉(仮),,0,0,0,1,0,0,False,66429,25153,1,12,1,3,0,0
2000700,优质的黑羊粗皮,黒羊の毛(仮),,0,0,0,1,0,0,False,66429,21820,1,12,1,3,0,0
2000701,银色的指环,形見の指輪(仮),,0,0,0,1,0,0,False,66430,54403,1,1,1,3,0,0
2000702,钝匕首,使い込まれたナイフ(仮),,0,0,0,1,0,0,False,66434,30363,1,1,1,3,0,0
2000703,雪地白狼的粗皮,白銀の毛皮(仮),,0,0,0,1,0,0,False,66435,21819,1,4,1,3,0,0
2000704,强韧的粗草绳,羊捕獲ロープ(仮),,0,0,0,1,0,0,False,66437,26103,1,1,1,3,0,0
2000705,被绑住的塞巴斯蒂安,捕獲された羊(仮),,0,0,0,1,0,0,False,66437,21003,1,1,1,3,0,0
2000706,小火种,火種(仮),,0,0,0,1,0,0,False,66438,25911,1,5,1,3,0,0
2000707,黑衣紫杉原木,フォールゴウトの木材(仮),,0,0,0,1,0,0,False,66440,22401,1,1,1,3,0,0
2000708,给伊索多雷尔的信,傭兵隊長への手紙(仮),,0,0,0,1,0,0,False,66441,26151,1,1,1,3,0,0
2000709,爆弹怪的中指,爆弾(仮),,0,0,0,1,0,0,False,66444,30351,1,1,1,3,0,0
2000710,给贝尔蒙特的信,イクサルについての調査書(仮),,0,0,0,1,0,0,False,66445,26151,1,1,1,3,0,0
2000711,龙眼念锁,竜眼の祈鎖(仮),,0,0,0,1,0,0,False,66447,21002,1,2,1,3,0,0
2000712,学者装束概论,霊妖花の若葉（仮）,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000713,灵妖花的嫩叶,学者の研究資料（仮）,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000714,精炼过的青磷水,青燐水原液(仮),,0,0,0,1,0,0,False,0,22606,1,1,1,3,0,0
2000715,妮美雅百合花束,花(仮),,0,0,0,1,0,0,False,66457,22627,1,1,1,3,0,0
2000716,圣达奈芬酒,ドラゴンヘッドの酒(仮),,0,0,0,1,0,0,False,66449,25057,1,1,1,3,0,0
2000717,水晶珠,恋人の遺品(仮),,0,0,0,1,0,0,False,66450,21280,1,3,1,3,0,0
2000718,秘银念锁,ロザリオ(仮),,0,0,0,1,0,0,False,66451,25919,1,1,1,3,0,0
2000719,破旧的书本,怪しげな古書(仮),,0,0,0,1,0,0,False,66452,26002,1,1,1,3,0,0
2000720,观测记录«1572年第6卷»,観測記録「1572年第6巻」,,0,0,0,1,0,0,False,66453,26002,1,1,1,3,0,0
2000721,奥尔什方的密封信,オルシュファンの封書,,0,0,0,1,0,0,False,66453,25918,1,1,1,3,0,0
2000722,弗朗塞尔的密封信,フランセルの封書,,0,0,0,1,0,0,False,66453,25918,1,1,1,3,0,0
2000723,艾因哈特家的信件,アインハルト家の書簡,,0,0,0,1,0,0,False,66462,26151,1,1,1,3,0,0
2000724,泥沼蝾螈的尾肉,マッドパピーの尾肉,,0,0,0,1,0,0,False,66463,25152,1,1,1,3,0,0
2000725,泥沼蝾螈肉排,パピーステーキ,,0,0,0,1,0,0,False,66463,24352,1,3,1,3,0,0
2000726,异端者的遗物,異端者の荷物(仮),,0,0,0,1,0,0,False,66464,25919,1,1,1,3,0,0
2000727,×大審門の瓦礫（未使用）,,,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000728,毛丝栗鼠的兽脂,グリフォンの獣油(仮),,0,0,0,1,0,0,False,66468,22603,1,4,1,3,0,0
2000729,龙族的甲鳞,ドラゴンの鱗(仮),,0,0,0,1,0,0,False,66469,22251,1,1,1,3,0,0
2000730,老鼠的尸体,ネズミの死骸(仮),,0,0,0,1,0,0,False,66470,25919,1,1,1,3,0,0
2000731,乌尔达哈炼金药,高価な薬(仮),,0,0,0,1,0,0,False,66471,20646,1,1,1,3,0,0
2000732,冰元精核心,アイススプライトの核,,0,0,0,1,0,0,False,66473,21266,1,6,1,3,0,0
2000733,染血的任命书,血塗られた書簡,,0,0,0,1,0,0,False,66475,26151,1,1,1,3,0,0
2000734,破损的武器,壊れた武器(仮),,0,0,0,1,0,0,False,66478,30435,1,5,1,3,0,0
2000735,强化狂热药,温まる薬(仮),,0,0,0,1,0,0,False,66479,20663,1,1,1,3,0,0
2000736,地下牢狱的钥匙,牢獄のカギ(仮),,0,0,0,1,0,0,False,66480,25903,1,1,1,3,0,0
2000737,钢铁碎冰镐,雪割りツルハシ(仮),,0,0,0,1,0,0,False,66484,38001,1,1,1,3,0,0
2000738,急救用白兰地,補給物資(仮),,0,0,0,1,0,0,False,66486,25057,1,1,1,3,0,0
2000739,强韧的粗草绳,ロープ(仮),,0,0,0,1,0,0,False,66487,26103,1,1,1,3,0,0
2000740,素烧壶,素焼きの壺,,0,0,0,1,0,0,False,66490,22603,1,1,1,3,0,0
2000741,绝灵壶,絶霊体の壺,,0,0,0,1,0,0,False,66491,22603,1,1,1,3,0,0
2000742,采石用大锤,採石用モール,,0,0,0,1,0,0,False,66492,38051,1,1,1,3,0,0
2000743,金羊毛球的鲜血,超フワフワ白粉(仮),,0,0,0,1,0,0,False,66493,22601,1,5,1,3,0,0
2000744,水晶石英,クリスタルクォーツ(仮),,0,0,0,1,0,0,False,66494,20664,1,5,1,3,0,0
2000745,黄金羽毛,黄金色の羽根,,0,0,0,1,0,0,False,66497,21901,1,1,1,3,0,0
2000746,空酒瓶,空瓶(仮),,0,0,0,1,0,0,False,66501,25057,1,1,1,3,0,0
2000747,遇难船上的酒,ワインの入った瓶(仮),,0,0,0,1,0,0,False,66501,25057,1,1,1,3,0,0
2000748,东方的香料,スパイス(仮),,0,0,0,1,0,0,False,66502,25919,1,1,1,3,0,0
2000749,花蜜香水,花蜜の香料(仮),,0,0,0,1,0,0,False,66506,20623,1,1,1,3,0,0
2000750,妖精铃兰的种子,植物の種(仮),,0,0,0,1,0,0,False,66506,25919,1,3,1,3,0,0
2000751,风元精核心,ウィンドスプライトの核（仮）,,0,0,0,1,0,0,False,66509,21262,1,4,1,3,0,0
2000752,赤心石,赤心石,,0,0,0,1,0,0,False,66510,21253,1,1,1,3,0,0
2000753,偏属性水晶,偏属性クリスタル,,0,0,0,1,0,0,False,66511,20649,1,1,1,3,0,0
2000754,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000755,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000756,外灵质触媒,ウィスプの結晶(仮),,0,0,0,1,0,0,False,66523,25919,1,1,1,3,0,0
2000757,离子电触媒,ウィスプの巨大結晶(仮),,0,0,0,1,0,0,False,66523,25919,1,9,1,3,0,0
2000758,废弃物资,詰められていた資材(仮),,0,0,0,1,0,0,False,66525,21003,1,3,1,3,0,0
2000759,精美的密封信,α宛の手紙(仮),,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000760,贴花的密封信,β宛の手紙(仮),,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000761,简朴的密封信,θ宛の手紙(仮),,0,0,0,1,0,0,False,66527,25918,1,1,1,3,0,0
2000762,锋利的水晶,シンボルの破片(仮),,0,0,0,1,0,0,False,66531,20649,1,4,1,3,0,0
2000763,泥沼蝾螈肝,サンショウウオの肉(仮),,0,0,0,1,0,0,False,66534,22602,1,5,1,3,0,0
2000764,纠缠杉叶藻的根,モードゥナリリー(仮),,0,0,0,1,0,0,False,66535,25005,1,8,1,3,0,0
2000765,装甲外壳,装甲破片(仮),,0,0,0,1,0,0,False,66536,21003,1,8,1,3,0,0
2000766,雷波测量仪,雷波測定器,,0,0,0,1,0,0,False,66537,21002,1,1,1,3,0,0
2000767,受损的帝国军军装,傷んだ帝国軍制式兵装,,0,0,0,1,0,0,False,66539,42345,1,3,1,3,0,0
2000768,受损的帝国军头盔,傷んだ帝国軍制式兜,,0,0,0,1,0,0,False,66539,40128,1,3,1,3,0,0
2000769,修复的帝国军军装,整えられた帝国軍制式兵装,,0,0,0,1,0,0,False,66539,42345,1,3,1,3,0,0
2000770,修复的帝国军头盔,整えられた帝国軍制式兜,,0,0,0,1,0,0,False,66539,40128,1,3,1,3,0,0
2000771,帝国式烟雾信号弹,帝国式発煙筒,,0,0,0,1,0,0,False,66540,25019,1,1,1,3,0,0
2000772,魔法人偶核,魔法人形のコア,,0,0,0,1,0,0,False,66541,25919,1,1,1,3,0,0
2000773,帝国军认证密钥,帝国軍認証鍵,,0,0,0,1,0,0,False,66057,26014,1,1,1,3,0,0
2000774,巨虻的翼膜,ケッドの羽(仮),,0,0,0,1,0,0,False,66547,21951,1,3,1,3,0,0
2000775,红燕首饰,ドッグタグ(仮),,0,0,0,1,0,0,False,66554,54809,1,4,1,3,0,0
2000776,手工炸弹,発破剤(仮),,0,0,0,1,0,0,False,66555,26015,1276,3,1,1,0,3
2000777,新型炼金炉破坏作战报告书,報告書(仮),,0,0,0,1,0,0,False,66556,26151,1,1,1,3,0,0
2000778,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000779,24星司火药,発破剤(仮),,0,0,0,1,0,0,False,66558,26015,1276,1,1,1,0,3
2000780,乌氏软膏,傷薬(仮),,0,0,0,1,0,0,False,66559,22603,1,3,1,3,0,0
2000781,黑涡团补给物资,船に積む荷物1(仮),,0,0,0,1,0,0,False,66562,21003,1,1,1,3,0,0
2000782,手工炸弹,クリスタル破壊爆弾(仮),,0,0,0,1,0,0,False,66571,26015,1276,3,1,1,0,3
2000783,黑涡团军粮,補給物資(仮),,0,0,0,1,0,0,False,66567,24111,1,2,1,3,0,0
2000784,滑嫩的刺身,クラゲの刺身(仮),,0,0,0,1,0,0,False,66569,25156,1,8,1,3,0,0
2000785,石蜥蜴肉,バジリスクの肉,,0,0,0,1,0,0,False,66575,25154,1,3,1,3,0,0
2000786,清炖石蜥蜴肉,バジリスクシチュー,,0,0,0,1,0,0,False,66575,24107,1,3,1,3,0,0
2000787,恒辉队制式剑,不滅隊の剣(仮),,0,0,0,1,0,0,False,66576,21003,1,1,1,3,0,0
2000788,榴弹怪的爪子,錬金薬の元(仮),,0,0,0,1,0,0,False,66577,30351,1,1,1,3,0,0
2000789,鸡尾药,応急薬(仮),,0,0,0,1,0,0,False,66580,20684,1,4,1,3,0,0
2000790,冥鬼之眼的角膜,アーリマンの肝(仮),,0,0,0,1,0,0,False,66581,22605,1,6,1,3,0,0
2000791,白狼门通行许可证,通行許可証(仮),,0,0,0,1,0,0,False,66338,26153,1,1,1,3,0,0
2000792,学者装束概论,学者装束の研究資料(仮),,0,0,0,1,0,0,False,66636,26002,1,1,1,3,0,0
2000793,灵妖花的嫩叶,霊妖花の実(仮),,0,0,0,1,0,0,False,66636,25010,1,1,1,3,0,0
2000794,未完成的学者装束,裁断された霊絹布(仮),,0,0,0,1,0,0,False,66636,23154,1,3,1,3,0,0
2000795,阿·拓瓦·坎特的骨灰,ボロボロの布きれ(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000796,训练用的木箱,訓練用の木箱,,0,0,0,1,0,0,False,65991,21003,1,1,1,3,0,0
2000797,隐藏的书卷,古代文字が刻まれた骨片(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000798,全新的魔导书,新しい魔導書(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000799,指令书,ク・リヒャからの指令書(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000800,生鲜活鲱鱼,釣ったばかりの魚(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000801,特制鳗鱼派,特製のイールパイ,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000802,塞满硬币的钱袋,硬貨の詰まった袋,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000803,奇怪的皮袋,謎めいた革袋,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000804,爱尔德吉斯的裹身裙,エルドギスのパレオ(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000805,珍藏的葡萄酒,秘蔵のワイン,,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000806,特制香烩时蔬,ヤニ特製のラタトゥイユ(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000807,盖娃的项环,ゲヴァのチョーカー,,0,0,0,1,0,0,False,65602,54840,1,1,1,3,0,0
2000808,瑕托托的魔石,シャトトの魔石(仮),,0,0,0,1,0,0,False,66609,26009,1,1,1,3,0,0
2000809,妖异之鲜血,lv35の魔物の血(仮),,0,0,0,1,0,0,False,66610,22601,1,1,1,3,0,0
2000810,妖异之鲜血,lv40の魔物の血1(仮),,0,0,0,1,0,0,False,66611,22601,1,1,1,3,0,0
2000811,妖异之鲜血,lv40の魔物の血2(仮),,0,0,0,1,0,0,False,66611,22601,1,1,1,3,0,0
2000812,蜥蜴人的鲜血,アマルジャの血(仮),,0,0,0,1,0,0,False,66613,22601,1,1,1,3,0,0
2000813,普库诺·珀奇的护身符,プクノ・ポキのお守り(仮),,0,0,0,1,0,0,False,66621,26007,1,1,1,3,0,0
2000814,龙魔笛,竜の魔笛,,0,0,0,1,0,0,False,66606,22205,1,1,1,3,0,0
2000815,雷蛟头骨,ドラゴン眷属の頭骨,,0,0,0,1,0,0,False,66606,22201,1,1,1,3,0,0
2000816,武僧之证,星型の石(仮),,0,0,0,1,0,0,False,66597,26004,1,1,1,3,0,0
2000817,以太测量仪,lv30エーテル計測器(仮),,0,0,0,1,0,0,False,66598,21003,1,1,1,3,0,0
2000818,以太测量仪,lv40エーテル計測器(仮),,0,0,0,1,0,0,False,66599,21003,1,1,1,3,0,0
2000819,以太测量仪,ウィダルゲルドのエーテル計測器(仮),,0,0,0,1,0,0,False,66599,21003,1,1,1,3,0,0
2000820,以太测量仪,lv45エーテル計測器(仮),,0,0,0,1,0,0,False,66600,21003,1,1,1,3,0,0
2000821,亡者的遗骸,不浄な遺骸,,0,0,0,1,0,0,False,66591,20406,1,1,1,3,0,0
2000822,神秘的水晶,謎の男から受け取ったクリスタル(仮),,0,0,0,1,0,0,False,66591,26003,1,1,1,3,0,0
2000823,豆子袋,試練呼び出し用の肉(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000824,龙魔笛,竜の魔笛,,0,0,0,1,0,0,False,66607,22205,1,1,1,3,0,0
2000825,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000826,新鲜蜂蜜,採れたての蜂蜜,,0,0,0,1,0,0,False,66244,25102,1,1,1,3,0,0
2000827,深绿补剂,深緑のトニック,,0,0,0,1,0,0,False,66294,22606,1,3,1,3,0,0
2000828,歌德鸟蛋汤,バスカロン名物激辛スープ (仮),,0,0,0,1,0,0,False,66263,24111,306,1,1,3,0,0
2000829,蚁狮酸,アントリオン酸,,0,0,0,1,0,0,False,66316,22614,306,1,1,3,0,0
2000830,绿色炼金药,カニ必殺アイテム(仮),,0,0,0,1,0,0,False,66370,20683,306,1,1,3,0,0
2000831,乳根,ミルクルート,,0,0,0,1,0,0,False,66246,25005,1,1,1,3,0,0
2000832,细长的化石,細長い化石,,0,0,0,1,0,0,False,0,22202,1,1,1,3,0,0
2000833,蓝布顿巨虫肉,ラムトンウォームの肉,,0,0,0,1,0,0,False,66358,29001,1,1,1,3,0,0
2000834,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000835,黑衣椒,シュラウドペッパー,,0,0,0,1,0,0,False,66309,25007,1,1,1,3,0,0
2000836,干燥龙息椒,乾燥ドラゴンペッパー,,0,0,0,1,0,0,False,66309,25011,1,1,1,3,0,0
2000837,绝灵壶,絶霊体の壺,,0,0,0,1,0,0,False,66492,22603,1,1,1,3,0,0
2000838,沉重的绝灵壶,重い絶霊体の壺,,0,0,0,1,0,0,False,66492,22603,1,1,1,3,0,0
2000839,绝灵壶,絶霊体の壺,,0,0,0,1,0,0,False,66495,22603,1,1,1,3,0,0
2000840,绝灵壶,絶霊体の壺,,0,0,0,1,0,0,False,66498,22603,1,1,1,3,0,0
2000841,沉重的绝灵壶,重い絶霊体の壺,,0,0,0,1,0,0,False,66503,22603,1,1,1,3,0,0
2000842,给布里塞尔的信,ブリセル宛の書簡,,0,0,0,1,0,0,False,66516,25918,1,1,1,3,0,0
2000843,特别航线许可证,特別渡航許可証,,0,0,0,1,0,0,False,66497,26153,1,1,1,3,0,0
2000844,纪念戒指,遺品の指輪(仮) ,,0,0,0,1,0,0,False,66484,54403,1,1,1,3,0,0
2000845,狂野野猪的厚肉,ワイルドホッグの肉(仮),,0,0,0,1,0,0,False,66546,25153,1,5,1,3,0,0
2000846,奥丁调查报告书,報告書(仮),,0,0,0,1,0,0,False,66548,26151,1,1,1,3,0,0
2000847,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000848,肥嫩的刺身,クラゲの刺身(仮),,0,0,0,1,0,0,False,66570,25156,1,8,1,3,0,0
2000849,弥弥德亚式耳塞,ミミドア式耳栓,,0,0,0,1,0,0,False,66503,25919,1,1,1,3,0,0
2000850,帝国军制式剑,帝国軍制式剣,,0,0,0,1,0,0,False,66054,30407,1,1,1,3,0,0
2000851,商品包裹,オディネル宛の荷物(仮),,0,0,0,1,0,0,False,66362,23001,1,1,1,3,0,0
2000852,特级白兰地,お詫びの品(仮),,0,0,0,1,0,0,False,66459,25057,1,1,1,3,0,0
2000853,被偷走的调查记录,調査資料(仮),,0,0,0,1,0,0,False,66531,26153,1,1,1,3,0,0
2000854,强韧的粗草绳,ロープ(仮),,0,0,0,1,0,0,False,66532,26103,1,1,1,3,0,0
2000855,仙人药茶,サボテンの薬茶,,0,0,0,1,0,0,False,66295,24406,1,3,1,3,0,0
2000856,奥尔什方的信,デュランデル家への紹介状,,0,0,0,1,0,0,False,66460,25918,1,1,1,3,0,0
2000857,黑衣苹果,お供えリンゴ(仮),,0,0,0,1,0,0,False,66305,25308,1,2,1,3,0,0
2000858,弗朗塞尔的密封信,書状その2(仮),,0,0,0,1,0,0,False,66460,25918,1,1,1,3,0,0
2000859,仙人酒,サボテン酒,,0,0,0,1,0,0,False,66317,24404,1,2,1,3,0,0
2000860,黑羊的鲜血,タウルス呼び寄せ（仮）,,0,0,0,1,0,0,False,66451,22601,1,1,1,3,0,0
2000861,凄惨的尸体,無残な死体,,0,0,0,1,0,0,False,66335,26024,1,1,1,3,0,0
2000862,恶臭的胃袋,胃袋(仮),,0,0,0,1,0,0,False,66343,22602,1,1,1,3,0,0
2000863,钢铲,貝を剥がすための道具(仮),,0,0,0,1,0,0,False,66373,35403,1,3,1,3,0,0
2000864,哥布林奶酪,ゴブリンチーズ,,0,0,0,1,0,0,False,66368,24451,1,1,1,3,0,0
2000865,阿泽玛玫瑰花束,白い花束(仮),,0,0,0,1,0,0,False,66508,25023,1,1,1,3,0,0
2000866,染血的任命书,血塗られた書簡,,0,0,0,1,0,0,False,66476,26151,1,1,1,3,0,0
2000867,银色的指环,形見の指輪(仮),,0,0,0,1,0,0,False,66431,54403,1,1,1,3,0,0
2000868,长柄大锤,バールのようなもの(仮),,0,0,0,1,0,0,False,66525,38052,1,3,1,3,0,0
2000869,黑涡团补给物资,船に積む荷物2(仮),,0,0,0,1,0,0,False,66562,21003,1,1,1,3,0,0
2000870,黑涡团补给物资,船に積む荷物3(仮),,0,0,0,1,0,0,False,66562,21003,1,1,1,3,0,0
2000871,地灵祭司的铁盔,コボルドNM兜（仮),,0,0,0,1,0,0,False,66401,21002,1,1,1,3,0,0
2000872,忘忧泪,邪眼の涙,,0,0,0,1,0,0,False,0,20662,1,99,1,3,0,0
2000873,爆弹怪的无名指,ボムの薬指,,0,0,0,1,0,0,False,0,22623,0,99,1,3,0,0
2000874,大炎辉石,大炎輝石,,0,0,0,1,0,0,False,0,21468,0,99,1,3,0,0
2000875,烈焰火蛟的唾液,フレイムドレイクの可燃液,,0,0,0,1,0,0,False,0,20641,0,99,1,3,0,0
2000876,白狼的粗皮,ホワイトウルフの粗皮,,0,0,0,1,0,0,False,0,22018,0,99,1,3,0,0
2000877,汽油弹怪的小指,ナパームの小指,,0,0,0,1,0,0,False,0,22623,1,99,1,3,0,0
2000878,柔软的羊肉,柔らかな羊肉,,0,0,0,1,0,0,False,0,25153,1,99,1,3,0,0
2000879,调查植被土样,植生調査用の土,,0,0,0,1,0,0,False,0,21464,0,99,1,3,0,0
2000880,骏鹰腿肉,ヒッポグリフのモモ肉,,0,0,0,1,0,0,False,0,25152,1,99,1,3,0,0
2000881,雷蛟筋腱,ビアストのスジ肉,,0,0,0,1,0,0,False,0,25153,1,99,1,3,0,0
2000882,冰元精核心,アイススプライトの核,,0,0,0,1,0,0,False,0,21266,1,99,1,3,0,0
2000883,隐藏的书卷,古代文字が刻まれた石,,0,0,0,1,0,0,False,65996,25906,1,3,1,3,0,0
2000884,全新的魔导书,新しい魔道書,,0,0,0,1,0,0,False,65996,26002,1,1,1,3,0,0
2000885,指令书,指示書,,0,0,0,1,0,0,False,65997,25918,1,1,1,3,0,0
2000886,生鲜活鲱鱼,魚,,0,0,0,1,0,0,False,65997,29010,1,1,1,3,0,0
2000887,特制鳗鱼派,パイ,,0,0,0,1,0,0,False,65997,24305,1,1,1,3,0,0
2000888,塞满硬币的钱袋,宝石,,0,0,0,1,0,0,False,65997,26001,1,1,1,3,0,0
2000889,奇怪的皮袋,スカーフ,,0,0,0,1,0,0,False,65997,25919,1,1,1,3,0,0
2000890,爱尔德吉斯的裹身裙,袋,,0,0,0,1,0,0,False,65997,23301,1,1,1,3,0,0
2000891,珍藏的葡萄酒,酒,,0,0,0,1,0,0,False,65997,25057,1,1,1,3,0,0
2000892,小手杖,小さな杖,,0,0,0,1,0,0,False,66252,32404,1,1,1,3,0,0
2000893,修补用石材,補修用の石材,,0,0,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000894,修补用优质石材,良質の補修用の石材,,0,0,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000895,压缩雪块,圧雪ブロック,,0,0,0,1,0,0,False,0,29001,0,99,1,0,0,0
2000896,库尔札斯石灰岩,クルザス石灰岩,,0,0,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000897,青秘银矿,青霊銀鉱,,0,0,0,1,0,0,False,0,21208,0,99,1,0,0,0
2000898,优质青秘银矿,良質の青霊銀鉱,,0,0,0,1,0,0,False,0,21208,0,99,1,0,0,0
2000899,大冰壁冰片,大氷壁の氷片,,0,0,0,1,0,0,False,0,20003,0,99,1,0,0,0
2000900,坚硬的大冰壁冰片,大氷壁の硬い氷片,,0,0,0,1,0,0,False,0,20015,0,99,1,0,0,0
2000901,白铁矿,白鉄鉱,,0,0,0,1,0,0,False,0,21216,0,99,1,0,0,0
2000902,用于修缮的石材,修繕用の石材,,0,0,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000903,库尔札斯冻土,クルザスの凍土,,0,0,0,1,0,0,False,0,21203,0,99,1,0,0,0
2000904,库尔札斯永久冻土,クルザスの永久凍土,,0,0,0,1,0,0,False,0,21203,0,99,1,0,0,0
2000905,飞空战舰装甲材料,飛空戦艦の装甲材,,0,0,0,1,0,0,False,0,20953,0,99,1,0,0,0
2000906,飞空战舰超硬合金,飛空戦艦の超硬合金,,0,0,0,1,0,0,False,0,20960,0,99,1,0,0,0
2000907,遗迹水晶,遺跡のクリスタル,,0,0,0,1,0,0,False,0,20015,0,99,1,0,0,0
2000908,有划痕的亚拉戈神符石,傷ついたアラガンストーン,,0,0,0,1,0,0,False,0,21300,0,99,1,0,0,0
2000909,结晶化树根,結晶化した根,,0,0,0,1,0,0,False,0,20015,0,99,1,0,0,0
2000910,结晶化树干,結晶化した幹,,0,0,0,1,0,0,False,0,20009,0,99,1,0,0,0
2000911,库尔札斯薄荷,クルザスミント,,0,0,0,1,0,0,False,0,25016,0,99,1,0,0,0
2000912,优质库尔札斯薄荷,良質のクルザスミント,,0,0,0,1,0,0,False,0,25016,0,99,1,0,0,0
2000913,优质橡木原木,良質のオーク原木,,0,0,0,1,0,0,False,0,22401,0,99,1,0,0,0
2000914,杂草,ショートウィード,,0,0,0,1,0,0,False,0,25010,0,99,1,0,0,0
2000915,浮木树枝,流木の枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000916,浮木树干,流木の幹,,0,0,0,1,0,0,False,0,22401,0,99,1,0,0,0
2000917,斑点天牛,マダラカミキリ,,0,0,0,1,0,0,False,0,27002,0,99,1,0,0,0
2000918,患病的树皮,病に冒された樹皮,,0,0,0,1,0,0,False,0,22418,0,99,1,0,0,0
2000919,笔直的树枝,真っ直ぐな枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000920,高地柚木原木,ハイランドチークの原木,,0,0,0,1,0,0,False,0,22403,0,99,1,0,0,0
2000921,受伤的树皮,傷ついた樹皮,,0,0,0,1,0,0,False,0,22418,0,99,1,0,0,0
2000922,刻有符号的树皮,符号が刻まれた樹皮,,0,0,0,1,0,0,False,0,22418,0,99,1,0,0,0
2000923,遗物的碎片,遺物の欠片,,0,0,0,1,0,0,False,0,21457,0,99,1,0,0,0
2000924,褪色的亚拉戈神符石,汚れたアラガンストーン,,0,0,0,1,0,0,False,0,21300,0,99,1,0,0,0
2000925,踏台用木材,足場用の木材,,0,0,0,1,0,0,False,0,22403,0,99,1,0,0,0
2000926,结晶化杂草,結晶化した下草,,0,0,0,1,0,0,False,0,20015,0,99,1,0,0,0
2000927,半结晶化树枝,半結晶化した枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000928,半结晶化树干,半結晶化した幹,,0,0,0,1,0,0,False,0,22410,0,99,1,0,0,0
2000929,锋利的箭头,矢（仮）,,0,0,0,1,0,0,False,66398,27241,1,3,1,3,0,0
2000930,巨像兵的魂石,石兵のソウルストーン,,0,0,0,1,0,0,False,66510,21202,1,1,1,3,0,0
2000931,绝灵壶,絶霊体の壺,,0,0,0,1,0,0,False,0,22603,1,1,1,3,0,0
2000932,偏属性水晶,重い絶霊体の壺,,0,0,0,1,0,0,False,66510,20649,1,1,1,3,0,0
2000933,龙骨,ドラゴンの骨(仮),,0,0,0,1,0,0,False,66481,22202,1,1,1,3,0,0
2000934,卫月碎片,遺物(仮),,0,0,0,1,0,0,False,66530,25919,1,1,1,3,0,0
2000935,拉尔戈护身符,ラールガーの神符,,0,0,0,1,0,0,False,66292,26151,1,1,1,3,0,0
2000936,灵魂水晶,発掘されたソウルクリスタル(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000937,神秘的魔石,フェアリーの宿る石(仮),,0,0,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000938,神秘的魔石,ア・トワ・カントの秘石(仮),,0,0,0,1,0,0,False,66615,26008,1,1,1,3,0,0
2000939,全新的腕套,新品のグローブ(仮),,0,0,0,1,0,0,False,66618,21611,1,1,1,3,0,0
2000940,全新的及膝裤,新品のキュロット(仮),,0,0,0,1,0,0,False,66618,21611,1,1,1,3,0,0
