#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
476,"奥修昂是司掌山岳与放浪的男神。
他有着风属性的神力，负责管理灵三月的运行。
据传说，奥修昂是商贸神纳尔札尔的结义兄弟，也是战争神哈罗妮的挚友。
他经常被描绘为一位手持紫杉木弓的悠闲猎人。象征符号则是一把登山手杖。",,,0,0,0
477,"比尔格是司掌建筑与工艺的男神。
他有着雷属性的神力，负责管理星四月的运行。
据传说，比尔格是河川神沙利亚克的弟子，也是战争神哈罗妮的兄长。
他经常被描绘为一位手持双头铁锤的老实铁匠。象征符号则是一只灵巧的手。",,,0,0,0
478,"拉尔戈是司掌彗星与破坏的男神，同时也是阿拉米格城邦的守护神。
他有着雷属性的神力，负责管理灵四月的运行。
据传说，拉尔戈是行星神妮美雅的仆人，也是工艺神比尔格和战争神哈罗妮的养父。
他经常被描绘为一位手持黄铜手杖的魔法师。象征符号则是一颗流星。",,,0,0,0
479,"阿泽玛是司掌太阳与审理的女神。
她有着火属性的神力，负责管理星五月的运行。
据传说，阿泽玛是光阴神阿尔基克的女儿，也是慈爱神梅茵菲娜的姐姐。
她经常被描绘为一位手持黄金扇的贵妇。象征符号则是一轮旭日。",,,0,0,0
480,"纳尔札尔是司掌地底与商贸的男神，同时也是乌尔达哈城邦的守护神。
他有着火属性的神力，负责管理灵五月的运行。
据传说，纳尔札尔有着名为纳尔和札尔的两张面孔，是一个双子神。
他经常被描绘为一位手持天平的机敏商人。象征符号则是贝壳货币。",,,0,0,0
481,"诺菲卡是司掌大地与丰饶的女神，同时也是格里达尼亚城邦的守护神。
她有着土属性的神力，负责管理星六月的运行。
据传说，诺菲卡是太阳神阿泽玛的女儿，也是海洋神利姆莱茵的妹妹。
她经常被描绘为一位手持钢铁镰刀的开朗农民。象征符号则是表示春天的绿叶。",,,0,0,0
482,"阿尔基克是司掌重力与光阴的男神。
他有着土属性的神力，负责管理灵六月的运行。
据传说，阿尔基克是行星神妮美雅的兄长，也是太阳神阿泽玛与月亮神梅茵菲娜的父亲。
他经常被描绘为一位手持秘银大斧的帝王。象征符号则是一个沙漏。",,,0,0,0
483,,,,0,0,0
484,,,,0,0,0
485,,,,0,0,0
486,,,,0,0,0
487,,,,0,0,0
488,,,,0,0,0
489,,,,0,0,0
490,,,,0,0,0
491,,,,0,310,0
492,,,,0,0,0
493,,,,0,110,0
494,,,,0,0,0
495,,,,0,0,0
496,,,,0,0,0
497,,,,0,0,0
498,,,,0,0,0
499,,,,0,0,0
500,创建角色,,,0,0,0
501,,,,0,0,0
502,蝰蛇剑士,,,0,0,0
503,,,,0,0,0
504,装备,,,0,0,0
505,创建角色,,,0,0,0
506,确定,,,0,0,0
507,返回,,,0,0,0
508,,,,0,0,0
509,,,,0,0,0
510,默认出演（中原之民男性）,,,0,0,0
511,存档UNKNOWN:男,,,0,0,0
512,该角色仅用来演示游戏影像，无法变更身上的装备。,,,0,0,0
513,没有任何储存时的留言。,,,0,0,0
514,将角色的预览服装更换为战斗职业的专有装备。(游戏演示中无法选择角色的战斗职业因此无法使用本功能),,,0,0,0
515,,,,0,0,0
516,,,,0,0,0
517,,,,0,0,0
518,,,,0,0,0
519,,,,0,0,0
520,,,,0,0,0
521,,,,0,0,0
522,,,,0,0,0
523,,,,0,0,0
524,,,,0,0,0
525,,,,0,0,0
526,,,,0,0,0
527,,,,0,0,0
528,,,,0,0,0
529,,,,0,0,0
530,(开始地：),,,0,0,0
531,剑术师,,,0,0,0
532,格斗家,,,0,0,0
533,斧术师,,,0,0,0
534,枪术师,,,0,0,0
535,弓箭手,,,0,0,0
536,幻术师,,,0,0,0
537,咒术师,,,0,0,0
538,秘术师,,,0,0,0
539,,,,0,0,0
540,最短,,,0,0,0
541,较短,,,0,0,0
542,标准,,,0,0,0
543,较长,,,0,0,0
544,最长,,,0,0,0
545,类型1,,,0,0,0
546,类型2,,,0,0,0
547,类型3,,,0,0,0
548,类型4,,,0,0,0
549,,,,0,0,0
550,,,,0,0,0
551,,,,0,0,0
552,,,,0,0,0
553,,,,0,0,0
554,,,,0,0,0
555,最短,,,0,0,0
556,较短,,,0,0,0
557,标准,,,0,0,0
558,较长,,,0,0,0
559,最长,,,0,0,0
560,类型1,,,0,0,0
561,类型2,,,0,0,0
562,类型3,,,0,0,0
563,类型4,,,0,0,0
564,,,,0,0,0
565,最小,,,0,0,0
566,较小,,,0,0,0
567,标准,,,0,0,0
568,较大,,,0,0,0
569,最大,,,0,0,0
570,,,,0,0,0
571,,,,0,0,0
572,,,,0,0,0
573,,,,0,0,0
574,,,,0,0,0
575,,,,0,0,0
576,,,,0,0,0
577,,,,0,0,0
578,,,,0,0,0
579,,,,0,0,0
580,,,,0,0,0
581,,,,0,0,0
582,,,,0,0,0
583,,,,0,0,0
584,,,,0,0,0
585,,,,0,0,0
586,,,,0,0,0
587,,,,0,0,0
588,,,,0,0,0
589,,,,0,0,0
590,,,,0,0,0
591,,,,0,0,0
592,,,,0,0,0
593,,,,0,0,0
594,,,,0,0,0
595,,,,0,0,0
596,,,,0,0,0
597,,,,0,0,0
598,,,,0,0,0
599,,,,0,0,0
600,旋转视角 旋转背景 +缩放 回转方向反转,,,0,0,0
601,,,,0,0,0
602,旋转视角 旋转背景 +缩放 +上下移动 回转方向反转,,,0,0,0
603,,,,0,0,0
604,,,,0,0,0
605,,,,0,0,0
606,,,,0,0,0
607,,,,0,0,0
608,,,,0,0,0
609,,,,0,0,0
610,软键盘,,,0,0,0
611,次级指令,,,0,0,0
612,左键拖拽：旋转视角 右键拖拽：旋转背景 转动鼠标滚轮：缩放,,,0,0,0
613,左键拖拽：旋转视角 右键拖拽：旋转背景 转动鼠标滚轮：缩放 鼠标滚轮按下拖拽：上下移动,,,0,0,0
614,,,,0,0,0
615,剩余天数: UNKNOWN天　剩余时长: 0分钟,,,0,0,0
616,ベテランリワード　ランクUNKNOWN,,,0,0,0
617,累计利用天数：0天,,,0,0,0
618,"剩余天数UNKNOWN天、剩余时长0分钟。
提醒您提前到官网进行充值。
http://ff.sdo.com",,,0,0,0
619,"免费体验时间还剩UNKNOWN天。
体验结束后如果想继续游玩，请前往官网进行充值。
官网地址：
http://ff.sdo.com",,,0,0,0
620,,,,0,0,0
621,确定要将雇员的形象设置成目前的样子吗？,,,0,0,0
622,中断设置雇员形象。,,,0,0,0
623,确定要中断设置雇员的形象吗？,,,0,0,0
624,,,,0,0,0
625,"确定要中止编辑角色容貌吗？
正在编辑中的容貌会被完全放弃。",,,0,0,0
626,确定要完成角色容貌的编辑吗？,,,0,0,0
627,"确定要放弃编辑中的容貌吗？
角色会还原成当前的容貌。",,,0,0,0
628,,,,0,0,0
629,"确定要以“UNKNOWN”登录游戏吗？
**※可以通过次级指令重新编辑角色形象。**",,,0,0,0
630,可以对角色的种族、性别及外貌进行更改。请在次级指令中选择“重新编辑角色”。,,,0,0,0
631,"确定要对角色的种族、性别及外貌进行更改吗？
**※不进行重新编辑也可以直接登录游戏。
※特定条件下的发型和面妆会回到初始状态。
※发型与头部装备的显示会根据种族不同有所限制。**",,,0,0,0
632,"要重新设置角色的种族、性别以及外貌，需要提前卸下全部防具、首饰和面部配饰。
请登录后在角色画面将相关装备都卸下，再退回到登录界面。",,,0,0,0
633,"确定要将上述更改反映到实际角色上吗？
**※种族不同在美容师处可选的发型也会有所不同。**",,,0,0,0
634,确定要中断重新编辑角色形象吗？,,,0,0,0
635,,,,0,0,0
636,：标记发型,,,0,0,0
637,：标记发型,,,0,0,0
638,只显示标记的发型,,,0,0,0
639,通过使用“”才可以在美容师处选择的特殊发型。,,,0,0,0
640,通过完成季节活动“未知的女骑士”或使用“”才可以在美容师处选择的特殊发型。,,,0,0,0
641,为举办“永结同心典礼”做准备后才可以在美容师处选择的特殊发型。,,,0,0,0
642,通过完成季节活动“令人惊讶的变身奇术”至“带来欢笑的幸运魔咒”或使用“”才可以在美容师处选择的特殊面妆。,,,0,0,0
643,通过使用“”才可以在美容师处选择的特殊面妆。,,,0,0,0
644,,,,0,0,0
645,"因角色在任务过程中登出或断开连接，无法重新编辑角色。
请先登入游戏，退出任务后重新尝试。",,,0,0,0
646,因角色处于任务中，无法变更种族、性别以及外观。,,,0,0,0
647,因角色位于陌迪翁牢狱，无法重新编辑角色。,,,0,0,0
648,现在无法变更角色的种族、性别以及外观。,,,0,0,0
649,,,,0,0,0
650,是否要从现在连接中的UNKNOWN大区重新连接到UNKNOWN大区？,,,0,0,0
651,"保存界面各窗口的位置以及大小等情报，
包含部分窗口内保存的设置情报。",界面设置,,0,0,0
652,保存每个职业的热键栏与十字热键栏情报。,热键栏,,0,1,0
653,保存套装列表情报。,套装列表,,0,2,0
654,"保存角色的鼠标或手柄的操作类型设置，
包括键位设置、消息过滤等情报。",角色设置,,0,3,0
655,保存各个角色专用宏的情报。,角色专用宏,,0,4,0
656,"保存技能变换设置、坐骑列表的常用列表
以及肖像设计等情报。",其他,,0,5,0
657,,,,0,0,0
658,,,,0,0,0
659,,,,0,0,0
660,勾选  全选,,,0,0,0
661,勾选  全选,,,0,0,0
662,,,,0,0,0
663,,,,0,0,0
664,,,,0,0,0
665,,,,0,0,0
666,,,,0,0,0
667,,,,0,0,0
668,,,,0,0,0
669,,,,0,0,0
670,,,,0,0,0
671,,,,0,0,0
672,,,,0,0,0
673,,,,0,0,0
674,,,,0,0,0
675,,,,0,0,0
676,,,,0,0,0
677,,,,0,0,0
678,,,,0,0,0
679,,,,0,0,0
680,100级特职专用装备,,,0,0,0
681,种族装备,,,0,0,0
682,龙神装备,,,0,0,0
683,加隆德装备,,,0,0,0
684,亚历山大装备,,,0,0,0
685,堕龙装备,,,0,0,0
686,漩涡精英装备,,,0,0,0
687,牙蛇精英装备,,,0,0,0
688,耀辉精英装备,,,0,0,0
689,源氏装备,,,0,0,0
690,欧米茄装备,,,0,0,0
691,地狱犬装备,,,0,0,0
692,矮人装备,,,0,0,0
693,伊甸之晨装备,,,0,0,0
694,荒天装备,,,0,0,0
695,光之战士装备,,,0,0,0
696,野玫瑰装备,,,0,0,0
697,月卫装备,,,0,0,0
698,孤云装备,,,0,0,0
699,狮心装备,,,0,0,0
700,坦塔罗斯装备,,,0,0,0
701,艾普/大召唤士装备,,,0,0,0
702,斯诺/雷光装备,,,0,0,0
703,萨雷安神童装备,,,0,0,0
704,路西斯王子装备,,,0,0,0
705,美堤亚装备,,,0,0,0
706,波奇装备,,,0,0,0
707,,,,0,0,0
708,,,,0,0,0
709,,,,0,0,0
710,,,,0,0,0
711,,,,0,0,0
712,,,,0,0,0
713,,,,0,0,0
714,,,,0,0,0
715,,,,0,0,0
716,,,,0,0,0
717,,,,0,0,0
718,,,,0,0,0
719,,,,0,0,0
720,,,,0,0,0
721,,,,0,0,0
722,,,,0,0,0
723,,,,0,0,0
724,,,,0,0,0
725,,,,0,0,0
726,,,,0,0,0
727,,,,0,0,0
728,,,,0,0,0
729,,,,0,0,0
730,,,,0,0,0
731,,,,0,0,0
732,,,,0,0,0
733,,,,0,0,0
734,,,,0,0,0
735,,,,0,0,0
736,,,,0,0,0
737,,,,0,0,0
738,,,,0,0,0
739,,,,0,0,0
740,,,,0,0,0
741,,,,0,0,0
742,,,,0,0,0
743,,,,0,0,0
744,,,,0,0,0
745,,,,0,0,0
746,,,,0,0,0
747,,,,0,0,0
748,,,,0,0,0
749,,,,0,0,0
750,,,,0,0,0
751,,,,0,0,0
752,,,,0,0,0
753,,,,0,0,0
754,,,,0,0,0
755,,,,0,0,0
756,,,,0,0,0
757,,,,0,0,0
758,,,,0,0,0
759,,,,0,0,0
760,,,,0,0,0
761,,,,0,0,0
762,,,,0,0,0
763,,,,0,0,0
764,,,,0,0,0
765,,,,0,0,0
766,,,,0,0,0
767,,,,0,0,0
768,,,,0,0,0
769,,,,0,0,0
770,,,,0,0,0
771,,,,0,0,0
772,,,,0,0,0
773,,,,0,0,0
774,,,,0,0,0
775,,,,0,0,0
776,,,,0,0,0
777,,,,0,0,0
778,,,,0,0,0
779,,,,0,0,0
780,,,,0,0,0
781,,,,0,0,0
782,,,,0,0,0
783,,,,0,0,0
784,,,,0,0,0
785,,,,0,0,0
786,,,,0,0,0
787,,,,0,0,0
788,,,,0,0,0
789,,,,0,0,0
790,,,,0,0,0
791,,,,0,0,0
792,,,,0,0,0
793,,,,0,0,0
794,,,,0,0,0
795,,,,0,0,0
796,,,,0,0,0
797,,,,0,0,0
798,,,,0,0,0
799,,,,0,0,0
800,选择大区,,,0,0,0
801,,,,0,0,0
802,大区,,,0,0,0
803,信息,,,0,0,0
804,,,,0,0,0
805,,,,0,0,0
806,"推荐居住在日本的玩家使用的数据中心。
可以在以下服务器中创建角色并进入游戏。",,,0,0,0
807,,,,0,0,0
808,正在连接到数据中心服务器。,,,0,0,0
809,正在从数据中心中获取角色列表。,,,0,0,0
810,确定,,,0,0,0
811,取消,,,0,0,0
812,日本数据中心,,,0,0,0
813,北美数据中心,,,0,0,0
814,欧洲数据中心,,,0,0,0
815,大洋洲数据中心,,,0,0,0
816,NA Cloud Data Center (Beta),,,0,0,0
817,,,,0,0,0
818,,,,0,0,0
819,,,,0,0,0
820,"“服务器”即是您的角色所在的世界。
选定原始服务器之后，没有特殊情况无法变更。
如果想和朋友一起体验«最终幻想14»的乐趣，
建议将角色建在同一个服务器里。
如果没看到您计划前往的服务器，
有可能是该服务器位于其他大区。
您可以退出游戏重新选择正确的大区进入。



**此服务器正面向新建立的角色实施经验值大幅提升等奖励！**

**此服务器现在无法建立角色。
请等待限制解除，或选择其他服务器。
在其他服务器建立角色后，
也可以通过跨界传送功能来此服务器游玩。**",,,0,0,0
821,,,,0,0,0
822,,,,0,0,0
823,读取在2013/8/27 8:00保存的UNKNOWN号男人物形象数据。,,,0,0,0
824,"在“最终幻想XIV”文件夹中检测到了人物形象数据。
请选择要读取的数据，前往创建人物形象的最后一步。",,,0,0,0
825,,,,0,0,0
826,,,,0,0,0
827,,,,0,0,0
828,,,,0,0,0
829,,,,0,0,0
830,,,,0,0,0
831,,,,0,0,0
832,要载入事先建好的角色数据吗？,,,0,0,0
833,,,,0,0,0
834,,,,0,0,0
835,,,,0,0,0
836,"PlayStation®4版尚未开始提供该服务，
请耐心等待。",,,0,0,0
837,"
（复制对象）",,,0,0,0
838,"
（覆盖对象）",,,0,0,0
839,滚动,,,0,0,0
840,备份客户端通用设置数据,,,0,0,0
841,备份角色设置数据,,,0,0,0
842,备份角色设置数据,,,0,0,0
843,备份客户端通用设置数据,,,0,0,0
844,备份角色设置数据,,,0,0,0
845,备份客户端通用设置数据,,,0,0,0
846,备份角色设置数据,,,0,0,0
847,下载,,,0,0,0
848,上传,,,0,0,0
849,,,,0,0,0
850,,,,0,0,0
851,"备份**客户端通用设置数据**，包括全角色公用宏还有界面尺寸、声音设置等一部分系统设置。
※受设备环境影响的画面分辨率、控制设备等设置不在备份范围内。",,,0,0,0
852,"将**角色专有设置数据**备份到服务器保存，包括角色设置、界面布局、热键栏、套装列表等。
※道具整理与所持状况确认用数据不在备份范围内。",,,0,0,0
853,,,,0,0,0
854,,,,0,0,0
855,免费体验期玩家无法使用此功能。,,,0,0,0
856,服务器繁忙，暂时无法使用此功能。,,,0,0,0
857,下载,,,0,0,0
858,上传,,,0,0,0
859,服务器数据备份,,,0,0,0
860,本地客户端数据,,,0,0,0
861,"将**客户端通用设置数据**保存到服务器。
※保存数据到服务器后，须经过23小时才能再次保存。",,,0,0,0
862,"将所选角色的**角色设置数据**保存到服务器。
※保存数据到服务器后，须经过23小时才能再次保存。",,,0,0,0
863,用服务器上保存的**客户端通用设置数据**覆盖当前本地的设置。,,,0,0,0
864,用服务器上保存的**角色设置数据**覆盖所选角色当前本地的设置。,,,0,0,0
865,使用其他角色的角色设置数据。,,,0,0,0
866,当前角色,,,0,0,0
867,最近备份过的其他角色（限同一大区内的角色）,,,0,0,0
868,无数据,,,0,0,0
869,备份日期：2013/8/27 8:00,,,0,0,0
870,[Win],,,0,0,0
871,已做好备份准备。,,,0,0,0
872,已做好下载准备。,,,0,0,0
873,用其他角色的**角色设置数据**覆盖所选角色当前本地的设置。,,,0,0,0
874,数据一致，无需上传。,,,0,0,0
875,"备份过于频繁，暂时无法备份。
下次可备份时间：2013/8/27 8:00",,,0,0,0
876,没有客户端通用设置数据的备份。,,,0,0,0
877,所选角色没有备份数据。,,,0,0,0
878,初期状態のデータです。,,,0,0,0
879,暂时不能进行上传。,,,0,0,0
880,备份服务暂停提供。,,,0,0,0
881,,,,0,0,0
882,,,,0,0,0
883,,,,0,0,0
884,数据准备就绪,,,0,0,0
885,备份准备中。,,,0,0,0
886,正在下载备份数据。,,,0,0,0
887,正在上传备份数据。,,,0,0,0
888,"服务器备份数据已覆盖本地客户端通用设置数据。
**※部分设置需要重启游戏后生效。**",,,0,0,0
889,本地的客户端通用设置数据已上传服务器保存。,,,0,0,0
890,"服务器备份数据已覆盖本地UNKNOWNUNKNOWN的设置数据。
**※声音等设置在另外的客户端通用设置数据内，请互相结合使用。**",,,0,0,0
891,"本地UNKNOWNUNKNOWN的数据已上传服务器保存。
**※声音等设置在另外的客户端通用设置数据内，请互相结合使用。**",,,0,0,0
892,"设置数据不足，无法备份。
请先使用角色登录游戏，然后返回标题画面重试。
[UNKNOWN]",,,0,0,0
893,"设置数据损坏，无法备份。
请先使用角色登录游戏，然后返回标题画面重试。
[UNKNOWN]",,,0,0,0
894,"备份数据创建失败。
请先使用角色登录游戏，然后返回标题画面重试。
[UNKNOWN]",,,0,0,0
895,"数据上传失败。
请先使用角色登录游戏后返回标题画面，
然后过段时间后再试。
[UNKNOWN]",,,0,0,0
896,"下载备份数据失败。
请先使用角色登录游戏后返回标题画面，
然后过段时间后再试。
[UNKNOWN]",,,0,0,0
897,"硬盘空间不足，覆盖失败。
[UNKNOWN]",,,0,0,0
898,"发生错误。
请过段时间后再试。
[UNKNOWN]",,,0,0,0
899,与当前数据一致，无需下载。,,,0,0,0
900,"保存界面显示尺寸、帧数限制等信息。
※分辨率等受设备环境影响的设置不在保存范围内。",显示设置,,0,1,0
901,保存音量、静音等设置。,声音设置,,0,11,0
902,"保存鼠标与手柄的各种设置。
※受控制设备影响的设置不在保存范围内。",控制器设置,,0,41,0
903,保存窗口颜色主题的设置。,颜色主题设置,,0,181,0
904,"保存过场动画的语音等设置。
※受设备环境影响的设置不在保存范围内。",其他设置,,0,51,0
905,保存声音的视觉表现、色觉多样性设置。,辅助功能设置,,0,61,0
906,"保存角色公用宏的情报。
※角色专用宏则需要在角色设置数据里备份。",角色公用宏,,0,161,0
907,,,,0,0,0
908,,,,0,0,0
909,,,,0,0,0
910,,,,0,0,0
911,,,,0,0,0
912,,,,0,0,0
913,,,,0,0,0
914,,,,0,0,0
915,,,,0,0,0
916,,,,0,0,0
917,,,,0,0,0
918,,,,0,0,0
919,,,,0,0,0
920,保存鼠标或手柄的操作类型设置。,角色设置,,0,131,0
921,保存界面各窗口的位置与尺寸等情报。,界面设置,,0,91,0
922,保存每个职业的热键栏与十字热键栏情报。,热键栏,,0,111,0
923,保存套装列表情报。,套装列表,,0,141,0
924,保存键位设置情报。,键位设置,,0,151,0
925,保存消息窗口用的消息过滤设置。,消息过滤设置,,0,121,0
926,"保存角色专用宏的情报。
※角色公用宏则需要在客户端通用设置数据里备份。",角色专用宏,,0,161,0
927,保存九宫幻卡、萌宠之王等设置情报。,其他,,0,51,0
928,保存好友名单的分组名、战友列表等情报。,社交,,0,171,0
929,,,,0,0,0
930,,,,0,0,0
931,,,,0,0,0
932,,,,0,0,0
933,,,,0,0,0
934,,,,0,0,0
935,,,,0,0,0
936,,,,0,0,0
937,,,,0,0,0
938,,,,0,0,0
939,,,,0,0,0
940,恢复,,,0,0,0
941,恢复宏,,,0,0,0
942,恢复设置,,,0,0,0
943,恢复公用宏,,,0,0,0
944,,,,0,0,0
945,"恢复对象：**客户端通用设置数据**
中的100个公用宏",,,0,0,0
946,"下载备份的客户端通用设置数据时如果发生问题，
可选择将公用宏的数据恢复到下载开始前的状态。
请选择用来恢复的数据。",,,0,0,0
947,"下载服务器上保存的备份数据进行覆盖时，
会自动保存最多10个恢复用数据。
现在还没有恢复用数据。",,,0,0,0
948,数据日期：2013/8/27 8:00,,,0,0,0
949,恢复角色设置,,,0,0,0
950,,,,0,0,0
951,,,,0,0,0
952,"下载备份的角色设置数据时如果发生问题，
可选择将角色设置数据恢复到下载开始前的状态。
请选择用来恢复的数据。",,,0,0,0
953,"下载服务器上保存的备份数据进行覆盖时，
会自动保存最多10个恢复用数据。
现在还没有恢复用数据。",,,0,0,0
954,"确定要使用2013/8/27 8:00的数据
恢复角色公用宏吗？",,,0,0,0
955,"确定要使用2013/8/27 8:00的数据
恢复角色设置吗？",,,0,0,0
956,角色公用宏恢复成功。,,,0,0,0
957,角色公用宏恢复失败。,,,0,0,0
958,角色设置恢复成功。,,,0,0,0
959,角色设置恢复失败。,,,0,0,0
960,备份的数据存在问题，下载失败。,,,0,0,0
961,破损数据,,,0,0,0
962,"此为将您本地保存的界面、热键栏等情报上传到服务器备份或下载下来使用的功能。
利用本功能可以让您在其他设备游玩时继承很大一部分设置。

在使用此功能上传、下载前，强烈建议玩家自行在本地备份一份设置文件。除了通过自己手动备份外，也可以通过登录器设置里的备份还原选项进行备份。",,,0,0,0
963,,,,0,0,0
964,,,,0,0,0
965,,,,0,0,0
966,恢复用数据列表获取失败。,,,0,0,0
967,恢复用数据列表获取失败。,,,0,0,0
968,所选恢复用数据获取失败。,,,0,0,0
969,恢复失败。,,,0,0,0
970,恢复准备工作失败。,,,0,0,0
971,恢复任务失败。,,,0,0,0
972,,,,0,0,0
973,正在搜索恢复用数据。,,,0,0,0
974,正在准备下载。,,,0,0,0
975,复制其他角色的设置数据,,,0,0,0
976,2013/8/27 8:00:00,,,0,0,0
977,,,,0,0,0
978,,,,0,0,0
979,备份系统设置数据,,,0,0,0
980,系统设置备份的更新提示,,,0,0,0
981,已确认。,,,0,0,0
982,"自您上次备份
已经过了UNKNOWN天。
推荐您定期更新备份数据。",,,0,0,0
983,自上次备份经过一段期间后进行通知。,,,0,0,0
984,※从系统设置中也可以变更通知设置。,,,0,0,0
985,确认,,,0,0,0
986,,,,0,0,0
987,"复制指定角色的设置数据。
※请根据需要使用备份功能。",,,0,0,0
988,,,,0,0,0
989,,,,0,0,0
990,,,,0,0,0
991,游戏说明,,,0,0,0
992,,,,0,0,0
993,复制角色设置,,,0,0,0
994,请选择想要复制的角色设置。,,,0,0,0
995,"可以将同一账号下其他角色的界面设置
以及热键栏键位等设置数据复制到当前角色。
请选择想要复制的角色。
※最多显示8位最近在当前设备登录过游戏的角色。",,,0,0,0
996,正在搜索其他角色的设置数据。,,,0,0,0
997,没有找到可以复制的角色设置数据。,,,0,0,0
998,"角色设置数据复制完成。
该角色下次登录时将适用新的设置数据。",,,0,0,0
999,,,,0,0,0
1000,尾巴长度,,,0,0,0
1001,尾巴形状,,,0,0,0
1002,,,,0,0,0
1003,最短,,,0,0,0
1004,,,,0,0,0
1005,,,,0,0,0
1006,,,,0,0,0
1007,最长,,,0,0,0
1008,,,,0,0,0
1009,,,,0,0,0
1010,,,,0,0,0
1011,,,,0,0,0
1012,,,,0,0,0
1013,毛纹,,,0,0,0
1014,毛色,,,0,0,0
1015,耳朵长度,,,0,0,0
1016,耳朵形状,,,0,0,0
1017,胸围,,,0,0,0
1018,最短,,,0,0,0
1019,,,,0,0,0
1020,,,,0,0,0
1021,,,,0,0,0
1022,最长,,,0,0,0
1023,类型1,,,0,0,0
1024,类型2,,,0,0,0
1025,类型3,,,0,0,0
1026,类型4,,,0,0,0
1027,,,,0,0,0
1028,最小,,,0,0,0
1029,,,,0,0,0
1030,,,,0,0,0
1031,,,,0,0,0
1032,最大,,,0,0,0
1033,耳朵形状,,,0,0,0
1034,耳朵长度,,,0,0,0
1035,最短,,,0,0,0
1036,最长,,,0,0,0
1037,胸围,,,0,0,0
1038,最小,,,0,0,0
1039,最大,,,0,0,0
1040,尾巴形状,,,0,0,0
1041,尾巴长度,,,0,0,0
1042,最短,,,0,0,0
1043,最长,,,0,0,0
1044,牙齿长度,,,0,0,0
1045,刺青与装饰,,,0,0,0
1046,刺青与装饰颜色,,,0,0,0
1047,耳尖毛与眉毛与眼线,,,0,0,0
1048,,,,0,0,0
1049,,,,0,0,0
1050,类型1,,,0,0,0
1051,类型2,,,0,0,0
1052,类型3,,,0,0,0
1053,类型4,,,0,0,0
1054,,,,0,0,0
1055,类型1,,,0,0,0
1056,类型2,,,0,0,0
1057,类型3,,,0,0,0
1058,类型4,,,0,0,0
1059,类型5,,,0,0,0
1060,类型6,,,0,0,0
1061,,,,0,0,0
1062,,,,0,0,0
1063,,,,0,0,0
1064,,,,0,0,0
1065,类型1,,,0,0,0
1066,类型2,,,0,0,0
1067,类型3,,,0,0,0
1068,类型4,,,0,0,0
1069,类型5,,,0,0,0
1070,类型6,,,0,0,0
1071,,,,0,0,0
1072,,,,0,0,0
1073,,,,0,0,0
1074,,,,0,0,0
1075,较大,,,0,0,0
1076,较小,,,0,0,0
1077,,,,0,0,0
1078,,,,0,0,0
1079,,,,0,0,0
1080,类型1,,,0,0,0
1081,类型2,,,0,0,0
1082,类型3,,,0,0,0
1083,类型4,,,0,0,0
1084,类型5,,,0,0,0
1085,类型6,,,0,0,0
1086,,,,0,0,0
1087,,,,0,0,0
1088,,,,0,0,0
1089,,,,0,0,0
1090,类型1,,,0,0,0
1091,类型2,,,0,0,0
1092,类型3,,,0,0,0
1093,类型4,,,0,0,0
1094,,,,0,0,0
1095,,,,0,0,0
1096,,,,0,0,0
1097,,,,0,0,0
1098,,,,0,0,0
1099,,,,0,0,0
1100,移动到空闲服务器,,,0,0,0
1101,"为避免拥挤，暂时移动到空闲服务器。
**·登入的服务器将会由系统自动选择
·登入后将会从角色创建时所选城邦的以太之光处开始**
相关注意事项可以查看下方跨界传送的说明。",,,0,0,0
1102,确认跨界传送的注意事项,,,0,0,0
1103,关闭,,,0,0,0
1104,移动到空闲服务器,,,0,0,0
1105,取消,,,0,0,0
1106,正在移动到空闲服务器，请稍候。,,,0,0,0
1107,现在无法使用此功能。,,,0,0,0
1108,距离上次移动时间过短，请经过一段时间后再尝试移动。,,,0,0,0
1109,进行移动前，请先通过次级指令选择“修改姓名”，确定好角色的新名字。,,,0,0,0
1110,进行移动前，请先通过次级指令选择“修改雇员姓名”，确定好雇员的新名字。,,,0,0,0
1111,"角色上次结束游戏或掉线的地点为副本任务内，无法“返回原始服务器”。
请先登录一次再进行该操作。",,,0,0,0
1112,角色还未完成游戏的初始教学，无法移动到空闲服务器。,,,0,0,0
1113,角色在陌迪翁牢狱内，无法“返回原始服务器”。,,,0,0,0
1114,現在「空いているワールドへ移動」サービスが一時的にご利用いただけません。,,,0,0,0
1115,没能顺利移动到空闲服务器。请在经过一段时间后，通过次级指令再次尝试。,,,0,0,0
1116,已经顺利移动到UNKNOWN，可以正常进入游戏。,,,0,0,0
1117,返回原始服务器,,,0,0,0
1118,滚动说明文,,,0,0,0
1119,,,,0,0,0
1120,,,,0,0,0
1121,,,,0,0,0
1122,,,,0,0,0
1123,,,,0,0,0
1124,,,,0,0,0
1125,,,,0,0,0
1126,,,,0,0,0
1127,,,,0,0,0
1128,,,,0,0,0
1129,,,,0,0,0
1130,,,,0,0,0
1131,,,,0,0,0
1132,,,,0,0,0
1133,,,,0,0,0
1134,,,,0,0,0
1135,,,,0,0,0
1136,,,,0,0,0
1137,,,,0,0,0
1138,,,,0,0,0
1139,,,,0,0,0
1140,,,,0,0,0
1141,,,,0,0,0
1142,,,,0,0,0
1143,,,,0,0,0
1144,,,,0,0,0
1145,,,,0,0,0
1146,,,,0,0,0
1147,,,,0,0,0
1148,,,,0,0,0
