#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131392,进入夜游魂总部,要进入夜游魂总部吗？,8776840,597661,0,0,971,50,1,0,0,False
131393,,要离开夜游魂总部吗？,8777004,0,0,0,131,1,1,0,0,False
131394,,要离开作战会议室吗？,8879627,0,0,0,418,1,1,0,0,False
131395,前往穹顶皓天,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,前往黄金港,"要前往黄金港吗？
交通费为300金币。",7082407,0,0,597643,628,56,1,0,0,False
131400,前往拉札罕,"要前往拉札罕吗？
交通费为300金币。",8904508,0,0,597642,963,56,1,0,0,False
131401,前往休息室,,8918004,0,0,0,990,1,13,0,0,False
131402,,要离开吗？,8917996,0,0,0,962,1,1,0,0,False
131403,,要进入正厅吗？,8929915,0,0,0,987,1,1,0,0,False
131404,,要离开正厅吗？,8929839,0,0,0,962,1,1,0,0,False
131405,,"要前往利姆萨·罗敏萨吗？
交通费为300金币。",6873901,598556,0,597723,129,58,1,0,0,False
131406,,"要前往旧萨雷安吗？
交通费为300金币。",9019549,0,0,597722,962,58,1,0,0,False
131407,,要前往迷津吗？,8954010,598557,0,0,956,1,1,0,0,False
131408,,要前往旧萨雷安吗？,8954012,598558,0,0,962,1,1,0,0,False
131409,,要前往拉札罕吗？,8953665,598559,0,0,963,1,1,0,0,False
131410,,要前往萨维奈岛吗？,8953667,598560,0,0,957,1,1,0,0,False
131411,,要前往中环吗？,8953996,598561,598555,0,956,59,1,0,0,False
131412,,要前往外环吗？,8953982,598562,0,0,956,1,1,0,0,False
131413,,要前往内环吗？,8954001,598563,0,0,956,1,1,0,0,False
131414,,要前往中环吗？,8954000,598564,0,0,956,1,1,0,0,False
131415,,要前往无路总部下层吗？,8954006,598565,0,0,956,1,1,0,0,False
131416,,要前往无路总部吗？,8954005,598566,0,0,956,1,1,0,0,False
131417,,要前往天外天垓吗？,8953942,598567,0,0,960,1,1,0,0,False
131418,,要前往迷津吗？,8953972,0,0,0,956,1,1,0,0,False
131419,,要前往阿拉米格人居住区吗？,8953920,598568,0,0,621,1,1,0,0,False
131420,,要前往加雷马吗？,8953889,598569,0,0,958,1,1,0,0,False
131421,,要前往万魔殿吗？,8953635,0,0,0,1025,1,14,0,0,False
131422,,要前往厄尔庇斯吗？,8953634,0,0,0,961,1,14,0,0,False
131423,,要前往目光敏锐的星战士的所在处吗？,8953933,0,597693,0,957,57,1,0,0,False
131424,,要前往中层区吗？,8953619,0,0,0,961,1,1,0,0,False
131425,,要前往出入口吗？,8953618,0,0,0,961,1,1,0,0,False
131426,,要前往高层区吗？,8953627,0,0,0,961,1,1,0,0,False
131427,,要前往中层区吗？,8953626,0,0,0,961,1,1,0,0,False
131428,,要离开母水晶吗？,8995256,0,0,0,956,1,1,0,0,False
131429,前往乌尔达哈,"要前往乌尔达哈吗？
交通费为300金币。",4103339,0,0,597643,130,54,1,0,0,False
131430,前往拉札罕,"要前往拉札罕吗？
交通费为300金币。",8904508,0,0,590453,963,54,1,0,0,False
131431,前往格里达尼亚,"要前往格里达尼亚吗？
交通费为300金币。",4103382,0,0,597643,132,54,1,0,0,False
131432,前往拉札罕,"要前往拉札罕吗？
交通费为300金币。",8904508,0,0,590454,963,54,1,0,0,False
131433,前往利姆萨·罗敏萨,"要前往利姆萨·罗敏萨吗？
交通费为300金币。",4103399,0,0,597643,128,54,1,0,0,False
131434,前往拉札罕,"要前往拉札罕吗？
交通费为300金币。",8904508,0,0,590455,963,54,1,0,0,False
131435,前往伊修加德,"要前往伊修加德吗？
交通费为500金币。",5835975,0,0,597643,419,55,1,0,0,False
131436,前往拉札罕,"要前往拉札罕吗？
交通费为500金币。",8904508,0,0,592480,963,55,1,0,0,False
131437,,要前往瓦铭癸己吗？,8995906,0,0,0,960,1,15,0,0,False
131438,,要前往瓦铭丙吗？,8995909,0,0,0,960,1,15,0,0,False
131439,,要前往残破的传送门吗？,8995910,0,0,0,960,1,15,0,0,False
131440,,要前往凋零的传送门吗？,8995912,0,0,0,960,1,15,0,0,False
131441,,要前往遗忘的传送门吗？,8995914,0,0,0,960,1,15,0,0,False
131442,,要前往奥密克戎基地吗？,8995915,0,0,0,960,1,15,0,0,False
131443,,要前往空中庭园吗？,7151251,597655,0,0,740,1,1,0,0,False
131444,,要离开尽头的终点吗？,8996315,0,0,0,960,1,1,0,0,False
131445,,要离开天际吗？,8996315,0,0,0,960,1,1,0,0,False
131446,,要离开废弃宅邸吗？,9011003,0,0,0,133,1,1,0,0,False
131447,,要前往废弃宅邸吗？,9010999,597658,597659,0,809,1,1,0,0,False
131448,,要前往萨维奈岛吗？,9019548,598570,0,0,957,1,1,0,0,False
131449,,要离开神门之间吗？,9021011,0,0,0,958,1,1,0,0,False
131450,前往神门之间,要前往神门之间吗？,9021094,598571,0,0,1024,1,1,0,0,False
131451,,要前往神门之间吗？,9021101,0,0,0,1024,1,1,0,0,False
131452,,要传送至观星室吗？,9021139,0,0,0,844,1,1,0,0,False
131453,传送至厄尔庇斯,要传送至厄尔庇斯吗？,9021254,0,0,0,961,1,1,0,0,False
131454,,要前往南风航吗？,9021258,0,0,0,961,1,14,0,0,False
131455,,要前往偏南西风航吗？,9021260,0,0,0,961,1,14,0,0,False
131456,,要前往偏北西风航吗？,9021262,0,0,0,961,1,14,0,0,False
131457,,要前往偏南北风航吗？,9021264,0,0,0,961,1,14,0,0,False
131458,,要前往偏东北风航吗？,9021268,0,0,0,961,1,14,0,0,False
131459,,要前往东风航吗？,9021274,0,0,0,961,1,14,0,0,False
131460,,要前往上层吗？,9020547,0,0,0,959,1,1,0,0,False
131461,,要前往下层吗？,9020548,0,0,0,959,1,1,0,0,False
131462,,要前往叹息海吗？,9021116,0,0,0,959,1,1,0,0,False
131463,,要离开恩塞拉都斯魔导工厂的货物站吗？,9021011,0,0,0,958,1,1,0,0,False
131464,,要离开月球深处吗？,9033592,0,0,0,959,1,1,0,0,False
131465,前往恩塞拉都斯魔导工厂的货物站,要前往恩塞拉都斯魔导工厂的货物站吗？,9024233,598572,0,0,958,1,1,0,0,False
131466,,要前往天外天垓吗？,8953942,598573,0,0,960,1,1,0,0,False
131467,,要传送至观星室吗？,9021139,0,0,0,844,1,1,0,0,False
131468,,要离开后营门吗？,9164270,0,0,0,147,1,1,0,0,False
131469,,要离开后营门废墟吗？,9164270,0,0,0,147,1,1,0,0,False
131470,闭目状态下突破至中继地点,要前往中继地点吗？,9174015,598925,0,0,137,60,1,0,0,False
131471,闭目状态下突破至终点,要前往终点吗？,9192223,598926,0,0,137,60,1,0,0,False
131472,,要前往翁法洛斯吗？,9263980,0,0,0,1061,1,1,0,0,False
131473,,要前往摩杜纳吗？,9263987,0,0,0,156,1,1,0,0,False
131474,,要前往萨维奈岛吗？,9270776,0,0,0,957,1,1,0,0,False
131475,,要离开所思大书院禁书库吗？,9270762,0,0,0,962,1,1,0,0,False
131476,,要前往寻因星晶镜吗？,9318295,0,0,0,1079,1,1,0,0,False
131477,,要前往惊愕所吗？,9318062,0,0,0,956,1,1,0,0,False
131478,,要前往生命奥秘研究层吗？,9337844,0,0,0,1093,1,1,0,0,False
131479,,要前往万魔殿正门吗？,9321320,0,0,0,1025,1,1,0,0,False
131480,,要前往至福乐土吗？,9326861,0,0,0,1073,1,1,0,0,False
131481,,要前往至福乐土吗？,9401245,0,0,0,1074,1,15,0,0,False
131482,传送至A4调查平台,要前往A4调查平台吗？,9326102,0,0,0,960,1,1,0,0,False
131483,,要前往A4调查平台吗？,9325849,0,0,0,960,1,15,0,0,False
131484,,要前往奥密克戎基地吗？,9325848,0,0,0,960,1,15,0,0,False
131485,传送至背世咖啡厅,要前往背世咖啡厅吗？,9325846,0,0,0,960,1,1,0,0,False
131486,传送至A4调查平台,要前往A4调查平台吗？,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,要前往特罗亚城吗？,9387120,0,0,0,1089,1,1,0,0,False
131489,,要前往封宝之间吗？,9387141,0,0,0,1056,1,1,0,0,False
131490,,要前往特罗亚城吗？,9387105,0,0,0,1089,1,1,0,0,False
131491,,要前往第四监狱吗？,9387114,0,0,0,1089,1,1,0,0,False
131492,,要前往水占庭园吗？,9387076,0,0,0,1089,1,1,0,0,False
131493,,要前往特罗亚城吗？,9387103,0,0,0,1089,1,1,0,0,False
131494,,要前往零的领域吗？,9387187,0,0,0,1077,1,1,0,0,False
131495,,要前往水占庭园吗？,9387083,0,0,0,1089,1,1,0,0,False
131496,,要离开云使宫客房吗？,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,要前往水占庭园吗？,9391419,599042,0,0,1089,1,1,0,0,False
131499,,要前往第四监狱吗？,9387120,599047,0,0,1089,1,1,0,0,False
131500,,要前往格里达尼亚吗？,9383313,0,0,0,133,1,1,0,0,False
131501,,要前往魔人的藏身之处吗？,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,要前往格里达尼亚吗？,9383310,0,0,0,133,1,1,0,0,False
131503,,要前往废弃宅邸吗？,7672498,599010,599009,0,809,1,1,0,0,False
131504,,要前往魔人的藏身之处吗？,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,要前往封宝之间吗？,9404119,599060,0,0,1056,1,1,0,0,False
131506,,要离开巴尔巴莉希娅的领域吗？,9387187,0,0,0,1077,1,1,0,0,False
131507,,要进入云使宫客房吗？,9442673,599106,0,0,1078,1,1,0,0,False
131508,,要前往八剑士前庭吗？,9560843,599222,0,0,156,1,1,0,0,False
131509,,要前往希望的货舱吗？,9562657,0,0,0,959,1,1,0,0,False
131510,,要前往最佳威兔洞吗？,9562656,0,0,0,959,1,1,0,0,False
131511,,要前往加雷马吗？,9564012,0,0,0,958,1,1,0,0,False
131512,,要前往收割村吗？,9564152,0,0,0,1119,1,1,0,0,False
131513,,要前往白岭山腹吗？,9564147,0,0,0,1119,1,1,0,0,False
131514,,要前往冥魂泉吗？,9564166,0,0,0,1119,1,1,0,0,False
131515,,要前往收割村吗？,9564162,0,0,0,1119,1,1,0,0,False
131516,,要前往萨维奈岛吗？,9618821,0,0,0,957,1,1,0,0,False
131517,,要离开正统优雷卡吗？,9686188,0,0,0,156,1,1,0,0,False
131518,闭目状态下突破至中继地点,要前往中继地点吗？,9702463,599229,0,0,137,1,1,0,0,False
131519,闭目状态下突破至终点,要前往终点吗？,9702464,599230,0,0,137,1,1,0,0,False
131520,,要离开帝国中央堡吗？,9737573,0,0,0,156,1,1,0,0,False
131521,,要离开帝国中央堡吗？,9737573,0,0,0,156,1,1,0,0,False
131522,,要前往万魔的产房吗？,9830193,0,0,0,1158,1,1,0,0,False
131523,,要前往寻因星晶镜吗？,9830183,0,0,0,1079,1,1,0,0,False
131524,,要前往拉札罕吗？,9387215,0,0,0,963,1,1,0,0,False
131525,,要前往元老院站吗？,9878052,0,0,0,1160,1,1,0,0,False
131526,,要前往加雷马吗？,9899262,0,0,0,958,1,1,0,0,False
131527,,要前往叹息海吗？,9879485,0,0,0,959,1,1,0,0,False
131528,,要前往红月吗？,9906322,0,0,0,1162,1,1,0,0,False
131529,,要前往红月吗？,9906335,0,0,0,1162,1,1,0,0,False
131530,,要前往魔人的藏身之处吗？,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,要前往废弃宅邸吗？,7672498,599010,599009,0,809,67,1,0,0,False
131532,,要前往魔人的藏身之处吗？,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,要前往翁法洛斯吗？,10101802,0,0,0,1061,1,1,0,0,False
131534,,要前往祝福天球吗？,10101800,0,0,0,1182,1,1,0,0,False
131535,,要前往红月吗？,10110243,0,0,0,1162,1,1,0,0,False
131536,,要前往溪谷深处吗？,10110418,0,0,0,1184,1,1,0,0,False
131537,,要前往萨维奈岛吗？,10122507,0,0,0,957,1,1,0,0,False
131538,,要前往呼啸眼石塔群吗？,10178706,599417,0,0,331,1,1,0,0,False
131539,,要前往金碟巨豆中心广场吗？,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,要前往奇妙广场吗？,10215942,599455,0,0,144,1,1,0,0,False
131541,,要前往魔大陆中枢吗？,10235909,0,0,0,507,1,1,0,0,False
131542,,要前往金碟巨豆中心广场吗？,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,要前往图莱尤拉吗？,10401200,600281,0,0,1185,1,1,0,0,False
131544,,要前往旧萨雷安吗？,10500003,0,0,0,962,1,1,0,0,False
131545,,要前往旧萨雷安吗？,10400747,600285,0,0,962,1,1,0,0,False
131546,,要前往奥阔帕恰山吗？,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,要前往克扎玛乌卡湿地吗？,10401190,600289,0,0,1188,1,1,0,0,False
131548,,要前往夏劳尼荒野吗？,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,要前往亚克特尔树海吗？,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,要离开金凰大堂吗？,10500007,0,0,0,1185,1,1,0,0,False
131551,,要前往图莱尤拉吗？,10401196,600293,0,0,1185,1,1,0,0,False
131552,,要前往图莱尤拉吗？,10809232,0,0,0,1185,1,1,0,0,False
131553,,要前往深空天坑最深处吗？,10553637,0,0,0,1222,1,1,0,0,False
131554,,要离开深空天坑最深处吗？,10553605,0,0,0,1189,1,1,0,0,False
131555,,要前往夏劳尼荒野吗？,10500065,0,0,0,1190,1,1,0,0,False
131556,,要前往地中天道秘密基地吗？,10416519,0,0,0,1171,1,1,0,0,False
131557,,要离开地中天道秘密基地吗？,10500008,0,0,0,1191,1,1,0,0,False
131558,,要前往后房吗？,10560923,599619,0,0,1207,1,1,0,0,False
131559,,要前往九号解决方案吗？,10414086,0,0,0,1186,1,1,0,0,False
131560,,要前往深空天坑最深处吗？,10553639,0,0,0,1222,1,1,0,0,False
131561,,要前往活着的记忆吗？,10553695,0,0,0,1192,1,1,0,0,False
131562,,要前往遗产之地吗？,10560989,0,0,0,1191,1,1,0,0,False
131563,,要离开次元黄道吗？,10553712,0,0,0,1192,1,1,0,0,False
131564,,要前往九号解决方案吗？,10438814,0,0,0,1186,1,1,0,0,False
131565,,要离开三尾训练馆吗？,10438987,0,0,0,1186,1,1,0,0,False
131566,,要进入三尾训练馆吗？,10439091,0,0,0,1223,1,1,0,0,False
131567,,要前往阿卡狄亚协会的休息室吗？,10439451,0,0,0,1224,1,1,0,0,False
131568,,要前往运河镇吗？,10585891,599623,0,0,1192,1,1,0,0,False
131569,,要前往回忆之门吗？,10585893,599627,0,0,1192,1,1,0,0,False
131570,,要前往昨日乐园吗？,10585894,599624,0,0,1192,1,1,0,0,False
131571,,要前往回忆之门吗？,10585895,599628,0,0,1192,1,1,0,0,False
131572,,要前往火山庇护所吗？,10585897,599625,0,0,1192,1,1,0,0,False
131573,,要前往回忆之门吗？,10585899,599629,0,0,1192,1,1,0,0,False
131574,,要前往风途园圃吗？,10585900,599626,0,0,1192,1,1,0,0,False
131575,,要前往回忆之门吗？,10585901,599630,0,0,1192,1,1,0,0,False
131576,进行谈话,,10773747,0,0,0,1205,5,16,0,0,False
131577,,要前往古怪的研究者的所在处吗？,10800559,0,599937,0,1191,66,1,0,0,False
131578,,要离开吗？,10811672,0,0,0,1185,1,1,0,0,False
131579,闭目状态下突破至中继地点,要前往中继地点吗？,10828046,600359,0,0,137,1,1,0,0,False
131580,闭目状态下突破至终点,要前往终点吗？,10828047,600360,0,0,137,1,1,0,0,False
131581,,要前往旧萨雷安吗？,10400747,0,0,0,962,1,1,0,0,False
131582,,要前往朱诺下层吗？,10967698,0,0,0,1264,1,1,0,0,False
131583,,要前往亚克特尔树海吗？,10967689,0,0,0,1189,1,1,0,0,False
131584,,要前往朱诺下层吗？,10967699,0,0,0,1265,1,1,0,0,False
131585,,要离开临时面试会场吗？,10973825,600660,0,0,131,1,1,0,0,False
131586,,要离开玉韦亚瓦塔实验站吗？,11053501,0,0,0,1191,1,1,0,0,False
131587,,要前往格里达尼亚旧街吗？,11111121,0,0,0,133,1,1,0,0,False
131588,,要前往星芒市场吗？,11111511,600298,0,0,1247,1,1,0,0,False
131589,,要前往星芒市场吗？,11111518,599566,0,0,1253,1,1,0,0,False
131590,,要离开玉韦亚瓦塔村吗？,11489334,0,0,0,1191,1,1,0,0,False
131591,,要前往九号解决方案吗？,11532032,0,0,0,1186,1,1,0,0,False
131592,,要前往幻境村吗？,11537576,600690,0,0,1278,1,1,0,0,False
131593,,要前往图莱尤拉吗？,11607519,600691,0,0,1185,1,1,0,0,False
131594,,要前往幻境村吗？,11537576,600690,0,0,1269,1,1,0,0,False
131595,,要前往图莱尤拉吗？,11636266,0,0,0,1185,1,1,0,0,False
131596,,要前往后房吗？,11543384,0,0,0,1207,1,1,0,0,False
131597,,要离开王座大殿吗？,11555325,0,0,0,1186,1,1,0,0,False
131598,,要离开王座大殿吗？,11555325,0,0,0,1186,1,1,0,0,False
131599,,要前往休息室吗？,11543807,0,0,0,1268,1,1,0,0,False
131600,,要在幻境村等待调查队登陆吗？,11537576,0,0,0,1278,1,1,0,0,False
131601,,要前往朱诺下层入口附近吗？,11820922,600859,0,0,1189,1,1,0,0,False
131602,,要前往夏劳尼荒野吗？,11853006,0,0,0,1190,1,1,0,0,False
131603,,要离开废弃宅邸吗？,9383310,0,0,0,133,1,1,0,0,False
131604,,要前往星芒市场吗？,11850884,600863,0,0,1309,1,1,0,0,False
131605,,要前往雪棱拜坛吗？,11859210,0,0,0,1297,1,1,0,0,False
131606,,要前往奥阔帕恰山吗？,11874637,0,0,0,1187,1,1,0,0,False
131607,,要前往魔人的藏身之处吗？,9387123,599008,0,0,1094,68,1,0,0,False
131608,,要前往废弃宅邸吗？,7672498,601023,0,0,809,68,1,0,0,False
131609,,要离开死亡满溢之地吗？,11860678,0,0,0,1192,1,1,0,0,False
131610,,要前往仓库栋10-29吗？,11955757,601026,0,0,1299,1,1,0,0,False
131611,,要离开仓库栋10-29吗？,11956052,0,0,0,1186,1,1,0,0,False
131612,,要离开朝圣交错路吗？,11993531,0,0,0,816,1,1,0,0,False
131613,,要前往天堑荒地吗？,12038587,0,0,0,1301,1,1,0,0,False
131614,,要前往亚历山德里亚王国遗址吗？,12104172,601198,0,0,1334,1,1,0,0,False
131615,,要前往活着的记忆吗？,12104167,601199,0,0,1192,1,1,0,0,False
131616,,要前往特雷诺吗？,12115398,0,0,0,1332,1,1,0,0,False
131617,,要前往亚历山德里亚王国遗址吗？,12104173,0,0,0,1334,1,1,0,0,False
131618,,要前往美丽的姑娘的家吗？,12175484,0,0,0,1337,1,1,0,0,False
131619,,要前往旧萨雷安吗？,12175477,0,0,0,962,1,1,0,0,False
131620,,要进入三尾训练馆吗？,12248339,0,0,0,1344,1,1,0,0,False
131621,,要离开三尾训练馆吗？,10438987,0,0,0,1186,1,1,0,0,False
131622,,要前往顶层吗？,12251900,0,0,0,1310,1,1,0,0,False
131623,,要前往地面层吗？,12251898,0,0,0,1310,1,1,0,0,False
131624,,要前往顶层吗？,12251897,0,0,0,1310,1,1,0,0,False
131625,,要前往地面层吗？,12251895,0,0,0,1310,1,1,0,0,False
131626,,要前往特雷诺吗？,12291209,601200,0,0,1332,1,1,0,0,False
131627,,要前往特雷诺吗？,12115398,601253,0,0,1332,1,1,0,0,False
131628,,要前往活着的记忆吗？,12104167,0,0,0,1192,1,1,0,0,False
