#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Thumbnail,Unknown4,Unknown12,Unknown13,FestivalId,Unknown14,LodestoneRank,FestivalPhase,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
75,"居住舱　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",居住舱　竣工,"居住舱竣工啦！
这下大家在基地生活就变得更方便了，感谢大家的帮助！",居住舱竣工啦！感谢大家的帮助！,查明威,241040,126,2,1402,168,0,3,7,5,2,3,4,0,0,0,0,0,0,0,0,0,False
76,"发电站&供水站　建设物资收集中
 **请积极参加探索任务筹备物资吧！",发电站&供水站　建设物资收集中,"我们需要建设发电站和供水站！
请积极参加探索任务帮忙筹备物资！",我们需要建设发电站和供水站！一起筹备物资吧！,查明威,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
77,"能源设施建设工程支援行动　联合工程准备中
**请为联合工程的开工做好准备！",能源设施建设工程支援行动　联合工程准备中,"建设发电站的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设发电站的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241041,0,0,1451,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
78,"能源设施建设工程支援行动　联合工程进行中
**请积极参与其中吧！",能源设施建设工程支援行动　联合工程进行中,"建设发电站的联合工程正在进行中！
请一定要来帮忙呀！",建设发电站的联合工程正在进行中！请一定要来帮忙呀！,查明威,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
79,"供水设施建设工程支援行动　联合工程准备中
**请为联合工程的开工做好准备！",供水设施建设工程支援行动　联合工程准备中,"建设供水站的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设供水站的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241042,126,3,1401,168,0,4,9,5,2,3,4,0,0,0,0,0,0,0,0,0,False
80,"供水设施建设工程支援行动　联合工程进行中
**请积极参与其中吧！",供水设施建设工程支援行动　联合工程进行中,"建设供水站的联合工程正在进行中！
请一定要来帮忙呀！",建设供水站的联合工程正在进行中！请一定要来帮忙呀！,查明威,241042,0,0,0,168,0,4,9,0,2,3,4,0,0,0,0,0,0,0,0,0,False
81,"发电站&供水站　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",发电站&供水站　竣工,"发电站和供水站竣工啦！
这下就暂时不用担心能量和供水的问题了，感谢大家的帮助！",发电站和供水站竣工啦！感谢大家的帮助！,查明威,241043,126,4,1402,168,0,5,10,5,2,3,4,0,0,0,0,0,0,0,0,0,False
82,"第一次机甲库扩建工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第一次机甲库扩建工程　物资收集中,"我们需要改建机甲库！
请积极参加探索任务帮忙筹备物资！",我们需要改建机甲库！一起筹备物资吧！,查明威,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
83,"第一次机甲库扩建工程　联合工程准备中
**请为联合工程的开工做好准备！",第一次机甲库扩建工程　联合工程准备中,"改建机甲库的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",改建机甲库的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241044,0,0,1451,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
84,"第一次机甲库扩建工程　联合工程进行中
**请积极参与其中吧！",第一次机甲库扩建工程　联合工程进行中,"改建机甲库的联合工程正在进行中！
请一定要来帮忙呀！",改建机甲库的联合工程正在进行中！请一定要来帮忙呀！,查明威,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
85,"二级机甲库　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",二级机甲库　竣工,"机甲库改建完毕啦！
相信今后机甲一定能发挥更重要的作用，感谢大家的帮助！",机甲库改建完毕啦！感谢大家的帮助！,查明威,241045,126,5,1402,168,0,6,12,5,2,3,4,0,0,0,0,0,0,0,0,0,False
86,"第二次宇宙飞线铺设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第二次宇宙飞线铺设工程　物资收集中,"我们需要建设宇宙飞线西北线到南线！
请积极参加探索任务帮忙筹备物资！",我们需要建设宇宙飞线西北线到南线！一起筹备物资吧！,查明威,241046,0,0,0,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
87,"第二次宇宙飞线铺设工程　施工中
**请静待宇宙飞线铺设完成！",第二次宇宙飞线铺设工程　施工中,"宇宙飞线西北线到南线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",宇宙飞线西北线到南线的竣工时间确定啦！,查明威,241046,0,0,1452,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
88,"宇宙飞线平野段　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",宇宙飞线平野段　竣工,"宇宙飞线西北线到南线竣工啦！
相信今后对于远方的探索会更进一步，感谢大家的帮助！",宇宙飞线西北线到南线竣工啦！感谢大家的帮助！,查明威,241047,126,6,1480,168,0,7,14,6,2,3,4,5,6,7,0,0,0,0,0,0,False
89,"升降机建设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",升降机建设工程　物资收集中,"我们需要建设用于下降到胶囊峡谷谷底的升降机！
请积极参加探索任务帮忙筹备物资！",我们需要建设用于下降到胶囊峡谷谷底的升降机！一起筹备物资吧！,查明威,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
90,"第一次升降机建设工程　联合工程准备中
**请为联合工程的开工做好准备！",第一次升降机建设工程　联合工程准备中,"建设升降机的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设升降机的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241048,0,0,1451,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
91,"第一次升降机建设工程　联合工程进行中
**请积极参与其中吧！",第一次升降机建设工程　联合工程进行中,"建设升降机的第一次联合工程正在进行中！
请一定要来帮忙呀！",建设升降机的第一次联合工程正在进行中！请一定要来帮忙呀！,查明威,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
92,"第二次升降机建设工程　联合工程准备中
**请为联合工程的开工做好准备！",第二次升降机建设工程　联合工程准备中,"建设升降机的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设升降机的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241049,126,7,1401,168,0,8,16,5,2,3,4,5,6,7,0,0,0,0,0,0,False
93,"第二次升降机建设工程　联合工程进行中
**请积极参与其中吧！",第二次升降机建设工程　联合工程进行中,"建设升降机的第二次联合工程正在进行中！
请一定要来帮忙呀！",建设升降机的第二次联合工程正在进行中！请一定要来帮忙呀！,查明威,241049,0,0,0,168,0,8,16,0,2,3,4,5,6,7,0,0,0,0,0,0,False
94,"嵌花升降机　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",嵌花升降机　竣工,"嵌花升降机竣工啦！
相信今后对于大洞深处的探索会更进一步，感谢大家的帮助！",嵌花升降机竣工啦！感谢大家的帮助！,查明威,241050,126,8,1481,168,0,9,17,6,2,3,4,5,6,7,0,0,0,0,0,0,False
95,"第三次宇宙飞线铺设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第三次宇宙飞线铺设工程　物资收集中,"我们需要在胶囊峡谷谷底建设宇宙飞线！
一起筹备物资吧！",我们需要在胶囊峡谷谷底建设宇宙飞线！一起筹备物资吧！,查明威,241051,0,0,0,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
96,"第三次宇宙飞线铺设工程　施工中
**请静待宇宙飞线铺设完成！",第三次宇宙飞线铺设工程　施工中,"胶囊峡谷谷底的宇宙飞线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",胶囊峡谷谷底的宇宙飞线的竣工时间确定啦！,查明威,241051,0,0,1452,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
97,"宇宙飞线瀑布段　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",宇宙飞线瀑布段　竣工,"胶囊峡谷谷底的宇宙飞线竣工啦！
相信今后对于大洞深处的探索会更进一步，感谢大家的帮助！",胶囊峡谷谷底的宇宙飞线竣工啦！感谢大家的帮助！,查明威,241052,126,9,1482,168,0,10,19,6,2,3,4,5,6,7,0,0,0,0,0,0,False
98,"第二次基地扩建工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第二次基地扩建工程　物资收集中,"我们需要再次扩建玻璃匠基地！
请积极参加探索任务帮忙筹备物资！",我们需要再次扩建玻璃匠基地！一起筹备物资吧！,查明威,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
99,"第二次基地扩建工程　联合工程准备中
**请为联合工程的开工做好准备！",第二次基地扩建工程　联合工程准备中,"再次扩建玻璃匠基地的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",再次扩建玻璃匠基地的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241053,0,0,1451,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
100,"第二次基地扩建工程　联合工程进行中
**请积极参与其中吧！",第二次基地扩建工程　联合工程进行中,"再次扩建玻璃匠基地的联合工程正在进行中！
请一定要来帮忙呀！",再次扩建玻璃匠基地的联合工程正在进行中！请一定要来帮忙呀！,查明威,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
101,"玻璃匠基地：三级基地　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",玻璃匠基地：三级基地　竣工,"玻璃匠基地扩建完毕啦！这次的成果更棒！
相信今后的探索活动会更进一步，感谢大家的帮助！",玻璃匠基地扩建完毕啦！这次的成果更棒！感谢大家的帮助！,查明威,241054,126,10,1483,168,0,11,21,6,1,3,4,5,6,7,0,0,0,0,0,0,False
102,"第二次机甲库扩建工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第二次机甲库扩建工程　物资收集中,"我们需要改建机甲库！
请积极参加探索任务帮忙筹备物资！",我们需要改建机甲库！一起筹备物资吧！,查明威,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
103,"第二次机甲库扩建工程　联合工程准备中
**请为联合工程的开工做好准备！",第二次机甲库扩建工程　联合工程准备中,"改建机甲库的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",改建机甲库的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241055,0,0,1451,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
104,"第二次机甲库扩建工程　联合工程进行中
**请积极参与其中吧！",第二次机甲库扩建工程　联合工程进行中,"改建机甲库的联合工程正在进行中！
请一定要来帮忙呀！",改建机甲库的联合工程正在进行中！请一定要来帮忙呀！,查明威,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
105,"三级机甲库　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",三级机甲库　竣工,"机甲库改建完毕啦！
相信今后机甲一定能进一步发挥重要作用，感谢大家的帮助！",机甲库改建完毕啦！感谢大家的帮助！,查明威,241056,126,11,1402,168,0,12,23,5,1,3,4,5,6,7,0,0,0,0,0,0,False
106,"宇宙港建设工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",宇宙港建设工程支援行动　物资收集中,"我们需要改建宇宙港！
请积极参加探索任务帮忙筹备物资！",我们需要改建宇宙港！一起筹备物资吧！,查明威,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
107,"宇宙港建设工程支援行动　联合工程准备中
**请为联合工程的开工做好准备！",宇宙港建设工程支援行动　联合工程准备中,"改建宇宙港的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",改建宇宙港的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241057,0,0,1451,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
108,"宇宙港建设工程支援行动　联合工程进行中
**请积极参与其中吧！",宇宙港建设工程支援行动　联合工程进行中,"改建宇宙港的联合工程正在进行中！
请一定要来帮忙呀！",改建宇宙港的联合工程正在进行中！请一定要来帮忙呀！,查明威,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
109,"二级宇宙港　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",二级宇宙港　竣工,"宇宙港改建完毕啦！
相信今后可以朝着更遥远的星球进发了，感谢大家的帮助！",宇宙港改建完毕啦！感谢大家的帮助！,查明威,241058,126,12,1402,168,0,13,25,5,1,3,4,5,6,7,0,0,0,0,0,0,False
110,"能量集散设施建设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",能量集散设施建设工程　物资收集中,"我们需要建设能量集散设施！
请积极参加探索任务帮忙筹备物资！",我们需要建设能量集散设施！一起筹备物资吧！,查明威,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
111,"第一次能量集散设施建设工程　联合工程准备中
**请为联合工程的开工做好准备！",第一次能量集散设施建设工程　联合工程准备中,"建设能量集散设施的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设能量集散设施的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241059,0,0,1451,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
112,"第一次能量集散设施建设工程　联合工程进行中
**请积极参与其中吧！",第一次能量集散设施建设工程　联合工程进行中,"建设能量集散设施的第一次联合工程正在进行中！
请一定要来帮忙呀！",建设能量集散设施的第一次联合工程正在进行中！请一定要来帮忙呀！,查明威,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
113,"第二次能量集散设施建设工程　联合工程准备中
**请为联合工程的开工做好准备！",第二次能量集散设施建设工程　联合工程准备中,"建设能量集散设施的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设能量集散设施的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241060,126,13,1401,168,0,14,27,5,1,3,4,5,6,7,0,0,0,0,0,0,False
114,"第二次能量集散设施建设工程　联合工程进行中
**请积极参与其中吧！",第二次能量集散设施建设工程　联合工程进行中,"建设能量集散设施的第二次联合工程正在进行中！
请一定要来帮忙呀！",建设能量集散设施的第二次联合工程正在进行中！请一定要来帮忙呀！,查明威,241060,0,0,0,168,0,14,27,0,1,3,4,5,6,7,0,0,0,0,0,0,False
115,"超级光能站　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",超级光能站　竣工,"两台超级光能站竣工啦！
今后用于探索的能量将会更加充足，感谢大家的帮助！",两台超级光能站竣工啦！感谢大家的帮助！,查明威,241061,126,14,1402,168,0,15,28,5,1,3,4,5,6,7,0,0,0,0,0,0,False
116,"冷却无人机据点建设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",冷却无人机据点建设工程　物资收集中,"我们需要建设熔融玻璃冷却无人机用于扩大探索区域！
请积极参加探索任务帮忙筹备物资！",我们需要建设熔融玻璃冷却无人机用于扩大探索区域！一起筹备物资吧！,查明威,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
117,"冷却无人机据点建设工程　联合工程准备中
**请为联合工程的开工做好准备！",冷却无人机据点建设工程　联合工程准备中,"建设冷却无人机据点的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",建设冷却无人机据点的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241062,0,0,1451,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
118,"冷却无人机据点建设工程　联合工程进行中
**请积极参与其中吧！",冷却无人机据点建设工程　联合工程进行中,"建设冷却无人机据点的联合工程正在进行中！
请一定要来帮忙呀！",建设冷却无人机据点的联合工程正在进行中！请一定要来帮忙呀！,查明威,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
119,"第一次冷却熔融玻璃大作战　执行准备中
 **请为联合工程的开工做好准备！",第一次冷却熔融玻璃大作战　执行准备中,"用于冷却熔融玻璃大作战的第一次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",用于冷却熔融玻璃大作战的第一次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241063,126,15,1401,168,0,16,30,5,1,3,4,5,6,7,0,0,0,0,0,0,False
120,"第一次冷却熔融玻璃大作战　执行中
**请积极参与其中吧！",第一次冷却熔融玻璃大作战　执行中,"用于冷却熔融玻璃大作战的第一次联合工程正在进行中！
请一定要来帮忙呀！",用于冷却熔融玻璃大作战的第一次联合工程正在进行中！请一定要来帮忙呀！,查明威,241063,0,0,0,168,0,16,30,0,1,3,4,5,6,7,0,0,0,0,0,0,False
121,"第二次冷却熔融玻璃大作战　执行准备中
 **请为联合工程的开工做好准备！",第二次冷却熔融玻璃大作战　执行准备中,"用于冷却熔融玻璃大作战的第二次联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",用于冷却熔融玻璃大作战的第二次联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241064,126,16,1401,168,0,17,31,5,1,3,4,5,6,7,0,0,0,0,0,0,False
122,"第二次冷却熔融玻璃大作战　执行中
**请积极参与其中吧！",第二次冷却熔融玻璃大作战　执行中,"用于冷却熔融玻璃大作战的第二次联合工程正在进行中！
请一定要来帮忙呀！",用于冷却熔融玻璃大作战的第二次联合工程正在进行中！请一定要来帮忙呀！,查明威,241064,0,0,0,168,0,17,31,0,1,3,4,5,6,7,0,0,0,0,0,0,False
123,"冷却熔融玻璃大作战　完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",冷却熔融玻璃大作战　完成,"熔融玻璃已冷却凝固，成功扩大了探索范围！
相信今后对于法恩娜行星的探索将会更进一步，感谢大家的帮助！",熔融玻璃已冷却凝固，成功扩大了探索范围！感谢大家的帮助！,查明威,241065,126,17,1484,168,0,18,32,6,1,3,4,5,6,7,0,0,0,0,0,0,False
124,"第四次宇宙飞线铺设工程　物资收集中
 **请积极参加探索任务筹备物资吧！",第四次宇宙飞线铺设工程　物资收集中,"我们需要在熔火涌道建设宇宙飞线！
一起筹备物资吧！",我们需要在熔火涌道建设宇宙飞线！一起筹备物资吧！,查明威,241066,0,0,0,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
125,"第四次宇宙飞线铺设工程　施工中
**请静待宇宙飞线铺设完成！",第四次宇宙飞线铺设工程　施工中,"熔火涌道的宇宙飞线的竣工时间确定啦！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",熔火涌道的宇宙飞线的竣工时间确定啦！,查明威,241066,0,0,1452,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
126,"宇宙飞线火山口段　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",宇宙飞线火山口段　竣工,"熔火涌道的宇宙飞线竣工啦！
相信今后前往火山口附近将会更加方便，感谢大家的帮助！",熔火涌道的宇宙飞线竣工啦！感谢大家的帮助！,查明威,241067,126,18,1485,168,0,19,34,6,1,3,4,5,6,7,0,0,0,0,0,0,False
127,"基地综合设施扩建工程　物资收集中
 **请积极参加探索任务筹备物资吧！",基地综合设施扩建工程　物资收集中,"我们需要对玻璃匠基地进行大幅扩建！
一起筹备物资吧！",我们需要对玻璃匠基地进行大幅扩建！一起筹备物资吧！,查明威,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
128,"基地综合设施扩建工程　联合工程准备中
**请为联合工程的开工做好准备！",基地综合设施扩建工程　联合工程准备中,"大幅扩建玻璃匠基地的联合工程举办时间确定啦！
到时候请务必要来帮忙呀！",大幅扩建玻璃匠基地的联合工程举办时间确定啦！到时候一定要来帮忙呀！,查明威,241068,0,0,1451,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
129,"基地综合设施扩建工程　联合工程进行中
**请积极参与其中吧！",基地综合设施扩建工程　联合工程进行中,"大幅扩建玻璃匠基地的联合工程正在进行中！
请一定要来帮忙呀！",大幅扩建玻璃匠基地的联合工程正在进行中！请一定要来帮忙呀！,查明威,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
130,"玻璃匠基地：法恩娜观星镜　竣工
**遐想漫天星空，自由度过当下的时光吧！",玻璃匠基地：法恩娜观星镜　竣工,"玻璃匠基地扩建完毕啦！
这下法恩娜行星的基地也变得好气派啊，感谢大家的帮助！",玻璃匠基地扩建完毕啦！感谢大家的帮助！,查明威,241069,126,19,1486,168,0,20,36,6,1,3,4,5,6,7,0,0,0,0,0,0,False
131,"法恩娜行星探索计划　圆满完成
**遐想漫天星空，自由度过当下的时光吧！",法恩娜行星探索计划　圆满完成,"在大家的辛勤工作下，法恩娜行星上的所有设施都建设完毕啦！
目前正在寻找下一个要前往的星球，感谢大家迄今为止的努力！",在大家的辛勤工作下，法恩娜行星上的所有设施都建设完毕啦！太感谢各位啦！,查明威,241070,0,0,0,168,0,20,37,0,1,3,4,5,6,7,0,0,0,0,0,0,False
132,"居住舱安装工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",居住舱安装工程支援行动　物资收集中,"为在基地生活的各位建造居住舱，
支援大家工作的计划正在进行中！",我们将为在基地生活的各位建造居住舱，支援大家的工作！,查明威,241072,0,0,0,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
133,"居住舱安装工程支援行动　联合工程准备中
**请在动工开始前前往集合地点！",居住舱安装工程支援行动　联合工程准备中,"联合工程“居住舱安装工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“居住舱安装工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241072,166,1,1451,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
134,"居住舱安装工程支援行动　联合工程进行中
**请前往大地基地北边积极参与其中吧！",居住舱安装工程支援行动　联合工程进行中,"联合工程“居住舱安装工程支援行动”正在进行中！
请一定要来帮忙呀！",联合工程“居住舱安装工程支援行动”正在进行中！请一定要来帮忙呀！,查明威,241072,0,0,0,170,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,False
135,"居住舱　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",居住舱　竣工,"为在基地生活的各位准备的居住舱竣工啦！
相信今后的探索和研究活动会更进一步……感谢大家的帮助！",为在基地生活的各位准备的居住舱竣工啦！感谢大家的帮助！,查明威,241073,166,3,1575,170,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,7,False
136,"第一次宇宙飞线铺设工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",第一次宇宙飞线铺设工程支援行动　物资收集中,"我们需要在中央平野建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！",我们需要在中央平野建设宇宙飞线！一起筹备物资吧！,查明威,241074,166,4,0,170,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,False
137,"第一次宇宙飞线铺设工程支援行动　施工中
**请静待宇宙飞线铺设完成！",第一次宇宙飞线铺设工程支援行动　施工中,"正在为中央平野铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",正在为中央平野铺设宇宙飞线！请静待铺设完成！,查明威,241074,166,5,1452,170,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,False
138,"中央平野线　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",中央平野线　竣工,"中央平野线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！",中央平野线竣工啦！感谢大家的帮助！,查明威,241075,166,6,1576,170,0,2,4,6,1,0,0,6,3,4,0,0,0,0,0,8,False
139,"能源设施建设工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",能源设施建设工程支援行动　物资收集中,"为了在基地确保必须的能量和水源
建设发电站和供水站的计划正在进行中！",我们需要建设发电站和供水站！一起筹备物资吧！,查明威,241076,166,7,0,170,0,3,5,5,1,0,0,6,3,4,0,0,0,0,0,0,True
140,"能源设施建设工程支援行动　联合工程准备中
**请在动工开始前前往集合地点！",能源设施建设工程支援行动　联合工程（共2期第1期）准备中,"联合工程“能源设施建设工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“能源设施建设工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241076,166,8,1451,170,0,3,5,5,1,0,0,6,3,4,0,0,0,0,0,0,False
141,"能源设施建设工程支援行动　联合工程进行中
**请前往大地基地西边积极参与其中吧！",能源设施建设工程支援行动　联合工程（共2期第1期）进行中,"联合工程“能源设施建设工程支援行动”正在进行中！
请一定要来帮忙呀！",联合工程“能源设施建设工程支援行动”正在进行中！请一定要来帮忙呀！,查明威,241076,0,0,0,170,0,3,5,0,1,0,0,6,3,4,0,0,0,0,0,0,False
142,"供水设施建设工程支援行动　联合工程准备中
**请在动工开始前前往集合地点！",供水设施建设工程支援行动　联合工程（共2期第2期）准备中,"发电站已建成！
接下来轮到供水站了，希望大家能继续来帮忙！",联合工程“供水设施建设工程支援行动”即将动工！请前往动工地点集合！,查明威,241077,166,10,1577,170,0,4,6,6,1,0,0,6,3,4,0,0,0,0,0,0,False
143,"供水设施建设工程支援行动　联合工程进行中
**请前往大地基地西边积极参与其中吧！",供水设施建设工程支援行动　联合工程（共2期第2期）进行中,"联合工程“供水设施建设工程支援行动”正在进行中！
请一定要来帮忙呀！",联合工程“供水设施建设工程支援行动”正在进行中！请一定要来帮忙呀！,查明威,241077,0,0,0,170,0,4,6,0,1,0,0,6,3,4,0,0,0,0,0,10,False
144,"能源设施和供水设施　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",发电站和供水站　竣工,"发电站和供水站竣工啦！
还建有实验室，相信今后研究和开发工作会更进一步，感谢大家的帮助！",发电站和供水站竣工啦！感谢大家的帮助！,查明威,241078,166,12,1578,170,0,5,7,6,1,0,0,6,3,4,0,0,0,0,0,0,False
145,"重力控制器安装工程支援行动　物资准备中
 **请积极参加探索任务筹备物资吧！",重力控制器安装工程支援行动　物资准备中,"在锚山上安装重力控制器，对飘在周围的石头进行固定，
建成通往蓝裂幽陆的桥梁的计划正在进行中！",在锚山上安装重力控制器，建成通往蓝裂幽陆的桥梁吧！,查明威,241079,166,13,0,170,0,6,8,5,1,0,0,6,3,4,0,0,0,0,0,0,True
146,"重力控制器安装工程支援行动　联合工程准备中
**请在动工开始前前往集合地点！",重力控制器安装工程支援行动　联合工程准备中,"联合工程“重力控制器安装工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“重力控制器安装工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241079,166,14,1451,170,0,6,8,5,1,0,0,6,3,4,0,0,0,0,0,0,False
147,"重力控制器安装工程支援行动　联合工程进行中
**请前往锚山积极参与其中吧！",重力控制器安装工程支援行动　联合工程进行中,"联合工程“重力控制器安装工程支援行动”正在进行中！
请一定要来帮忙呀！",联合工程“重力控制器安装工程支援行动”正在进行中！请一定要来帮忙呀！,查明威,241079,0,0,0,170,0,6,8,0,1,0,0,6,3,4,0,0,0,0,0,0,False
148,"重力控制器　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",重力控制器　竣工,"重力控制器安装完工啦！
终于可以开始对蓝裂幽陆的调查了，感谢大家的帮助！",重力控制器安装完工啦！感谢大家的帮助！,查明威,241080,166,16,1579,170,0,7,9,6,1,0,0,6,3,4,0,0,0,0,0,0,False
