#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,Unknown3,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,Unknown4,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
10330,巴隆头冠,,,巴隆头冠,0,0,0,1,0,0,65807,0,0,0,0,0,0,7,13,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,2,0,1,21800,40691,1,64910,0,0,0,0,1,4,34,0,3,5,0,2,11,True,True,True,False,False,False,False,False
10331,巴隆耳坠,,,巴隆耳坠,0,0,0,1,0,0,65599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,2,0,1,21800,55347,1,64910,0,0,0,0,1,4,41,0,9,5,0,2,11,True,True,True,False,False,False,False,False
10332,炸鱼套餐,,"炸鱼配上炸新薯，这种传统的美食相信大家都吃过。
打倒敌人时、制作时以及采集时获得的经验增加
取得经验值 +3%
持续时间 30分
（持续时间最多可叠加延长2倍）",炸鱼套餐,0,0,0,1,0,0,4295435949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,9,1,0,0,24319,5,30000,736,0,0,0,1,5,46,45,0,7,0,0,0,False,False,False,False,False,False,False,False
10333,红莲节票据2016,,红莲节执行委员发放的票据，可以换取各式各样的纪念品。,红莲节票据2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,19,0,0,0,25918,1,45000,0,0,0,0,1,16,85,0,0,55,0,2,0,False,True,False,False,False,False,False,False
10334,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10335,暗物质晶簇,,能够同化其他物质的精神感应型矿石。,暗物质晶簇,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,693,10,0,0,20407,70,0,0,0,0,0,1,12,60,59,0,53,0,2,0,False,False,False,False,False,False,False,False
10336,专家水晶,,用来制作专家之证的无瑕水晶。,专家水晶,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,5385,0,0,0,26051,1,18000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,False,False,False,False,False
10337,刻木专家之证,,刻木专家的证明。,刻木专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,9,0,0,0,8,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26043,136,50000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10338,锻铁专家之证,,锻铁专家的证明。,锻铁专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,10,0,0,0,9,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26044,136,51000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10339,铸甲专家之证,,铸甲专家的证明。,铸甲专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,11,0,0,0,10,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26045,136,52000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10340,雕金专家之证,,雕金专家的证明。,雕金专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,12,0,0,0,11,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26046,136,53000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10341,制革专家之证,,制革专家的证明。,制革专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,13,0,0,0,12,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26047,136,54000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10342,裁衣专家之证,,裁衣专家的证明。,裁衣专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,14,0,0,0,13,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26048,136,55000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10343,炼金专家之证,,炼金专家的证明。,炼金专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,15,0,0,0,14,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26049,136,56000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10344,烹调专家之证,,烹调专家的证明。,烹调专家之证,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,0,0,0,0,55,0,1,16,0,0,0,15,0,0,70,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26050,136,57000,0,0,0,0,1,16,62,0,17,5,0,2,0,True,True,True,False,False,False,False,False
10345,金碟内墙,,曼德维尔金碟游乐场所使用的房屋内壁。,金碟内墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66073,1,30000,150,0,0,51225,1,2000,0,0,0,0,1,14,73,66,0,50,0,2,0,False,False,False,True,False,False,False,False
10346,水晶画内墙,,镶有落地式水晶玻璃的房屋内壁。,水晶画内墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66074,1,61776,150,0,0,51226,130,2000,0,0,5544,0,1,14,73,66,0,50,0,2,11,False,False,False,True,False,False,False,False
10347,金碟地板,,曼德维尔金碟游乐场所使用的多彩地板。,金碟地板,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65559,1,15000,150,0,0,51023,1,4000,0,0,0,0,1,14,74,66,0,50,0,2,0,False,False,False,True,False,False,False,False
10348,单色画地板,,曼德维尔金碟游乐场所使用的单色地板。,单色画地板,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65560,1,15000,150,0,0,51024,1,4000,0,0,0,0,1,14,74,66,0,50,0,2,0,False,False,False,True,False,False,False,False
10349,莫古莫古吊灯,,装饰有贤王莫古尔·莫古十二世和家臣团玩偶的吊灯。,莫古莫古吊灯,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65812,1,77299,150,0,0,51120,160,6480,0,0,5446,0,1,14,75,66,0,50,0,2,8,False,False,False,True,False,False,False,False
10350,罗波那风扇灯,,"利用罗波那之翅制作的吊扇灯。
只能够设置一个。",罗波那风扇灯,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65813,1,72468,150,0,0,51121,150,6000,0,0,5461,0,1,14,75,66,0,50,0,2,8,False,False,False,True,False,False,False,False
10351,武神风扇灯,,"利用罗波那魔翅制作的吊扇灯。
只能够设置一个。",武神风扇灯,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65814,1,77299,150,0,0,51122,160,6000,0,0,5462,0,1,14,75,66,0,50,0,2,8,False,False,False,True,False,False,False,False
10352,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10353,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10354,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10355,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10356,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10357,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10358,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10359,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10360,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
10361,小型商店外墙,,小型商店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,小型商店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327681,1,204930,4812,0,0,50801,115,8320,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10362,中型商店外墙,,中型商店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,中型商店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327682,1,204930,4812,0,0,50802,115,8320,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10363,大型商店外墙,,大型商店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,大型商店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327683,1,204930,4812,0,0,50803,115,8320,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10364,小型餐厅外墙,,小型餐厅的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,小型餐厅外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327684,1,231660,4812,0,0,50804,130,8330,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10365,中型餐厅外墙,,中型餐厅的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,中型餐厅外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327685,1,231660,4812,0,0,50805,130,8330,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10366,大型餐厅外墙,,大型餐厅的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,大型餐厅外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327686,1,231660,4812,0,0,50806,130,8330,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10367,小型防具店外墙,,小型防具店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,小型防具店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327687,1,242325,4812,0,0,50807,136,8340,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10368,中型防具店外墙,,中型防具店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,中型防具店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327688,1,242325,4812,0,0,50808,136,8340,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10369,大型防具店外墙,,大型防具店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,大型防具店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327689,1,242325,4812,0,0,50809,136,8340,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10370,小型武器店外墙,,小型武器店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,小型武器店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327690,1,253035,4812,0,0,50810,142,8350,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10371,中型武器店外墙,,中型武器店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,中型武器店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327691,1,253035,4812,0,0,50811,142,8350,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10372,大型武器店外墙,,大型武器店的外部装潢套装。无法对局部进行更改，只能够一次性变更外部装潢的所有配件。,大型武器店外墙,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327692,1,253035,4812,0,0,50812,142,8350,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,True,False,False,False,False
10373,魔导机械修理材料,,"为修理魔导机械而从暗物质晶簇上切割下的材料。
用于修理飞空艇和潜水艇配件。",魔导机械修理材料,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2772,10,0,0,21003,70,0,0,0,0,0,1,16,61,60,0,53,0,2,0,False,False,False,True,False,False,False,False
10374,纳尔札尔护符（库尔札斯西部高地）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（库尔札斯西部高地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10375,纳尔札尔护符（龙堡内陆低地）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（龙堡内陆低地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10376,纳尔札尔护符（龙堡参天高地）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（龙堡参天高地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10377,纳尔札尔护符（翻云雾海）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（翻云雾海）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10378,纳尔札尔护符（阿巴拉提亚云海）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（阿巴拉提亚云海）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10379,纳尔札尔护符（魔大陆阿济兹拉）,,"据说此护符含有纳尔札尔的祝福。
好像已经失去了效果。",纳尔札尔护符（魔大陆阿济兹拉）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26203,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10380,诺菲卡护符（库尔札斯西部高地）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（库尔札斯西部高地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10381,诺菲卡护符（龙堡内陆低地）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（龙堡内陆低地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10382,诺菲卡护符（龙堡参天高地）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（龙堡参天高地）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10383,诺菲卡护符（翻云雾海）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（翻云雾海）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10384,诺菲卡护符（阿巴拉提亚云海）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（阿巴拉提亚云海）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10385,诺菲卡护符（魔大陆阿济兹拉）,,"据说此护符含有诺菲卡的祝福。
好像已经失去了效果。",诺菲卡护符（魔大陆阿济兹拉）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,6336,1,0,0,26204,160,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,True,False,False,False,False
10386,6级暗物质,,"能够同化其他物质的精神感应型矿石，6级品质。
能够修理1～60级装备的泛用修理素材。",6级暗物质,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,120,4,0,0,20404,1,1060,0,0,0,0,1,12,60,59,0,10,0,2,0,False,False,False,False,False,False,False,False
10387,萨维奈包头巾,,,萨维奈包头巾,0,0,0,1,0,0,65740,0,0,0,0,0,0,7,13,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,24,0,0,0,0,1,0,0,False,False,True,0,1,47,1,1,21800,41243,1,64550,0,0,2452,0,1,4,34,31,3,5,2,2,13,False,False,False,True,True,True,False,False
