#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
1000043,黑涡团43,0,0,0,0,0,0,0,0,0
1000044,黑涡团44,0,0,0,0,0,0,0,0,0
1000045,黑涡团45,0,0,0,0,0,0,0,0,0
1000046,黑涡团46,0,0,0,0,0,0,0,0,0
1000047,黑涡团47,0,0,0,0,0,0,0,0,0
1000048,黑涡团48,0,0,0,0,0,0,0,0,0
1000049,黑涡团49,0,0,0,0,0,0,0,0,0
1000050,黑涡团50,0,0,0,0,0,0,0,0,0
2000001,双蛇党01,240,125,0,0,0,3,0,0,0
2000002,双蛇党02,266,335,0,0,0,5,0,0,0
2000003,双蛇党03,287,338,0,0,0,5,0,0,0
2000004,双蛇党04,311,339,0,0,0,5,0,0,0
2000005,双蛇党05,345,140,0,0,0,3,0,0,0
2000006,双蛇党06,357,36,0,0,0,3,0,0,0
2000007,双蛇党07,388,249,0,0,0,3,0,0,0
2000008,双蛇党08,431,153,0,0,0,3,0,0,0
2000009,双蛇党09,441,259,0,0,0,3,0,0,0
2000010,双蛇党10,478,292,0,0,0,1,0,0,0
2000011,双蛇党11,531,266,0,0,0,3,0,0,0
2000012,双蛇党12,590,60,0,0,0,3,0,0,0
2000013,双蛇党13,609,59,0,0,0,3,0,0,0
2000014,双蛇党14,629,351,0,0,0,4,0,0,0
2000015,双蛇党15,655,354,0,0,0,1,0,0,0
2000016,双蛇党16,632,68,0,0,0,3,0,0,0
2000017,双蛇党17,653,182,0,0,0,3,0,0,0
2000018,双蛇党18,674,74,0,0,0,3,0,0,0
2000019,双蛇党19,702,277,0,0,0,3,0,0,0
2000020,双蛇党20,749,79,0,0,0,3,0,0,0
2000021,双蛇党21,774,195,0,0,0,3,0,0,0
2000022,双蛇党22,799,199,0,0,0,3,0,0,0
2000023,双蛇党23,832,82,0,0,0,3,0,0,0
2000024,双蛇党24,884,86,0,0,0,3,0,0,0
2000025,双蛇党25,913,286,0,0,0,3,0,0,0
2000026,双蛇党26,943,330,0,0,0,4,0,0,0
2000027,双蛇党27,982,331,0,0,0,5,0,0,0
2000028,双蛇党28,1506,341,0,0,0,7,0,0,0
2000029,双蛇党29,1555,342,0,0,0,6,0,0,0
2000030,双蛇党30,1619,343,0,0,0,1,0,0,0
2000031,双蛇党31,0,0,0,0,0,0,0,0,0
2000032,双蛇党32,0,0,0,0,0,0,0,0,0
2000033,双蛇党33,0,0,0,0,0,0,0,0,0
2000034,双蛇党34,0,0,0,0,0,0,0,0,0
2000035,双蛇党35,0,0,0,0,0,0,0,0,0
2000036,双蛇党36,0,0,0,0,0,0,0,0,0
2000037,双蛇党37,0,0,0,0,0,0,0,0,0
2000038,双蛇党38,0,0,0,0,0,0,0,0,0
2000039,双蛇党39,0,0,0,0,0,0,0,0,0
2000040,双蛇党40,0,0,0,0,0,0,0,0,0
2000041,双蛇党41,0,0,0,0,0,0,0,0,0
2000042,双蛇党42,0,0,0,0,0,0,0,0,0
2000043,双蛇党43,0,0,0,0,0,0,0,0,0
2000044,双蛇党44,0,0,0,0,0,0,0,0,0
2000045,双蛇党45,0,0,0,0,0,0,0,0,0
2000046,双蛇党46,0,0,0,0,0,0,0,0,0
2000047,双蛇党47,0,0,0,0,0,0,0,0,0
2000048,双蛇党48,0,0,0,0,0,0,0,0,0
2000049,双蛇党49,0,0,0,0,0,0,0,0,0
2000050,双蛇党50,0,0,0,0,0,0,0,0,0
3000001,恒辉队01,240,124,0,0,0,3,0,0,0
3000002,恒辉队02,266,336,0,0,0,3,0,0,0
3000003,恒辉队03,287,337,0,0,0,1,0,0,0
3000004,恒辉队04,311,340,0,0,0,1,0,0,0
3000005,恒辉队05,345,141,0,0,0,3,0,0,0
3000006,恒辉队06,357,35,0,0,0,3,0,0,0
3000007,恒辉队07,388,36,0,0,0,3,0,0,0
3000008,恒辉队08,431,250,0,0,0,3,0,0,0
3000009,恒辉队09,441,155,0,0,0,3,0,0,0
3000010,恒辉队10,478,293,0,0,0,1,0,0,0
3000011,恒辉队11,531,270,0,0,0,3,0,0,0
3000012,恒辉队12,590,60,0,0,0,3,0,0,0
3000013,恒辉队13,609,59,0,0,0,3,0,0,0
3000014,恒辉队14,629,345,0,0,0,3,0,0,0
3000015,恒辉队15,655,346,0,0,0,2,0,0,0
3000016,恒辉队16,632,347,0,0,0,1,0,0,0
3000017,恒辉队17,653,71,0,0,0,3,0,0,0
3000018,恒辉队18,674,180,0,0,0,3,0,0,0
3000019,恒辉队19,702,76,0,0,0,3,0,0,0
3000020,恒辉队20,749,281,0,0,0,3,0,0,0
3000021,恒辉队21,774,195,0,0,0,3,0,0,0
3000022,恒辉队22,799,198,0,0,0,3,0,0,0
3000023,恒辉队23,832,81,0,0,0,3,0,0,0
3000024,恒辉队24,884,87,0,0,0,3,0,0,0
3000025,恒辉队25,913,288,0,0,0,3,0,0,0
3000026,恒辉队26,943,328,0,0,0,4,0,0,0
3000027,恒辉队27,982,331,0,0,0,5,0,0,0
3000028,恒辉队28,1506,341,0,0,0,8,0,0,0
3000029,恒辉队29,1555,348,0,0,0,3,0,0,0
3000030,恒辉队30,1619,349,0,0,0,3,0,0,0
3000031,恒辉队31,0,0,0,0,0,0,0,0,0
3000032,恒辉队32,0,0,0,0,0,0,0,0,0
3000033,恒辉队33,0,0,0,0,0,0,0,0,0
3000034,恒辉队34,0,0,0,0,0,0,0,0,0
3000035,恒辉队35,0,0,0,0,0,0,0,0,0
3000036,恒辉队36,0,0,0,0,0,0,0,0,0
3000037,恒辉队37,0,0,0,0,0,0,0,0,0
3000038,恒辉队38,0,0,0,0,0,0,0,0,0
3000039,恒辉队39,0,0,0,0,0,0,0,0,0
3000040,恒辉队40,0,0,0,0,0,0,0,0,0
3000041,恒辉队41,0,0,0,0,0,0,0,0,0
3000042,恒辉队42,0,0,0,0,0,0,0,0,0
3000043,恒辉队43,0,0,0,0,0,0,0,0,0
3000044,恒辉队44,0,0,0,0,0,0,0,0,0
3000045,恒辉队45,0,0,0,0,0,0,0,0,0
3000046,恒辉队46,0,0,0,0,0,0,0,0,0
3000047,恒辉队47,0,0,0,0,0,0,0,0,0
3000048,恒辉队48,0,0,0,0,0,0,0,0,0
3000049,恒辉队49,0,0,0,0,0,0,0,0,0
3000050,恒辉队50,0,0,0,0,0,0,0,0,0
