#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100168,匠心独具,"**专家专用技能**
**仅在内静与工作小调档数相同时才能使用**
消耗耐久以使作业大幅进展，品质也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100169,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100170,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100171,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100172,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100173,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100174,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100175,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100176,称心,"**专家专用技能**
**只有在工作小调的档数为3的倍数时才可以使用**
消耗1档工作小调的效果，恢复15点制作力
成功率：100%",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100177,收尾,,0,100177,100177,100177,100177,100177,100177,100177,100177,241,248,786,0,33,1,0,-1,False
100178,坚实的心得,"**仅可在首次作业时发动**
根据剩余的工作量多少，令数次作业（上限25次）内发动坚实制作不消耗制作力和耐久",0,100178,100178,100178,100178,100178,100178,100178,100178,242,249,786,0,0,1,0,-1,False
100179,刻木匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“刻木匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100180,锻铁匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“锻铁匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100181,铸甲匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“铸甲匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100182,雕金匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“雕金匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100183,制革匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“制革匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100184,裁衣匠之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“裁衣匠图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100185,炼金术士之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“炼金术士图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100186,烹调师之魂,"**专家专用技能**
7次作业内会比较容易出现高品质状态
使用时需消耗道具“烹调师图纸”
**一次制作最多可使用5次**",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100187,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100188,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100189,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100190,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100191,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100192,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100193,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100194,工作小调,"**专家专用技能**
附加11档工作小调的状态
每出现一次“高品质”或更优的状态时，积累的小调效果会减少1档。效果减少到0时会发动消耗耐久推进作业进展的“收尾”，并结束工作小调效果
（收尾　效率：200　成功率：50%）
积累的效果为3的倍数时，部分制作系技能的效率会有所提高",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100195,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100196,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100197,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100198,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100199,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100200,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100201,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100202,仓促II,"消耗耐久以提高制品品质
效率：100
成功率：60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100203,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,9,62,7,8,False
100204,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,10,62,7,9,False
100205,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,11,62,7,10,False
100206,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,12,62,7,11,False
100207,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,13,62,7,12,False
100208,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,14,62,7,13,False
100209,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,15,62,7,14,False
100210,模范制作,"消耗耐久以推动作业进展
效率：180
成功率：100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,16,62,7,15,False
100211,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100212,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100213,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100214,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100215,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100216,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100217,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100218,高速制作II,"消耗耐久以推动作业进展
效率：300
成功率：60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100219,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100220,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100221,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100222,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100223,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100224,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100225,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100226,专心加工,"消耗耐久以提高制品品质
成功时：内静的积累档数x2（最多积累11档）
失败时：内静的积累档数减半
效率：100
成功率：50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100227,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1535,0,9,66,25,8,False
100228,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1584,0,10,66,25,9,False
100229,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1635,0,11,66,25,10,False
100230,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1686,0,12,66,25,11,False
100231,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1734,0,13,66,25,12,False
100232,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1784,0,14,66,25,13,False
100233,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1835,0,15,66,25,14,False
100234,俭约加工,"**在俭约和长期俭约状态下无法使用**
耐久度消耗量减半的同时提高制品品质
效率：100
成功率：100%",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1886,0,16,66,25,15,False
100235,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100236,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100237,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100238,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100239,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100240,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100241,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100242,注视制作,"消耗耐久以推动作业进展
效率：200
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100243,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100244,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100245,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100246,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100247,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100248,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100249,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100250,注视加工,"消耗耐久以提高制品品质
效率：150
成功率：50%
**连击条件：**观察
**连击时成功率：**100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100251,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100252,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100253,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100254,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100255,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100256,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100257,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100258,起始准备,"**仅可在首次作业时发动**
附加起始准备状态，一定概率可降低制作力的消耗量
**装备专家之证时：**可以使用一次专精绝技并结束起始准备的状态",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100259,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100260,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100261,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100262,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100263,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100264,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100265,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100266,专精绝技：巩固,"**专家专用技能**
结束起始准备的状态，恢复25点耐久",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100267,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100268,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100269,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100270,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100271,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100272,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100273,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100274,专精绝技：安稳,"**专家专用技能**
结束起始准备的状态，恢复65点制作力",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100275,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100276,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100277,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100278,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100279,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100280,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100281,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100282,专精绝技：闲静,"**专家专用技能**
结束起始准备的状态，使内静的积累档数+3（最多积累11档）",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
100283,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,9,80,250,8,False
100284,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,10,80,250,9,False
100285,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,11,80,250,10,False
100286,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,12,80,250,11,False
100287,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,13,80,250,12,False
100288,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,14,80,250,13,False
100289,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,15,80,250,14,False
100290,工匠的神速技巧,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的100%
成功率：100%
**无法在高难度配方中使用**",0,100283,100284,100285,100286,100287,100288,100289,100290,239,246,1981,0,16,80,250,15,False
100291,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100292,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100293,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100294,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100295,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100296,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
